DEPTH,CONJPOS,DRAWDOWN,SWAT,PRESSURE,CONIDX,CONBPRES,CONIPOS,SGAS,WELL,WELLMODEL,DATE,CONKPOS
1638.6907958984375,30,0,0.052009500563144684,300.6406555175781,1,300.6406555175781,22,0.0,R_A2,STANDARD,2018-01-01,1
1640.4217529296875,30,0,0.05386916548013687,300.7567138671875,2,300.7567138671875,22,0.0,R_A2,STANDARD,2018-01-01,2
1642.1527099609375,30,0,0.056456487625837326,300.8727722167969,3,300.8727722167969,22,0.0,R_A2,STANDARD,2018-01-01,3
1643.883544921875,30,0,0.05966219678521156,300.9888610839844,4,300.9888610839844,22,0.0,R_A2,STANDARD,2018-01-01,4
1645.614501953125,30,0,0.08030097931623459,301.10491943359375,5,301.10491943359375,22,0.0,R_A2,STANDARD,2018-01-01,5
1647.3455810546875,30,0,0.3049111068248749,301.22100830078125,6,301.22100830078125,22,0.0,R_A2,STANDARD,2018-01-01,6
1649.0765380859375,30,0,0.6481541991233826,301.33709716796875,7,301.33709716796875,22,0.0,R_A2,STANDARD,2018-01-01,7
1650.8074951171875,30,0,0.847785234451294,301.45318603515625,8,301.45318603515625,22,0.0,R_A2,STANDARD,2018-01-01,8
1652.538330078125,30,0,0.8865713477134705,301.56927490234375,9,301.56927490234375,22,0.0,R_A2,STANDARD,2018-01-01,9
1654.269287109375,30,0,0.8776247501373291,301.68536376953125,10,301.68536376953125,22,0.0,R_A2,STANDARD,2018-01-01,10
1656.1492919921875,30,0,0.06543313711881638,301.8114318847656,11,301.8114318847656,22,0.0,R_A2,STANDARD,2018-01-01,11
1658.1783447265625,30,0,0.2230851948261261,301.9475402832031,12,301.9475402832031,22,0.0,R_A2,STANDARD,2018-01-01,12
1660.2073974609375,30,0,0.41181185841560364,302.0836486816406,13,302.0836486816406,22,0.0,R_A2,STANDARD,2018-01-01,13
1662.2364501953125,30,0,0.46104300022125244,302.2197570800781,14,302.2197570800781,22,0.0,R_A2,STANDARD,2018-01-01,14
1664.265625,30,0,0.8926969766616821,302.3558654785156,15,302.3558654785156,22,0.0,R_A2,STANDARD,2018-01-01,15
1666.294677734375,30,0,0.8907575607299805,302.4919738769531,16,302.4919738769531,22,0.0,R_A2,STANDARD,2018-01-01,16
1671.50146484375,29,0,0.9496886134147644,302.8412780761719,17,302.8412780761719,22,0.0,R_A2,STANDARD,2018-01-01,16
1673.6292724609375,29,0,0.9313134551048279,302.9840393066406,18,302.9840393066406,22,0.0,R_A2,STANDARD,2018-01-01,17
1675.2626953125,29,0,0.9634585380554199,303.0936279296875,19,303.0936279296875,22,0.0,R_A2,STANDARD,2018-01-01,18
1676.6982421875,29,0,1.0,303.18994140625,20,303.18994140625,22,0.0,R_A2,STANDARD,2018-01-01,25
1678.43017578125,29,0,1.0,303.3061218261719,21,303.3061218261719,22,0.0,R_A2,STANDARD,2018-01-01,26
1680.162109375,29,0,0.6481541991233826,303.4223327636719,22,303.4223327636719,22,0.0,R_A2,STANDARD,2018-01-01,27
1681.89404296875,29,0,1.0,303.85302734375,23,303.85302734375,22,0.0,R_A2,STANDARD,2018-01-01,28
1683.6259765625,29,0,1.0,304.01715087890625,24,304.01715087890625,22,0.0,R_A2,STANDARD,2018-01-01,29
1609.237548828125,41,0,0.6481541991233826,298.666259765625,1,298.666259765625,28,0.0,R_A3,STANDARD,2018-01-01,1
1611.1900634765625,41,0,0.19576554000377655,298.797119140625,2,298.797119140625,28,0.0,R_A3,STANDARD,2018-01-01,2
1613.1427001953125,41,0,0.1483415961265564,298.927978515625,3,298.927978515625,28,0.0,R_A3,STANDARD,2018-01-01,3
1605.46240234375,41,0,0.18607085943222046,298.4132385253906,4,298.4132385253906,29,0.0,R_A3,STANDARD,2018-01-01,3
1607.5147705078125,41,0,0.14500851929187775,298.55078125,5,298.55078125,29,0.0,R_A3,STANDARD,2018-01-01,4
1609.5670166015625,41,0,0.8066111207008362,298.6883239746094,6,298.6883239746094,29,0.0,R_A3,STANDARD,2018-01-01,5
1611.619384765625,41,0,0.6481541991233826,298.82586669921875,7,298.82586669921875,29,0.0,R_A3,STANDARD,2018-01-01,6
1613.671630859375,41,0,0.19708743691444397,298.96343994140625,8,298.96343994140625,29,0.0,R_A3,STANDARD,2018-01-01,7
1615.7239990234375,41,0,0.1988016963005066,299.1009826660156,9,299.1009826660156,29,0.0,R_A3,STANDARD,2018-01-01,8
1617.7763671875,41,0,0.7955650687217712,299.2385559082031,10,299.2385559082031,29,0.0,R_A3,STANDARD,2018-01-01,9
1619.82861328125,41,0,0.7997362613677979,299.3760986328125,11,299.3760986328125,29,0.0,R_A3,STANDARD,2018-01-01,10
1621.990966796875,41,0,0.04906852915883064,299.52105712890625,12,299.52105712890625,29,0.0,R_A3,STANDARD,2018-01-01,11
1624.2633056640625,41,0,0.05636943504214287,299.6733703613281,13,299.6733703613281,29,0.0,R_A3,STANDARD,2018-01-01,12
1626.53564453125,41,0,0.373502254486084,299.8257141113281,14,299.8257141113281,29,0.0,R_A3,STANDARD,2018-01-01,13
1631.080322265625,41,0,0.4822128713130951,300.1304016113281,15,300.1304016113281,29,0.0,R_A3,STANDARD,2018-01-01,15
1632.688720703125,41,0,0.8082855939865112,300.23822021484375,16,300.23822021484375,29,0.0,R_A3,STANDARD,2018-01-01,16
1634.856689453125,41,0,1.0,300.3835754394531,17,300.3835754394531,29,0.0,R_A3,STANDARD,2018-01-01,25
1638.248046875,41,0,0.042022161185741425,300.6109619140625,18,300.6109619140625,29,0.0,R_A3,STANDARD,2018-01-01,26
1641.6392822265625,41,0,0.08631353825330734,300.8383483886719,19,300.8383483886719,29,0.0,R_A3,STANDARD,2018-01-01,27
1645.0306396484375,41,0,1.0,301.0657653808594,20,301.0657653808594,29,0.0,R_A3,STANDARD,2018-01-01,28
1648.4219970703125,41,0,0.6481541991233826,301.2931823730469,21,301.2931823730469,29,0.0,R_A3,STANDARD,2018-01-01,29
1631.477783203125,52,0,0.04909149557352066,300.15704345703125,1,300.15704345703125,30,0.0,R_A4,STANDARD,2018-01-01,1
1625.4752197265625,52,0,0.04652286693453789,299.754638671875,2,299.754638671875,31,0.0,R_A4,STANDARD,2018-01-01,1
1627.5579833984375,52,0,0.04783120006322861,299.8942565917969,3,299.8942565917969,31,0.0,R_A4,STANDARD,2018-01-01,2
1629.640625,52,0,0.04961568862199783,300.03387451171875,4,300.03387451171875,31,0.0,R_A4,STANDARD,2018-01-01,3
1631.7232666015625,52,0,0.051621824502944946,300.1734924316406,5,300.1734924316406,31,0.0,R_A4,STANDARD,2018-01-01,4
1633.805908203125,52,0,0.052948303520679474,300.3131103515625,6,300.3131103515625,31,0.0,R_A4,STANDARD,2018-01-01,5
1632.4521484375,52,0,0.05326879397034645,300.22235107421875,7,300.22235107421875,32,0.0,R_A4,STANDARD,2018-01-01,5
1634.3253173828125,52,0,0.08907803148031235,300.34796142578125,8,300.34796142578125,32,0.0,R_A4,STANDARD,2018-01-01,6
1636.0926513671875,51,0,0.07667383551597595,300.4664611816406,9,300.4664611816406,32,0.0,R_A4,STANDARD,2018-01-01,6
1634.2412109375,51,0,0.056134145706892014,300.3423156738281,10,300.3423156738281,32,0.0,R_A4,STANDARD,2018-01-01,5
1636.91455078125,51,0,0.05652828887104988,300.52154541015625,11,300.52154541015625,33,0.0,R_A4,STANDARD,2018-01-01,5
1642.20263671875,50,0,0.062179889529943466,300.8761291503906,12,300.8761291503906,33,0.0,R_A4,STANDARD,2018-01-01,5
1642.0830078125,50,0,0.06232420355081558,300.86810302734375,13,300.86810302734375,34,0.0,R_A4,STANDARD,2018-01-01,5
1640.21484375,50,0,0.059884995222091675,300.74285888671875,14,300.74285888671875,34,0.0,R_A4,STANDARD,2018-01-01,4
1638.3466796875,50,0,0.13034455478191376,300.6175842285156,15,300.6175842285156,34,0.0,R_A4,STANDARD,2018-01-01,3
1641.19873046875,50,0,0.15263870358467102,300.8088073730469,16,300.8088073730469,35,0.0,R_A4,STANDARD,2018-01-01,3
