DEPTH,CONJPOS,DRAWDOWN,SWAT,PRESSURE,CONIDX,CONBPRES,CONIPOS,SGAS,WELL,WELLMODEL,DATE,CONKPOS
1639.4051513671875,50,0,0.21796831488609314,300.6885681152344,17,300.6885681152344,35,0.0,R_A4,STANDARD,2018-01-01,2
1644.237060546875,49,0,0.23466531932353973,301.0125732421875,18,301.0125732421875,35,0.0,R_A4,STANDARD,2018-01-01,2
1642.418212890625,49,0,0.22840869426727295,300.8905944824219,19,300.8905944824219,35,0.0,R_A4,STANDARD,2018-01-01,1
1644.837158203125,49,0,0.09585131704807281,301.05279541015625,20,301.05279541015625,36,0.0,R_A4,STANDARD,2018-01-01,28
1644.1038818359375,48,0,0.052391715347766876,301.0036315917969,21,301.0036315917969,36,0.0,R_A4,STANDARD,2018-01-01,28
1649.691650390625,48,0,0.05517195165157318,301.37835693359375,22,301.37835693359375,37,0.0,R_A4,STANDARD,2018-01-01,28
1644.01513671875,48,0,0.6481541991233826,300.9976806640625,23,300.9976806640625,37,0.0,R_A4,STANDARD,2018-01-01,27
1649.21728515625,48,0,0.6481541991233826,301.3465270996094,24,301.3465270996094,38,0.0,R_A4,STANDARD,2018-01-01,27
1655.0162353515625,48,0,0.18254542350769043,301.7354431152344,25,301.7354431152344,38,0.0,R_A4,STANDARD,2018-01-01,28
1660.24853515625,47,0,0.18677060306072235,302.0863952636719,26,302.0863952636719,38,0.0,R_A4,STANDARD,2018-01-01,28
1684.075439453125,20,0,1.0,303.7539367675781,1,303.7539367675781,31,0.0,R_A5,STANDARD,2018-01-01,1
1686.1663818359375,20,0,1.0,303.95208740234375,2,303.95208740234375,31,0.0,R_A5,STANDARD,2018-01-01,2
1688.2572021484375,20,0,1.0,304.1502380371094,3,304.1502380371094,31,0.0,R_A5,STANDARD,2018-01-01,3
1690.34814453125,20,0,1.0,304.348388671875,4,304.348388671875,31,0.0,R_A5,STANDARD,2018-01-01,4
1692.43896484375,20,0,1.0,304.5465087890625,5,304.5465087890625,31,0.0,R_A5,STANDARD,2018-01-01,5
1694.5299072265625,20,0,1.0,304.7446594238281,6,304.7446594238281,31,0.0,R_A5,STANDARD,2018-01-01,6
1696.620849609375,20,0,1.0,305.24859619140625,7,305.24859619140625,31,0.0,R_A5,STANDARD,2018-01-01,7
1698.711669921875,20,0,1.0,305.4467468261719,8,305.4467468261719,31,0.0,R_A5,STANDARD,2018-01-01,8
1696.2098388671875,21,0,1.0,305.20965576171875,9,305.20965576171875,31,0.0,R_A5,STANDARD,2018-01-01,8
1698.5372314453125,21,0,1.0,305.4302062988281,10,305.4302062988281,31,0.0,R_A5,STANDARD,2018-01-01,9
1700.8646240234375,21,0,1.0,305.6507873535156,11,305.6507873535156,31,0.0,R_A5,STANDARD,2018-01-01,10
1703.04541015625,21,0,1.0,305.5517883300781,12,305.5517883300781,31,0.0,R_A5,STANDARD,2018-01-01,11
1705.079833984375,21,0,1.0,305.7445983886719,13,305.7445983886719,31,0.0,R_A5,STANDARD,2018-01-01,12
1707.1141357421875,21,0,1.0,305.9493408203125,14,305.9493408203125,31,0.0,R_A5,STANDARD,2018-01-01,13
1709.1485595703125,21,0,1.0,306.14215087890625,15,306.14215087890625,31,0.0,R_A5,STANDARD,2018-01-01,14
1711.182861328125,21,0,1.0,306.4799499511719,16,306.4799499511719,31,0.0,R_A5,STANDARD,2018-01-01,15
1713.2171630859375,21,0,1.0,306.6727600097656,17,306.6727600097656,31,0.0,R_A5,STANDARD,2018-01-01,16
1715.1170654296875,21,0,1.0,306.8528137207031,18,306.8528137207031,31,0.0,R_A5,STANDARD,2018-01-01,17
1716.276123046875,21,0,1.0,306.9626770019531,19,306.9626770019531,31,0.0,R_A5,STANDARD,2018-01-01,18
1717.648193359375,21,0,1.0,306.93560791015625,20,306.93560791015625,31,0.0,R_A5,STANDARD,2018-01-01,25
1719.791015625,21,0,1.0,307.4444580078125,21,307.4444580078125,31,0.0,R_A5,STANDARD,2018-01-01,26
1721.933837890625,21,0,1.0,307.6475524902344,22,307.6475524902344,31,0.0,R_A5,STANDARD,2018-01-01,27
1724.07666015625,21,0,1.0,307.85064697265625,23,307.85064697265625,31,0.0,R_A5,STANDARD,2018-01-01,28
1726.2196044921875,21,0,1.0,308.0537414550781,24,308.0537414550781,31,0.0,R_A5,STANDARD,2018-01-01,29
1693.91455078125,42,0,1.0,304.99212646484375,1,304.99212646484375,17,0.0,R_A6,STANDARD,2018-01-01,1
1695.4423828125,42,0,1.0,305.1369323730469,2,305.1369323730469,17,0.0,R_A6,STANDARD,2018-01-01,2
1696.97021484375,42,0,1.0,305.2817077636719,3,305.2817077636719,17,0.0,R_A6,STANDARD,2018-01-01,3
1698.498046875,42,0,1.0,305.426513671875,4,305.426513671875,17,0.0,R_A6,STANDARD,2018-01-01,4
1700.02587890625,42,0,1.0,305.5712890625,5,305.5712890625,17,0.0,R_A6,STANDARD,2018-01-01,5
1701.5538330078125,42,0,1.0,305.41705322265625,6,305.41705322265625,17,0.0,R_A6,STANDARD,2018-01-01,6
1703.0816650390625,42,0,1.0,305.56182861328125,7,305.56182861328125,17,0.0,R_A6,STANDARD,2018-01-01,7
1704.6094970703125,42,0,1.0,305.7066345214844,8,305.7066345214844,17,0.0,R_A6,STANDARD,2018-01-01,8
1706.1373291015625,42,0,1.0,306.15045166015625,9,306.15045166015625,17,0.0,R_A6,STANDARD,2018-01-01,9
1707.6651611328125,42,0,1.0,305.9894714355469,10,305.9894714355469,17,0.0,R_A6,STANDARD,2018-01-01,10
1709.577392578125,42,0,1.0,306.1708068847656,11,306.1708068847656,17,0.0,R_A6,STANDARD,2018-01-01,11
1711.873779296875,42,0,1.0,306.3884582519531,12,306.3884582519531,17,0.0,R_A6,STANDARD,2018-01-01,12
1714.170166015625,42,0,1.0,306.6180725097656,13,306.6180725097656,17,0.0,R_A6,STANDARD,2018-01-01,13
1716.466552734375,42,0,1.0,306.835693359375,14,306.835693359375,17,0.0,R_A6,STANDARD,2018-01-01,14
1718.7630615234375,42,0,1.0,307.0533447265625,15,307.0533447265625,17,0.0,R_A6,STANDARD,2018-01-01,15
1721.0594482421875,42,0,1.0,307.416015625,16,307.416015625,17,0.0,R_A6,STANDARD,2018-01-01,16
1723.35595703125,42,0,1.0,307.6336364746094,17,307.6336364746094,17,0.0,R_A6,STANDARD,2018-01-01,17
1724.83837890625,42,0,1.0,307.774169921875,18,307.774169921875,17,0.0,R_A6,STANDARD,2018-01-01,18
1726.024169921875,42,0,1.0,307.72943115234375,19,307.72943115234375,17,0.0,R_A6,STANDARD,2018-01-01,25
1727.7271728515625,42,0,1.0,308.1966552734375,20,308.1966552734375,17,0.0,R_A6,STANDARD,2018-01-01,26
1729.43017578125,42,0,1.0,308.3580627441406,21,308.3580627441406,17,0.0,R_A6,STANDARD,2018-01-01,27
1731.13330078125,42,0,1.0,308.51947021484375,22,308.51947021484375,17,0.0,R_A6,STANDARD,2018-01-01,28
1732.8363037109375,42,0,1.0,308.3750915527344,23,308.3750915527344,17,0.0,R_A6,STANDARD,2018-01-01,29
1638.6907958984375,30,0,0.05208751931786537,298.4461364746094,1,298.4461364746094,22,0.0,R_A2,STANDARD,2018-03-01,1
1640.4217529296875,30,0,0.05395074561238289,298.5621032714844,2,298.5621032714844,22,0.0,R_A2,STANDARD,2018-03-01,2
1642.1527099609375,30,0,0.05654236674308777,298.6780700683594,3,298.6780700683594,22,0.0,R_A2,STANDARD,2018-03-01,3
1643.883544921875,30,0,0.059750016778707504,298.7940979003906,4,298.7940979003906,22,0.0,R_A2,STANDARD,2018-03-01,4
1645.614501953125,30,0,0.08045940846204758,298.91009521484375,5,298.91009521484375,22,0.0,R_A2,STANDARD,2018-03-01,5
1647.3455810546875,30,0,0.303861141204834,299.02313232421875,6,299.02313232421875,22,0.0,R_A2,STANDARD,2018-03-01,6
1649.0765380859375,30,0,0.6494199633598328,299.04107666015625,7,299.04107666015625,22,0.0,R_A2,STANDARD,2018-03-01,7
1650.8074951171875,30,0,0.8476799726486206,299.177490234375,8,299.177490234375,22,0.0,R_A2,STANDARD,2018-03-01,8
1652.538330078125,30,0,0.8863994479179382,299.5256042480469,9,299.5256042480469,22,0.0,R_A2,STANDARD,2018-03-01,9
1654.269287109375,30,0,0.8775336146354675,299.9163513183594,10,299.9163513183594,22,0.0,R_A2,STANDARD,2018-03-01,10
1656.1492919921875,30,0,0.06553465873003006,299.83624267578125,11,299.83624267578125,22,0.0,R_A2,STANDARD,2018-03-01,11
1658.1783447265625,30,0,0.22330981492996216,300.03656005859375,12,300.03656005859375,22,0.0,R_A2,STANDARD,2018-03-01,12
1660.2073974609375,30,0,0.41189098358154297,300.38232421875,13,300.38232421875,22,0.0,R_A2,STANDARD,2018-03-01,13
1662.2364501953125,30,0,0.46113255620002747,300.51885986328125,14,300.51885986328125,22,0.0,R_A2,STANDARD,2018-03-01,14
1664.265625,30,0,0.8926412463188171,300.6562194824219,15,300.6562194824219,22,0.0,R_A2,STANDARD,2018-03-01,15
1666.294677734375,30,0,0.8907008171081543,300.7931213378906,16,300.7931213378906,22,0.0,R_A2,STANDARD,2018-03-01,16
1671.50146484375,29,0,0.949662446975708,301.1400146484375,17,301.1400146484375,22,0.0,R_A2,STANDARD,2018-03-01,16
1673.6292724609375,29,0,0.9312777519226074,301.2823181152344,18,301.2823181152344,22,0.0,R_A2,STANDARD,2018-03-01,17
1675.2626953125,29,0,0.9634395241737366,301.39178466796875,19,301.39178466796875,22,0.0,R_A2,STANDARD,2018-03-01,18
1676.6982421875,29,0,1.0,302.6783142089844,20,302.6783142089844,22,-3.069934172324207e-13,R_A2,STANDARD,2018-03-01,25
1678.43017578125,29,0,1.0,302.5201110839844,21,302.5201110839844,22,-1.4175894616150209e-13,R_A2,STANDARD,2018-03-01,26
1680.162109375,29,0,0.6489734649658203,302.21453857421875,22,302.21453857421875,22,0.0,R_A2,STANDARD,2018-03-01,27
1681.89404296875,29,0,1.0,302.6495361328125,23,302.6495361328125,22,-1.0680011319763594e-09,R_A2,STANDARD,2018-03-01,28
1683.6259765625,29,0,0.9999877214431763,302.68145751953125,24,302.68145751953125,22,0.0,R_A2,STANDARD,2018-03-01,29
1684.075439453125,20,0,0.9999998807907104,281.3170166015625,1,281.3170166015625,31,-7.02940150532072e-09,R_A5,STANDARD,2018-04-28,1
1686.1663818359375,20,0,0.9999998807907104,281.5148010253906,2,281.5148010253906,31,-6.477894665124495e-09,R_A5,STANDARD,2018-04-28,2
1688.2572021484375,20,0,0.9999998807907104,281.71246337890625,3,281.71246337890625,31,-6.919431694285549e-09,R_A5,STANDARD,2018-04-28,3
1690.34814453125,20,0,0.9999998211860657,281.9099426269531,4,281.9099426269531,31,-7.860233353085277e-09,R_A5,STANDARD,2018-04-28,4
1692.43896484375,20,0,0.9999999403953552,282.107177734375,5,282.107177734375,31,-4.120023433529241e-09,R_A5,STANDARD,2018-04-28,5
1694.5299072265625,20,0,0.9999999403953552,282.3045349121094,6,282.3045349121094,31,-1.9797219419359635e-09,R_A5,STANDARD,2018-04-28,6
1696.620849609375,20,0,1.0,282.817138671875,7,282.817138671875,31,-2.8592168563323916e-11,R_A5,STANDARD,2018-04-28,7
1698.711669921875,20,0,1.0,283.03851318359375,8,283.03851318359375,31,-8.460283688893622e-12,R_A5,STANDARD,2018-04-28,8
1696.2098388671875,21,0,1.0,282.470458984375,9,282.470458984375,31,-1.0135315503534414e-10,R_A5,STANDARD,2018-04-28,8
1698.5372314453125,21,0,1.0,282.6959533691406,10,282.6959533691406,31,-1.3163805982763233e-11,R_A5,STANDARD,2018-04-28,9
1700.8646240234375,21,0,1.0,282.73370361328125,11,282.73370361328125,31,-8.11361481473094e-12,R_A5,STANDARD,2018-04-28,10
1703.04541015625,21,0,1.0,280.3768005371094,12,280.3768005371094,31,-2.46037384910025e-10,R_A5,STANDARD,2018-04-28,11
1705.079833984375,21,0,1.0,280.6502685546875,13,280.6502685546875,31,-3.4472205645563747e-10,R_A5,STANDARD,2018-04-28,12
1707.1141357421875,21,0,1.0,280.8554992675781,14,280.8554992675781,31,-1.809135827257613e-11,R_A5,STANDARD,2018-04-28,13
1709.1485595703125,21,0,1.0,281.0490417480469,15,281.0490417480469,31,-1.8684690947234905e-11,R_A5,STANDARD,2018-04-28,14
1711.182861328125,21,0,1.0,281.3907470703125,16,281.3907470703125,31,-8.398117271046779e-12,R_A5,STANDARD,2018-04-28,15
1713.2171630859375,21,0,1.0,281.5891418457031,17,281.5891418457031,31,-1.3269256570261345e-12,R_A5,STANDARD,2018-04-28,16
1715.1170654296875,21,0,1.0,281.7715148925781,18,281.7715148925781,31,-2.5090667390981203e-12,R_A5,STANDARD,2018-04-28,17
1716.276123046875,21,0,1.0,281.8807678222656,19,281.8807678222656,31,-2.3279029782795986e-15,R_A5,STANDARD,2018-04-28,18
1717.648193359375,21,0,1.0,289.020263671875,20,289.020263671875,31,-1.005294181233296e-10,R_A5,STANDARD,2018-04-28,25
1719.791015625,21,0,1.0,289.58050537109375,21,289.58050537109375,31,-1.3609353921584244e-10,R_A5,STANDARD,2018-04-28,26
1721.933837890625,21,0,1.0,298.4346008300781,22,298.4346008300781,31,-1.2808439317588567e-17,R_A5,STANDARD,2018-04-28,27
1724.07666015625,21,0,1.0,304.43463134765625,23,304.43463134765625,31,-5.122934260742507e-18,R_A5,STANDARD,2018-04-28,28
1726.2196044921875,21,0,1.0,306.78729248046875,24,306.78729248046875,31,-6.208689723322021e-20,R_A5,STANDARD,2018-04-28,29
1609.237548828125,41,0,0.6494712829589844,283.6422119140625,1,283.6422119140625,28,0.0,R_A3,STANDARD,2018-07-03,1
1611.1900634765625,41,0,0.1960369199514389,283.7807312011719,2,283.7807312011719,28,0.0,R_A3,STANDARD,2018-07-03,2
1613.1427001953125,41,0,0.14862503111362457,283.91119384765625,3,283.91119384765625,28,0.0,R_A3,STANDARD,2018-07-03,3
1605.46240234375,41,0,0.18662865459918976,283.29052734375,4,283.29052734375,29,0.0,R_A3,STANDARD,2018-07-03,3
1607.5147705078125,41,0,0.1458473950624466,283.4275817871094,5,283.4275817871094,29,0.0,R_A3,STANDARD,2018-07-03,4
1609.5670166015625,41,0,0.8051709532737732,283.6448059082031,6,283.6448059082031,29,0.0,R_A3,STANDARD,2018-07-03,5
1611.619384765625,41,0,0.6493862867355347,283.765869140625,7,283.765869140625,29,0.0,R_A3,STANDARD,2018-07-03,6
1613.671630859375,41,0,0.19853366911411285,283.9202880859375,8,283.9202880859375,29,0.0,R_A3,STANDARD,2018-07-03,7
1615.7239990234375,41,0,0.20114153623580933,284.0574951171875,9,284.0574951171875,29,0.0,R_A3,STANDARD,2018-07-03,8
1617.7763671875,41,0,0.7946231961250305,284.3196105957031,10,284.3196105957031,29,0.0,R_A3,STANDARD,2018-07-03,9
1619.82861328125,41,0,0.7724073529243469,286.202880859375,11,286.202880859375,29,0.0,R_A3,STANDARD,2018-07-03,10
1621.990966796875,41,0,0.04917404428124428,289.6158142089844,12,289.6158142089844,29,0.0,R_A3,STANDARD,2018-07-03,11
1624.2633056640625,41,0,0.056459810584783554,289.767822265625,13,289.767822265625,29,0.0,R_A3,STANDARD,2018-07-03,12
1626.53564453125,41,0,0.3738223612308502,289.9228515625,14,289.9228515625,29,0.0,R_A3,STANDARD,2018-07-03,13
1631.080322265625,41,0,0.4817487597465515,291.0362854003906,15,291.0362854003906,29,0.0,R_A3,STANDARD,2018-07-03,15
1632.688720703125,41,0,0.8077616691589355,291.1450500488281,16,291.1450500488281,29,0.0,R_A3,STANDARD,2018-07-03,16
1634.856689453125,41,0,1.0,291.2718200683594,17,291.2718200683594,29,1.1969652699561628e-12,R_A3,STANDARD,2018-07-03,25
1638.248046875,41,0,0.04287061095237732,288.17584228515625,18,288.17584228515625,29,0.0,R_A3,STANDARD,2018-07-03,26
1641.6392822265625,41,0,0.08697488158941269,288.40277099609375,19,288.40277099609375,29,0.0,R_A3,STANDARD,2018-07-03,27
1645.0306396484375,41,0,1.0,290.77618408203125,20,290.77618408203125,29,1.2265606282382824e-13,R_A3,STANDARD,2018-07-03,28
1648.4219970703125,41,0,0.6655433773994446,288.4185791015625,21,288.4185791015625,29,0.0,R_A3,STANDARD,2018-07-03,29
1631.477783203125,52,0,0.049177780747413635,280.1524353027344,1,280.1524353027344,30,0.0,R_A4,STANDARD,2018-09-12,1
1625.4752197265625,52,0,0.04661395400762558,279.89447021484375,2,279.89447021484375,31,0.0,R_A4,STANDARD,2018-09-12,1
1627.5579833984375,52,0,0.04793091490864754,280.0332946777344,3,280.0332946777344,31,0.0,R_A4,STANDARD,2018-09-12,2
1629.640625,52,0,0.04971383884549141,280.17205810546875,4,280.17205810546875,31,0.0,R_A4,STANDARD,2018-09-12,3
1631.7232666015625,52,0,0.05171084403991699,280.31072998046875,5,280.31072998046875,31,0.0,R_A4,STANDARD,2018-09-12,4
1633.805908203125,52,0,0.05303303524851799,280.449462890625,6,280.449462890625,31,0.0,R_A4,STANDARD,2018-09-12,5
1632.4521484375,52,0,0.05327942594885826,280.48406982421875,7,280.48406982421875,32,0.0,R_A4,STANDARD,2018-09-12,5
1634.3253173828125,52,0,0.08904451876878738,280.6090087890625,8,280.6090087890625,32,0.0,R_A4,STANDARD,2018-09-12,6
1636.0926513671875,51,0,0.07697781175374985,280.4444274902344,9,280.4444274902344,32,0.0,R_A4,STANDARD,2018-09-12,6
1634.2412109375,51,0,0.05633880943059921,280.32098388671875,10,280.32098388671875,32,0.0,R_A4,STANDARD,2018-09-12,5
1636.91455078125,51,0,0.056630320847034454,280.64410400390625,11,280.64410400390625,33,0.0,R_A4,STANDARD,2018-09-12,5
1642.20263671875,50,0,0.062397897243499756,280.7900695800781,12,280.7900695800781,33,0.0,R_A4,STANDARD,2018-09-12,5
1642.0830078125,50,0,0.06273137032985687,280.96026611328125,13,280.96026611328125,34,0.0,R_A4,STANDARD,2018-09-12,5
1640.21484375,50,0,0.06002139300107956,280.83563232421875,14,280.83563232421875,34,0.0,R_A4,STANDARD,2018-09-12,4
1638.3466796875,50,0,0.13096721470355988,280.7108154296875,15,280.7108154296875,34,0.0,R_A4,STANDARD,2018-09-12,3
1641.19873046875,50,0,0.15283001959323883,281.0285339355469,16,281.0285339355469,35,0.0,R_A4,STANDARD,2018-09-12,3
1639.4051513671875,50,0,0.21819038689136505,280.908935546875,17,280.908935546875,35,0.0,R_A4,STANDARD,2018-09-12,2
1644.237060546875,49,0,0.23455271124839783,281.1249084472656,18,281.1249084472656,35,0.0,R_A4,STANDARD,2018-09-12,2
1642.418212890625,49,0,0.22827386856079102,281.0033264160156,19,281.0033264160156,35,0.0,R_A4,STANDARD,2018-09-12,1
1644.837158203125,49,0,0.09354470670223236,280.2377624511719,20,280.2377624511719,36,0.0,R_A4,STANDARD,2018-09-12,28
1644.1038818359375,48,0,0.05440029874444008,279.8258361816406,21,279.8258361816406,36,0.0,R_A4,STANDARD,2018-09-12,28
1649.691650390625,48,0,0.07033074647188187,280.53857421875,22,280.53857421875,37,0.0,R_A4,STANDARD,2018-09-12,28
1644.01513671875,48,0,0.6505678296089172,280.1737060546875,23,280.1737060546875,37,0.0,R_A4,STANDARD,2018-09-12,27
1649.21728515625,48,0,0.6740756034851074,280.9907531738281,24,280.9907531738281,38,0.0,R_A4,STANDARD,2018-09-12,27
1655.0162353515625,48,0,0.21879620850086212,281.37762451171875,25,281.37762451171875,38,0.0,R_A4,STANDARD,2018-09-12,28
1660.24853515625,47,0,0.19555650651454926,281.5291442871094,26,281.5291442871094,38,0.0,R_A4,STANDARD,2018-09-12,28
1693.91455078125,42,0,1.0,275.924560546875,1,275.924560546875,17,-4.480376962853359e-15,R_A6,STANDARD,2018-11-07,1
