PROPERTY,ZONE,REGION,FACIES,Avg,Avg_Weighted,Max,Min,P10,P90,Stddev,SOURCE,ID
SW,MidReek,IronIslands,Background,0.52250487,,1.0,0.0,0.19760825,1.0,0.33702585,geogrid,geogrid
PERM,MidReek,IronIslands,Channel,3130.2195,,10000.0,25.57331,489.49808,8479.977,2896.8901,geogrid,geogrid
PORO,MidReek,IronIslands,Channel,0.25117052,,0.4277159,0.04308735,0.18969418,0.31271964,0.048121147,geogrid,geogrid
SW,MidReek,IronIslands,Channel,0.3686002,,1.0,0.017689563,0.031094799,1.0,0.43251935,geogrid,geogrid
PERM,MidReek,IronIslands,Crevasse,156.93805,,1000.0,1.2136416,16.828667,384.4842,200.19109,geogrid,geogrid
PORO,MidReek,IronIslands,Crevasse,0.19291176,,0.36472934,0.0,0.12858126,0.2580548,0.050074182,geogrid,geogrid
SW,MidReek,IronIslands,Crevasse,0.40790075,,1.0,0.0,0.07994021,1.0,0.38645118,geogrid,geogrid
PERM,MidReek,North,Background,6.4956465,,100.0,0.08719275,0.91192305,14.660797,8.590952,geogrid,geogrid
PORO,MidReek,North,Background,0.08807998,,0.24903885,0.0,0.028504705,0.14762397,0.04533483,geogrid,geogrid
SW,MidReek,North,Background,0.9970366,,1.0,0.29837662,1.0,1.0,0.04003958,geogrid,geogrid
PERM,MidReek,North,Channel,2961.4866,,10000.0,19.255276,459.31836,7906.4326,2830.016,geogrid,geogrid
PORO,MidReek,North,Channel,0.24995513,,0.43544048,0.061175033,0.18802117,0.31280205,0.04854013,geogrid,geogrid
SW,MidReek,North,Channel,0.9863656,,1.0,0.026243752,1.0,1.0,0.11238927,geogrid,geogrid
PERM,MidReek,North,Crevasse,176.92361,,1000.0,2.055929,23.164085,426.91495,205.5847,geogrid,geogrid
PORO,MidReek,North,Crevasse,0.20372434,,0.37250704,0.041026816,0.14155932,0.26577717,0.048990045,geogrid,geogrid
SW,MidReek,North,Crevasse,0.9850093,,1.0,0.062892124,1.0,1.0,0.1120718,geogrid,geogrid
PERM,MidReek,Reach,Background,12.350086,,100.0,0.11486529,1.7192924,28.061285,16.394602,geogrid,geogrid
PORO,MidReek,Reach,Background,0.113231055,,0.29208693,0.0,0.05440275,0.17300273,0.046417516,geogrid,geogrid
SW,MidReek,Reach,Background,0.76818603,,1.0,0.0,0.31851777,1.0,0.2888147,geogrid,geogrid
PERM,MidReek,Reach,Channel,2983.6704,,10000.0,21.480818,447.23767,8168.9404,2856.8489,geogrid,geogrid
PORO,MidReek,Reach,Channel,0.2490181,,0.4553491,0.061332166,0.18538137,0.31099728,0.049185634,geogrid,geogrid
SW,MidReek,Reach,Channel,0.42297778,,1.0,0.020851899,0.047725677,1.0,0.43774536,geogrid,geogrid
PERM,MidReek,Reach,Crevasse,183.42046,,1000.0,1.6948614,22.997742,444.47543,218.85641,geogrid,geogrid
PORO,MidReek,Reach,Crevasse,0.20480828,,0.37290043,0.033398658,0.14028269,0.26796976,0.049668014,geogrid,geogrid
SW,MidReek,Reach,Crevasse,0.49983898,,1.0,0.052717373,0.11834131,1.0,0.38715187,geogrid,geogrid
PERM,MidReek,Stormlands,Background,25.478765,,100.0,1.0802627,5.5726204,58.80926,23.379253,geogrid,geogrid
PORO,MidReek,Stormlands,Background,0.14188781,,0.26026493,0.0055002496,0.09452051,0.19034083,0.036758177,geogrid,geogrid
SW,MidReek,Stormlands,Background,0.21739306,,0.4432713,0.11129473,0.15068057,0.28822288,0.054214146,geogrid,geogrid
PERM,MidReek,Stormlands,Channel,3299.9646,,10000.0,89.49584,635.8336,8426.795,2870.7012,geogrid,geogrid
PORO,MidReek,Stormlands,Channel,0.25348517,,0.36454076,0.099481806,0.19149646,0.31535885,0.04601251,geogrid,geogrid
SW,MidReek,Stormlands,Channel,0.031974196,,0.075564355,0.017408786,0.021096548,0.04549385,0.009750573,geogrid,geogrid
PERM,MidReek,Stormlands,Crevasse,138.92242,,1000.0,4.915693,17.112566,318.67456,156.8108,geogrid,geogrid
PORO,MidReek,Stormlands,Crevasse,0.19419025,,0.3486321,0.07294531,0.12837002,0.25537026,0.0471342,geogrid,geogrid
SW,MidReek,Stormlands,Crevasse,0.098361894,,0.18742608,0.044517867,0.06270804,0.14240178,0.029957986,geogrid,geogrid
PERM,MidReek,Vale,Background,12.67019,,100.0,0.18637234,1.6108345,31.35258,16.959332,geogrid,geogrid
PORO,MidReek,Vale,Background,0.11148143,,0.2740162,0.0,0.037655853,0.18740563,0.055641867,geogrid,geogrid
SW,MidReek,Vale,Background,0.83065045,,1.0,0.0,0.288822,1.0,0.29571134,geogrid,geogrid
PERM,MidReek,Vale,Channel,3591.6145,,10000.0,42.736874,617.2603,10000.0,3079.8506,geogrid,geogrid
PORO,MidReek,Vale,Channel,0.26102656,,0.4236086,0.07800801,0.1989867,0.32371765,0.048211414,geogrid,geogrid
SW,MidReek,Vale,Channel,0.45073116,,1.0,0.019206561,0.02821709,1.0,0.46828306,geogrid,geogrid
PERM,MidReek,Vale,Crevasse,216.7887,,1000.0,1.0249864,25.727041,544.8986,247.045,geogrid,geogrid
PORO,MidReek,Vale,Crevasse,0.2100972,,0.37609977,0.0,0.14482129,0.275952,0.05249866,geogrid,geogrid
SW,MidReek,Vale,Crevasse,0.573356,,1.0,0.0,0.077820875,1.0,0.43434572,geogrid,geogrid
PERM,MidReek,Westerlands,Background,9.725649,,100.0,0.049959745,1.2124544,22.326006,12.966426,geogrid,geogrid
PORO,MidReek,Westerlands,Background,0.09658122,,0.29728168,0.0,0.031544376,0.16047378,0.049083795,geogrid,geogrid
SW,MidReek,Westerlands,Background,0.98874307,,1.0,0.0,1.0,1.0,0.074344955,geogrid,geogrid
PERM,MidReek,Westerlands,Channel,2948.106,,10000.0,9.679709,437.60168,7847.051,2820.601,geogrid,geogrid
PORO,MidReek,Westerlands,Channel,0.24887477,,0.46064216,0.037227646,0.1850804,0.31159967,0.049361795,geogrid,geogrid
SW,MidReek,Westerlands,Channel,0.9483437,,1.0,0.030145194,1.0,1.0,0.2098432,geogrid,geogrid
PERM,MidReek,Westerlands,Crevasse,178.63634,,1000.0,1.6695329,22.694305,449.05673,211.51308,geogrid,geogrid
PORO,MidReek,Westerlands,Crevasse,0.20613404,,0.38699925,0.035962462,0.1437659,0.26972353,0.049398895,geogrid,geogrid
SW,MidReek,Westerlands,Crevasse,0.94562125,,1.0,0.08997176,1.0,1.0,0.19893709,geogrid,geogrid
PERM,UpperReek,Dorne,Background,12.434458,,100.0,0.1592493,1.5779935,28.724615,15.525205,geogrid,geogrid
PORO,UpperReek,Dorne,Background,0.09744078,,0.29297277,0.0,0.035102725,0.1560736,0.046009496,geogrid,geogrid
SW,UpperReek,Dorne,Background,0.93687594,,1.0,0.0,0.6687493,1.0,0.16757764,geogrid,geogrid
PERM,UpperReek,Dorne,Channel,2671.2488,,10000.0,23.059574,387.78116,7002.13,2692.985,geogrid,geogrid
PORO,UpperReek,Dorne,Channel,0.24752894,,0.4198137,0.06694424,0.1847343,0.30984488,0.048685916,geogrid,geogrid
SW,UpperReek,Dorne,Channel,0.9421191,,1.0,0.052585296,1.0,1.0,0.20929119,geogrid,geogrid
PERM,UpperReek,Dorne,Crevasse,174.05452,,1000.0,1.5233831,23.015818,411.79584,210.52747,geogrid,geogrid
PORO,UpperReek,Dorne,Crevasse,0.20120433,,0.3650582,0.010007307,0.13918309,0.26147023,0.048053514,geogrid,geogrid
SW,UpperReek,Dorne,Crevasse,0.96939105,,1.0,0.15355252,1.0,1.0,0.12987581,geogrid,geogrid
PERM,UpperReek,IronIslands,Background,21.740456,,100.0,0.10516433,1.6773931,67.87466,27.949654,geogrid,geogrid
PORO,UpperReek,IronIslands,Background,0.1183899,,0.33611155,0.0,0.04455529,0.19205861,0.0575701,geogrid,geogrid
SW,UpperReek,IronIslands,Background,0.4347641,,1.0,0.0,0.17845352,1.0,0.28373975,geogrid,geogrid
PERM,UpperReek,IronIslands,Channel,2720.876,,10000.0,12.542586,329.58655,7467.95,2777.4734,geogrid,geogrid
PORO,UpperReek,IronIslands,Channel,0.24176711,,0.40337622,0.053564608,0.17207056,0.30793628,0.05237641,geogrid,geogrid
SW,UpperReek,IronIslands,Channel,0.36995548,,1.0,0.017003752,0.027100908,1.0,0.43117505,geogrid,geogrid
PERM,UpperReek,IronIslands,Crevasse,194.6177,,1000.0,0.75579107,24.188824,486.42758,219.80988,geogrid,geogrid
PORO,UpperReek,IronIslands,Crevasse,0.20603156,,0.3569022,0.0,0.13368934,0.27344263,0.05357517,geogrid,geogrid
SW,UpperReek,IronIslands,Crevasse,0.44119665,,1.0,0.0,0.07125041,1.0,0.40660074,geogrid,geogrid
PERM,UpperReek,North,Background,8.831375,,100.0,0.09456083,1.1201396,20.391697,12.339038,geogrid,geogrid
PORO,UpperReek,North,Background,0.08895082,,0.2909376,0.0,0.026772972,0.1508317,0.04696305,geogrid,geogrid
SW,UpperReek,North,Background,0.9925352,,1.0,0.18318464,1.0,1.0,0.07040971,geogrid,geogrid
PERM,UpperReek,North,Channel,2968.4631,,10000.0,23.272177,444.3199,8166.645,2864.415,geogrid,geogrid
PORO,UpperReek,North,Channel,0.24988277,,0.44830447,0.04900326,0.18671784,0.31312266,0.04968921,geogrid,geogrid
SW,UpperReek,North,Channel,0.99352574,,1.0,0.02387442,1.0,1.0,0.07857002,geogrid,geogrid
PERM,UpperReek,North,Crevasse,182.77849,,1000.0,2.604692,22.291769,447.5827,217.02509,geogrid,geogrid
PORO,UpperReek,North,Crevasse,0.20157416,,0.35820448,0.026008502,0.13586912,0.26823404,0.050816257,geogrid,geogrid
SW,UpperReek,North,Crevasse,0.97572434,,1.0,0.078142144,1.0,1.0,0.14173819,geogrid,geogrid
PERM,UpperReek,Reach,Background,12.348029,,100.0,0.10277386,1.4474788,29.7887,17.331102,geogrid,geogrid
PORO,UpperReek,Reach,Background,0.10407126,,0.2858961,0.0,0.04355154,0.1650774,0.047029696,geogrid,geogrid
SW,UpperReek,Reach,Background,0.6477981,,1.0,0.0,0.2927209,1.0,0.30054438,geogrid,geogrid
PERM,UpperReek,Reach,Channel,3154.2356,,10000.0,15.304217,463.04797,8757.9795,2957.4458,geogrid,geogrid
PORO,UpperReek,Reach,Channel,0.25081274,,0.44886544,0.038144946,0.18452545,0.31602737,0.051201914,geogrid,geogrid
SW,UpperReek,Reach,Channel,0.45516235,,1.0,0.017009594,0.037350364,1.0,0.45255694,geogrid,geogrid
PERM,UpperReek,Reach,Crevasse,198.01775,,1000.0,3.2356238,26.340809,506.85532,230.72798,geogrid,geogrid
PORO,UpperReek,Reach,Crevasse,0.20576645,,0.38085908,0.0005040318,0.14198816,0.2709492,0.05088236,geogrid,geogrid
SW,UpperReek,Reach,Crevasse,0.5967283,,1.0,0.048583608,0.111627296,1.0,0.4022683,geogrid,geogrid
PERM,UpperReek,Stormlands,Background,21.274967,,100.0,0.2886456,2.6345646,59.077427,25.618334,geogrid,geogrid
PORO,UpperReek,Stormlands,Background,0.12887271,,0.28934938,0.0,0.06834881,0.19431092,0.0485993,geogrid,geogrid
SW,UpperReek,Stormlands,Background,0.21535468,,0.42915878,0.0,0.13111717,0.30831367,0.06619855,geogrid,geogrid
PERM,UpperReek,Stormlands,Channel,2326.7998,,10000.0,37.585663,322.73657,5864.4175,2399.597,geogrid,geogrid
PORO,UpperReek,Stormlands,Channel,0.23484313,,0.38010478,0.08092649,0.17219351,0.2939926,0.047049306,geogrid,geogrid
SW,UpperReek,Stormlands,Channel,0.033948626,,0.08512059,0.01645123,0.022352718,0.048742805,0.010606887,geogrid,geogrid
PERM,UpperReek,Stormlands,Crevasse,171.46957,,1000.0,4.177307,22.577505,421.0746,216.77959,geogrid,geogrid
PORO,UpperReek,Stormlands,Crevasse,0.20963097,,0.34848064,0.047483966,0.14380383,0.27301398,0.0500926,geogrid,geogrid
SW,UpperReek,Stormlands,Crevasse,0.089235075,,0.16579777,0.042540725,0.05547723,0.12683171,0.02721832,geogrid,geogrid
PERM,UpperReek,Vale,Background,9.923297,,100.0,0.13427716,1.1735469,24.64004,13.802225,geogrid,geogrid
PORO,UpperReek,Vale,Background,0.10083292,,0.26463977,0.0,0.038589492,0.16480002,0.047959734,geogrid,geogrid
SW,UpperReek,Vale,Background,0.7274138,,1.0,0.0,0.22948603,1.0,0.3513483,geogrid,geogrid
PERM,UpperReek,Vale,Channel,2980.2498,,10000.0,52.937485,486.90308,8344.571,2868.4404,geogrid,geogrid
PORO,UpperReek,Vale,Channel,0.24720131,,0.41457573,0.10388823,0.18396768,0.31156668,0.04960746,geogrid,geogrid
SW,UpperReek,Vale,Channel,0.2622986,,1.0,0.018291442,0.027343644,1.0,0.38490805,geogrid,geogrid
PERM,UpperReek,Vale,Crevasse,180.15889,,1000.0,5.2498345,23.069607,426.24954,205.66429,geogrid,geogrid
PORO,UpperReek,Vale,Crevasse,0.19720909,,0.37212163,0.048602536,0.13379891,0.26061845,0.051006544,geogrid,geogrid
SW,UpperReek,Vale,Crevasse,0.29496497,,1.0,0.047248803,0.07600495,1.0,0.3066712,geogrid,geogrid
PERM,UpperReek,Westerlands,Background,7.0367184,,100.0,0.054794483,0.9362269,16.231155,9.599357,geogrid,geogrid
PORO,UpperReek,Westerlands,Background,0.08350808,,0.262467,0.0,0.022021255,0.14446537,0.04606389,geogrid,geogrid
SW,UpperReek,Westerlands,Background,0.9774765,,1.0,0.0,1.0,1.0,0.10651596,geogrid,geogrid
PERM,UpperReek,Westerlands,Channel,3405.725,,10000.0,25.088444,516.15533,9787.822,3060.715,geogrid,geogrid
PORO,UpperReek,Westerlands,Channel,0.2569489,,0.44406757,0.06857756,0.19295043,0.3218005,0.050225224,geogrid,geogrid
SW,UpperReek,Westerlands,Channel,0.9505702,,1.0,0.024273952,1.0,1.0,0.20927261,geogrid,geogrid
PERM,UpperReek,Westerlands,Crevasse,194.5146,,1000.0,1.1128119,27.204851,487.77985,223.64783,geogrid,geogrid
PORO,UpperReek,Westerlands,Crevasse,0.2055295,,0.39836687,0.028676555,0.14201005,0.26831016,0.04934254,geogrid,geogrid
SW,UpperReek,Westerlands,Crevasse,0.94385517,,1.0,0.064830154,1.0,1.0,0.21035267,geogrid,geogrid
PERM,LowerReek,Dorne,Total,1240.0001,,10000.0,0.15566014,2.6585171,4269.2393,2402.9705,geogrid,geogrid
PORO,LowerReek,Dorne,Total,0.17354505,,0.43719205,0.0,0.064749144,0.28741452,0.08474907,geogrid,geogrid
SW,LowerReek,Dorne,Total,0.98772043,,1.0,0.0,1.0,1.0,0.09212714,geogrid,geogrid
PERM,LowerReek,IronIslands,Total,1735.4008,,10000.0,0.13381554,2.9337845,5970.131,2760.4636,geogrid,geogrid
PORO,LowerReek,IronIslands,Total,0.19476183,,0.4966358,0.0,0.07263092,0.30293113,0.08699637,geogrid,geogrid
SW,LowerReek,IronIslands,Total,0.47313634,,1.0,0.0,0.037599746,1.0,0.41601872,geogrid,geogrid
PERM,LowerReek,North,Total,1542.5159,,10000.0,0.059328664,2.4443321,5065.9937,2549.1453,geogrid,geogrid
PORO,LowerReek,North,Total,0.18637297,,0.42490956,0.0,0.06492447,0.29310817,0.086326264,geogrid,geogrid
SW,LowerReek,North,Total,0.9908607,,1.0,0.0,1.0,1.0,0.08922851,geogrid,geogrid
PERM,LowerReek,Reach,Total,1472.2439,,10000.0,0.06577966,2.275273,5145.299,2566.0596,geogrid,geogrid
PORO,LowerReek,Reach,Total,0.18139966,,0.43623045,0.0,0.06431126,0.29144734,0.08644747,geogrid,geogrid
SW,LowerReek,Reach,Total,0.6867671,,1.0,0.0,0.064013526,1.0,0.4046508,geogrid,geogrid
PERM,LowerReek,Stormlands,Total,2325.8499,,10000.0,0.342467,2.9448106,8076.016,3133.519,geogrid,geogrid
PORO,LowerReek,Stormlands,Total,0.20571929,,0.44838852,0.0,0.06740601,0.3144492,0.09350534,geogrid,geogrid
SW,LowerReek,Stormlands,Total,0.113677606,,0.6259466,0.0,0.02429732,0.31253165,0.117122784,geogrid,geogrid
PERM,LowerReek,Vale,Total,1272.8688,,10000.0,0.055802386,1.3593793,4389.89,2436.4656,geogrid,geogrid
PORO,LowerReek,Vale,Total,0.16499989,,0.40525556,0.0,0.048814178,0.28958866,0.09228417,geogrid,geogrid
SW,LowerReek,Vale,Total,0.6429588,,1.0,0.0,0.038829528,1.0,0.43560973,geogrid,geogrid
PERM,LowerReek,Westerlands,Total,1290.8842,,10000.0,0.045636114,1.790849,4262.5,2359.0605,geogrid,geogrid
PORO,LowerReek,Westerlands,Total,0.17506373,,0.43466276,0.0,0.055237036,0.28756443,0.0882698,geogrid,geogrid
SW,LowerReek,Westerlands,Total,0.9799155,,1.0,0.0,1.0,1.0,0.12794955,geogrid,geogrid
PERM,MidReek,Dorne,Total,1203.4678,,10000.0,0.15303953,2.5748727,4122.579,2359.8562,geogrid,geogrid
PORO,MidReek,Dorne,Total,0.16796781,,0.43725955,0.0,0.05913554,0.28586215,0.08598407,geogrid,geogrid
SW,MidReek,Dorne,Total,0.9542951,,1.0,0.0,1.0,1.0,0.18673532,geogrid,geogrid
PERM,MidReek,IronIslands,Total,1326.2618,,10000.0,0.10664853,4.05208,4441.5806,2410.095,geogrid,geogrid
PORO,MidReek,IronIslands,Total,0.18498647,,0.4277159,0.0,0.08264734,0.2860158,0.07743906,geogrid,geogrid
SW,MidReek,IronIslands,Total,0.44664335,,1.0,0.0,0.04095898,1.0,0.39150923,geogrid,geogrid
PERM,MidReek,North,Total,1391.8511,,10000.0,0.08719275,1.7173606,4549.06,2413.1946,geogrid,geogrid
PORO,MidReek,North,Total,0.17654094,,0.43544048,0.0,0.05394806,0.28968105,0.08998418,geogrid,geogrid
SW,MidReek,North,Total,0.9906844,,1.0,0.026243752,1.0,1.0,0.08956978,geogrid,geogrid
PERM,MidReek,Reach,Total,1169.1915,,10000.0,0.11486529,2.6993384,3882.2583,2275.933,geogrid,geogrid
PORO,MidReek,Reach,Total,0.17510062,,0.4553491,0.0,0.07335229,0.28288114,0.08017242,geogrid,geogrid
SW,MidReek,Reach,Total,0.6070773,,1.0,0.0,0.064807326,1.0,0.39931697,geogrid,geogrid
PERM,MidReek,Stormlands,Total,518.90936,,10000.0,1.0802627,6.247693,1429.7141,1597.1953,geogrid,geogrid
PORO,MidReek,Stormlands,Total,0.16349122,,0.36454076,0.0055002496,0.10014742,0.24531162,0.056450866,geogrid,geogrid
