WELLMODEL,DATE,SWAT,DRAWDOWN,CONJPOS,CONBPRES,CONKPOS,PRESSURE,DEPTH,WELL,CONIPOS,SGAS,CONIDX
STANDARD,2018-11-07,1.0,0,42,277.38299560546875,8,277.38299560546875,1704.8265380859375,R_A6,17,6.820918070811477e-13,8
STANDARD,2018-11-07,1.0,0,42,277.8743591308594,9,277.8743591308594,1706.3585205078125,R_A6,17,3.512226520361282e-14,9
STANDARD,2018-11-07,1.0,0,42,277.8884582519531,10,277.8884582519531,1707.8905029296875,R_A6,17,1.1022777742647483e-12,10
STANDARD,2018-11-07,1.0,0,42,279.1995544433594,11,279.1995544433594,1709.843017578125,R_A6,17,3.060430665943921e-14,11
STANDARD,2018-11-07,1.0,0,42,279.4241943359375,12,279.4241943359375,1712.216064453125,R_A6,17,4.131353225288962e-15,12
STANDARD,2018-11-07,1.0,0,42,279.660888671875,13,279.660888671875,1714.589111328125,R_A6,17,2.508591834829649e-16,13
STANDARD,2018-11-07,1.0,0,42,279.8856506347656,14,279.8856506347656,1716.962158203125,R_A6,17,2.9351107755570198e-16,14
STANDARD,2018-11-07,1.0,0,42,280.11102294921875,15,280.11102294921875,1719.335205078125,R_A6,17,1.6009528861059155e-16,15
STANDARD,2018-11-07,1.0,0,42,280.48370361328125,16,280.48370361328125,1721.708251953125,R_A6,17,3.1437134837698275e-17,16
STANDARD,2018-11-07,1.0,0,42,280.7081604003906,17,280.7081604003906,1724.0535888671875,R_A6,17,-2.549545906780716e-19,17
STANDARD,2018-11-07,1.0,0,42,280.829345703125,18,280.829345703125,1725.332763671875,R_A6,17,1.917817423023582e-18,18
STANDARD,2018-11-07,1.0,0,42,281.80828857421875,27,281.80828857421875,1726.3072509765625,R_A6,17,3.671447766261514e-18,19
STANDARD,2018-11-07,1.0,0,42,282.2847595214844,28,282.2847595214844,1728.0152587890625,R_A6,17,2.4966676623402277e-18,20
STANDARD,2018-11-07,1.0,0,42,282.71435546875,29,282.71435546875,1729.72314453125,R_A6,17,1.1873346473618325e-20,21
STANDARD,2018-11-07,1.0,0,42,283.0818176269531,30,283.0818176269531,1731.4310302734375,R_A6,17,7.406977422098416e-25,22
STANDARD,2018-11-07,1.0,0,42,282.2021179199219,31,282.2021179199219,1733.138916015625,R_A6,17,-3.3768211281163044e-19,23
