Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:16:56
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       276903422.18         47202678.44         37075813.26         23318121.18
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  276903422.18         47202678.44         37075813.26         23318121.18
MidReek    1                       189751340.31         36422740.91         29094250.73         18298270.61
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  189751340.31         36422740.91         29094250.73         18298270.61
LowerReek  1                       122456974.84         26073550.56         21583802.49         13574718.32
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  122456974.84         26073550.56         21583802.49         13574718.32
Totals     1                       589111737.33        109698969.91         87753866.49         55191110.12
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  589111737.33        109698969.91         87753866.49         55191110.12
