DATE,BLOCK,BPR
2000-01-01,1095,308.9870910644531
2000-01-01,"15,28,1",308.9870910644531
2000-01-01,"15,28,10",310.0518798828125
2000-01-01,"15,28,13",310.41058349609375
2000-01-01,24135,310.0518798828125
2000-01-01,31815,310.41058349609375
2000-02-01,1095,309.0032653808594
2000-02-01,"15,28,1",309.0032653808594
2000-02-01,"15,28,10",310.1521911621094
2000-02-01,"15,28,13",310.5135192871094
2000-02-01,24135,310.1521911621094
2000-02-01,31815,310.5135192871094
2000-03-01,1095,309.66180419921875
2000-03-01,"15,28,1",309.66180419921875
2000-03-01,"15,28,10",300.4863586425781
2000-03-01,"15,28,13",300.83740234375
2000-03-01,24135,300.4863586425781
2000-03-01,31815,300.83740234375
2000-04-01,1095,304.8190612792969
2000-04-01,"15,28,1",304.8190612792969
2000-04-01,"15,28,10",292.4486083984375
2000-04-01,"15,28,13",292.8083190917969
2000-04-01,24135,292.4486083984375
2000-04-01,31815,292.8083190917969
2000-05-01,1095,300.1114807128906
2000-05-01,"15,28,1",300.1114807128906
2000-05-01,"15,28,10",286.08270263671875
2000-05-01,"15,28,13",286.4465026855469
2000-05-01,24135,286.08270263671875
2000-05-01,31815,286.4465026855469
2000-06-01,1095,295.4898376464844
2000-06-01,"15,28,1",295.4898376464844
2000-06-01,"15,28,10",280.1524353027344
2000-06-01,"15,28,13",280.51727294921875
2000-06-01,24135,280.1524353027344
2000-06-01,31815,280.51727294921875
2000-07-01,1095,293.04681396484375
2000-07-01,"15,28,1",293.04681396484375
2000-07-01,"15,28,10",279.1582946777344
2000-07-01,"15,28,13",279.4931945800781
2000-07-01,24135,279.1582946777344
2000-07-01,31815,279.4931945800781
2000-08-01,1095,291.75665283203125
2000-08-01,"15,28,1",291.75665283203125
2000-08-01,"15,28,10",277.6840515136719
2000-08-01,"15,28,13",278.0155944824219
2000-08-01,24135,277.6840515136719
2000-08-01,31815,278.0155944824219
2000-09-01,1095,290.8033142089844
2000-09-01,"15,28,1",290.8033142089844
2000-09-01,"15,28,10",276.44671630859375
2000-09-01,"15,28,13",276.7764892578125
2000-09-01,24135,276.44671630859375
2000-09-01,31815,276.7764892578125
2000-10-01,1095,290.0077819824219
2000-10-01,"15,28,1",290.0077819824219
2000-10-01,"15,28,10",275.4820251464844
2000-10-01,"15,28,13",275.8100280761719
2000-10-01,24135,275.4820251464844
2000-10-01,31815,275.8100280761719
2000-11-01,1095,289.32147216796875
2000-11-01,"15,28,1",289.32147216796875
2000-11-01,"15,28,10",274.669189453125
2000-11-01,"15,28,13",274.9952087402344
2000-11-01,24135,274.669189453125
2000-11-01,31815,274.9952087402344
2000-12-01,1095,288.7748718261719
2000-12-01,"15,28,1",288.7748718261719
2000-12-01,"15,28,10",274.0164489746094
2000-12-01,"15,28,13",274.3402099609375
2000-12-01,24135,274.0164489746094
2000-12-01,31815,274.3402099609375
2001-01-01,1095,288.304443359375
2001-01-01,"15,28,1",288.304443359375
2001-01-01,"15,28,10",273.4576416015625
2001-01-01,"15,28,13",273.77899169921875
2001-01-01,24135,273.4576416015625
2001-01-01,31815,273.77899169921875
2001-02-01,1095,276.66796875
2001-02-01,"15,28,1",276.66796875
2001-02-01,"15,28,10",267.97650146484375
2001-02-01,"15,28,13",268.2478332519531
2001-02-01,24135,267.97650146484375
2001-02-01,31815,268.2478332519531
2001-03-01,1095,275.6255187988281
2001-03-01,"15,28,1",275.6255187988281
2001-03-01,"15,28,10",267.2893981933594
2001-03-01,"15,28,13",267.5690612792969
2001-03-01,24135,267.2893981933594
2001-03-01,31815,267.5690612792969
2001-04-01,1095,275.78997802734375
2001-04-01,"15,28,1",275.78997802734375
2001-04-01,"15,28,10",269.01934814453125
2001-04-01,"15,28,13",269.3433837890625
2001-04-01,24135,269.01934814453125
2001-04-01,31815,269.3433837890625
2001-05-01,1095,276.1869812011719
2001-05-01,"15,28,1",276.1869812011719
2001-05-01,"15,28,10",269.96533203125
2001-05-01,"15,28,13",270.2922668457031
2001-05-01,24135,269.96533203125
2001-05-01,31815,270.2922668457031
2001-06-01,1095,276.520751953125
2001-06-01,"15,28,1",276.520751953125
2001-06-01,"15,28,10",270.6321716308594
2001-06-01,"15,28,13",270.9619445800781
2001-06-01,24135,270.6321716308594
2001-06-01,31815,270.9619445800781
2001-07-01,1095,276.9126281738281
2001-07-01,"15,28,1",276.9126281738281
2001-07-01,"15,28,10",271.2569885253906
2001-07-01,"15,28,13",271.59063720703125
2001-07-01,24135,271.2569885253906
2001-07-01,31815,271.59063720703125
2001-08-01,1095,277.4601745605469
2001-08-01,"15,28,1",277.4601745605469
2001-08-01,"15,28,10",271.9394226074219
2001-08-01,"15,28,13",272.27691650390625
2001-08-01,24135,271.9394226074219
2001-08-01,31815,272.27691650390625
2001-09-01,1095,277.8504638671875
2001-09-01,"15,28,1",277.8504638671875
2001-09-01,"15,28,10",272.48736572265625
2001-09-01,"15,28,13",272.82684326171875
2001-09-01,24135,272.48736572265625
2001-09-01,31815,272.82684326171875
2001-10-01,1095,278.164306640625
2001-10-01,"15,28,1",278.164306640625
2001-10-01,"15,28,10",272.9664611816406
2001-10-01,"15,28,13",273.306640625
2001-10-01,24135,272.9664611816406
2001-10-01,31815,273.306640625
2001-11-01,1095,278.5149841308594
2001-11-01,"15,28,1",278.5149841308594
2001-11-01,"15,28,10",273.4645690917969
2001-11-01,"15,28,13",273.8046875
2001-11-01,24135,273.4645690917969
2001-11-01,31815,273.8046875
2001-12-01,1095,278.84674072265625
2001-12-01,"15,28,1",278.84674072265625
2001-12-01,"15,28,10",273.9085998535156
2001-12-01,"15,28,13",274.2487487792969
2001-12-01,24135,273.9085998535156
2001-12-01,31815,274.2487487792969
2002-01-01,1095,279.1507263183594
2002-01-01,"15,28,1",279.1507263183594
2002-01-01,"15,28,10",274.31256103515625
2002-01-01,"15,28,13",274.6525573730469
2002-01-01,24135,274.31256103515625
2002-01-01,31815,274.6525573730469
2002-02-01,1095,279.4261779785156
2002-02-01,"15,28,1",279.4261779785156
2002-02-01,"15,28,10",274.67584228515625
2002-02-01,"15,28,13",275.0154724121094
2002-02-01,24135,274.67584228515625
2002-02-01,31815,275.0154724121094
2002-03-01,1095,279.6546630859375
2002-03-01,"15,28,1",279.6546630859375
2002-03-01,"15,28,10",274.9778747558594
2002-03-01,"15,28,13",275.31719970703125
2002-03-01,24135,274.9778747558594
2002-03-01,31815,275.31719970703125
2002-04-01,1095,279.8817138671875
2002-04-01,"15,28,1",279.8817138671875
2002-04-01,"15,28,10",275.27947998046875
2002-04-01,"15,28,13",275.61834716796875
2002-04-01,24135,275.27947998046875
2002-04-01,31815,275.61834716796875
2002-05-01,1095,280.1047668457031
2002-05-01,"15,28,1",280.1047668457031
2002-05-01,"15,28,10",275.57305908203125
2002-05-01,"15,28,13",275.9112854003906
2002-05-01,24135,275.57305908203125
2002-05-01,31815,275.9112854003906
2002-06-01,1095,280.32403564453125
2002-06-01,"15,28,1",280.32403564453125
2002-06-01,"15,28,10",275.85552978515625
2002-06-01,"15,28,13",276.193115234375
2002-06-01,24135,275.85552978515625
2002-06-01,31815,276.193115234375
2002-07-01,1095,280.51605224609375
2002-07-01,"15,28,1",280.51605224609375
2002-07-01,"15,28,10",276.0936279296875
2002-07-01,"15,28,13",276.4311828613281
2002-07-01,24135,276.0936279296875
2002-07-01,31815,276.4311828613281
2002-08-01,1095,280.7078552246094
2002-08-01,"15,28,1",280.7078552246094
2002-08-01,"15,28,10",276.3255310058594
2002-08-01,"15,28,13",276.6629943847656
2002-08-01,24135,276.3255310058594
2002-08-01,31815,276.6629943847656
2002-09-01,1095,280.9206237792969
2002-09-01,"15,28,1",280.9206237792969
2002-09-01,"15,28,10",276.5791931152344
2002-09-01,"15,28,13",276.91644287109375
2002-09-01,24135,276.5791931152344
2002-09-01,31815,276.91644287109375
2002-10-01,1095,281.1673278808594
2002-10-01,"15,28,1",281.1673278808594
2002-10-01,"15,28,10",276.8722229003906
2002-10-01,"15,28,13",277.2091064453125
2002-10-01,24135,276.8722229003906
2002-10-01,31815,277.2091064453125
2002-11-01,1095,281.4888610839844
2002-11-01,"15,28,1",281.4888610839844
2002-11-01,"15,28,10",277.2349548339844
2002-11-01,"15,28,13",277.5714111328125
2002-11-01,24135,277.2349548339844
2002-11-01,31815,277.5714111328125
2002-12-01,1095,281.7964782714844
2002-12-01,"15,28,1",281.7964782714844
2002-12-01,"15,28,10",277.57879638671875
2002-12-01,"15,28,13",277.9154968261719
2002-12-01,24135,277.57879638671875
2002-12-01,31815,277.9154968261719
2003-01-01,1095,282.0216979980469
2003-01-01,"15,28,1",282.0216979980469
2003-01-01,"15,28,10",277.885009765625
2003-01-01,"15,28,13",278.2237243652344
2003-01-01,24135,277.885009765625
2003-01-01,31815,278.2237243652344
2003-02-01,1095,282.0300598144531
2003-02-01,"15,28,1",282.0300598144531
2003-02-01,"15,28,10",277.8949279785156
2003-02-01,"15,28,13",278.233642578125
2003-02-01,24135,277.8949279785156
2003-02-01,31815,278.233642578125
