FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WATER_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATER_PORV,HCPV_GAS,HCPV_TOTAL
1,17749477.0,0,17749477.0,47936675.0,0.0,3265903859.0,3265903859.0,77718958.0,28313604.0,49405355.0,0.0,28313604.0
2,0.0,0,0.0,67415759.0,0.0,0.0,0.0,69487288.0,0.0,69487288.0,0.0,0.0
3,16438628.0,0,16438628.0,40656458.0,0.0,3024707639.0,3024707639.0,68119203.0,26219377.0,41899826.0,0.0,26219377.0
4,0.0,0,0.0,58883583.0,0.0,0.0,0.0,60689248.0,0.0,60689248.0,0.0,0.0
5,10691153.0,0,10691153.0,34460665.0,0.0,1967172207.0,1967172207.0,52563082.0,17049485.0,35513597.0,0.0,17049485.0
6,0.0,0,0.0,58643296.0,0.0,0.0,0.0,60439384.0,0.0,60439384.0,0.0,0.0
