ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,7128290,1236261,663976,463024,65193716
Valysar,CentralSouth,71325251,13540738,10083269,7031569,990044903
Valysar,CentralNorth,36905524,6213764,4505434,3141865,442374561
Valysar,NorthHorst,4221522,579740,300466,184561,36155583
Valysar,CentralRamp,13487926,2216928,1543755,1076538,151576500
Valysar,CentralHorst,92260262,16954519,13469927,9393255,1322570319
Valysar,EastLowland,17386365,3521527,2290848,1597523,224931273
Therys,WestLowland,1285035,267887,119306,83198,11714264
Therys,CentralSouth,14123714,3438261,2406778,1678367,236314031
Therys,CentralNorth,19415177,3664583,2151224,1500156,211221987
Therys,NorthHorst,5514112,780705,307136,188659,36958233
Therys,CentralRamp,6736334,1462566,1147287,800061,112648537
Therys,CentralHorst,29498633,7246510,5688134,3966621,558500203
Therys,EastLowland,190809,66751,20407,14231,2003735
Volon,WestLowland,68379,10348,1708,1191,167749
Volon,CentralSouth,46179593,8088103,5519385,3848943,541931223
Volon,CentralNorth,6803310,940054,473014,329857,46443813
Volon,NorthHorst,3581445,683929,497704,305715,59889598
Volon,CentralRamp,12590341,2341979,1774745,1237619,174256715
Volon,CentralHorst,90849622,15485442,11702643,8160839,1149046143
Volon,EastLowland,1350673,159822,37450,26116,3677111
