Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,0.3377545405220723,0.0625302672390633,-4.305617159859242,-4.272598000977652,-1.334418218752329,-0.08909907210472728,-0.7549651595213027,-7.465123360875103,-6.635459977310005,4.947466248489756e-05,5.338287985291348e-05,0.04630008424622174,0.8145184532865332,0.1758064645815075,3.426704375561807e-08,2.3149415111237302e-07,0.0,1701.9027862722587
1,0.7282376549610969,0.4554081005785371,-4.4642213982643435,-3.0978363018437167,-1.5306020459497056,-0.24313772645191511,-1.1956910667601501,-7.188837864350266,-6.486334068372033,3.4338285069790685e-05,0.0007982955312499511,0.029471209117681293,0.5712974341712482,0.06372486634153372,6.473842593363988e-08,3.263367105976931e-07,0.0,1706.5401522598952
2,0.9242659556954029,0.8247222938321779,-4.016401867677479,-3.6085040393892296,-3.427624364541523,-0.8664215705133113,-0.4378580704472169,-7.538975874007074,-7.522219209990581,9.629375718627942e-05,0.0002463178928009219,0.00037357313368385287,0.1360123766629099,0.36487316977296697,2.890840470313181e-08,3.004559369514866e-08,0.0,1706.8442991982713
3,0.828684037392406,0.5740042467627835,-1.8692484668831177,-3.795138477811244,-2.710085145264778,-0.2703185260176252,-0.2893617736780042,-7.810435814059706,-7.430001556763936,0.01351299241892734,0.00016027342662565934,0.0019494623619718445,0.536638063795096,0.5136156239769102,1.5472631626267578e-08,3.71533897301276e-08,0.0,1703.624938936844
4,0.7235305339627849,0.47643785553145745,-4.2195176530929555,-3.329649460983982,-1.335272894571229,-0.34660551577159276,-1.1820281335771785,-7.72740404199471,-7.7993870332772754,6.032291875198526e-05,0.0004681128241968633,0.046209056955075975,0.4501885906108704,0.06576152356899144,1.8732509348477602e-08,1.5871317028068586e-08,0.0,1704.4346994688462
5,0.9458694256806817,0.8472086095067128,-4.305283304857559,-3.8304760048628657,-0.8332245064753386,-0.11962664356620159,-0.6599559055225143,-6.747995314449037,-6.322331927547677,4.95127097420826e-05,0.0001477488111801281,0.1468167119400897,0.7592299931573925,0.2187983761478643,1.7865068491557345e-07,4.760669938045196e-07,0.0,1710.4426113840057
6,0.7421442883045746,0.6479454830568654,-4.3644711574420665,-3.9428293172243696,-1.5449065673130828,-0.11826223311398672,-1.3447435536329797,-6.565456087523866,-6.8678822207411665,4.320448598204055e-05,0.0001140698007043412,0.028516316921828173,0.7616189949007479,0.04521228393941835,2.71984348158927e-07,1.3555569851765417e-07,0.0,1706.0747415126907
7,0.46447393887943234,0.6033015200377525,-4.718906838148517,-3.8460562066203403,-2.30026593377498,-0.3578400598687334,-1.6076137180532213,-7.588545249235432,-7.712742885462567,1.9102629910359765e-05,0.00014254231026560943,0.005008804330113859,0.4386922277438411,0.02468233724404742,2.5790202417551773e-08,1.9375687195871105e-08,0.0,1704.5098406480763
8,0.6282644615855901,0.19161753662737335,-4.920966278085372,-0.614790042392458,-1.272820225484532,-0.013678847182734948,-0.19451933595192727,-5.209991136741664,-7.872019314641212,1.1995924449810693e-05,0.2427783511842697,0.0533555713098101,0.9689941448149009,0.6389702880487057,6.166075857113463e-06,1.3427052448673756e-08,0.0,1710.9837627329116
9,0.11994108427481653,0.8923076511543342,-4.896239120274636,-3.4144407771971363,-0.5167390727023093,-0.05478533878936113,-1.0304950466262983,-7.793907775023823,-7.9592305623203785,1.2698747262937102e-05,0.0003850873237403395,0.3042712560559647,0.8814844617012657,0.09321911024466699,1.6072825326322333e-08,1.0984225437701208e-08,0.0,1709.9374675047454
10,0.7143660799639757,0.9886524983492042,-4.605438756446938,-3.118994422183061,-2.3462195970175674,-0.08553966696320175,-1.0720400787105364,-6.581562548111359,-7.916036127714463,2.480625727129041e-05,0.0007603360421759781,0.0045058881083474,0.8212215418598701,0.08471492316700512,2.620821554576723e-07,1.2132879163189925e-08,0.0,1709.968416458701
11,0.1444297528327112,0.559962834928383,-4.924644581978255,-3.405412223280424,-2.584848485722159,-1.074381533655948,-0.25635763635989167,-7.862150417118975,-7.34029038459051,1.1894752722795752e-05,0.00039317670314431915,0.0026010668508339506,0.0842594201960431,0.5541691732583665,1.3735661604294446e-08,4.5678266650152294e-08,0.0,1705.3930545561213
12,-0.21345423128077545,0.5094311103263216,-4.5580205535495395,-3.693976822685747,-1.0575920832502175,-0.5455903143093147,-0.4114177636415475,-7.30084311754649,-6.994014992593824,2.766810699408653e-05,0.00020231271455173122,0.08758060012197239,0.28471456564952113,0.3877771695751438,5.00215197680529e-08,1.0138763843727865e-07,0.0,1700.612013559817
13,0.4891502748182912,0.5041909927032255,-4.470919554522316,-2.712305346670367,-1.5325170300805828,-0.36144129221518534,-1.1508828085531224,-7.272484521373478,-7.7141172056882334,3.381274626203113e-05,0.0019395217461702697,0.02934154444086593,0.43506956921660683,0.0706508175025251,5.339683043217815e-08,1.9314469953484052e-08,0.0,1711.4960998652293
14,0.7122183939834352,0.6544035958795376,-4.35753095597992,-2.6983972747191274,-0.9963302729644472,-0.08667462291904345,-0.4876309079144864,-7.3598021327330105,-7.410827006996368,4.390045728162565e-05,0.0020026392572455383,0.10084856595902697,0.8190782186073765,0.32536369543908206,4.367147568803946e-08,3.883050091548531e-08,0.0,1706.592348810899
