Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,0.45359972954772076,0.022667995669768626,-4.3211375566773,-4.1963401398865585,-1.2829572359038823,-0.14267683947099327,-0.5414389310694125,-7.396611795122256,-6.3891801477267185,4.7737804691808976e-05,6.362969772539982e-05,0.052124603461720015,0.7199845225356061,0.287449176590817,4.0122520246653196e-08,4.081500483412931e-07,0.0,1703.822454298345
1,0.839497572640084,0.7488779547418618,-4.732728234234588,-3.3858233776854147,-1.2015105613234809,-0.0722991074841218,-1.1568507422298464,-7.224661293643323,-6.037977789911128,1.8504261864808725e-05,0.00041131696473041703,0.06287665633692771,0.8466441121971533,0.06968659709628211,5.961268817596846e-08,9.162673474036534e-07,0.0,1710.0050208585903
2,0.9350415097147446,0.708354344202073,-3.8472957085817407,-3.6641822107298596,-3.3780371721066267,-0.8228526660537916,-0.42944990825809315,-7.528457281062475,-7.2825197459248745,0.00014213606613737285,0.00021667948229446901,0.0004187577212988022,0.15036519919290342,0.37200612605948413,2.9617112768015162e-08,5.2177138049133326e-08,0.0,1706.9434441421888
3,0.7612288022599318,0.6641395746125496,-1.5916072848067182,-3.745693959121065,-2.882006900214042,-0.1650985880078638,-0.3639972138625337,-7.716116468741369,-6.792014238655576,0.02560900560538965,0.0001795998794715872,0.0013121790505198168,0.683756411980935,0.43251660575793277,1.922576064880743e-08,1.614305629792829e-07,0.0,1701.0434993744227
4,0.8751793734871414,0.3299613141547937,-4.071851292910348,-3.1862135331524346,-1.2271062475119976,-0.34293040307220884,-1.0505585374372497,-7.432436073045883,-7.483506629935678,8.475175635684348e-05,0.0006513080813018802,0.05927802867361115,0.45401436791644456,0.08901054548972404,3.6945702341438845e-08,3.2846822987173204e-08,0.0,1706.4435845596474
5,0.8546520433166505,0.8396095155024332,-4.210193537082116,-3.6977045497405974,-0.815204249963082,-0.27011862503900164,-0.8061520304682641,-6.711224470712906,-6.963656234944182,6.163202863937768e-05,0.0002005836132355841,0.15303675560777855,0.5368851292564586,0.15626005381133298,1.944354856939639e-07,1.0872859224040318e-07,0.0,1708.9595092082984
6,0.6465400978896225,0.774895673785033,-4.413379020753407,-3.7251722776885727,-1.5081889454661188,-0.05038317137314853,-1.362000150938093,-6.839774295400332,-6.625296040573445,3.8602993104996826e-05,0.00018829020241478746,0.031032092028504585,0.8904649478589919,0.0434510073158524,1.446191166878818e-07,2.3697577891687643e-07,0.0,1705.8024730041677
7,0.484364622958261,0.6008365155612232,-4.788752526650939,-3.8739639070028598,-2.4771046138271187,-0.4321756309745626,-1.583000995907712,-7.447073561337818,-7.2647815011052055,1.6264753036309655e-05,0.00013367066018695115,0.003333461059350713,0.36967864955506907,0.026121553642962616,3.572123279604177e-08,5.435237161809269e-08,0.0,1706.9348705050409
8,0.7820790257849992,-0.035794361516000905,-4.787211332677345,-0.5809191285723216,-1.301370691503403,-0.013400093727483532,-0.22739785737088328,-3.9269711918518726,-7.136463735493924,1.6322574793956918e-05,0.2624707253395074,0.04996079132319007,0.9696162967912091,0.5923823941499217,0.00011831200332748048,7.303587968285765e-08,0.0,1710.5680508670914
9,0.19518573719834142,0.8232059439839723,-4.730196519388162,-3.6518484849816617,-0.5574309730056951,-0.04847173021368036,-1.1736820986222902,-7.681175215618041,-7.772100623871898,1.861244727977093e-05,0.00022292127329398076,0.27705693599276054,0.8943927492713838,0.06703751410948067,2.083650067230153e-08,1.6900493102553502e-08,0.0,1708.1053013172555
