Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,0.2912916848105398,0.16801780017652623,-4.552763746960343,-4.507976891057148,-1.473482160306438,-0.1180095643677124,-0.7571209993686215,-7.291760700034137,-6.066569664586791,2.8005043593397657e-05,3.104724787093253e-05,0.03361381764499826,0.762062227119061,0.1749359229398646,5.107863700986696e-08,8.578874911199785e-07,0.0,1703.9565452276502
1,0.7834084687707397,0.34850743827310793,-4.344673622834503,-3.175486290017888,-1.5111142461325453,-0.2467173535651905,-1.4298595772651304,-6.681585278590262,-5.563853770373099,4.521956468051865e-05,0.0006675959755687447,0.03082376989053022,0.5666079274034082,0.03716553789737589,2.081683603172405e-07,2.7298968011463292e-06,0.0,1708.7059506200476
2,0.9062203827162509,0.8353229416025489,-4.0718830490642555,-3.7134418330028276,-3.5077227452406414,-0.5438715353054293,-0.4918851328247563,-7.332521895432206,-7.143925477946817,8.474555942933351e-05,0.00019344529311794004,0.00031065421800554455,0.2858435946232212,0.32219208490997775,4.65026930733308e-08,7.179174705799516e-08,0.0,1705.7327167034075
3,0.9172927364924388,0.5269689675556415,-1.531343130065722,-3.6479014157019787,-2.367426485453745,-0.2428116947094719,-0.2645367037069598,-7.336828106350353,-6.704757293311042,0.02942096205739865,0.000224956519633582,0.004291148208583178,0.5717264772232704,0.5438301688369801,4.604387790766019e-08,1.9735253381589597e-07,0.0,1703.9319533199382
4,0.5132709972905793,0.6757011218236788,-4.478621934308795,-3.6182065898512836,-1.7255787235627928,-0.23929892093954497,-1.441129890566794,-7.802643194365589,-7.574892189131107,3.321835069065091e-05,0.00024087593316730036,0.01881140685261804,0.576369616873021,0.03621346735016955,1.5752765413189342e-08,2.6613856500214933e-08,0.0,1705.2540307843435
5,0.8859997616795205,0.7362077287218844,-3.7915444220026404,-3.5421817686753228,-0.8909918134638919,-0.27332414260974136,-0.8000792480824718,-6.27668146216675,-6.530346136038286,0.00016160529189668734,0.0002869579303122417,0.12853108880774308,0.532936980999761,0.15846040147420312,5.288329876530988e-07,2.9488580273282515e-07,0.0,1706.6577878188957
6,0.7745682698415699,0.72870060802398,-4.433240752913555,-3.729825818721363,-1.1444422305144069,-0.04620834958584577,-1.106032128613652,-6.780487753915929,-6.551996498132376,3.687731110211898e-05,0.00018628341085490544,0.07170637524522092,0.899066157670641,0.07833716876727329,1.657724080114303e-07,2.805456259231154e-07,0.0,1704.9893025057988
7,0.4802032102229996,0.47162336099877944,-4.539977951719118,-3.7091235915771925,-2.498107792721643,-0.39627019397315527,-1.8361178578615056,-7.268988687732663,-6.928041559243308,2.8841779234783443e-05,0.00019537833687415833,0.0031760856622712174,0.4015409166029326,0.014584184242494155,5.382838032585169e-08,1.1802076918139542e-07,0.0,1704.2316589815791
8,0.6879291657297169,0.14446635735354119,-4.782849125231804,-0.5674287562066507,-1.2196673585805506,-0.008790739615198254,-0.20824572436627412,-4.648921088663363,-7.521672329408018,1.6487350658920686e-05,0.27075173218916526,0.060302128444854476,0.9799620564312754,0.619090693666762,2.2442896743225994e-05,3.008345211221946e-08,0.0,1709.7930677875988
9,0.16122622869018044,0.7819930561602391,-4.745634549584198,-3.5940485429858686,-0.4600943530194326,-0.08759902319367437,-1.14142047522917,-7.58642682855647,-7.866549690050281,1.7962444960991276e-05,0.0002546545598183484,0.346661528023687,0.8173366563130062,0.072207037098055,2.5916310315752182e-08,1.3597225809513239e-08,0.0,1707.6707900537767
10,0.6339902928550278,0.9844655904280566,-4.5076146184564845,-3.127210687557677,-2.400076507638717,-0.09726926537979645,-1.3048737387949527,-5.70276930335873,-7.8769314127857974,3.1073157156355616e-05,0.0007460867245107439,0.00398037044042204,0.7993385063099057,0.04955942525762487,1.982579889895814e-06,1.3276041068992181e-08,0.0,1708.6651461306521
