Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,-0.5424635266461888,-0.7003239864577175,-1.7133151529162962,-3.5690098732783433,-3.2707502232639882,-1.4748358366484504,-2.531328748084527,-2.0393168407387186,-5.622339109726493,0.0193501727730604,0.0002697678102562412,0.0005361049000493976,0.03350920800562952,0.002942193637032897,0.009134465908382869,2.385947538341897e-06,0.0,1700.955640556294
1,-0.008450183284061441,0.005403226545259487,-3.1296604102546,-3.0941358673474606,-2.8722216444756556,-1.350136924973873,-3.125177401303894,-2.397182536139876,-5.8820881654270645,0.0007418901238802657,0.0008051265210796202,0.0013420798488097108,0.044654278331939,0.0007495879539017407,0.004006982667465639,1.3119335384573777e-06,0.0,1699.5938858609352
2,0.7486296080274111,-0.4319752307239768,-0.6607490897930713,-3.5602637579084657,-4.850714200471836,-4.482845596789576,-1.7657919980075565,-1.6048831502224505,-1.5024607412485058,0.2183991331163142,0.0002752556499150388,1.410216525224367e-05,3.2896856714114145e-05,0.017147783907513463,0.024838012984235755,0.031444106514939146,0.0,1700.8640612646336
3,0.3622151006351051,0.4596967004466399,-0.26566890534101667,-1.813828543051386,-4.2270646766487685,-3.1013899515242045,-0.6320033211585894,-4.884956756989109,-2.1070770191431123,0.5424142551349774,0.015352229603150993,5.9283703064762646e-05,0.0007917900656257107,0.2333440217811461,1.3032965421568425e-05,0.00781489200556939,0.0,1699.6942197811118
4,0.8395393103040223,-0.06748230842295644,-0.6677726316556436,-1.4730001446584695,-2.016581622218123,-2.53256575759174,-1.7703613117259365,-2.2739554372189676,-6.427272662009607,0.2148955232872183,0.03365114572873972,0.009625390943514086,0.0029338252526534088,0.016968313845172313,0.005321628614812448,3.738757850803072e-07,0.0,1705.4237317872564
5,0.952756314731261,0.3370411827338575,-2.65642334905718,-2.0963762155084584,-1.366416233883111,-2.392690037547561,-0.9165061050738895,-0.719049395082783,-5.116416026302707,0.0022058534248402895,0.008009838958685104,0.04301141854575833,0.00404864746616351,0.12119756513654703,0.19096360511202554,7.648635655478146e-06,0.0,1714.9328016405009
6,-0.5138180001852727,0.268060852613103,-0.7518547723437949,-3.301563842304018,-3.0092395499319045,-1.5566226137025405,-4.647316405570598,-1.1862678513173608,-6.416172933926674,0.17707009800273998,0.0004993857639375686,0.0009789498632795368,0.027757310675258454,2.2525974825975535e-05,0.06512266258633449,3.8355448557048e-07,0.0,1709.1933254151393
7,-0.3883182253909634,0.17990431687909947,-2.9236601279342547,-0.6419604177313005,-3.3480180635961,-4.773165753222124,-2.300837327571971,-3.137973334612234,-5.294007457408133,0.0011921746202587053,0.2280549915364254,0.0004487267256690433,1.6859094568661887e-05,0.0050022186654848765,0.0007278244910969604,5.081507168687031e-06,0.0,1706.2338945868144
8,0.34371354415417366,-0.5089112206122733,-3.507409998635946,-0.01230584888475248,-2.2536572519489404,-1.822296760704139,-0.33627030445124684,-0.38048600366986396,-5.375293118277802,0.0003108780086514027,0.9720624144377888,0.005576256571426258,0.015055779279610375,0.46103054029747065,0.4164031405415406,4.214119839277245e-06,0.0,1710.9431574183445
9,-0.1911545447952807,-0.1480591884005764,-3.8354355980941173,-4.257207149943036,-2.2327132698893424,-2.1430996854852356,-2.986442490225254,-2.6885523974934826,-4.689666205557447,0.00014607113435354538,5.530862350118447e-05,0.005851763020141086,0.0071928385872829905,0.001031709690577935,0.002048554877541564,2.0433078074692327e-05,0.0,1704.9509025909126
