Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,-0.48683009979801484,-0.6921729805891584,-1.7989416418528128,-3.531885013288587,-3.182724982961392,-1.3473007687506275,-2.496585204873751,-1.8606447277839415,-5.608329393529145,0.015887602232738007,0.0002938427546704948,0.0006565609019671136,0.04494684696517787,0.003187240205003795,0.013783365484750152,2.464169662472567e-06,0.0,1699.904569136888
1,0.012655305966658092,0.03126243156351971,-2.9924830496744494,-2.7879176064252515,-2.817883001709565,-1.5311807729287248,-2.869793557466393,-2.45433628721495,-5.564381871490275,0.0010174590763927884,0.0016296051691014398,0.0015209572181680271,0.029431962879057076,0.0013496042665512727,0.003512883221259661,2.7265792702149764e-06,0.0,1700.4168429706785
2,0.7429041312787987,-0.4131540633580687,-0.69613517559149,-3.478574812333989,-4.838029286983624,-4.447347916839778,-1.7402020883730667,-1.5660891421045062,-1.6396349832254846,0.20130975690737912,0.0003322195515553084,1.4520136966216345e-05,3.5698673859070265e-05,0.018188543020566487,0.027158817571194024,0.022927938955881133,0.0,1700.7116755181678
3,0.29669985487522244,0.4378680430813213,-0.2549273373123148,-1.9745597445424896,-4.291637847703291,-3.1705160474725553,-0.7017660314878738,-5.072223565968363,-2.2125328449118147,0.555997274516672,0.010603280623016924,5.109308807361791e-05,0.0006752801014811549,0.19871651793217338,8.46791390932844e-06,0.006130094295942899,0.0,1700.397111408469
4,0.8289550824415421,-0.05936116514178136,-0.6361496064956642,-1.30591043090206,-1.8987541169365807,-2.6841524752970956,-1.5921208751685045,-2.406239334479059,-6.40273897654303,0.23112684633647188,0.049441264436860984,0.012625421415664211,0.002069414675929043,0.025578738666559808,0.0039242861309776705,3.956043181866326e-07,0.0,1706.4758721545231
5,0.941799743519967,0.3016256644297153,-2.724858976498659,-2.4868423110891333,-1.5178106888204188,-2.280823214120887,-1.1586784722241616,-0.7551097160585625,-5.44989019057945,0.0018842608447263204,0.0032595503122668434,0.03035213961116087,0.005238136191379067,0.0693939370473044,0.17574795648226177,3.5490311355746036e-06,0.0,1714.7418000802352
6,-0.5217644263007628,0.26439271505994943,-0.7240438768743376,-3.319280448832372,-3.0709653843750746,-1.60572492795901,-4.653815015279324,-1.214624255803967,-6.3608093274821025,0.18878006145184034,0.00047942375726330396,0.0008492481620218517,0.024789916962753945,2.2191414464210038e-05,0.0610064486389793,4.357031226666611e-07,0.0,1709.4105627807426
7,-0.42893156161720325,0.17793292673588423,-2.9194572173354087,-0.6775404740930949,-3.418307445669601,-4.773693656269504,-2.3938185406720347,-3.2080229682699954,-5.423239413501792,0.001203767968006639,0.21011619420434305,0.00038167398060540917,1.6838614086362863e-05,0.004038140815620738,0.0006194083159369863,3.7736410408000243e-06,0.0,1706.4775652234407
8,0.3796380087433975,-0.5048340914094321,-3.509807558363471,-0.012518283289849276,-2.292788157301882,-1.7785086186608767,-0.34359868440926017,-0.3526351341072984,-5.262323441227187,0.00030916650867797587,0.971587048037512,0.005095793760470133,0.016652957793292043,0.4533162793570349,0.44398149157466843,5.466087239015725e-06,0.0,1710.371639982783
9,-0.1656912808401917,-0.15515682782876594,-3.849014827793169,-4.290655407760463,-2.2392728313058066,-2.1038201061813098,-3.0142305340493833,-2.634044690257153,-4.639837083916845,0.00014157454423892736,5.1208799211594265e-05,0.005764042425118663,0.00787371867981152,0.0009677640072731844,0.002322497791791371,2.2917271829065023e-05,0.0,1704.5752629897615
