Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,0.6957244934536897,-0.3315111649856324,-4.281949541744966,-3.9574880065693967,-1.2416997038608988,-0.20275598774179202,-0.2700504595987977,-6.829682318714324,-4.474217598136245,5.224568868264121e-05,0.00011028386893059402,0.057319223201008976,0.6269660322293574,0.5369694036023773,1.4801907343033527e-07,3.3556943899935327e-05,0.0,1698.2667749121217
1,0.8835581271715531,0.5527424368298539,-4.9020168041109615,-2.740076238399466,-1.1387948073775347,-0.1764258412085375,-0.4496934160661894,-7.302140824762497,-5.734619861724243,1.2530926882190639e-05,0.0018193814465274941,0.0726449104296636,0.6661532618715498,0.3550639530654403,4.98722744902616e-08,1.8423839359009182e-06,0.0,1706.745815875684
2,0.9853978971537045,0.45743572974869506,-3.6590696826247058,-2.5301116038677574,-2.9718525189864335,-1.6216730690000074,-0.1510272423758411,-6.622363068577975,-6.72062956097974,0.000219245312764402,0.002950450930022637,0.001066958385536213,0.02389609471626126,0.7062732498437417,2.385815915702603e-07,1.9027005294207086e-07,0.0,1704.2703906431866
3,0.9205002142083292,0.3808460953493864,-1.6658624728948896,-3.6321880170290823,-2.9127694194784897,-0.30947764394387045,-0.1421772424446354,-7.571338504680928,-6.329622216313185,0.021584278056608362,0.00023324480681048557,0.0012224485240478608,0.490368264692839,0.72081324386444,2.6832522074643567e-08,4.6814219132070977e-07,0.0,1701.0911974999892
4,0.8840763163215546,0.35423743259046425,-3.917835879750236,-3.0481376547330696,-1.198777008530473,-0.47581534269068115,-1.108748784918311,-7.311289835401065,-7.199353208379208,0.00012082703552245481,0.0008950810141503859,0.06327366509410992,0.33433716635019467,0.07784867318837485,4.8832635588314295e-08,6.318977247522424e-08,0.0,1707.7589492077668
5,0.9427604375168468,0.6805303941961693,-4.1542554777922405,-3.1678552228607715,-0.7303092141148182,-0.38977004985897507,-0.4173278159779426,-6.337187042940503,-6.579010511816915,7.010427821230384e-05,0.0006794300908271256,0.18607618177336918,0.4075960345329968,0.38253588697390367,4.6005839190757705e-07,2.6362675759023207e-07,0.0,1708.0665050783552
6,0.9153036571286006,0.29674834092965874,-3.1097320564472635,-3.4506189661665836,-0.8128851088580518,-0.221682181532321,-1.5262022000334616,-5.373230022068253,-6.462813111166002,0.0007767261800137302,0.00035430806147789164,0.1538561607759287,0.6002301664482357,0.029771300062336352,4.2341864491807716e-06,3.4449814587684193e-07,0.0,1711.2577207731608
7,0.7764554711488847,-0.17585162935942666,-4.577824051279648,-2.6072165631421282,-1.87213979334533,-3.068028356059598,-0.6633346993024767,-6.697028540454642,-5.863428550685554,2.643479511502415e-05,0.002470491914512003,0.013423328133523931,0.0008550108854861097,0.21710273804302313,2.0089607857453765e-07,1.369529682315546e-06,0.0,1705.3343323528175
8,0.8107347778722955,-0.2573888089089591,-4.91574790735296,-0.3002654207718327,-1.1671255556578393,-0.12627908912646227,-0.07746975253443368,-3.7154518612812555,-7.369649064483211,1.2140933844051354e-05,0.500881024668432,0.0680572574958332,0.7476888614441407,0.8366238623728282,0.00019255204646696417,4.2692435948088894e-08,0.0,1712.4561954351725
9,0.1452436707630973,0.8127449098877966,-4.926408942211312,-3.0087355206999886,-0.4667949464618115,-0.2891246241607704,-0.7717796565517522,-7.607454850653049,-7.9058343289980275,1.1846527250909016e-05,0.0009800866628543378,0.34135404499071986,0.5138961639429426,0.16912988105836427,2.4691367835503473e-08,1.2421260530138204e-08,0.0,1711.4433689653802
