Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,0.49893740230457495,0.06035965408247823,-4.379052924527733,-4.533092818854626,-1.2195320632120419,-0.0540116324341865,-0.7755833069896709,-7.196108836412763,-6.220410115585484,4.1777945159152946e-05,2.9302669119751253e-05,0.06032091723905346,0.8830562477320072,0.1676550706543605,6.366359566963371e-08,6.019908419526741e-07,0.0,1704.5954360687847
1,0.8723358428364341,0.46090345342708594,-4.752709643800016,-3.386754695740465,-1.1595403724064672,-0.11848211950997009,-0.9819746013478344,-7.2438113019655805,-6.510169841242071,1.7672189351254677e-05,0.0004104358656302535,0.06925635451134364,0.7612334793704087,0.10423783885651824,5.7041205865305404e-08,3.0890871348712814e-07,0.0,1710.2526248992122
2,0.8324198179513755,0.852950857960058,-4.030078951688589,-3.6007307992979394,-3.450497731364902,-0.6570014625577758,-0.5830914574947398,-7.546735522214108,-7.476831847351055,9.330846571359014e-05,0.0002507663165259879,0.0003544069816008945,0.22029190443503935,0.261161132074681,2.8396477981124835e-08,3.335555357255442e-08,0.0,1705.6595490010852
3,0.8340358060388513,0.6387482593271638,-1.3865786757488423,-3.6558027550029757,-2.7408261036758543,-0.2763063191680379,-0.3158446933017164,-7.503994322978155,-6.490156680737505,0.04106022494161134,0.0002209007777774102,0.0018162427609265143,0.5292899902386614,0.48323157808595174,3.133326682348684e-08,3.2347693486583785e-07,0.0,1701.9769886063086
4,0.6809737340551243,0.8232395399288599,-4.628582239339587,-3.497192142613379,-1.2439332477708114,-0.16158895480950888,-1.1417547249838818,-7.801476301067068,-7.403443645367064,2.3518940893162862e-05,0.0003182789065628631,0.057025191479718795,0.6893043912366301,0.07215148516234673,1.579514797629287e-08,3.949629469442704e-08,0.0,1704.978151626651
5,0.8757972281140436,0.7112266027386955,-3.9465100343457507,-3.6354560058483076,-0.986735475433066,-0.24018947375516894,-0.8097203378369335,-6.597963613772375,-6.727565725645663,0.00011310712557040192,0.00023149626805006485,0.1031013909828943,0.5751889394777293,0.15498142942570758,2.5236922045760204e-07,1.872553671374782e-07,0.0,1707.8094291510467
6,0.8644789248077429,0.5381434387816331,-4.128124266202205,-3.8229940814631256,-1.1762735568837421,-0.05353956977723003,-1.211080200538387,-6.324538390595873,-6.2865070236916685,7.445189116197713e-05,0.00015031624509502834,0.06663868878826373,0.8840166203199138,0.06150632793689752,4.736544364020486e-07,5.17002896595319e-07,0.0,1706.7328228920312
7,0.29121155940156096,0.5512278719275627,-4.682045161830353,-3.981296989692693,-2.763907670745488,-0.5013007117554714,-2.0101097062289113,-7.361955160289974,-7.036249442098889,2.0794804328578355e-05,0.00010440060377484909,0.0017222346762119003,0.31528208088637466,0.00976990394263447,4.345550884724108e-08,9.199210526057012e-08,0.0,1705.827845510407
8,0.7669763554277202,-0.18733513250876843,-4.791595919934827,-0.48220591222049014,-1.26523266841305,-0.0385576236352737,-0.20402726578664923,-3.416185218003124,-7.3004534295534285,1.615861301405411e-05,0.3294534712319107,0.054295936914801744,0.9150448400356934,0.6251334445445941,0.00038354363683491897,5.0066423708617916e-08,0.0,1710.9698550876572
9,0.4108769426411767,0.5954243512616655,-4.656884617363334,-3.3787944346852417,-0.41879513050053563,-0.1107483390149563,-0.9904776224802738,-7.419459142063003,-7.889939348338761,2.203511810651137e-05,0.00041802818578821405,0.381245625772848,0.7749107058773533,0.10221682276298104,3.8066316827992235e-08,1.2884294755348342e-08,0.0,1709.6318070076504
10,0.5552122733304099,0.9833521425273841,-4.339990854656393,-2.922541717120746,-2.5314743634485506,-0.14004000164629465,-1.2546899802133786,-6.220814974414168,-7.8015941959641735,4.570978150481711e-05,0.0011952487078907583,0.0029412073090939743,0.7243692373840136,0.05563012294947947,6.014299143990807e-07,1.57908607594594e-08,0.0,1706.7916819308161
11,0.13163972047991224,0.565947912750882,-4.942516717710511,-3.28658314767278,-2.2990510291797546,-0.8292970070820793,-0.23834109588210195,-7.877106451806088,-7.1671438326883745,1.1415193621826846e-05,0.0005169122832641567,0.0050228356822362916,0.1481504561235576,0.5776421876988325,1.32706913418326e-08,6.80543934060243e-08,0.0,1705.718040483209
12,-0.0005174091352464494,0.6707320102982233,-4.577578956384355,-4.081477871235358,-0.9942633887398487,-0.14305285837278559,-0.3935732263995515,-7.268176013280567,-5.795465725757107,2.6449717851052503e-05,8.28938152384134e-05,0.10132966602698225,0.7193614185487859,0.4040422432007417,5.3929201095555826e-08,1.6015270348469477e-06,0.0,1701.2948909250242
13,0.42269578308526334,0.7811218713170511,-4.732989103565908,-2.948518606260356,-1.35988225063825,-0.09123277798653326,-1.01084974246294,-7.713064319625477,-7.691616018504776,1.8493150176482294e-05,0.001125852233539923,0.043663419991769,0.8105265063949963,0.09753270237392286,1.9361351983575396e-08,2.0341547141259723e-08,0.0,1712.4488217520118
14,0.8493400753103031,0.7082091120806029,-4.4827631386111095,-3.160557204020872,-0.9138901459832995,-0.02971997822743969,-0.5292416262980622,-6.894786397392771,-6.8894302857016525,3.290310333369893e-05,0.0006909439142645257,0.12192979791761227,0.9338562329016863,0.2956367189344175,1.274129592511779e-07,1.289940606550583e-07,0.0,1708.0919174072815
15,0.9424462129635423,0.5437606532601622,-3.094361634245074,-4.2133870111812595,-1.1364169183094481,-0.8764562367285855,-1.75861845539335,-7.667160780461578,-7.431626325023998,0.0008047080868465566,6.118049533246525e-05,0.07304375341532421,0.1329057477715324,0.01743337790914105,2.1519848994117467e-08,3.701465236966951e-08,0.0,1706.8783523820825
16,0.9557002208799392,0.4571801853647399,-4.657123993308824,-3.3037970466835165,-1.1244992987343236,-0.1307637586686111,-2.0286877891979467,-7.037658196963621,-3.4908794405066237,2.202297605990468e-05,0.00049682444185653,0.07507592663878836,0.7400077044536899,0.009360783715154784,9.169418674981538e-08,0.00032293904712199945,0.0,1707.2775964604514
17,0.15582321534425447,0.23721183276879376,-4.3677954167376205,-3.3752891435753942,-0.5878270942147341,-0.6824188002830704,-2.507878187795527,-6.839909967715927,-7.335181819674462,4.2875044446409395e-05,0.0004214158407459938,0.2583288471297994,0.20776921538192092,0.003105430486340616,1.4457394515834296e-07,4.6218748366258884e-08,0.0,1714.288684528407
18,0.8653680560203609,0.32721519827807977,-3.347744740873218,-2.4562439244169965,-1.9636827391911458,-0.5432155477518352,-2.050574257568251,-5.709574450542077,-7.598683723895169,0.00044900922019208884,0.0034974867315764463,0.010872195692347437,0.2862756782282929,0.008900732363872246,1.9517561183323706e-06,2.5195111004283562e-08,0.0,1707.9393999175184
19,-0.012567494819851532,0.6589532257387574,-4.529754819910249,-4.059016804529367,-0.8313661514074154,-0.05401146939508327,-2.9914829162480023,-4.9406672549180675,-3.2254170669183266,2.952875796376251e-05,8.729375904107377e-05,0.14744628971371845,0.8830565792414593,0.001019804875108661,1.1463909398305343e-05,0.0005950903846534711,0.0,1712.326726828996
20,0.2578115925149418,0.35244453679085685,-4.528439308270077,-3.0686388561927984,-1.1234362224040655,-0.07357527157350176,-1.1836305179165973,-5.625549882416783,-6.346319171845213,2.9618338464531955e-05,0.0008538098166975602,0.07525992437726232,0.844159920104572,0.06551933518960648,2.368373088358824e-06,4.504855118938978e-07,0.0,1707.3120722659644
21,0.581948526080668,0.9051166346359467,-4.943785034821746,-4.596619792700578,-1.4539585512269706,-0.10960483763664886,-1.6420157829562163,-7.943703288935629,-7.452284347640227,1.1381905229716552e-05,2.531513264357253e-05,0.03515939948212811,0.7769537414017988,0.02280259202227461,1.1384047811624344e-08,3.529520042215824e-08,0.0,1708.178996851435
22,0.6508257190088573,0.7908473194818351,-4.237329251807142,-2.7931562471553724,-1.2640782632351653,-0.04226469252559555,-1.4143098175600806,-5.24566375723872,-7.528649520095623,5.789895804483089e-05,0.0016100662736050033,0.05444045380805755,0.907267402963417,0.038520346267976444,5.679841842341818e-06,2.960400575093972e-08,0.0,1706.1376964616297
23,0.9391160927026778,0.24604442184667308,-3.55702397722009,-3.7916295563730817,-0.916817245782158,-0.006742583995626718,-1.2908054844509909,-6.937293818507133,-6.720614147805121,0.00027731669950137707,0.00016157361565637943,0.12111076690865248,0.9845945239274485,0.05119110633334924,1.1553303480930533e-07,1.902768057738794e-07,0.0,1702.7806117423852
24,0.6588753212038623,0.6671728807013899,-4.53333640255007,-3.2248775860815844,-1.1621698272169911,-0.11724453018993267,-0.7490261629223837,-7.044783005658532,-6.685822090066558,2.928623867578588e-05,0.000595830065567154,0.06883830572811872,0.7634058256960181,0.17822713959876993,9.020217183204424e-08,2.0614742289289393e-07,0.0,1707.7951888844357
