Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,-0.1394941264677837,-0.6094639132825737,-2.2735349125847004,-3.213563940571077,-2.9698910328570696,-3.2167554257619075,-1.397328130108451,-1.6194160944062506,-4.543895804992987,0.0053267840101275535,0.0006115557578246216,0.0010717881897188205,0.00060707811119818,0.04005639581714339,0.0240206030055487,2.858276212660062e-05,0.0,1700.7499602109037
1,0.3069406755505484,0.1409430280899746,-3.623284155220617,-2.7809528252625086,-2.657348594702668,-3.0831074718148304,-2.0911622757504484,-2.130989407013052,-5.202211994095023,0.0002380761247621983,0.001655949829341911,0.0022011589518056017,0.0008258335610394422,0.00810658095839573,0.007396233151782501,6.2775185670936816e-06,0.0,1700.3736782271712
2,0.8632567976919907,-0.3316349581121536,-0.9309400700988301,-3.3118670407987656,-4.816535199564654,-4.881530794478267,-1.0525095702945615,-1.4085208656538897,-1.1060928012414695,0.11723571322814355,0.0004876777697393679,1.5256847330594569e-05,1.313618347044241e-05,0.08861156966288214,0.039037242663587976,0.07832622552461754,0.0,1701.3342573396626
3,0.4333009600697797,0.485971440437869,-0.32018132513228953,-1.7890649670210068,-4.198738931427782,-3.790094330800404,-0.4630782443907152,-4.9154588275015465,-1.9181518062981577,0.47843029805100484,0.0162530560469523,6.327921290455785e-05,0.00016214578708456887,0.3442878967641308,1.2149017915665047e-05,0.01207391721280391,0.0,1700.6099255910826
4,0.886745350847705,-0.007920810017087221,-0.8462429477154819,-1.4018665827346444,-1.9322907558299585,-3.657934230486424,-1.2615539996419713,-2.264445651803353,-6.143535327713635,0.14248103206327756,0.03963997913941797,0.011687166848622971,0.00021981927416717237,0.05475780115521245,0.005439441973711919,7.185627044718374e-07,0.0,1706.6212090898132
5,0.9628869257726049,0.35457613921638,-2.7769087310852476,-2.0708598725060807,-1.3237085050936934,-2.884495738140819,-0.7542386407226462,-0.7077360288560705,-4.888472750199379,0.001671441838331582,0.008494545119763016,0.04745603994508185,0.0013046807717923053,0.1761008123145306,0.19600356525926016,1.292787814213625e-05,0.0,1715.304337549747
6,-0.3177365868760482,0.3478755063912504,-0.9832915508237012,-3.108897221328628,-2.858296300439372,-2.7233597153090243,-4.339894452672315,-1.0617177112088125,-5.9886175680675855,0.10392222802983259,0.000778220700342326,0.0013858100277117768,0.0018907768864615412,4.5719929003608606e-05,0.08675255789251649,1.0265554947190098e-06,0.0,1709.6329214895532
7,-0.24523995743041238,0.2497175636090907,-3.20309842517632,-0.5605140032349463,-3.253753439332708,-4.92708842491465,-1.7746597518084195,-3.008581100064571,-4.9534122751627345,0.0006264718697944698,0.2750970902244788,0.0005575021680907193,1.1828007060159668e-05,0.016801197931802892,0.000980435210951227,1.1132372372264631e-05,0.0,1706.7920137329918
8,0.32736171202419606,-0.5162059193852936,-3.433997540333372,-0.011874176833555962,-2.2584029974111406,-1.4410813939012317,-0.3908631920018476,-0.36061327187099823,-5.439960460162625,0.00036813105858063953,0.9730290875182376,0.0055156538445688885,0.036217511450541494,0.4065713838827783,0.4358998585904975,3.6311111229529038e-06,0.0,1710.2163637718886
9,-0.1888312375824458,-0.16219855931088112,-3.795113526315584,-4.267686777464919,-2.227527681493514,-1.9531914756897122,-3.0545708553953155,-2.660056128630344,-4.660097480733746,0.00016028263507005965,5.398998695469794e-05,0.005922053391003972,0.011138033615965813,0.0008819199046571911,0.002187478893834872,2.1872706191484342e-05,0.0,1704.5959068422244
10,-0.049640665368318015,0.9897165343707583,-2.6178233372740745,-0.7684370400384419,-3.6564782037670907,-3.5216855266665026,-1.5254624393220932,-1.5194685872998337,-6.4971780246942465,0.002410885931739932,0.17043663845413834,0.00022055748263008514,0.00030082537955862466,0.029822054577531773,0.030236492644086434,3.182892532494734e-07,0.0,1706.1683989028445
11,-0.41707182080394745,0.10320055917357163,-4.163260220606335,-1.0948340822879623,-3.9358910782210983,-4.209851283181219,-0.5516524686790103,-5.061228902963617,-4.148164187146253,6.86656885595089e-05,0.08038331596709382,0.00011590680158921697,6.168061805731433e-05,0.2807679501762444,8.68502548249244e-06,7.109446867358912e-05,0.0,1703.8889883072043
12,-0.9318300793248963,0.6364047134162569,-3.1502080044195235,-3.0139091331998054,-3.728145256036724,-4.3431193624878235,-0.7927956460578132,-5.10874640500728,-0.8623579736198685,0.0007076067964398744,0.0009684804688184448,0.0001870056568436111,4.538168714423835e-05,0.16114036904804982,7.784909979619843e-06,0.13729098673299303,0.0,1696.627073387649
13,-0.8001523114768866,0.5928461609399287,-2.6480892460602554,-1.2486468038989564,-3.7439266798998325,-3.7716145205559375,-2.9909651748546793,-3.1802915916332073,-7.403407311816676,0.0022485924801374873,0.05640962285290542,0.00018033221624137624,0.00016919420317873816,0.00102102135394301,0.0006602499977010772,3.949959913577596e-08,0.0,1712.6880243050118
14,-0.23380237317845443,-0.35573128755591754,-2.749329060194458,-2.7242621739509323,-3.7207530106036337,-4.2054135723947725,-1.0722574116996886,-6.358803407535989,-2.6038881309917565,0.001781028789982861,0.0018868519545215936,0.00019021597574470892,6.231411444875549e-05,0.08467254007848132,4.377202035066066e-07,0.002489498500415999,0.0,1711.3938506333354
