Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,-0.7452765239683629,-0.589919714398452,-1.6686547527628839,-3.721944807895755,-3.2940570809546625,-1.950119364490527,-2.147376775380993,-2.675699766562692,-4.600061842032209,0.02144594793172089,0.0001896946978483058,0.0005080926576457261,0.01121710113387173,0.007122348574113781,0.002110086376051157,2.5115287730343995e-05,0.0,1696.8455155013273
1,-0.34835584646174755,0.13916545483164544,-3.0818370488824325,-3.2774955029846753,-2.9692968872826992,-1.7488653960568659,-2.9293482942825606,-3.109774953591723,-5.401278666230747,0.0008282528731966282,0.0005278426724377069,0.0010732554752297932,0.01782931278252167,0.0011766619389500853,0.0007766494631981941,3.969367721838046e-06,0.0,1697.1787062775377
2,0.5326426864837575,-0.3087573010751883,-0.6366804144868408,-3.708768997184423,-4.864435800938836,-4.65575318321849,-1.5593359485302138,-2.171556568341366,-1.1208610216387125,0.2308445286036839,0.00019553792525562417,1.3663570408540159e-05,2.2092599354963027e-05,0.027584432367291935,0.006736641426974331,0.07570751274958054,0.0,1698.2224874295923
3,0.2600168058261032,0.46140769979557605,-0.2558523348108001,-1.9350424241792565,-4.262798891758837,-3.234397449521338,-0.646189710449588,-5.1582971164592015,-2.118124781368863,0.5548143242323407,0.011613351629454451,5.4601064307314676e-05,0.0005829114021175613,0.225844900896251,6.9454898909421185e-06,0.007618600811505629,0.0,1699.963966888588
4,0.5967508497048066,0.06257447552324136,-0.6161724026428725,-1.794655463342516,-2.1621151990714704,-3.144149930261701,-1.587826118548791,-3.2686363059834753,-5.932777700811672,0.2420068157321046,0.016045177899402546,0.0068846965164650695,0.0007175465319374494,0.025832942748011907,0.0005387207380333489,1.1674070163755827e-06,0.0,1703.151520963627
5,0.8924389927107597,0.42687640523400416,-2.5884887084617705,-2.3383255892478862,-1.4303164937712842,-2.845863219679142,-0.7873480155560462,-1.0659991312106933,-4.4887909712584735,0.0025793560261097616,0.004588538825006808,0.037126457000625716,0.0014260566570421023,0.1631743849689754,0.08590152399304261,3.244957616774134e-05,0.0,1712.7628813579438
6,-0.7279937356352212,0.3830984454422164,-0.7202983264862836,-3.4857411131675975,-3.084508270496701,-1.976864670730597,-4.5644333772376475,-1.6658991871072382,-5.921281666855208,0.19041522643013115,0.00032678257214302194,0.0008231741606365511,0.010547155020911544,2.726255926995673e-05,0.021582453450710706,1.1987216058195795e-06,0.0,1706.6649655189824
7,-0.6155609174878933,0.2803304681321266,-2.880276664484813,-0.7356688016798684,-3.4248295532458797,-4.849085903364856,-2.1473865433310615,-3.770510334891761,-4.885498313660689,0.0013174172190790158,0.1837939444286023,0.00037598493745029577,1.4155137639146236e-05,0.007122188383354354,0.00016962492361914937,1.3016723698848512e-05,0.0,1704.3866835507035
8,0.25904792358857454,-0.44902401570407924,-3.505988842048575,-0.012575547460573388,-2.2429021037039,-1.9666970910405235,-0.28499295749117737,-0.4293796102088942,-4.971295819673319,0.0003118969716048133,0.9714589472647932,0.005716074707927608,0.010796995216416888,0.5188084518460658,0.3720663465381589,1.0683269404696232e-05,0.0,1709.1253824646599
9,-0.23696371244662973,-0.11597779904986993,-3.825312692825754,-4.283248351614979,-2.222648507089238,-2.2552642538249343,-2.885774633223079,-2.812843836654781,-4.380140300869725,0.00014951587514032706,5.2089675073344815e-05,0.005988961109420822,0.005555661108061469,0.0013008444451550296,0.0015387078284630799,4.167347336112087e-05,0.0,1703.9382792144113
