Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,-0.19814905025599083,-0.8235821096340175,-2.7931679828146336,-4.602882585406618,-3.5562350617920515,-1.1335555881434605,-2.2842773160041485,-2.368851336796276,-4.213347251737326,0.001610022766411915,2.4952692494969653e-05,0.0002778209155656237,0.07352658780443384,0.005196640623558768,0.004277092701178389,6.118609663279474e-05,0.0,1700.9151117038089
1,0.17631256353023894,-0.2011396326963123,-3.4923585616062116,-3.8222386048755483,-3.18851738708992,-1.344258769518001,-2.7914994041862973,-3.2964915686312883,-3.775072409234672,0.0003218410514459655,0.0001505779551509617,0.0006478621574235004,0.04526278063161572,0.0016162204434169091,0.0005052524537877392,0.00016785241371065324,0.0,1699.1961236473305
2,0.7120825195381573,-0.3364610006923978,-1.0039129108781124,-3.9243147486046364,-4.83388431250931,-4.2560033164359385,-2.2733302643540667,-0.9736582448829191,-4.1735763889182085,0.09910306564586144,0.00011903789854897796,1.4659382860181292e-05,5.546214776436242e-05,0.005329294688597698,0.10625313557295858,6.705383340109732e-05,0.0,1702.871352709757
3,0.28848379183659834,0.5086208869620044,-0.5272370235974191,-2.676425867053334,-4.211908557567948,-2.653969652640311,-1.0207486920373485,-3.9496360622547324,-5.257344629338905,0.2970044636968754,0.002106561452903552,6.138912488042179e-05,0.0022183514269656763,0.09533476666666803,0.00011229590971773557,5.529111788444782e-06,0.0,1702.7730531970165
4,0.8998734948786278,-0.3231708670163709,-1.1066250303282597,-2.8186121712652135,-2.4250518811155657,-2.449339258202394,-1.576468641546945,-3.204981889564111,-4.917304120229225,0.078230295312331,0.0015184057116572078,0.0037579250917696852,0.003553536182189134,0.026517425565112825,0.0006237608462786702,1.2097506935751861e-05,0.0,1706.251001167959
5,0.9652314514111522,0.22838309442168603,-2.9156291559756022,-2.6611838791332803,-1.4997122733450294,-2.3724944998710638,-0.8386357298729692,-0.9053604448577989,-4.247851301390402,0.0012144254056044284,0.002181805945396211,0.03164373411046132,0.004241363553576662,0.14499875394841696,0.12434821492089916,5.651304373801058e-05,0.0,1715.1006799891452
6,-0.20929364489795743,-0.026025248094839748,-1.6710731086797126,-4.603402734112029,-3.4269664126871233,-1.2258598467828534,-4.578155975219706,-1.6444670990789638,-5.181227251580931,0.021326858688140583,2.4922824877750272e-05,0.00037413952222310027,0.05944839763858692,2.6414599166127088e-05,0.02267424844328922,6.588290621168258e-06,0.0,1710.0509608143125
7,-0.19679406344654649,-0.0026577578932822643,-3.8725517356370966,-1.883491782095802,-3.623951350558313,-4.650487909295284,-2.364741962302767,-3.3419140853321685,-5.291288342137909,0.00013410601711488557,0.013077002835449457,0.0002377106553949236,2.2362074535951383e-05,0.0043177554168988665,0.0004550780774458227,5.113422261893407e-06,0.0,1707.7611879884626
8,0.44870994580126355,-0.5111216193191117,-4.092519154512372,-0.04225781172707566,-2.2617329897864935,-1.3993261909393881,-0.42500615606079123,-0.23799665398617817,-6.570584066782231,8.081292858695039e-05,0.9072817774809795,0.0054735237922857475,0.03987253143047503,0.37583207688593995,0.5781005013532055,2.6879174900432877e-07,0.0,1711.9890887419087
9,-0.4099489055149059,0.10447649171780027,-3.2712009590208972,-3.294511427902525,-1.8539976637366269,-2.2526517249666695,-3.274138246055388,-1.8683430858531307,-6.4832015291159415,0.000535548788225395,0.0005075613830260798,0.01399594851596196,0.005589182299827558,0.000531938903762726,0.013541192566542778,3.286990666437606e-07,0.0,1704.844967579551
10,0.01110127633533775,0.9735216223694576,-3.7057999856531985,-2.8248422745128483,-4.012977999394521,-1.7980472025309762,-2.353917645088731,-1.5582303511792581,-7.254713359110558,0.0001968792808575151,0.001496779152193476,9.705591328430831e-05,0.015920356827212247,0.004426723079957057,0.027654744398717023,5.5627128354859424e-08,0.0,1708.0641629470815
