Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,0.4110409307078653,-0.054051268700170185,-4.17217244548822,-4.196252135476097,-1.3278081889691107,-0.144421310213773,-0.6573431501281793,-7.3167865305600985,-6.057466925476626,6.727094902125115e-05,6.364259280388284e-05,0.04701016884472886,0.7170982947989697,0.22011865470192082,4.821847484027947e-08,8.760584329910674e-07,0.0,1704.2011487862003
1,0.8465349499008659,0.7180879943759653,-4.833562734484525,-3.2585600850032397,-1.0264619808283324,-0.08303637666759074,-1.0434348831473816,-7.173768358534196,-6.40732984852673,1.4670241577775604e-05,0.0005513659151711397,0.09408881940212377,0.8259687632283781,0.09048260945631925,6.702420038788578e-08,3.914444604263185e-07,0.0,1710.4734757268177
2,0.9585117910120293,0.6838320693427429,-3.779999684815424,-3.4226853483898503,-3.173662320375544,-0.7877593001505442,-0.39742268003019265,-6.869250064943251,-7.380918347897895,0.00016595881118654476,0.000377845845670132,0.0006704056714087325,0.16301992907356083,0.40047676118852915,1.351294269567358e-07,4.159888135789635e-08,0.0,1706.999962877699
3,0.8327436268308404,0.5155674809359281,-1.2712865217225486,-3.7258634599350176,-2.864049882460529,-0.2782848036804544,-0.3307333034928575,-7.60183895518836,-6.280642908217186,0.05354432872589453,0.00018799077577256725,0.001367571739185598,0.5268842254853184,0.46694603983582744,2.5012727101484694e-08,5.240311358237507e-07,0.0,1702.0887798361407
4,0.6788614479678745,0.6360512268380345,-4.299644902728565,-3.4787873434948158,-1.5163215210727385,-0.3250505358700119,-1.4284717725290312,-7.560211827877549,-7.252420559619348,5.015971927778654e-05,0.00033205701268781875,0.030456393777117494,0.47309620479804265,0.037284491764106704,2.7528856511344058e-08,5.592158089851817e-08,0.0,1705.9606996572297
5,0.9296185177454832,0.7763568764360105,-4.291184277048633,-3.8073199087080503,-0.7225868737710784,-0.2577467963842904,-0.622959479342907,-6.594820660601398,-6.548981236512089,5.1146476804180714e-05,0.00015584041329125782,0.18941445826667244,0.5523994069025585,0.2382541755521299,2.5420222022328783e-07,2.825002025156965e-07,0.0,1709.3434198925045
6,0.7891628122828807,0.7287609556533607,-4.311952008547149,-3.736819866569409,-1.4009205289236495,-0.04593594330158858,-1.295699336726238,-6.366462228092053,-6.13815404258751,4.875823671253509e-05,0.0001833074573734361,0.03972642377707883,0.8996302636091001,0.05061749670634444,4.3006863637735383e-07,7.275217096060388e-07,0.0,1707.2748119305008
7,0.2934356081358327,0.6003686538279767,-4.79361945673959,-4.10559964053116,-2.9975371106659057,-0.639258611400292,-1.6518299303400164,-7.491096729905069,-6.864422739561892,1.608349925424004e-05,7.841521895765729e-05,0.0010056871228965717,0.22947817565733386,0.022293079750594302,3.22777512304401e-08,1.3663981345668387e-07,0.0,1706.82660563163
8,0.5711209832336626,0.08884662615923067,-4.912992322202287,-0.5633748971806248,-1.2367409845210244,-0.017952204879413427,-0.19845230904005992,-5.407147692986426,-7.683912789857719,1.2218212602863282e-05,0.27329085718373913,0.05797743737749358,0.959506221603038,0.6332098922502167,3.9160867787708844e-06,2.0705570930775696e-08,0.0,1712.0404957012756
9,-0.3741582520642708,0.870400952448221,-4.817911983254976,-3.732035012949277,-0.7853151499099006,-0.0800925361324082,-1.5413544082933663,-7.807316336862031,-7.878527119399133,1.520855724315855e-05,0.00018533821971718906,0.16393996955180878,0.8315865641466823,0.028750512564796205,1.5584169500279715e-08,1.3227351076020303e-08,0.0,1707.8943676567517
