Realization,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_LOWREEK,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_LOWREEK,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL
0,0.041926071417012434,-0.04646343995535307,-4.0010396560850285,-4.161934475010234,-1.3604323246001637,-0.14743606731110753,-0.9854076116601851,-6.9824552047151665,-6.282453465659433,9.976089664821465e-05,6.8875620588216e-05,0.04360815125760112,0.7121376263882423,0.10341710788798268,1.041225499242154e-07,5.218510172036193e-07,0.0,1700.7494430947206
1,0.6745560243508275,0.6342959579659215,-4.6590963987007745,-3.1969208813235794,-1.3538159232071845,-0.11848873239940584,-1.2682777484825243,-7.39546630362283,-6.699658523475165,2.1923182607612933e-05,0.0006354466853865136,0.04427760043027972,0.7612218883539016,0.05391656944623342,4.022848675782154e-08,1.9968317642706375e-07,0.0,1710.8300280259075
2,0.8982136620982111,0.7577881845180316,-4.094292184419794,-3.5190436835776655,-3.1975679388179588,-0.8789983391669919,-0.37932771903693524,-7.369189436603804,-7.377964071437603,8.048367813318598e-05,0.0003026608980857444,0.0006345006351677504,0.1321300687107324,0.41751519037812973,4.2737642649802444e-08,4.188282127447571e-08,0.0,1707.0129881839018
3,0.8701512994451961,0.6266502185176615,-1.9536504372251464,-3.788562906304231,-2.40488350000606,-0.143979509699634,-0.28590436098139826,-7.677613611936964,-7.196366330479351,0.011126269181840778,0.00016271856054256618,0.003936556598767953,0.7178281580788157,0.5177208303148989,2.100808123329789e-08,6.36258605841902e-08,0.0,1705.3364902936285
4,0.8601903826143549,0.412187972623711,-4.405255805083919,-3.255556291125248,-1.0380408972943114,-0.32845217047105496,-0.92119926522922,-7.632838629422464,-7.737729434815674,3.9331833761082934e-05,0.0005551926511014754,0.09161342141586946,0.46940512778976307,0.11989490689463572,2.3289564660702056e-08,1.8292394762499303e-08,0.0,1709.9009073954599
5,0.7735401975324689,0.8716973580151302,-4.218344648288058,-3.770413611810001,-0.8660442129930754,-0.23002016793754484,-0.8708038489812481,-6.914708319020628,-6.707549036490319,6.048606776886213e-05,0.00016966270552327847,0.1361306088762937,0.5888163110378084,0.1346468355115307,1.217003090178823e-07,1.9608797586863786e-07,0.0,1708.8748173180832
6,0.5716492525919263,0.6772830657997919,-4.396762838330832,-3.630100938032661,-1.3911071408894378,-0.1862774580605426,-1.2087876630642889,-7.052983700031608,-6.8880652522633365,4.010856846802162e-05,0.00023436840366983239,0.040634307155075676,0.6512122206659161,0.061831863698346486,8.851488306701782e-08,1.2940014045701905e-07,0.0,1707.418173685922
7,-0.04412885545810319,0.861272208027005,-4.937070219986206,-4.108142011763901,-2.4841244049554807,-0.24055780020860235,-1.8058305373194963,-7.747435986670043,-7.620530160048441,1.1559253284127073e-05,7.795751523102644e-05,0.0032800132269313518,0.5747013268141075,0.015637577053717884,1.7888091732433307e-08,2.395906357668331e-08,0.0,1706.7454783660182
8,0.6547365103604814,-0.32934804341042656,-4.737521370264784,-0.40708685266678846,-1.3674237290062956,-0.07824830861693616,-0.17917814669730095,-4.072212946221265,-7.555660421486736,1.8301160498437108e-05,0.3916635421847637,0.042911754443933574,0.8351253973217876,0.6619449195684483,8.468120976669614e-05,2.7818875989287524e-08,0.0,1712.0116640123904
9,0.14969925239963278,0.7317511908175423,-4.774286142826998,-3.3236513536821164,-0.4235312498825913,-0.1255991397194775,-1.0330225338923091,-7.661026251489499,-7.924953766748109,1.6815657657777067e-05,0.00047462285380489263,0.37711060884748726,0.7488603909145883,0.09267817349451539,2.182597977908773e-08,1.1886287573609235e-08,0.0,1709.4813524917904
