DRAWDOWN,WELLMODEL,DEPTH,CONKPOS,WELL,CONJPOS,PRESSURE,CONIPOS,DATE,SWAT,CONBPRES,SGAS,CONIDX
0,STANDARD,1635.474609375,3,R_A4,51,300.29644775390625,33,2018-01-01,0.056494034826755524,300.29644775390625,0.0,9
0,STANDARD,1642.1485595703125,4,R_A4,50,300.74395751953125,33,2018-01-01,0.06261570006608963,300.74395751953125,0.0,10
0,STANDARD,1641.132080078125,4,R_A4,50,300.67578125,34,2018-01-01,0.06255142390727997,300.67578125,0.0,11
0,STANDARD,1639.20703125,3,R_A4,50,300.5467224121094,34,2018-01-01,0.09832502156496048,300.5467224121094,0.0,12
0,STANDARD,1640.9061279296875,3,R_A4,50,300.66064453125,35,2018-01-01,0.0954970121383667,300.66064453125,0.0,13
0,STANDARD,1639.0426025390625,2,R_A4,50,300.53570556640625,35,2018-01-01,0.16065853834152222,300.53570556640625,0.0,14
0,STANDARD,1641.93212890625,2,R_A4,49,300.72943115234375,35,2018-01-01,0.2374390959739685,300.72943115234375,0.0,15
0,STANDARD,1642.357421875,30,R_A4,49,300.7579650878906,36,2018-01-01,0.24230048060417175,300.7579650878906,0.0,16
0,STANDARD,1639.6068115234375,30,R_A4,48,300.5735168457031,36,2018-01-01,0.19549621641635895,300.5735168457031,0.0,17
0,STANDARD,1646.7513427734375,30,R_A4,48,301.0526123046875,37,2018-01-01,0.2985859513282776,301.0526123046875,0.0,18
0,STANDARD,1653.461669921875,30,R_A4,48,301.5025939941406,38,2018-01-01,0.6481541991233826,301.5025939941406,0.0,19
0,STANDARD,1657.8184814453125,30,R_A4,47,301.7947998046875,38,2018-01-01,0.6481541991233826,301.7947998046875,0.0,20
0,STANDARD,1685.026611328125,1,R_A5,20,303.8440856933594,31,2018-01-01,1.0,303.8440856933594,0.0,1
0,STANDARD,1687.3070068359375,2,R_A5,20,304.0601806640625,31,2018-01-01,1.0,304.0601806640625,0.0,2
0,STANDARD,1689.5875244140625,3,R_A5,20,304.27630615234375,31,2018-01-01,1.0,304.27630615234375,0.0,3
0,STANDARD,1691.8680419921875,4,R_A5,20,304.4924011230469,31,2018-01-01,1.0,304.4924011230469,0.0,4
0,STANDARD,1694.1485595703125,5,R_A5,20,304.7085266113281,31,2018-01-01,1.0,304.7085266113281,0.0,5
0,STANDARD,1696.4290771484375,6,R_A5,20,304.9246520996094,31,2018-01-01,1.0,304.9246520996094,0.0,6
0,STANDARD,1698.70947265625,7,R_A5,20,305.446533203125,31,2018-01-01,1.0,305.446533203125,0.0,7
0,STANDARD,1707.6488037109375,11,R_A5,20,305.988037109375,31,2018-01-01,1.0,305.988037109375,0.0,8
0,STANDARD,1709.5638427734375,12,R_A5,20,306.1695251464844,31,2018-01-01,1.0,306.1695251464844,0.0,9
0,STANDARD,1701.7845458984375,12,R_A5,21,305.4322814941406,31,2018-01-01,1.0,305.4322814941406,0.0,10
0,STANDARD,1703.735107421875,13,R_A5,21,305.6291198730469,31,2018-01-01,1.0,305.6291198730469,0.0,11
0,STANDARD,1705.6856689453125,14,R_A5,21,305.81396484375,31,2018-01-01,1.0,305.81396484375,0.0,12
0,STANDARD,1707.63623046875,15,R_A5,21,305.9988098144531,31,2018-01-01,1.0,305.9988098144531,0.0,13
0,STANDARD,1709.5867919921875,16,R_A5,21,306.3287048339844,31,2018-01-01,1.0,306.3287048339844,0.0,14
0,STANDARD,1711.537353515625,17,R_A5,21,306.5135498046875,31,2018-01-01,1.0,306.5135498046875,0.0,15
0,STANDARD,1713.35400390625,18,R_A5,21,306.6856994628906,31,2018-01-01,1.0,306.6856994628906,0.0,16
0,STANDARD,1714.3951416015625,19,R_A5,21,306.7843933105469,31,2018-01-01,1.0,306.7843933105469,0.0,17
0,STANDARD,1715.7628173828125,27,R_A5,21,306.75689697265625,31,2018-01-01,1.0,306.75689697265625,0.0,18
0,STANDARD,1718.098388671875,28,R_A5,21,306.978271484375,31,2018-01-01,1.0,306.978271484375,0.0,19
0,STANDARD,1720.43408203125,29,R_A5,21,307.5054016113281,31,2018-01-01,1.0,307.5054016113281,0.0,20
0,STANDARD,1722.7696533203125,30,R_A5,21,307.7267761230469,31,2018-01-01,1.0,307.7267761230469,0.0,21
0,STANDARD,1725.105224609375,31,R_A5,21,307.9481506347656,31,2018-01-01,1.0,307.9481506347656,0.0,22
0,STANDARD,1695.20263671875,1,R_A6,42,305.11419677734375,17,2018-01-01,1.0,305.11419677734375,0.0,1
0,STANDARD,1696.7510986328125,2,R_A6,42,305.2609558105469,17,2018-01-01,1.0,305.2609558105469,0.0,2
0,STANDARD,1698.299560546875,3,R_A6,42,305.4076843261719,17,2018-01-01,1.0,305.4076843261719,0.0,3
0,STANDARD,1699.84814453125,4,R_A6,42,305.554443359375,17,2018-01-01,1.0,305.554443359375,0.0,4
0,STANDARD,1701.3966064453125,5,R_A6,42,305.7012023925781,17,2018-01-01,1.0,305.7012023925781,0.0,5
0,STANDARD,1702.9451904296875,6,R_A6,42,305.84796142578125,17,2018-01-01,1.0,305.84796142578125,0.0,6
0,STANDARD,1704.49365234375,7,R_A6,42,305.6956481933594,17,2018-01-01,1.0,305.6956481933594,0.0,7
0,STANDARD,1706.042236328125,8,R_A6,42,305.8424072265625,17,2018-01-01,1.0,305.8424072265625,0.0,8
0,STANDARD,1707.5906982421875,9,R_A6,42,306.2882080078125,17,2018-01-01,1.0,306.2882080078125,0.0,9
0,STANDARD,1709.1392822265625,10,R_A6,42,306.1291809082031,17,2018-01-01,1.0,306.1291809082031,0.0,10
0,STANDARD,1711.055419921875,11,R_A6,42,306.3109130859375,17,2018-01-01,1.0,306.3109130859375,0.0,11
0,STANDARD,1713.3392333984375,12,R_A6,42,306.52734375,17,2018-01-01,1.0,306.52734375,0.0,12
0,STANDARD,1715.623046875,13,R_A6,42,306.7557678222656,17,2018-01-01,1.0,306.7557678222656,0.0,13
0,STANDARD,1717.9068603515625,14,R_A6,42,306.9721984863281,17,2018-01-01,1.0,306.9721984863281,0.0,14
0,STANDARD,1720.190673828125,15,R_A6,42,307.18865966796875,17,2018-01-01,1.0,307.18865966796875,0.0,15
0,STANDARD,1722.474365234375,16,R_A6,42,307.55010986328125,17,2018-01-01,1.0,307.55010986328125,0.0,16
0,STANDARD,1724.7581787109375,17,R_A6,42,307.7665710449219,17,2018-01-01,1.0,307.7665710449219,0.0,17
0,STANDARD,1726.394287109375,18,R_A6,42,307.921630859375,17,2018-01-01,1.0,307.921630859375,0.0,18
0,STANDARD,1727.7508544921875,27,R_A6,42,307.8930969238281,17,2018-01-01,1.0,307.8930969238281,0.0,19
0,STANDARD,1729.4755859375,28,R_A6,42,308.3623352050781,17,2018-01-01,1.0,308.3623352050781,0.0,20
0,STANDARD,1731.2001953125,29,R_A6,42,308.52581787109375,17,2018-01-01,1.0,308.52581787109375,0.0,21
0,STANDARD,1732.9249267578125,30,R_A6,42,308.68927001953125,17,2018-01-01,1.0,308.68927001953125,0.0,22
0,STANDARD,1734.649658203125,31,R_A6,42,308.5469665527344,17,2018-01-01,1.0,308.5469665527344,0.0,23
0,STANDARD,1641.094970703125,1,R_A2,30,298.0055847167969,22,2018-03-01,0.05590816214680672,298.0055847167969,0.0,1
0,STANDARD,1642.8890380859375,2,R_A2,30,298.12579345703125,22,2018-03-01,0.057981010526418686,298.12579345703125,0.0,2
0,STANDARD,1644.68310546875,3,R_A2,30,298.24603271484375,22,2018-03-01,0.0606720969080925,298.24603271484375,0.0,3
0,STANDARD,1646.4771728515625,4,R_A2,30,298.3663024902344,22,2018-03-01,0.06784854084253311,298.3663024902344,0.0,4
0,STANDARD,1648.2713623046875,5,R_A2,30,298.4866027832031,22,2018-03-01,0.07155698537826538,298.4866027832031,0.0,5
0,STANDARD,1650.0654296875,6,R_A2,30,298.60699462890625,22,2018-03-01,0.14333796501159668,298.60699462890625,0.0,6
0,STANDARD,1651.859619140625,7,R_A2,30,298.7275085449219,22,2018-03-01,0.25992608070373535,298.7275085449219,0.0,7
0,STANDARD,1653.6536865234375,8,R_A2,30,298.8608093261719,22,2018-03-01,0.6483463048934937,298.8608093261719,0.0,8
0,STANDARD,1655.44775390625,9,R_A2,30,298.9892883300781,22,2018-03-01,0.6485963463783264,298.9892883300781,0.0,9
0,STANDARD,1657.2418212890625,10,R_A2,30,299.8226318359375,22,2018-03-01,0.9129346609115601,299.8226318359375,0.0,10
0,STANDARD,1659.1368408203125,11,R_A2,30,300.51092529296875,22,2018-03-01,0.07878468930721283,300.51092529296875,0.0,11
0,STANDARD,1661.132568359375,12,R_A2,30,300.92364501953125,22,2018-03-01,0.08624997735023499,300.92364501953125,0.0,12
0,STANDARD,1663.12841796875,13,R_A2,30,301.0200500488281,22,2018-03-01,0.45778581500053406,301.0200500488281,0.0,13
0,STANDARD,1665.1241455078125,14,R_A2,30,301.1483154296875,22,2018-03-01,0.5199214220046997,301.1483154296875,0.0,14
0,STANDARD,1667.1199951171875,15,R_A2,30,301.28118896484375,22,2018-03-01,0.6916829943656921,301.28118896484375,0.0,15
0,STANDARD,1669.11572265625,16,R_A2,30,301.4117736816406,22,2018-03-01,0.9726939797401428,301.4117736816406,0.0,16
0,STANDARD,1671.111572265625,17,R_A2,30,301.5448913574219,22,2018-03-01,0.9493969082832336,301.5448913574219,0.0,17
0,STANDARD,1672.9881591796875,18,R_A2,30,301.6705322265625,22,2018-03-01,0.9820559620857239,301.6705322265625,0.0,18
0,STANDARD,1674.229736328125,18,R_A2,29,301.4545593261719,22,2018-03-01,0.9921706914901733,301.4545593261719,0.0,19
0,STANDARD,1676.1676025390625,27,R_A2,29,301.593017578125,22,2018-03-01,0.49619874358177185,301.593017578125,0.0,20
0,STANDARD,1677.9368896484375,28,R_A2,29,301.8275451660156,22,2018-03-01,0.9991632699966431,301.8275451660156,0.0,21
0,STANDARD,1679.7061767578125,29,R_A2,29,302.1842956542969,22,2018-03-01,1.0,302.1842956542969,-3.5426936384475027e-10,22
0,STANDARD,1681.4754638671875,30,R_A2,29,303.1222229003906,22,2018-03-01,1.0,303.1222229003906,-8.837457946431898e-14,23
0,STANDARD,1683.2447509765625,31,R_A2,29,303.6238098144531,22,2018-03-01,1.0,303.6238098144531,-5.871153393235138e-15,24
0,STANDARD,1685.026611328125,1,R_A5,20,270.6415710449219,31,2018-04-28,1.0,270.6415710449219,-5.4147143636047685e-18,1
0,STANDARD,1687.3070068359375,2,R_A5,20,270.8580627441406,31,2018-04-28,1.0,270.8580627441406,-6.560308292967183e-16,2
0,STANDARD,1689.5875244140625,3,R_A5,20,271.07427978515625,31,2018-04-28,1.0,271.07427978515625,-8.890814627010167e-16,3
0,STANDARD,1691.8680419921875,4,R_A5,20,271.2903747558594,31,2018-04-28,1.0,271.2903747558594,-9.570748090803691e-16,4
0,STANDARD,1694.1485595703125,5,R_A5,20,271.5063781738281,31,2018-04-28,1.0,271.5063781738281,-9.633197712422383e-16,5
0,STANDARD,1696.4290771484375,6,R_A5,20,271.7222595214844,31,2018-04-28,1.0,271.7222595214844,-7.915063376717551e-16,6
0,STANDARD,1698.70947265625,7,R_A5,20,272.2645263671875,31,2018-04-28,1.0,272.2645263671875,-2.8971412002073657e-16,7
0,STANDARD,1707.6488037109375,11,R_A5,20,274.1272888183594,31,2018-04-28,1.0,274.1272888183594,-1.7905818429538034e-13,8
0,STANDARD,1709.5638427734375,12,R_A5,20,274.30859375,31,2018-04-28,1.0,274.30859375,-1.1855967596563488e-13,9
0,STANDARD,1701.7845458984375,12,R_A5,21,272.8035583496094,31,2018-04-28,1.0,272.8035583496094,-1.0477129580577227e-10,10
0,STANDARD,1703.735107421875,13,R_A5,21,273.00042724609375,31,2018-04-28,1.0,273.00042724609375,-6.245438628066369e-12,11
0,STANDARD,1705.6856689453125,14,R_A5,21,273.1853332519531,31,2018-04-28,1.0,273.1853332519531,-1.0086769093586856e-11,12
0,STANDARD,1707.63623046875,15,R_A5,21,273.46282958984375,31,2018-04-28,1.0,273.46282958984375,-1.4962673461349496e-11,13
0,STANDARD,1709.5867919921875,16,R_A5,21,274.0766906738281,31,2018-04-28,1.0,274.0766906738281,-1.6509262706909666e-11,14
0,STANDARD,1711.537353515625,17,R_A5,21,274.2774353027344,31,2018-04-28,1.0,274.2774353027344,-1.937196930645868e-12,15
0,STANDARD,1713.35400390625,18,R_A5,21,274.4673767089844,31,2018-04-28,1.0,274.4673767089844,-3.0007476538307376e-12,16
0,STANDARD,1714.3951416015625,19,R_A5,21,274.573486328125,31,2018-04-28,1.0,274.573486328125,0.0,17
0,STANDARD,1715.7628173828125,27,R_A5,21,274.5514831542969,31,2018-04-28,1.0,274.5514831542969,-4.7160426605574735e-12,18
0,STANDARD,1718.098388671875,28,R_A5,21,274.7585144042969,31,2018-04-28,1.0,274.7585144042969,-5.98941165760869e-12,19
0,STANDARD,1720.43408203125,29,R_A5,21,290.9513244628906,31,2018-04-28,1.0,290.9513244628906,-3.2590417241282344e-19,20
0,STANDARD,1722.7696533203125,30,R_A5,21,302.3636169433594,31,2018-04-28,1.0,302.3636169433594,-2.526731102263767e-20,21
0,STANDARD,1725.105224609375,31,R_A5,21,306.4125671386719,31,2018-04-28,1.0,306.4125671386719,-2.95258166511035e-22,22
0,STANDARD,1609.243408203125,1,R_A3,41,280.5802001953125,28,2018-07-03,0.3086806833744049,280.5802001953125,0.0,1
0,STANDARD,1611.3077392578125,2,R_A3,41,280.7181396484375,28,2018-07-03,0.20045645534992218,280.7181396484375,0.0,2
0,STANDARD,1613.3720703125,3,R_A3,41,280.85595703125,28,2018-07-03,0.20081675052642822,280.85595703125,0.0,3
0,STANDARD,1615.4365234375,4,R_A3,41,281.01446533203125,28,2018-07-03,0.374140202999115,281.01446533203125,0.0,4
0,STANDARD,1617.5008544921875,5,R_A3,41,281.36865234375,28,2018-07-03,0.8186206221580505,281.36865234375,0.0,5
0,STANDARD,1619.565185546875,6,R_A3,41,281.5089111328125,28,2018-07-03,0.2669350206851959,281.5089111328125,0.0,6
0,STANDARD,1609.3663330078125,6,R_A3,41,280.8567199707031,29,2018-07-03,0.6493090987205505,280.8567199707031,0.0,7
0,STANDARD,1611.4163818359375,7,R_A3,41,280.99169921875,29,2018-07-03,0.1949630081653595,280.99169921875,0.0,8
0,STANDARD,1613.46630859375,8,R_A3,41,281.1284484863281,29,2018-07-03,0.19883528351783752,281.1284484863281,0.0,9
0,STANDARD,1615.516357421875,9,R_A3,41,281.3801574707031,29,2018-07-03,0.7968785166740417,281.3801574707031,0.0,10
0,STANDARD,1617.5662841796875,10,R_A3,41,285.5069580078125,29,2018-07-03,0.8003084063529968,285.5069580078125,0.0,11
0,STANDARD,1619.750732421875,11,R_A3,41,286.44549560546875,29,2018-07-03,0.049714699387550354,286.44549560546875,0.0,12
0,STANDARD,1622.0697021484375,12,R_A3,41,286.6004333496094,29,2018-07-03,0.05374098941683769,286.6004333496094,0.0,13
0,STANDARD,1624.388671875,13,R_A3,41,286.7558898925781,29,2018-07-03,0.3771425783634186,286.7558898925781,0.0,14
0,STANDARD,1629.026611328125,15,R_A3,41,288.0499572753906,29,2018-07-03,0.501717209815979,288.0499572753906,0.0,15
0,STANDARD,1630.9468994140625,16,R_A3,41,288.1920166015625,29,2018-07-03,0.8145393133163452,288.1920166015625,0.0,16
0,STANDARD,1633.5262451171875,27,R_A3,41,286.74847412109375,29,2018-07-03,0.7529423832893372,286.74847412109375,0.0,17
0,STANDARD,1637.1630859375,28,R_A3,41,286.89105224609375,29,2018-07-03,0.04641666263341904,286.89105224609375,0.0,18
0,STANDARD,1640.8001708984375,29,R_A3,41,287.1341247558594,29,2018-07-03,0.05246972665190697,287.1341247558594,0.0,19
0,STANDARD,1644.4371337890625,30,R_A3,41,296.03192138671875,29,2018-07-03,0.8055071234703064,296.03192138671875,0.0,20
0,STANDARD,1648.0740966796875,31,R_A3,41,287.57684326171875,29,2018-07-03,0.14043773710727692,287.57684326171875,0.0,21
0,STANDARD,1631.1873779296875,1,R_A4,52,280.0802001953125,30,2018-09-12,0.05161241814494133,280.0802001953125,0.0,1
0,STANDARD,1627.4293212890625,1,R_A4,52,279.84698486328125,31,2018-09-12,0.048730749636888504,279.84698486328125,0.0,2
0,STANDARD,1629.4896240234375,2,R_A4,52,279.9844055175781,31,2018-09-12,0.052168335765600204,279.9844055175781,0.0,3
0,STANDARD,1631.5498046875,3,R_A4,52,280.1217956542969,31,2018-09-12,0.05333750694990158,280.1217956542969,0.0,4
0,STANDARD,1633.610107421875,4,R_A4,52,280.25921630859375,31,2018-09-12,0.0530489943921566,280.25921630859375,0.0,5
0,STANDARD,1632.3968505859375,4,R_A4,52,280.21240234375,32,2018-09-12,0.05638764426112175,280.21240234375,0.0,6
0,STANDARD,1635.880615234375,4,R_A4,51,280.4185791015625,32,2018-09-12,0.05739026144146919,280.4185791015625,0.0,7
0,STANDARD,1637.321044921875,4,R_A4,51,280.5563049316406,33,2018-09-12,0.05869346484541893,280.5563049316406,0.0,8
0,STANDARD,1635.474609375,3,R_A4,51,280.4330749511719,33,2018-09-12,0.05668753385543823,280.4330749511719,0.0,9
0,STANDARD,1642.1485595703125,4,R_A4,50,280.8186950683594,33,2018-09-12,0.06332430243492126,280.8186950683594,0.0,10
0,STANDARD,1641.132080078125,4,R_A4,50,280.80609130859375,34,2018-09-12,0.06313129514455795,280.80609130859375,0.0,11
0,STANDARD,1639.20703125,3,R_A4,50,280.677734375,34,2018-09-12,0.09857601672410965,280.677734375,0.0,12
0,STANDARD,1640.9061279296875,3,R_A4,50,280.8491516113281,35,2018-09-12,0.09566900879144669,280.8491516113281,0.0,13
0,STANDARD,1639.0426025390625,2,R_A4,50,280.724853515625,35,2018-09-12,0.16090628504753113,280.724853515625,0.0,14
0,STANDARD,1641.93212890625,2,R_A4,49,280.8349914550781,35,2018-09-12,0.23760986328125,280.8349914550781,0.0,15
0,STANDARD,1642.357421875,30,R_A4,49,279.52880859375,36,2018-09-12,0.2398146390914917,279.52880859375,0.0,16
0,STANDARD,1639.6068115234375,30,R_A4,48,279.2396545410156,36,2018-09-12,0.20920373499393463,279.2396545410156,0.0,17
0,STANDARD,1646.7513427734375,30,R_A4,48,279.8463439941406,37,2018-09-12,0.3068026602268219,279.8463439941406,0.0,18
0,STANDARD,1653.461669921875,30,R_A4,48,280.5215759277344,38,2018-09-12,0.7549527287483215,280.5215759277344,0.0,19
0,STANDARD,1657.8184814453125,30,R_A4,47,280.65106201171875,38,2018-09-12,0.6920403242111206,280.65106201171875,0.0,20
0,STANDARD,1695.20263671875,1,R_A6,42,276.2222900390625,17,2018-11-07,1.0,276.2222900390625,2.9959498169660663e-15,1
0,STANDARD,1696.7510986328125,2,R_A6,42,276.36981201171875,17,2018-11-07,1.0,276.36981201171875,3.8794606616103467e-16,2
0,STANDARD,1698.299560546875,3,R_A6,42,276.51617431640625,17,2018-11-07,1.0,276.51617431640625,6.811154453318583e-16,3
0,STANDARD,1699.84814453125,4,R_A6,42,276.66064453125,17,2018-11-07,1.0,276.66064453125,6.243875312718697e-16,4
0,STANDARD,1701.3966064453125,5,R_A6,42,276.8034362792969,17,2018-11-07,1.0,276.8034362792969,8.147683505626408e-16,5
0,STANDARD,1702.9451904296875,6,R_A6,42,276.94696044921875,17,2018-11-07,1.0,276.94696044921875,4.8438026322133315e-14,6
0,STANDARD,1704.49365234375,7,R_A6,42,276.80291748046875,17,2018-11-07,1.0,276.80291748046875,6.792172889662912e-14,7
0,STANDARD,1706.042236328125,8,R_A6,42,276.9498596191406,17,2018-11-07,1.0,276.9498596191406,4.738598090845737e-14,8
0,STANDARD,1707.5906982421875,9,R_A6,42,277.4353942871094,17,2018-11-07,1.0,277.4353942871094,2.9887527897714834e-15,9
0,STANDARD,1709.1392822265625,10,R_A6,42,277.4346008300781,17,2018-11-07,1.0,277.4346008300781,0.0,10
0,STANDARD,1711.055419921875,11,R_A6,42,277.6993713378906,17,2018-11-07,1.0,277.6993713378906,3.3097853071543254e-14,11
0,STANDARD,1713.3392333984375,12,R_A6,42,277.92205810546875,17,2018-11-07,1.0,277.92205810546875,0.0,12
0,STANDARD,1715.623046875,13,R_A6,42,278.1998291015625,17,2018-11-07,1.0,278.1998291015625,5.277409661110356e-16,13
0,STANDARD,1717.9068603515625,14,R_A6,42,278.4161682128906,17,2018-11-07,1.0,278.4161682128906,4.227135658024919e-16,14
0,STANDARD,1720.190673828125,15,R_A6,42,278.63336181640625,17,2018-11-07,1.0,278.63336181640625,2.553814923883556e-16,15
0,STANDARD,1722.474365234375,16,R_A6,42,278.99713134765625,17,2018-11-07,1.0,278.99713134765625,9.178892385255927e-17,16
0,STANDARD,1724.7581787109375,17,R_A6,42,279.2158203125,17,2018-11-07,1.0,279.2158203125,1.3843887961078564e-16,17
