ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,26679772,4152485,2110205,1471552,207194496
Valysar,CentralSouth,57335797,11639833,9420217,6569189,924941840
Valysar,CentralNorth,36228614,5700000,3747127,2613059,367918734
Valysar,NorthHorst,4790385,634217,364423,223847,43851693
Valysar,CentralRamp,13986280,2477470,1836189,1280466,180289672
Valysar,CentralHorst,86745980,15952168,12870734,8975407,1263737361
Valysar,EastLowland,2607188,361996,176940,123389,17373159
Therys,WestLowland,10119289,2762110,1970899,1374407,193516473
Therys,CentralSouth,14150828,3345590,2206938,1539008,216692386
Therys,CentralNorth,19871999,3805783,2219606,1547842,217936207
Therys,NorthHorst,6631044,933896,377525,231895,45428244
Therys,CentralRamp,6900981,1573624,1167988,814496,114681099
Therys,CentralHorst,31885449,8234109,6268123,4371076,615447547
Therys,EastLowland,680,216,153,107,15028
Volon,WestLowland,103497,14196,6219,4337,610583
Volon,CentralSouth,37066910,7173095,5506441,3839917,540660332
Volon,CentralNorth,5950822,869022,519020,361938,50960913
Volon,NorthHorst,4120871,747154,581847,357400,70014621
Volon,CentralRamp,11052933,2018856,1542003,1075316,151404445
Volon,CentralHorst,78813811,13807937,10687475,7452912,1049370010
Volon,EastLowland,114582,17000,8596,5994,843975
