FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,1388563.0,0.0,1388563.0,82858479.0,0.0,195537505.0,195537505.0,87673454.0,1991260.0,85682194.0,0.0,1991260.0,WestLowland,Valysar
2,6468190.0,0.0,6468190.0,14754764.0,0.0,910850571.0,910850571.0,24532714.0,9274379.0,15258335.0,0.0,9274379.0,CentralSouth,Valysar
3,2522409.0,0.0,2522409.0,11345667.0,0.0,355205684.0,355205684.0,15349128.0,3616712.0,11732416.0,0.0,3616712.0,CentralNorth,Valysar
4,228587.0,37127.0,265714.0,3297259.0,241737075.0,44787069.0,286524143.0,4822856.0,372228.0,3410338.0,1040289.0,1412517.0,NorthHorst,Valysar
5,1238988.0,0.0,1238988.0,679820.0,0.0,174474310.0,174474310.0,2480251.0,1777022.0,703230.0,0.0,1777022.0,CentralRamp,Valysar
6,8853963.0,0.0,8853963.0,5891256.0,0.0,1246815097.0,1246815097.0,18794221.0,12700736.0,6093485.0,0.0,12700736.0,CentralHorst,Valysar
7,115548.0,0.0,115548.0,36624444.0,0.0,16271472.0,16271472.0,38024737.0,165688.0,37859049.0,0.0,165688.0,EastLowland,Valysar
8,1306149.0,0.0,1306149.0,108305678.0,0.0,183931908.0,183931908.0,113868515.0,1872959.0,111995555.0,0.0,1872959.0,WestLowland,Therys
9,1514948.0,0.0,1514948.0,4755808.0,0.0,213334972.0,213334972.0,7090250.0,2171760.0,4918490.0,0.0,2171760.0,CentralSouth,Therys
10,1517029.0,0.0,1517029.0,12123135.0,0.0,213628030.0,213628030.0,14710581.0,2174833.0,12535749.0,0.0,2174833.0,CentralNorth,Therys
11,225059.0,56857.0,281916.0,4210413.0,369018027.0,44095882.0,413113909.0,6308186.0,366478.0,4354531.0,1587177.0,1953655.0,NorthHorst,Therys
12,814931.0,0.0,814931.0,392552.0,0.0,114758612.0,114758612.0,1574619.0,1168571.0,406048.0,0.0,1168571.0,CentralRamp,Therys
13,4342938.0,0.0,4342938.0,4323513.0,0.0,611572545.0,611572545.0,10700597.0,6228980.0,4471617.0,0.0,6228980.0,CentralHorst,Therys
14,0.0,0.0,0.0,18500161.0,0.0,0.0,0.0,19118860.0,0.0,19118860.0,0.0,0.0,EastLowland,Therys
15,3539.0,0.0,3539.0,80310590.0,0.0,498327.0,498327.0,83042029.0,5074.0,83036955.0,0.0,5074.0,WestLowland,Volon
16,3683981.0,0.0,3683981.0,32336036.0,0.0,518778137.0,518778137.0,38717067.0,5281067.0,33435999.0,0.0,5281067.0,CentralSouth,Volon
17,330012.0,0.0,330012.0,5770381.0,0.0,46472230.0,46472230.0,6439667.0,473036.0,5966632.0,0.0,473036.0,CentralNorth,Volon
18,356729.0,15487.0,372216.0,1680956.0,100145274.0,69893871.0,170039146.0,2749747.0,580891.0,1738385.0,430472.0,1011363.0,NorthHorst,Volon
19,1045503.0,0.0,1045503.0,1068168.0,0.0,147227760.0,147227760.0,2603632.0,1498856.0,1104776.0,0.0,1498856.0,CentralRamp,Volon
20,7198359.0,0.0,7198359.0,9286734.0,0.0,1013672854.0,1013672854.0,19926595.0,10321965.0,9604631.0,0.0,10321965.0,CentralHorst,Volon
21,0.0,0.0,0.0,33489092.0,0.0,0.0,0.0,34619762.0,0.0,34619762.0,0.0,0.0,EastLowland,Volon
