ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,857845,608605,424411,59757069
Valysar,CentralSouth,50828840,9332554,6752611,4708934,663017878
Valysar,CentralNorth,30419048,5365494,3800135,2650024,373123441
Valysar,NorthHorst,3231460,463704,279622,171758,33647357
Valysar,CentralRamp,13746446,2166680,1444404,1007256,141821585
Valysar,CentralHorst,81305452,14070686,10389204,7244912,1020083659
Valysar,EastLowland,291997,50216,19482,13586,1912888
Therys,WestLowland,2204974,427423,221805,154676,21778313
Therys,CentralSouth,5507685,1208935,737402,514227,72403225
Therys,CentralNorth,13622080,2958474,1743754,1216007,171213780
Therys,NorthHorst,5444980,834730,328761,201942,39560400
Therys,CentralRamp,6770890,1532956,1120210,781178,109989901
Therys,CentralHorst,25635342,6375163,4950033,3451906,486028347
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,41581,22110,15418,2170887
Volon,CentralSouth,18640748,3132828,2227517,1553359,218712966
Volon,CentralNorth,2233721,320088,174991,122030,17181785
Volon,NorthHorst,4354673,861663,683979,420134,82304308
Volon,CentralRamp,10325180,1839167,1340094,934514,131579635
Volon,CentralHorst,75027863,13544974,10638083,7418468,1044520345
Volon,EastLowland,0,0,0,0,0
