ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5259746,779137,299683,208984,29424972
Valysar,CentralSouth,62854444,11127465,8033089,5601875,788744053
Valysar,CentralNorth,36488022,5953593,4158398,2899859,408300174
Valysar,NorthHorst,4506653,741835,390954,240144,47044111
Valysar,CentralRamp,13407204,2286265,1660988,1158290,163087237
Valysar,CentralHorst,81058371,13749043,10034950,6997873,985300597
Valysar,EastLowland,4236428,706047,393718,274560,38657989
Therys,WestLowland,247919,49225,11444,7980,1123634
Therys,CentralSouth,9398029,2373047,1584320,1104826,155559504
Therys,CentralNorth,22528337,4218619,2560913,1785853,251448047
Therys,NorthHorst,6968581,1001349,357047,219317,42964122
Therys,CentralRamp,6810543,1659151,1281862,893907,125862098
Therys,CentralHorst,28843234,7307805,5782268,4032265,567742978
Therys,EastLowland,62654,18064,3273,2282,321370
Volon,WestLowland,0,0,0,0,0
Volon,CentralSouth,31364513,5982850,4564893,3183329,448212697
Volon,CentralNorth,7721956,1069576,538516,375534,52875225
Volon,NorthHorst,3300680,635310,439679,270073,52907273
Volon,CentralRamp,13050126,2244964,1708574,1191475,167759614
Volon,CentralHorst,78184614,13991760,10919755,7614892,1072176817
Volon,EastLowland,0,0,0,0,0
