WELL,DATE,PRESSURE,CONJPOS,DRAWDOWN,SGAS,CONIDX,CONBPRES,DEPTH,CONIPOS,CONKPOS,WELLMODEL,SWAT
R_A2,2018-01-01,300.6806335449219,30,0,0.0,1,300.6806335449219,1639.439697265625,22,1,STANDARD,0.051400087773799896
R_A2,2018-01-01,300.80322265625,30,0,0.0,2,300.80322265625,1641.2679443359375,22,2,STANDARD,0.055516812950372696
R_A2,2018-01-01,300.9258117675781,30,0,0.0,3,300.9258117675781,1643.09619140625,22,3,STANDARD,0.057191479951143265
R_A2,2018-01-01,301.0484313964844,30,0,0.0,4,301.0484313964844,1644.9244384765625,22,4,STANDARD,0.06287970393896103
R_A2,2018-01-01,301.1710205078125,30,0,0.0,5,301.1710205078125,1646.752685546875,22,5,STANDARD,0.06542712450027466
R_A2,2018-01-01,301.29364013671875,30,0,0.0,6,301.29364013671875,1648.5810546875,22,6,STANDARD,0.29168882966041565
R_A2,2018-01-01,301.416259765625,30,0,0.0,7,301.416259765625,1650.4093017578125,22,7,STANDARD,0.8695341348648071
R_A2,2018-01-01,301.5388488769531,30,0,0.0,8,301.5388488769531,1652.237548828125,22,8,STANDARD,0.8574933409690857
R_A2,2018-01-01,301.6614685058594,30,0,0.0,9,301.6614685058594,1654.0657958984375,22,9,STANDARD,0.8710319995880127
R_A2,2018-01-01,301.7840881347656,30,0,0.0,10,301.7840881347656,1655.89404296875,22,10,STANDARD,0.8783696889877319
R_A2,2018-01-01,301.9158020019531,30,0,0.0,11,301.9158020019531,1657.85791015625,22,11,STANDARD,0.06923577934503555
R_A2,2018-01-01,302.19744873046875,30,0,0.0,12,302.19744873046875,1662.056640625,22,13,STANDARD,0.43677452206611633
R_A2,2018-01-01,302.3382873535156,30,0,0.0,13,302.3382873535156,1664.156005859375,22,14,STANDARD,0.46578148007392883
R_A2,2018-01-01,302.4790954589844,30,0,0.0,14,302.4790954589844,1666.25537109375,22,15,STANDARD,0.9004135131835938
R_A2,2018-01-01,302.61993408203125,30,0,0.0,15,302.61993408203125,1668.3548583984375,22,16,STANDARD,0.9175570011138916
R_A2,2018-01-01,302.7607727050781,30,0,0.0,16,302.7607727050781,1670.4542236328125,22,17,STANDARD,0.8729344606399536
R_A2,2018-01-01,302.8855285644531,30,0,0.0,17,302.8855285644531,1672.3138427734375,22,18,STANDARD,0.9239566922187805
R_A2,2018-01-01,302.9566345214844,30,0,0.0,18,302.9566345214844,1673.3736572265625,22,19,STANDARD,0.9608615040779114
R_A2,2018-01-01,303.0345153808594,30,0,0.0,19,303.0345153808594,1674.5343017578125,22,25,STANDARD,0.1465090662240982
R_A2,2018-01-01,303.0557861328125,29,0,0.0,20,303.0557861328125,1674.8514404296875,22,25,STANDARD,1.0
R_A2,2018-01-01,303.1781921386719,29,0,0.0,21,303.1781921386719,1676.6756591796875,22,26,STANDARD,1.0
R_A2,2018-01-01,303.3005676269531,29,0,0.0,22,303.3005676269531,1678.4998779296875,22,27,STANDARD,1.0
R_A2,2018-01-01,303.4229736328125,29,0,0.0,23,303.4229736328125,1680.3240966796875,22,28,STANDARD,0.8216300010681152
R_A2,2018-01-01,303.57135009765625,29,0,0.0,24,303.57135009765625,1682.1483154296875,22,29,STANDARD,1.0
R_A3,2018-01-01,298.57470703125,41,0,0.0,1,298.57470703125,1608.0242919921875,28,1,STANDARD,0.6481541991233826
R_A3,2018-01-01,298.71435546875,41,0,0.0,2,298.71435546875,1610.10791015625,28,2,STANDARD,0.1931753158569336
R_A3,2018-01-01,298.85400390625,41,0,0.0,3,298.85400390625,1612.191650390625,28,3,STANDARD,0.17226366698741913
R_A3,2018-01-01,298.4407653808594,41,0,0.0,4,298.4407653808594,1606.0255126953125,29,3,STANDARD,0.18773461878299713
R_A3,2018-01-01,298.5758972167969,41,0,0.0,5,298.5758972167969,1608.0419921875,29,4,STANDARD,0.36101746559143066
R_A3,2018-01-01,298.7110290527344,41,0,0.0,6,298.7110290527344,1610.058349609375,29,5,STANDARD,0.8061886429786682
R_A3,2018-01-01,298.8461608886719,41,0,0.0,7,298.8461608886719,1612.07470703125,29,6,STANDARD,0.6481541991233826
R_A3,2018-01-01,298.9813232421875,41,0,0.0,8,298.9813232421875,1614.091064453125,29,7,STANDARD,0.14924095571041107
R_A3,2018-01-01,299.116455078125,41,0,0.0,9,299.116455078125,1616.107421875,29,8,STANDARD,0.14630240201950073
R_A3,2018-01-01,299.2516174316406,41,0,0.0,10,299.2516174316406,1618.123779296875,29,9,STANDARD,0.7943935990333557
R_A3,2018-01-01,299.38677978515625,41,0,0.0,11,299.38677978515625,1620.14013671875,29,10,STANDARD,0.7940449118614197
R_A3,2018-01-01,299.5296325683594,41,0,0.0,12,299.5296325683594,1622.271484375,29,11,STANDARD,0.04881754517555237
R_A3,2018-01-01,299.68023681640625,41,0,0.0,13,299.68023681640625,1624.5179443359375,29,12,STANDARD,0.05361493304371834
R_A3,2018-01-01,299.830810546875,41,0,0.0,14,299.830810546875,1626.7642822265625,29,13,STANDARD,0.3705637454986572
R_A3,2018-01-01,300.13201904296875,41,0,0.0,15,300.13201904296875,1631.257080078125,29,15,STANDARD,0.49798688292503357
R_A3,2018-01-01,300.2591552734375,41,0,0.0,16,300.2591552734375,1633.1534423828125,29,16,STANDARD,0.8053594827651978
R_A3,2018-01-01,300.42864990234375,41,0,0.0,17,300.42864990234375,1635.681396484375,29,25,STANDARD,0.6481541991233826
R_A3,2018-01-01,300.6639709472656,41,0,0.0,18,300.6639709472656,1639.191162109375,29,26,STANDARD,0.09660200029611588
R_A3,2018-01-01,300.8993225097656,41,0,0.0,19,300.8993225097656,1642.7008056640625,29,27,STANDARD,0.04701301455497742
R_A3,2018-01-01,301.1346740722656,41,0,0.0,20,301.1346740722656,1646.21044921875,29,28,STANDARD,0.7820078730583191
R_A3,2018-01-01,301.3700256347656,41,0,0.0,21,301.3700256347656,1649.72021484375,29,29,STANDARD,0.12992438673973083
R_A4,2018-01-01,300.13275146484375,52,0,0.0,1,300.13275146484375,1631.2679443359375,30,1,STANDARD,0.04891769960522652
R_A4,2018-01-01,299.8558349609375,52,0,0.0,2,299.8558349609375,1627.1376953125,31,1,STANDARD,0.08018770068883896
R_A4,2018-01-01,299.9945373535156,52,0,0.0,3,299.9945373535156,1629.20654296875,31,2,STANDARD,0.1620294153690338
R_A4,2018-01-01,300.13323974609375,52,0,0.0,4,300.13323974609375,1631.275390625,31,3,STANDARD,0.28407660126686096
R_A4,2018-01-01,300.2719421386719,52,0,0.0,5,300.2719421386719,1633.34423828125,31,4,STANDARD,0.7985128164291382
R_A4,2018-01-01,300.44549560546875,52,0,0.0,6,300.44549560546875,1635.9326171875,32,4,STANDARD,0.056176796555519104
R_A4,2018-01-01,300.3133239746094,51,0,0.0,7,300.3133239746094,1633.96142578125,32,4,STANDARD,0.05288892984390259
R_A4,2018-01-01,300.5601806640625,51,0,0.0,8,300.5601806640625,1637.643310546875,33,4,STANDARD,0.05505358427762985
R_A4,2018-01-01,300.6883850097656,51,0,0.0,9,300.6883850097656,1639.555419921875,33,5,STANDARD,0.059012699872255325
R_A4,2018-01-01,300.6214294433594,50,0,0.0,10,300.6214294433594,1638.5567626953125,33,5,STANDARD,0.059540171176195145
R_A4,2018-01-01,300.6961975097656,50,0,0.0,11,300.6961975097656,1639.6717529296875,34,5,STANDARD,0.060773834586143494
R_A4,2018-01-01,300.5658874511719,50,0,0.0,12,300.5658874511719,1637.728515625,34,4,STANDARD,0.056832652539014816
R_A4,2018-01-01,300.94085693359375,50,0,0.0,13,300.94085693359375,1643.320556640625,35,4,STANDARD,0.061259761452674866
R_A4,2018-01-01,300.8184814453125,50,0,0.0,14,300.8184814453125,1641.4954833984375,35,3,STANDARD,0.22814634442329407
R_A4,2018-01-01,300.85186767578125,49,0,0.0,15,300.85186767578125,1641.993408203125,35,3,STANDARD,0.1326521933078766
R_A4,2018-01-01,300.73040771484375,49,0,0.0,16,300.73040771484375,1640.18212890625,35,2,STANDARD,0.23011568188667297
R_A4,2018-01-01,301.2640075683594,49,0,0.0,17,301.2640075683594,1648.1390380859375,36,29,STANDARD,0.0831223651766777
R_A4,2018-01-01,300.84283447265625,49,0,0.0,18,300.84283447265625,1641.8587646484375,36,28,STANDARD,0.6481541991233826
R_A4,2018-01-01,300.467529296875,48,0,0.0,19,300.467529296875,1636.2613525390625,36,28,STANDARD,0.1838742345571518
R_A4,2018-01-01,301.2186584472656,48,0,0.0,20,301.2186584472656,1647.463134765625,37,28,STANDARD,0.720222532749176
R_A4,2018-01-01,301.8115234375,48,0,0.0,21,301.8115234375,1656.3031005859375,38,28,STANDARD,0.38029101490974426
R_A4,2018-01-01,301.7401428222656,47,0,0.0,22,301.7401428222656,1655.23876953125,38,28,STANDARD,0.6481541991233826
R_A5,2018-01-01,303.95928955078125,20,0,0.0,1,303.95928955078125,1686.2421875,31,1,STANDARD,1.0
R_A5,2018-01-01,304.1800537109375,20,0,0.0,2,304.1800537109375,1688.5718994140625,31,2,STANDARD,1.0
R_A5,2018-01-01,304.4008483886719,20,0,0.0,3,304.4008483886719,1690.9017333984375,31,3,STANDARD,1.0
R_A5,2018-01-01,304.6216125488281,20,0,0.0,4,304.6216125488281,1693.2314453125,31,4,STANDARD,1.0
R_A5,2018-01-01,304.8424072265625,20,0,0.0,5,304.8424072265625,1695.561279296875,31,5,STANDARD,1.0
R_A5,2018-01-01,305.0632019042969,20,0,0.0,6,305.0632019042969,1697.89111328125,31,6,STANDARD,1.0
R_A5,2018-01-01,305.58978271484375,20,0,0.0,7,305.58978271484375,1700.220947265625,31,7,STANDARD,1.0
R_A5,2018-01-01,305.8105773925781,20,0,0.0,8,305.8105773925781,1702.5506591796875,31,8,STANDARD,1.0
R_A5,2018-01-01,305.14459228515625,21,0,0.0,9,305.14459228515625,1698.7489013671875,31,11,STANDARD,1.0
R_A5,2018-01-01,305.340087890625,21,0,0.0,10,305.340087890625,1700.811767578125,31,12,STANDARD,1.0
R_A5,2018-01-01,305.54754638671875,21,0,0.0,11,305.54754638671875,1702.8746337890625,31,13,STANDARD,1.0
R_A5,2018-01-01,305.7430725097656,21,0,0.0,12,305.7430725097656,1704.9375,31,14,STANDARD,1.0
R_A5,2018-01-01,305.9385681152344,21,0,0.0,13,305.9385681152344,1707.0003662109375,31,15,STANDARD,1.0
R_A5,2018-01-01,306.2790832519531,21,0,0.0,14,306.2790832519531,1709.063232421875,31,16,STANDARD,1.0
R_A5,2018-01-01,306.4745788574219,21,0,0.0,15,306.4745788574219,1711.1260986328125,31,17,STANDARD,1.0
R_A5,2018-01-01,306.6352233886719,21,0,0.0,16,306.6352233886719,1712.8211669921875,31,18,STANDARD,1.0
R_A5,2018-01-01,306.7224426269531,21,0,0.0,17,306.7224426269531,1713.741455078125,31,19,STANDARD,1.0
R_A5,2018-01-01,307.02801513671875,21,0,0.0,18,307.02801513671875,1715.3968505859375,31,25,STANDARD,1.0
R_A5,2018-01-01,306.9559631347656,21,0,0.0,19,306.9559631347656,1717.863037109375,31,26,STANDARD,1.0
R_A5,2018-01-01,307.4954833984375,21,0,0.0,20,307.4954833984375,1720.329345703125,31,27,STANDARD,1.0
R_A5,2018-01-01,307.7292175292969,21,0,0.0,21,307.7292175292969,1722.7955322265625,31,28,STANDARD,1.0
R_A5,2018-01-01,307.9629821777344,21,0,0.0,22,307.9629821777344,1725.26171875,31,29,STANDARD,1.0
R_A6,2018-01-01,305.0531921386719,42,0,0.0,1,305.0531921386719,1694.5587158203125,17,1,STANDARD,1.0
R_A6,2018-01-01,305.19921875,42,0,0.0,2,305.19921875,1696.099609375,17,2,STANDARD,1.0
R_A6,2018-01-01,305.3452453613281,42,0,0.0,3,305.3452453613281,1697.6405029296875,17,3,STANDARD,1.0
R_A6,2018-01-01,305.49127197265625,42,0,0.0,4,305.49127197265625,1699.1815185546875,17,4,STANDARD,1.0
R_A6,2018-01-01,305.6372985839844,42,0,0.0,5,305.6372985839844,1700.7222900390625,17,5,STANDARD,1.0
R_A6,2018-01-01,305.4842834472656,42,0,0.0,6,305.4842834472656,1702.26318359375,17,6,STANDARD,1.0
R_A6,2018-01-01,305.63031005859375,42,0,0.0,7,305.63031005859375,1703.8040771484375,17,7,STANDARD,1.0
R_A6,2018-01-01,305.7763366699219,42,0,0.0,8,305.7763366699219,1705.3450927734375,17,8,STANDARD,1.0
R_A6,2018-01-01,306.2214050292969,42,0,0.0,9,306.2214050292969,1706.885986328125,17,9,STANDARD,1.0
R_A6,2018-01-01,306.0616455078125,42,0,0.0,10,306.0616455078125,1708.4267578125,17,10,STANDARD,1.0
R_A6,2018-01-01,306.241943359375,42,0,0.0,11,306.241943359375,1710.327880859375,17,11,STANDARD,1.0
R_A6,2018-01-01,306.45623779296875,42,0,0.0,12,306.45623779296875,1712.5889892578125,17,12,STANDARD,1.0
R_A6,2018-01-01,306.6824951171875,42,0,0.0,13,306.6824951171875,1714.8502197265625,17,13,STANDARD,1.0
R_A6,2018-01-01,306.8968200683594,42,0,0.0,14,306.8968200683594,1717.1114501953125,17,14,STANDARD,1.0
R_A6,2018-01-01,307.1111145019531,42,0,0.0,15,307.1111145019531,1719.3726806640625,17,15,STANDARD,1.0
R_A6,2018-01-01,307.4704284667969,42,0,0.0,16,307.4704284667969,1721.6337890625,17,16,STANDARD,1.0
R_A6,2018-01-01,307.68475341796875,42,0,0.0,17,307.68475341796875,1723.89501953125,17,17,STANDARD,1.0
R_A6,2018-01-01,307.8423156738281,42,0,0.0,18,307.8423156738281,1725.5576171875,17,18,STANDARD,1.0
R_A6,2018-01-01,307.8171081542969,42,0,0.0,19,307.8171081542969,1726.9490966796875,17,25,STANDARD,1.0
R_A6,2018-01-01,308.2857971191406,42,0,0.0,20,308.2857971191406,1728.66796875,17,26,STANDARD,1.0
R_A6,2018-01-01,308.4486999511719,42,0,0.0,21,308.4486999511719,1730.38671875,17,27,STANDARD,1.0
R_A6,2018-01-01,308.6116027832031,42,0,0.0,22,308.6116027832031,1732.10546875,17,28,STANDARD,1.0
R_A6,2018-01-01,308.4687194824219,42,0,0.0,23,308.4687194824219,1733.82421875,17,29,STANDARD,1.0
R_A2,2018-03-01,298.4500427246094,30,0,0.0,1,298.4500427246094,1639.439697265625,22,1,STANDARD,0.051419585943222046
