WELL,DATE,PRESSURE,CONJPOS,DRAWDOWN,SGAS,CONIDX,CONBPRES,DEPTH,CONIPOS,CONKPOS,WELLMODEL,SWAT
R_A2,2018-03-01,298.57257080078125,30,0,0.0,2,298.57257080078125,1641.2679443359375,22,2,STANDARD,0.05553450435400009
R_A2,2018-03-01,298.6950988769531,30,0,0.0,3,298.6950988769531,1643.09619140625,22,3,STANDARD,0.05720846354961395
R_A2,2018-03-01,298.8175964355469,30,0,0.0,4,298.8175964355469,1644.9244384765625,22,4,STANDARD,0.06291741877794266
R_A2,2018-03-01,298.9400939941406,30,0,0.0,5,298.9400939941406,1646.752685546875,22,5,STANDARD,0.0654623955488205
R_A2,2018-03-01,299.0616455078125,30,0,0.0,6,299.0616455078125,1648.5810546875,22,6,STANDARD,0.29181936383247375
R_A2,2018-03-01,299.193115234375,30,0,0.0,7,299.193115234375,1650.4093017578125,22,7,STANDARD,0.8694455027580261
R_A2,2018-03-01,299.3218078613281,30,0,0.0,8,299.3218078613281,1652.237548828125,22,8,STANDARD,0.8573967814445496
R_A2,2018-03-01,299.5987548828125,30,0,0.0,9,299.5987548828125,1654.0657958984375,22,9,STANDARD,0.8709507584571838
R_A2,2018-03-01,299.78326416015625,30,0,0.0,10,299.78326416015625,1655.89404296875,22,10,STANDARD,0.8782954216003418
R_A2,2018-03-01,299.7044677734375,30,0,0.0,11,299.7044677734375,1657.85791015625,22,11,STANDARD,0.06946196407079697
R_A2,2018-03-01,300.34771728515625,30,0,0.0,12,300.34771728515625,1662.056640625,22,13,STANDARD,0.43684905767440796
R_A2,2018-03-01,300.4888000488281,30,0,0.0,13,300.4888000488281,1664.156005859375,22,14,STANDARD,0.46583762764930725
R_A2,2018-03-01,300.63043212890625,30,0,0.0,14,300.63043212890625,1666.25537109375,22,15,STANDARD,0.9002233743667603
R_A2,2018-03-01,300.7708435058594,30,0,0.0,15,300.7708435058594,1668.3548583984375,22,16,STANDARD,0.917510449886322
R_A2,2018-03-01,300.91204833984375,30,0,0.0,16,300.91204833984375,1670.4542236328125,22,17,STANDARD,0.8728627562522888
R_A2,2018-03-01,301.037109375,30,0,0.0,17,301.037109375,1672.3138427734375,22,18,STANDARD,0.9239137768745422
R_A2,2018-03-01,301.1112976074219,30,0,0.0,18,301.1112976074219,1673.3736572265625,22,19,STANDARD,0.9593872427940369
R_A2,2018-03-01,301.24774169921875,30,0,0.0,19,301.24774169921875,1674.5343017578125,22,25,STANDARD,0.15173892676830292
R_A2,2018-03-01,302.84063720703125,29,0,-4.579920274814684e-15,20,302.84063720703125,1674.8514404296875,22,25,STANDARD,1.0
R_A2,2018-03-01,302.8714904785156,29,0,-1.5200921034061454e-14,21,302.8714904785156,1676.6756591796875,22,26,STANDARD,1.0
R_A2,2018-03-01,302.6064758300781,29,0,-1.4461530388996946e-13,22,302.6064758300781,1678.4998779296875,22,27,STANDARD,1.0
R_A2,2018-03-01,301.75091552734375,29,0,0.0,23,301.75091552734375,1680.3240966796875,22,28,STANDARD,0.8215398192405701
R_A2,2018-03-01,301.6783752441406,29,0,0.0,24,301.6783752441406,1682.1483154296875,22,29,STANDARD,0.999993085861206
R_A5,2018-04-28,277.8381042480469,20,0,-1.8771827842156696e-11,1,277.8381042480469,1686.2421875,31,1,STANDARD,1.0
R_A5,2018-04-28,278.0585021972656,20,0,-2.2472121385952448e-11,2,278.0585021972656,1688.5718994140625,31,2,STANDARD,1.0
R_A5,2018-04-28,278.2788391113281,20,0,-2.3851346245273852e-11,3,278.2788391113281,1690.9017333984375,31,3,STANDARD,1.0
R_A5,2018-04-28,278.4991455078125,20,0,-2.121339215399587e-11,4,278.4991455078125,1693.2314453125,31,4,STANDARD,1.0
R_A5,2018-04-28,278.7194519042969,20,0,-1.614353789536338e-11,5,278.7194519042969,1695.561279296875,31,5,STANDARD,1.0
R_A5,2018-04-28,278.9397888183594,20,0,-8.488622998958917e-12,6,278.9397888183594,1697.89111328125,31,6,STANDARD,1.0
R_A5,2018-04-28,279.4859619140625,20,0,-3.915439207666932e-13,7,279.4859619140625,1700.220947265625,31,7,STANDARD,1.0
R_A5,2018-04-28,280.5580139160156,20,0,0.0,8,280.5580139160156,1702.5506591796875,31,8,STANDARD,1.0
R_A5,2018-04-28,276.2007141113281,21,0,-2.9376806976594283e-12,9,276.2007141113281,1698.7489013671875,31,11,STANDARD,1.0
R_A5,2018-04-28,276.39642333984375,21,0,-4.095249746954854e-12,10,276.39642333984375,1700.811767578125,31,12,STANDARD,1.0
R_A5,2018-04-28,276.6024475097656,21,0,-1.1258014513031503e-13,11,276.6024475097656,1702.8746337890625,31,13,STANDARD,1.0
R_A5,2018-04-28,276.7959289550781,21,0,-6.998523668141216e-14,12,276.7959289550781,1704.9375,31,14,STANDARD,1.0
R_A5,2018-04-28,278.2623291015625,21,0,-4.1121378763046834e-13,13,278.2623291015625,1707.0003662109375,31,15,STANDARD,1.0
R_A5,2018-04-28,279.9524841308594,21,0,-1.426734706939936e-13,14,279.9524841308594,1709.063232421875,31,16,STANDARD,1.0
R_A5,2018-04-28,280.15179443359375,21,0,-1.7478733236697512e-14,15,280.15179443359375,1711.1260986328125,31,17,STANDARD,1.0
R_A5,2018-04-28,280.3161315917969,21,0,0.0,16,280.3161315917969,1712.8211669921875,31,18,STANDARD,1.0
R_A5,2018-04-28,280.405517578125,21,0,0.0,17,280.405517578125,1713.741455078125,31,19,STANDARD,1.0
R_A5,2018-04-28,281.4988708496094,21,0,-7.086094829814102e-18,18,281.4988708496094,1715.3968505859375,31,25,STANDARD,1.0
R_A5,2018-04-28,281.6493225097656,21,0,-8.95446174145804e-17,19,281.6493225097656,1717.863037109375,31,26,STANDARD,1.0
R_A5,2018-04-28,282.39678955078125,21,0,-1.0110296100629411e-17,20,282.39678955078125,1720.329345703125,31,27,STANDARD,1.0
R_A5,2018-04-28,294.6722106933594,21,0,-2.845361331703393e-23,21,294.6722106933594,1722.7955322265625,31,28,STANDARD,1.0
R_A5,2018-04-28,304.36932373046875,21,0,-2.007710538133916e-25,22,304.36932373046875,1725.26171875,31,29,STANDARD,1.0
R_A3,2018-07-03,284.6014404296875,41,0,0.0,1,284.6014404296875,1608.0242919921875,28,1,STANDARD,0.6492812037467957
R_A3,2018-07-03,284.77117919921875,41,0,0.0,2,284.77117919921875,1610.10791015625,28,2,STANDARD,0.19337794184684753
R_A3,2018-07-03,284.9122619628906,41,0,0.0,3,284.9122619628906,1612.191650390625,28,3,STANDARD,0.17241495847702026
R_A3,2018-07-03,284.1868896484375,41,0,0.0,4,284.1868896484375,1606.0255126953125,29,3,STANDARD,0.1894240379333496
R_A3,2018-07-03,284.43414306640625,41,0,0.0,5,284.43414306640625,1608.0419921875,29,4,STANDARD,0.3613181710243225
R_A3,2018-07-03,284.7433776855469,41,0,0.0,6,284.7433776855469,1610.058349609375,29,5,STANDARD,0.8004494905471802
R_A3,2018-07-03,284.88494873046875,41,0,0.0,7,284.88494873046875,1612.07470703125,29,6,STANDARD,0.6492443084716797
R_A3,2018-07-03,285.0245666503906,41,0,0.0,8,285.0245666503906,1614.091064453125,29,7,STANDARD,0.14990758895874023
R_A3,2018-07-03,285.15924072265625,41,0,0.0,9,285.15924072265625,1616.107421875,29,8,STANDARD,0.14727729558944702
R_A3,2018-07-03,285.3643493652344,41,0,0.0,10,285.3643493652344,1618.123779296875,29,9,STANDARD,0.7936738133430481
R_A3,2018-07-03,286.76531982421875,41,0,0.0,11,286.76531982421875,1620.14013671875,29,10,STANDARD,0.7930964231491089
R_A3,2018-07-03,286.83740234375,41,0,0.0,12,286.83740234375,1622.271484375,29,11,STANDARD,0.04891243577003479
R_A3,2018-07-03,286.9875183105469,41,0,0.0,13,286.9875183105469,1624.5179443359375,29,12,STANDARD,0.053706176578998566
R_A3,2018-07-03,287.1383972167969,41,0,0.0,14,287.1383972167969,1626.7642822265625,29,13,STANDARD,0.37095123529434204
R_A3,2018-07-03,287.8504943847656,41,0,0.0,15,287.8504943847656,1631.257080078125,29,15,STANDARD,0.49750980734825134
R_A3,2018-07-03,287.9759826660156,41,0,0.0,16,287.9759826660156,1633.1534423828125,29,16,STANDARD,0.8040983080863953
R_A3,2018-07-03,286.28057861328125,41,0,0.0,17,286.28057861328125,1635.681396484375,29,25,STANDARD,0.6502548456192017
R_A3,2018-07-03,286.5235290527344,41,0,0.0,18,286.5235290527344,1639.191162109375,29,26,STANDARD,0.09685348719358444
R_A3,2018-07-03,286.7580261230469,41,0,0.0,19,286.7580261230469,1642.7008056640625,29,27,STANDARD,0.04763113334774971
R_A3,2018-07-03,291.91015625,41,0,0.0,20,291.91015625,1646.21044921875,29,28,STANDARD,0.781501054763794
R_A3,2018-07-03,287.12139892578125,41,0,0.0,21,287.12139892578125,1649.72021484375,29,29,STANDARD,0.12931381165981293
R_A4,2018-09-12,278.5631103515625,52,0,0.0,1,278.5631103515625,1631.2679443359375,30,1,STANDARD,0.04909374564886093
R_A4,2018-09-12,278.2769470214844,52,0,0.0,2,278.2769470214844,1627.1376953125,31,1,STANDARD,0.08030828088521957
R_A4,2018-09-12,278.4148864746094,52,0,0.0,3,278.4148864746094,1629.20654296875,31,2,STANDARD,0.16251949965953827
R_A4,2018-09-12,278.5562438964844,52,0,0.0,4,278.5562438964844,1631.275390625,31,3,STANDARD,0.28391721844673157
R_A4,2018-09-12,278.6220397949219,52,0,0.0,5,278.6220397949219,1633.34423828125,31,4,STANDARD,0.7949172854423523
R_A4,2018-09-12,278.72198486328125,52,0,0.0,6,278.72198486328125,1635.9326171875,32,4,STANDARD,0.05629892647266388
R_A4,2018-09-12,278.5460510253906,51,0,0.0,7,278.5460510253906,1633.96142578125,32,4,STANDARD,0.053016528487205505
R_A4,2018-09-12,278.8579406738281,51,0,0.0,8,278.8579406738281,1637.643310546875,33,4,STANDARD,0.05514360964298248
R_A4,2018-09-12,278.9854736328125,51,0,0.0,9,278.9854736328125,1639.555419921875,33,5,STANDARD,0.05907103791832924
R_A4,2018-09-12,278.8264465332031,50,0,0.0,10,278.8264465332031,1638.5567626953125,33,5,STANDARD,0.05991078540682793
R_A4,2018-09-12,278.9632263183594,50,0,0.0,11,278.9632263183594,1639.6717529296875,34,5,STANDARD,0.06115243211388588
R_A4,2018-09-12,278.8336486816406,50,0,0.0,12,278.8336486816406,1637.728515625,34,4,STANDARD,0.05697273090481758
R_A4,2018-09-12,279.26788330078125,50,0,0.0,13,279.26788330078125,1643.320556640625,35,4,STANDARD,0.06145818158984184
R_A4,2018-09-12,279.14715576171875,50,0,0.0,14,279.14715576171875,1641.4954833984375,35,3,STANDARD,0.2284153699874878
R_A4,2018-09-12,279.0903015136719,49,0,0.0,15,279.0903015136719,1641.993408203125,35,3,STANDARD,0.1325925588607788
R_A4,2018-09-12,278.9691467285156,49,0,0.0,16,278.9691467285156,1640.18212890625,35,2,STANDARD,0.23016144335269928
R_A4,2018-09-12,277.6388854980469,49,0,0.0,17,277.6388854980469,1648.1390380859375,36,29,STANDARD,0.08323947340250015
R_A4,2018-09-12,277.1680908203125,49,0,0.0,18,277.1680908203125,1641.8587646484375,36,28,STANDARD,0.6507054567337036
R_A4,2018-09-12,276.3935241699219,48,0,0.0,19,276.3935241699219,1636.2613525390625,36,28,STANDARD,0.18166489899158478
R_A4,2018-09-12,277.6668701171875,48,0,0.0,20,277.6668701171875,1647.463134765625,37,28,STANDARD,0.7109841704368591
R_A4,2018-09-12,278.72711181640625,48,0,0.0,21,278.72711181640625,1656.3031005859375,38,28,STANDARD,0.3755628764629364
R_A4,2018-09-12,278.0319519042969,47,0,0.0,22,278.0319519042969,1655.23876953125,38,28,STANDARD,0.6963191032409668
R_A6,2018-11-07,273.82061767578125,42,0,3.2515860121616613e-13,1,273.82061767578125,1694.5587158203125,17,1,STANDARD,1.0
R_A6,2018-11-07,273.9654846191406,42,0,1.769787251861346e-13,2,273.9654846191406,1696.099609375,17,2,STANDARD,1.0
R_A6,2018-11-07,274.1087341308594,42,0,2.409629028428395e-13,3,274.1087341308594,1697.6405029296875,17,3,STANDARD,1.0
R_A6,2018-11-07,274.2580261230469,42,0,2.967844936821451e-12,4,274.2580261230469,1699.1815185546875,17,4,STANDARD,1.0
R_A6,2018-11-07,274.434326171875,42,0,2.2490841654343452e-13,5,274.434326171875,1700.7222900390625,17,5,STANDARD,1.0
R_A6,2018-11-07,274.30023193359375,42,0,1.0252372735497506e-11,6,274.30023193359375,1702.26318359375,17,6,STANDARD,1.0
R_A6,2018-11-07,274.44720458984375,42,0,1.41671605002891e-11,7,274.44720458984375,1703.8040771484375,17,7,STANDARD,1.0
R_A6,2018-11-07,274.5950622558594,42,0,1.4534986061964794e-11,8,274.5950622558594,1705.3450927734375,17,8,STANDARD,1.0
R_A6,2018-11-07,275.1407470703125,42,0,5.369384949681366e-13,9,275.1407470703125,1706.885986328125,17,9,STANDARD,1.0
R_A6,2018-11-07,275.3208923339844,42,0,3.475098897878781e-13,10,275.3208923339844,1708.4267578125,17,10,STANDARD,1.0
R_A6,2018-11-07,276.2606201171875,42,0,-9.273559296776174e-14,11,276.2606201171875,1710.327880859375,17,11,STANDARD,1.0
R_A6,2018-11-07,276.4747009277344,42,0,-4.45191335239712e-14,12,276.4747009277344,1712.5889892578125,17,12,STANDARD,1.0
R_A6,2018-11-07,276.70068359375,42,0,-2.994466662275424e-15,13,276.70068359375,1714.8502197265625,17,13,STANDARD,1.0
