ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,6539185,881487,462295,322381,45391304
Valysar,CentralSouth,65502460,12341895,9153817,6383415,898784900
Valysar,CentralNorth,38605210,7170289,5295874,3693078,519985457
Valysar,NorthHorst,3172567,457691,210590,129355,25340673
Valysar,CentralRamp,13526939,2125756,1419928,990187,139418293
Valysar,CentralHorst,87718928,15364515,12097994,8436537,1187864424
Valysar,EastLowland,3446030,592104,348161,242790,34184838
Therys,WestLowland,2600579,493855,227290,158501,22316920
Therys,CentralSouth,15563465,3198104,1752317,1221979,172054601
Therys,CentralNorth,22757217,3957559,2233640,1557629,219314192
Therys,NorthHorst,4664817,689407,264487,162461,31826168
Therys,CentralRamp,6714960,1487677,1156501,806486,113553245
Therys,CentralHorst,34060482,8443695,6462569,4506673,634539627
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,345100,54656,21449,14958,2106037
Volon,CentralSouth,35791915,6449283,4442714,3098127,436216311
Volon,CentralNorth,6656684,1008757,572518,399245,56213767
Volon,NorthHorst,2536222,453519,322243,197938,38776090
Volon,CentralRamp,10417359,1947873,1371417,956358,134655206
Volon,CentralHorst,82060832,14118930,10074564,7025498,989190134
Volon,EastLowland,0,0,0,0,0
