ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4469099,665496,327944,228692,32199816
Valysar,CentralSouth,55599519,10235943,7692174,5364138,755270640
Valysar,CentralNorth,38150668,6126928,4279265,2984145,420167694
Valysar,NorthHorst,4799236,730807,434200,266707,52247972
Valysar,CentralRamp,13483104,2164084,1551929,1082238,152379100
Valysar,CentralHorst,84914107,14417526,11063165,7714899,1086257819
Valysar,EastLowland,1593177,252848,144514,100777,14189399
Therys,WestLowland,1416409,303188,154520,107754,15171808
Therys,CentralSouth,8538635,2145675,1398871,975503,137350817
Therys,CentralNorth,20706274,3994421,2343168,1634009,230068411
Therys,NorthHorst,9794504,1352973,540386,331932,65025503
Therys,CentralRamp,6555141,1590542,1197774,835268,117605728
Therys,CentralHorst,30834512,7618619,5820351,4058822,571482190
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,35260,3618,0,0,0
Volon,CentralSouth,27079930,4967878,3691608,2574343,362467551
Volon,CentralNorth,5503443,685590,320143,223252,31433832
Volon,NorthHorst,5437189,945693,675532,414946,81287957
Volon,CentralRamp,11969857,1999990,1451152,1011961,142484067
Volon,CentralHorst,81263375,13744626,10370766,7232054,1018273292
Volon,EastLowland,0,0,0,0,0
