ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4908777,907706,656105,457535,64420878
Valysar,CentralSouth,60358268,11697314,8469706,5906350,831614109
Valysar,CentralNorth,33496707,5981494,4434758,3092579,435435072
Valysar,NorthHorst,4025607,455083,186503,114560,22442242
Valysar,CentralRamp,13747335,2193823,1556143,1085177,152792855
Valysar,CentralHorst,83965845,15772980,12453564,8684494,1222776800
Valysar,EastLowland,288978,60314,18369,12809,1803577
Therys,WestLowland,2193689,441879,211228,147300,20739858
Therys,CentralSouth,8219316,1794995,1081609,754260,106199854
Therys,CentralNorth,17576284,3539380,2023152,1410845,198647019
Therys,NorthHorst,6910232,1016254,419191,257488,50441968
Therys,CentralRamp,6771661,1622988,1222568,852558,120040162
Therys,CentralHorst,27416911,6527005,4958518,3457823,486861445
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,252999,52347,26481,18467,2600133
Volon,CentralSouth,26486060,4633609,3195731,2228543,313778863
Volon,CentralNorth,4038314,420800,100446,70046,9862448
Volon,NorthHorst,4982967,820719,556145,341612,66921833
Volon,CentralRamp,11700895,2249475,1834306,1279153,180104799
Volon,CentralHorst,77883766,14452074,11762869,8202837,1154959525
Volon,EastLowland,0,0,0,0,0
