date,total,total_contained,total_outside,total_hazardous,total_gas,total_aqueous,gas_contained,aqueous_contained,gas_outside,aqueous_outside,gas_hazardous,aqueous_hazardous
2020-01-01,8135398.196196038,7954154.812852253,181236.08771942678,7.295624356286061,7811230.494855006,324167.7013410309,7636480.5339564495,317674.2788958042,174742.97639691425,6493.111322512531,6.984501642109277,0.3111227141767843
2040-01-01,8867013.59037607,8577821.246848812,289168.08386634587,24.259660913281085,8514070.218640834,352943.3717352353,8235238.88037452,342582.366474292,278808.1131613473,10359.970704998632,23.225104968546187,1.034555944734898
2060-01-01,9642087.175872061,9202537.195612853,439479.3347993333,70.64545987400658,9258806.649750695,383280.5261213674,8835004.825875154,367532.36973770114,423734.1910991808,15745.143700152543,67.63277636031523,3.0126835136913432
2080-01-01,10465995.292972593,9825071.117236521,640740.1168586826,184.0588773886465,10050636.540910324,415358.75206226966,9432675.8903766,392395.2268599225,617784.4408676854,22955.675990997235,176.20966603881226,7.849211349834238
2100-01-01,11342312.377954373,10442490.779828155,899385.2316122536,436.3665139639401,10893017.833144234,449294.544810138,10025436.94992307,417053.82990508445,867163.1256058454,32222.106006408274,417.7576153186383,18.608898645301828
2120-01-01,12272612.969978418,11052990.568558104,1218668.200849071,954.2005712445306,11787475.214981627,485137.754996791,10611554.50261237,441436.06594573334,1175007.2037877727,43660.99706129821,913.5085814851011,40.69198975942944
2140-01-01,13256568.240253363,11655962.093817053,1598660.5562103328,1945.5902259783213,12733692.721412368,522875.5188409951,11190444.456794547,465517.6370225041,1541385.6443039728,57274.91190635995,1862.6203138472717,82.96991213104941
2160-01-01,14292371.173299367,12251600.32186893,2037039.029510294,3731.821920144225,13729925.084360877,562446.0889384899,11762293.992140392,489306.329728537,1964058.4142622445,72980.61524804946,3572.6779582406352,159.1439619035897
2180-01-01,15377406.329121275,12840415.322986437,2530208.781711688,6782.224423149758,14773645.26961192,603761.0595093542,12327592.807656283,512822.51533015486,2439559.4662492694,90649.31546241809,6492.995706368539,289.22871678121953
2200-01-01,16509000.9236952,13422838.952326516,3074414.031563277,11747.939805406213,15862270.035287077,646730.8884081212,12886755.511000361,536083.4413261553,2964267.576684274,110146.45487900321,11246.947602443599,500.9922029626151
