date,total,total_contained,total_outside,total_hazardous,total_gas,total_aqueous,gas_contained,aqueous_contained,gas_outside,aqueous_outside,gas_hazardous,aqueous_hazardous
2020-01-01,2135542026.5014596,2087965638.3737164,47574473.02634954,1915.1013935250912,2050448004.899439,85094021.60202059,2004576140.163568,83389498.21014859,45870031.30419,1704441.7221595398,1833.4316810536852,81.66971247140589
2040-01-01,2327591067.4737186,2251678077.297813,75906622.01491581,6368.160989736285,2234943432.393219,92647635.08049926,2161750206.0983114,89927871.19950163,73187129.70485367,2719492.310062141,6096.590054243375,271.57093549291073
2060-01-01,2531047883.666416,2415666013.8483744,115363325.38482502,18544.433216926725,2430436745.5595574,100611138.10685894,2319188766.7922277,96477247.05614655,111230225.16353497,4133100.221290044,17753.60379458275,790.8294223439775
2080-01-01,2747323764.405306,2579081168.274587,168194280.6754042,48315.4553145197,2638292091.98896,109031672.41634578,2476077421.2238574,103003747.05072966,162168415.7277674,6025864.947636775,46255.037335188215,2060.417979331487
2100-01-01,2977356999.213023,2741153829.704891,236088623.29821652,114546.20991553427,2859417181.200362,117939818.01266125,2631677199.354807,109476630.35008469,227630320.47153434,8458302.82668217,109661.37402114255,4884.835894391729
2120-01-01,3221560904.619334,2901410024.2465014,319900402.72288114,250477.6499516893,3094212243.932677,127348660.68665762,2785533056.9357467,115876967.31075498,308439390.99429035,11461011.728590783,239796.00263983908,10681.647311850229
2140-01-01,3479849163.066508,3059690049.626976,419648396.00521225,510717.4343193094,3342594339.3707466,137254823.69576123,2937491669.908569,122198379.71840733,404613731.62979275,15034664.37541948,488937.8323849089,21779.601934400474
2160-01-01,3751747432.991084,3216045084.490594,534722745.2464521,979603.2540378592,3604105334.6447306,147642098.34635362,3087602172.936853,128442911.55374095,515565333.7438391,19157411.50261298,937827.9640381668,41775.2899996923
2180-01-01,4036569161.394334,3370609022.2839394,664179805.1993177,1780333.9110768114,3878081883.2731285,158487278.12120548,3235993112.0097737,134615910.27416566,640384359.890433,23795445.30888474,1704411.3729217413,75922.53815507011
2200-01-01,4333612742.46999,3523495224.98571,807033683.2853601,3083834.1989191305,4163845884.2628574,169766858.2071318,3382773321.637594,140721903.34811577,778120238.8796219,28913444.405738346,2952323.745641444,131510.45327768644
