date,total,total_contained,total_outside,total_hazardous,total_gas,total_aqueous,gas_contained,aqueous_contained,gas_outside,aqueous_outside,gas_hazardous,aqueous_hazardous
2020-01-01,10169247.745245047,9942693.516065316,226545.10964928346,9.119530445357576,9764038.118568758,405209.6266762886,9545600.66744556,397092.84861975524,218428.7204961428,8116.389153140663,8.730627052636596,0.38890339272098035
2040-01-01,11083766.987970088,10722276.558561014,361460.10483293235,30.324576141601355,10642587.773301043,441179.21466904413,10294048.60046815,428227.95809286495,348510.14145168406,12949.963381248288,29.03138121068273,1.2931949309186224
2060-01-01,12052608.969840076,11503171.494516067,549349.1684991666,88.30682484250822,11573508.312188368,479100.6576517092,11043756.032343943,459415.4621721264,529667.7388739759,19681.429625190678,84.54097045039404,3.765854392114179
2080-01-01,13082494.11621574,12281338.89654565,800925.1460733532,230.0735967358081,12563295.676137904,519198.44007783703,11790844.862970749,490494.03357490315,772230.5510846067,28694.594988746543,220.2620825485153,9.811514187292797
2100-01-01,14177890.472442966,13053113.474785194,1124231.539515317,545.4581424549251,13616272.291430293,561618.1810126725,12531796.187403837,521317.28738135553,1083953.9070073066,40277.63250801034,522.1970191482978,23.261123306627283
2120-01-01,15340766.212473022,13816238.210697629,1523335.2510613385,1192.7507140556631,14734344.018727032,606422.1937459888,13264443.128265461,551795.0824321667,1468759.004734716,54576.24632662276,1141.8857268563763,50.864987199286794
2140-01-01,16570710.300316703,14569952.617271315,1998325.695262916,2431.9877824729015,15917115.901765458,653594.3985512438,13988055.570993183,581897.0462781301,1926732.055379966,71593.63988294994,2328.2753923090895,103.71239016381176
2160-01-01,17865463.966624208,15314500.402336162,2546298.7868878674,4664.777400180281,17162406.355451096,703057.6111731124,14702867.49017549,611632.9121606712,2455073.0178278056,91225.76906006182,4465.847447800794,198.92995237948713
2180-01-01,19221757.911401592,16050519.153733045,3162760.9771396094,8477.780528937197,18467056.5870149,754701.3243866927,15409491.009570353,641028.1441626935,3049449.3328115866,113311.64432802261,8116.244632960673,361.5358959765244
2200-01-01,20636251.154618997,16778548.690408144,3843017.539454096,14684.924756757766,19827837.544108845,808413.6105101515,16108444.38875045,670104.3016576942,3705334.4708553418,137683.068598754,14058.684503054497,626.2402537032689
