ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,274569833.06,44173880.62,32045067.33,20154130.06
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,238850453.04,42404400.01,32232146.73,20271790.07
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,140944056.6,27937246.38,21924234.92,13788826.76
LowerReek,2,0.0,0.0,0.0,0.0
