WELLMODEL,CONJPOS,DRAWDOWN,CONIPOS,WELL,DEPTH,SWAT,DATE,SGAS,CONBPRES,CONIDX,CONKPOS,PRESSURE
STANDARD,29,0,22,R_A2,1674.229736328125,0.9921741485595703,2018-01-01,0.0,302.89569091796875,19,18,302.89569091796875
STANDARD,29,0,22,R_A2,1676.1676025390625,0.4947701394557953,2018-01-01,0.0,303.02569580078125,20,27,303.02569580078125
STANDARD,29,0,22,R_A2,1677.9368896484375,1.0,2018-01-01,0.0,303.47802734375,21,28,303.47802734375
STANDARD,29,0,22,R_A2,1679.7061767578125,1.0,2018-01-01,0.0,303.64569091796875,22,29,303.64569091796875
STANDARD,29,0,22,R_A2,1681.4754638671875,1.0,2018-01-01,0.0,303.8133544921875,23,30,303.8133544921875
STANDARD,29,0,22,R_A2,1683.2447509765625,1.0,2018-01-01,0.0,303.98101806640625,24,31,303.98101806640625
STANDARD,41,0,28,R_A3,1609.243408203125,0.30849525332450867,2018-01-01,0.0,298.53814697265625,1,1,298.53814697265625
STANDARD,41,0,28,R_A3,1611.3077392578125,0.19968974590301514,2018-01-01,0.0,298.676513671875,2,2,298.676513671875
STANDARD,41,0,28,R_A3,1613.3720703125,0.19958947598934174,2018-01-01,0.0,298.8148498535156,3,3,298.8148498535156
STANDARD,41,0,28,R_A3,1615.4365234375,0.37015843391418457,2018-01-01,0.0,298.9532165527344,4,4,298.9532165527344
STANDARD,41,0,28,R_A3,1617.5008544921875,0.8261942863464355,2018-01-01,0.0,299.0915832519531,5,5,299.0915832519531
STANDARD,41,0,28,R_A3,1619.565185546875,0.2662692070007324,2018-01-01,0.0,299.2299499511719,6,6,299.2299499511719
STANDARD,41,0,29,R_A3,1609.3663330078125,0.6481541991233826,2018-01-01,0.0,298.54638671875,7,6,298.54638671875
STANDARD,41,0,29,R_A3,1611.4163818359375,0.19361057877540588,2018-01-01,0.0,298.68377685546875,8,7,298.68377685546875
STANDARD,41,0,29,R_A3,1613.46630859375,0.19695129990577698,2018-01-01,0.0,298.8211669921875,9,8,298.8211669921875
STANDARD,41,0,29,R_A3,1615.516357421875,0.7978300452232361,2018-01-01,0.0,298.95855712890625,10,9,298.95855712890625
STANDARD,41,0,29,R_A3,1617.5662841796875,0.8037355542182922,2018-01-01,0.0,299.095947265625,11,10,299.095947265625
STANDARD,41,0,29,R_A3,1619.750732421875,0.0496298223733902,2018-01-01,0.0,299.24237060546875,12,11,299.24237060546875
STANDARD,41,0,29,R_A3,1622.0697021484375,0.053643446415662766,2018-01-01,0.0,299.3978271484375,13,12,299.3978271484375
STANDARD,41,0,29,R_A3,1624.388671875,0.37673479318618774,2018-01-01,0.0,299.5532531738281,14,13,299.5532531738281
STANDARD,41,0,29,R_A3,1629.026611328125,0.5016454458236694,2018-01-01,0.0,299.8641662597656,15,15,299.8641662597656
STANDARD,41,0,29,R_A3,1630.9468994140625,0.8152031302452087,2018-01-01,0.0,299.992919921875,16,16,299.992919921875
STANDARD,41,0,29,R_A3,1633.5262451171875,0.7525281310081482,2018-01-01,0.0,300.16583251953125,17,27,300.16583251953125
STANDARD,41,0,29,R_A3,1637.1630859375,0.04628218337893486,2018-01-01,0.0,300.40966796875,18,28,300.40966796875
STANDARD,41,0,29,R_A3,1640.8001708984375,0.05226979777216911,2018-01-01,0.0,300.6535339355469,19,29,300.6535339355469
STANDARD,41,0,29,R_A3,1644.4371337890625,0.8057911992073059,2018-01-01,0.0,300.89739990234375,20,30,300.89739990234375
STANDARD,41,0,29,R_A3,1648.0740966796875,0.13994601368904114,2018-01-01,0.0,301.14129638671875,21,31,301.14129638671875
STANDARD,52,0,30,R_A4,1631.1873779296875,0.05151934176683426,2018-01-01,0.0,300.009033203125,1,1,300.009033203125
STANDARD,52,0,31,R_A4,1627.4293212890625,0.04863721504807472,2018-01-01,0.0,299.7571105957031,2,1,299.7571105957031
STANDARD,52,0,31,R_A4,1629.4896240234375,0.0520753338932991,2018-01-01,0.0,299.89520263671875,3,2,299.89520263671875
STANDARD,52,0,31,R_A4,1631.5498046875,0.05323897302150726,2018-01-01,0.0,300.0333251953125,4,3,300.0333251953125
STANDARD,52,0,31,R_A4,1633.610107421875,0.0529385581612587,2018-01-01,0.0,300.17144775390625,5,4,300.17144775390625
STANDARD,52,0,32,R_A4,1632.3968505859375,0.056289657950401306,2018-01-01,0.0,300.0901184082031,6,4,300.0901184082031
STANDARD,51,0,32,R_A4,1635.880615234375,0.057290755212306976,2018-01-01,0.0,300.3236999511719,7,4,300.3236999511719
STANDARD,51,0,33,R_A4,1637.321044921875,0.05848418176174164,2018-01-01,0.0,300.4202575683594,8,4,300.4202575683594
STANDARD,51,0,33,R_A4,1635.474609375,0.056494034826755524,2018-01-01,0.0,300.29644775390625,9,3,300.29644775390625
STANDARD,50,0,33,R_A4,1642.1485595703125,0.06261570006608963,2018-01-01,0.0,300.74395751953125,10,4,300.74395751953125
STANDARD,50,0,34,R_A4,1641.132080078125,0.06255142390727997,2018-01-01,0.0,300.67578125,11,4,300.67578125
STANDARD,50,0,34,R_A4,1639.20703125,0.09832502156496048,2018-01-01,0.0,300.5467224121094,12,3,300.5467224121094
STANDARD,50,0,35,R_A4,1640.9061279296875,0.0954970121383667,2018-01-01,0.0,300.66064453125,13,3,300.66064453125
STANDARD,50,0,35,R_A4,1639.0426025390625,0.16065853834152222,2018-01-01,0.0,300.53570556640625,14,2,300.53570556640625
STANDARD,49,0,35,R_A4,1641.93212890625,0.2374390959739685,2018-01-01,0.0,300.72943115234375,15,2,300.72943115234375
STANDARD,49,0,36,R_A4,1642.357421875,0.24230048060417175,2018-01-01,0.0,300.7579650878906,16,30,300.7579650878906
STANDARD,48,0,36,R_A4,1639.6068115234375,0.19549621641635895,2018-01-01,0.0,300.5735168457031,17,30,300.5735168457031
STANDARD,48,0,37,R_A4,1646.7513427734375,0.2985859513282776,2018-01-01,0.0,301.0526123046875,18,30,301.0526123046875
STANDARD,48,0,38,R_A4,1653.461669921875,0.6481541991233826,2018-01-01,0.0,301.5025939941406,19,30,301.5025939941406
STANDARD,47,0,38,R_A4,1657.8184814453125,0.6481541991233826,2018-01-01,0.0,301.7947998046875,20,30,301.7947998046875
STANDARD,20,0,31,R_A5,1685.026611328125,1.0,2018-01-01,0.0,303.8440856933594,1,1,303.8440856933594
STANDARD,20,0,31,R_A5,1687.3070068359375,1.0,2018-01-01,0.0,304.0601806640625,2,2,304.0601806640625
STANDARD,20,0,31,R_A5,1689.5875244140625,1.0,2018-01-01,0.0,304.27630615234375,3,3,304.27630615234375
STANDARD,20,0,31,R_A5,1691.8680419921875,1.0,2018-01-01,0.0,304.4924011230469,4,4,304.4924011230469
STANDARD,20,0,31,R_A5,1694.1485595703125,1.0,2018-01-01,0.0,304.7085266113281,5,5,304.7085266113281
STANDARD,20,0,31,R_A5,1696.4290771484375,1.0,2018-01-01,0.0,304.9246520996094,6,6,304.9246520996094
STANDARD,20,0,31,R_A5,1698.70947265625,1.0,2018-01-01,0.0,305.446533203125,7,7,305.446533203125
STANDARD,20,0,31,R_A5,1707.6488037109375,1.0,2018-01-01,0.0,305.988037109375,8,11,305.988037109375
STANDARD,20,0,31,R_A5,1709.5638427734375,1.0,2018-01-01,0.0,306.1695251464844,9,12,306.1695251464844
STANDARD,21,0,31,R_A5,1701.7845458984375,1.0,2018-01-01,0.0,305.4322814941406,10,12,305.4322814941406
STANDARD,21,0,31,R_A5,1703.735107421875,1.0,2018-01-01,0.0,305.6291198730469,11,13,305.6291198730469
STANDARD,21,0,31,R_A5,1705.6856689453125,1.0,2018-01-01,0.0,305.81396484375,12,14,305.81396484375
STANDARD,21,0,31,R_A5,1707.63623046875,1.0,2018-01-01,0.0,305.9988098144531,13,15,305.9988098144531
STANDARD,21,0,31,R_A5,1709.5867919921875,1.0,2018-01-01,0.0,306.3287048339844,14,16,306.3287048339844
STANDARD,21,0,31,R_A5,1711.537353515625,1.0,2018-01-01,0.0,306.5135498046875,15,17,306.5135498046875
STANDARD,21,0,31,R_A5,1713.35400390625,1.0,2018-01-01,0.0,306.6856994628906,16,18,306.6856994628906
STANDARD,21,0,31,R_A5,1714.3951416015625,1.0,2018-01-01,0.0,306.7843933105469,17,19,306.7843933105469
STANDARD,21,0,31,R_A5,1715.7628173828125,1.0,2018-01-01,0.0,306.75689697265625,18,27,306.75689697265625
STANDARD,21,0,31,R_A5,1718.098388671875,1.0,2018-01-01,0.0,306.978271484375,19,28,306.978271484375
STANDARD,21,0,31,R_A5,1720.43408203125,1.0,2018-01-01,0.0,307.5054016113281,20,29,307.5054016113281
STANDARD,21,0,31,R_A5,1722.7696533203125,1.0,2018-01-01,0.0,307.7267761230469,21,30,307.7267761230469
STANDARD,21,0,31,R_A5,1725.105224609375,1.0,2018-01-01,0.0,307.9481506347656,22,31,307.9481506347656
STANDARD,42,0,17,R_A6,1695.20263671875,1.0,2018-01-01,0.0,305.11419677734375,1,1,305.11419677734375
STANDARD,42,0,17,R_A6,1696.7510986328125,1.0,2018-01-01,0.0,305.2609558105469,2,2,305.2609558105469
STANDARD,42,0,17,R_A6,1698.299560546875,1.0,2018-01-01,0.0,305.4076843261719,3,3,305.4076843261719
STANDARD,42,0,17,R_A6,1699.84814453125,1.0,2018-01-01,0.0,305.554443359375,4,4,305.554443359375
STANDARD,42,0,17,R_A6,1701.3966064453125,1.0,2018-01-01,0.0,305.7012023925781,5,5,305.7012023925781
STANDARD,42,0,17,R_A6,1702.9451904296875,1.0,2018-01-01,0.0,305.84796142578125,6,6,305.84796142578125
STANDARD,42,0,17,R_A6,1704.49365234375,1.0,2018-01-01,0.0,305.6956481933594,7,7,305.6956481933594
STANDARD,42,0,17,R_A6,1706.042236328125,1.0,2018-01-01,0.0,305.8424072265625,8,8,305.8424072265625
STANDARD,42,0,17,R_A6,1707.5906982421875,1.0,2018-01-01,0.0,306.2882080078125,9,9,306.2882080078125
STANDARD,42,0,17,R_A6,1709.1392822265625,1.0,2018-01-01,0.0,306.1291809082031,10,10,306.1291809082031
STANDARD,42,0,17,R_A6,1711.055419921875,1.0,2018-01-01,0.0,306.3109130859375,11,11,306.3109130859375
STANDARD,42,0,17,R_A6,1713.3392333984375,1.0,2018-01-01,0.0,306.52734375,12,12,306.52734375
STANDARD,42,0,17,R_A6,1715.623046875,1.0,2018-01-01,0.0,306.7557678222656,13,13,306.7557678222656
STANDARD,42,0,17,R_A6,1717.9068603515625,1.0,2018-01-01,0.0,306.9721984863281,14,14,306.9721984863281
STANDARD,42,0,17,R_A6,1720.190673828125,1.0,2018-01-01,0.0,307.18865966796875,15,15,307.18865966796875
STANDARD,42,0,17,R_A6,1722.474365234375,1.0,2018-01-01,0.0,307.55010986328125,16,16,307.55010986328125
STANDARD,42,0,17,R_A6,1724.7581787109375,1.0,2018-01-01,0.0,307.7665710449219,17,17,307.7665710449219
STANDARD,42,0,17,R_A6,1726.394287109375,1.0,2018-01-01,0.0,307.921630859375,18,18,307.921630859375
STANDARD,42,0,17,R_A6,1727.7508544921875,1.0,2018-01-01,0.0,307.8930969238281,19,27,307.8930969238281
STANDARD,42,0,17,R_A6,1729.4755859375,1.0,2018-01-01,0.0,308.3623352050781,20,28,308.3623352050781
STANDARD,42,0,17,R_A6,1731.2001953125,1.0,2018-01-01,0.0,308.52581787109375,21,29,308.52581787109375
STANDARD,42,0,17,R_A6,1732.9249267578125,1.0,2018-01-01,0.0,308.68927001953125,22,30,308.68927001953125
STANDARD,42,0,17,R_A6,1734.649658203125,1.0,2018-01-01,0.0,308.5469665527344,23,31,308.5469665527344
STANDARD,30,0,22,R_A2,1641.094970703125,0.05590863153338432,2018-03-01,0.0,297.72412109375,1,1,297.72412109375
STANDARD,30,0,22,R_A2,1642.8890380859375,0.05798286199569702,2018-03-01,0.0,297.8443298339844,2,2,297.8443298339844
STANDARD,30,0,22,R_A2,1644.68310546875,0.06067560985684395,2018-03-01,0.0,297.9645690917969,3,3,297.9645690917969
STANDARD,30,0,22,R_A2,1646.4771728515625,0.067848801612854,2018-03-01,0.0,298.0848388671875,4,4,298.0848388671875
STANDARD,30,0,22,R_A2,1648.2713623046875,0.07155897468328476,2018-03-01,0.0,298.2051696777344,5,5,298.2051696777344
STANDARD,30,0,22,R_A2,1650.0654296875,0.1433444321155548,2018-03-01,0.0,298.3255920410156,6,6,298.3255920410156
STANDARD,30,0,22,R_A2,1651.859619140625,0.25992754101753235,2018-03-01,0.0,298.4461364746094,7,7,298.4461364746094
STANDARD,30,0,22,R_A2,1653.6536865234375,0.6483637094497681,2018-03-01,0.0,298.5779113769531,8,8,298.5779113769531
STANDARD,30,0,22,R_A2,1655.44775390625,0.6484483480453491,2018-03-01,0.0,298.7052307128906,9,9,298.7052307128906
STANDARD,30,0,22,R_A2,1657.2418212890625,0.9134839177131653,2018-03-01,0.0,299.05914306640625,10,10,299.05914306640625
STANDARD,30,0,22,R_A2,1659.1368408203125,0.07879683375358582,2018-03-01,0.0,300.74664306640625,11,11,300.74664306640625
STANDARD,30,0,22,R_A2,1661.132568359375,0.08624856919050217,2018-03-01,0.0,301.09674072265625,12,12,301.09674072265625
STANDARD,30,0,22,R_A2,1663.12841796875,0.4577878713607788,2018-03-01,0.0,301.1953430175781,13,13,301.1953430175781
STANDARD,30,0,22,R_A2,1665.1241455078125,0.5199385285377502,2018-03-01,0.0,301.3393859863281,14,14,301.3393859863281
STANDARD,30,0,22,R_A2,1667.1199951171875,0.6917265057563782,2018-03-01,0.0,301.4725341796875,15,15,301.4725341796875
STANDARD,30,0,22,R_A2,1669.11572265625,0.9726974964141846,2018-03-01,0.0,301.6040954589844,16,16,301.6040954589844
STANDARD,30,0,22,R_A2,1671.111572265625,0.9493997097015381,2018-03-01,0.0,301.73748779296875,17,17,301.73748779296875
STANDARD,30,0,22,R_A2,1672.9881591796875,0.9820569157600403,2018-03-01,0.0,301.86322021484375,18,18,301.86322021484375
STANDARD,29,0,22,R_A2,1674.229736328125,0.992170512676239,2018-03-01,0.0,301.6695556640625,19,18,301.6695556640625
STANDARD,29,0,22,R_A2,1676.1676025390625,0.49527958035469055,2018-03-01,0.0,302.1698913574219,20,27,302.1698913574219
STANDARD,29,0,22,R_A2,1677.9368896484375,1.0,2018-03-01,-3.5567782052936536e-10,302.51953125,21,28,302.51953125
STANDARD,29,0,22,R_A2,1679.7061767578125,1.0,2018-03-01,-7.238210031346171e-10,302.809814453125,22,29,302.809814453125
STANDARD,29,0,22,R_A2,1681.4754638671875,1.0,2018-03-01,-1.3619624362765786e-13,303.42694091796875,23,30,303.42694091796875
STANDARD,29,0,22,R_A2,1683.2447509765625,1.0,2018-03-01,-7.412420896806167e-15,303.7845458984375,24,31,303.7845458984375
STANDARD,20,0,31,R_A5,1685.026611328125,1.0,2018-04-28,-3.3260289297830983e-18,260.4181823730469,1,1,260.4181823730469
STANDARD,20,0,31,R_A5,1687.3070068359375,1.0,2018-04-28,-2.0275601035482578e-16,260.6341247558594,2,2,260.6341247558594
STANDARD,20,0,31,R_A5,1689.5875244140625,1.0,2018-04-28,-3.1437651660145e-16,260.8500061035156,3,3,260.8500061035156
STANDARD,20,0,31,R_A5,1691.8680419921875,1.0,2018-04-28,-3.741397202883652e-16,261.0658264160156,4,4,261.0658264160156
STANDARD,20,0,31,R_A5,1694.1485595703125,1.0,2018-04-28,-4.139980467614984e-16,261.2815856933594,5,5,261.2815856933594
STANDARD,20,0,31,R_A5,1696.4290771484375,1.0,2018-04-28,-3.9143033618956524e-16,261.4973449707031,6,6,261.4973449707031
STANDARD,20,0,31,R_A5,1698.70947265625,1.0,2018-04-28,-1.5692189290859312e-16,262.03350830078125,7,7,262.03350830078125
STANDARD,20,0,31,R_A5,1707.6488037109375,1.0,2018-04-28,-1.2037944154951602e-13,270.9287414550781,8,11,270.9287414550781
STANDARD,20,0,31,R_A5,1709.5638427734375,1.0,2018-04-28,-8.00182606264764e-14,271.1100158691406,9,12,271.1100158691406
STANDARD,21,0,31,R_A5,1701.7845458984375,1.0,2018-04-28,-3.509557575109845e-11,269.5965881347656,10,12,269.5965881347656
STANDARD,21,0,31,R_A5,1703.735107421875,1.0,2018-04-28,-2.114625315130514e-12,269.79351806640625,11,13,269.79351806640625
STANDARD,21,0,31,R_A5,1705.6856689453125,1.0,2018-04-28,-3.4447026394518465e-12,269.97845458984375,12,14,269.97845458984375
STANDARD,21,0,31,R_A5,1707.63623046875,1.0,2018-04-28,-4.736440406549747e-12,270.1994323730469,13,15,270.1994323730469
STANDARD,21,0,31,R_A5,1709.5867919921875,1.0,2018-04-28,-4.252044029373625e-12,270.6815490722656,14,16,270.6815490722656
STANDARD,21,0,31,R_A5,1711.537353515625,1.0,2018-04-28,-4.877016217090524e-13,270.86834716796875,15,17,270.86834716796875
STANDARD,21,0,31,R_A5,1713.35400390625,1.0,2018-04-28,-7.309614068543024e-13,271.0412902832031,16,18,271.0412902832031
STANDARD,21,0,31,R_A5,1714.3951416015625,1.0,2018-04-28,0.0,271.1395568847656,17,19,271.1395568847656
STANDARD,21,0,31,R_A5,1715.7628173828125,1.0,2018-04-28,-7.233859914074561e-14,277.0586242675781,18,27,277.0586242675781
STANDARD,21,0,31,R_A5,1718.098388671875,1.0,2018-04-28,-9.282043178775873e-14,277.25579833984375,19,28,277.25579833984375
STANDARD,21,0,31,R_A5,1720.43408203125,1.0,2018-04-28,1.1100453627731924e-19,292.26666259765625,20,29,292.26666259765625
STANDARD,21,0,31,R_A5,1722.7696533203125,1.0,2018-04-28,4.1152865553495345e-21,302.7313537597656,21,30,302.7313537597656
STANDARD,21,0,31,R_A5,1725.105224609375,1.0,2018-04-28,1.7717315793450015e-23,306.4921875,22,31,306.4921875
STANDARD,41,0,28,R_A3,1609.243408203125,0.30851882696151733,2018-07-03,0.0,283.4862365722656,1,1,283.4862365722656
STANDARD,41,0,28,R_A3,1611.3077392578125,0.20027631521224976,2018-07-03,0.0,283.6244812011719,2,2,283.6244812011719
STANDARD,41,0,28,R_A3,1613.3720703125,0.2007056623697281,2018-07-03,0.0,283.76251220703125,3,3,283.76251220703125
STANDARD,41,0,28,R_A3,1615.4365234375,0.37346071004867554,2018-07-03,0.0,283.92681884765625,4,4,283.92681884765625
STANDARD,41,0,28,R_A3,1617.5008544921875,0.8200554251670837,2018-07-03,0.0,284.2567138671875,5,5,284.2567138671875
STANDARD,41,0,28,R_A3,1619.565185546875,0.26681244373321533,2018-07-03,0.0,284.40350341796875,6,6,284.40350341796875
STANDARD,41,0,29,R_A3,1609.3663330078125,0.6491172909736633,2018-07-03,0.0,283.7596130371094,7,6,283.7596130371094
STANDARD,41,0,29,R_A3,1611.4163818359375,0.19447246193885803,2018-07-03,0.0,283.89312744140625,8,7,283.89312744140625
STANDARD,41,0,29,R_A3,1613.46630859375,0.19822080433368683,2018-07-03,0.0,284.02996826171875,9,8,284.02996826171875
STANDARD,41,0,29,R_A3,1615.516357421875,0.7970283031463623,2018-07-03,0.0,284.2473449707031,10,9,284.2473449707031
STANDARD,41,0,29,R_A3,1617.5662841796875,0.8029401898384094,2018-07-03,0.0,285.5810852050781,11,10,285.5810852050781
STANDARD,41,0,29,R_A3,1619.750732421875,0.049633488059043884,2018-07-03,0.0,298.64837646484375,12,11,298.64837646484375
STANDARD,41,0,29,R_A3,1622.0697021484375,0.05364809185266495,2018-07-03,0.0,298.8038024902344,13,12,298.8038024902344
STANDARD,41,0,29,R_A3,1624.388671875,0.3767540156841278,2018-07-03,0.0,298.95928955078125,14,13,298.95928955078125
STANDARD,41,0,29,R_A3,1629.026611328125,0.5016469359397888,2018-07-03,0.0,299.4116516113281,15,15,299.4116516113281
STANDARD,41,0,29,R_A3,1630.9468994140625,0.8151777386665344,2018-07-03,0.0,299.5409851074219,16,16,299.5409851074219
STANDARD,41,0,29,R_A3,1633.5262451171875,0.7485219240188599,2018-07-03,0.0,289.6384582519531,17,27,289.6384582519531
STANDARD,41,0,29,R_A3,1637.1630859375,0.04642388969659805,2018-07-03,0.0,289.69622802734375,18,28,289.69622802734375
STANDARD,41,0,29,R_A3,1640.8001708984375,0.05249979346990585,2018-07-03,0.0,289.9395446777344,19,29,289.9395446777344
STANDARD,41,0,29,R_A3,1644.4371337890625,0.8055630326271057,2018-07-03,0.0,296.98895263671875,20,30,296.98895263671875
STANDARD,41,0,29,R_A3,1648.0740966796875,0.14054134488105774,2018-07-03,0.0,290.3260192871094,21,31,290.3260192871094
STANDARD,52,0,30,R_A4,1631.1873779296875,0.05158734321594238,2018-09-12,0.0,285.5756530761719,1,1,285.5756530761719
STANDARD,52,0,31,R_A4,1627.4293212890625,0.04870547354221344,2018-09-12,0.0,285.3778991699219,2,1,285.3778991699219
STANDARD,52,0,31,R_A4,1629.4896240234375,0.0521431602537632,2018-09-12,0.0,285.5155334472656,3,2,285.5155334472656
STANDARD,52,0,31,R_A4,1631.5498046875,0.053310576826334,2018-09-12,0.0,285.65313720703125,4,3,285.65313720703125
STANDARD,52,0,31,R_A4,1633.610107421875,0.053018566220998764,2018-09-12,0.0,285.7908020019531,5,4,285.7908020019531
STANDARD,52,0,32,R_A4,1632.3968505859375,0.05636123940348625,2018-09-12,0.0,285.75787353515625,6,4,285.75787353515625
STANDARD,51,0,32,R_A4,1635.880615234375,0.05736488848924637,2018-09-12,0.0,285.92205810546875,7,4,285.92205810546875
STANDARD,51,0,33,R_A4,1637.321044921875,0.058649733662605286,2018-09-12,0.0,286.0517578125,8,4,286.0517578125
STANDARD,51,0,33,R_A4,1635.474609375,0.056634727865457535,2018-09-12,0.0,285.9283447265625,9,3,285.9283447265625
STANDARD,50,0,33,R_A4,1642.1485595703125,0.06316864490509033,2018-09-12,0.0,286.27215576171875,10,4,286.27215576171875
STANDARD,50,0,34,R_A4,1641.132080078125,0.06301283836364746,2018-09-12,0.0,286.23931884765625,11,4,286.23931884765625
STANDARD,50,0,34,R_A4,1639.20703125,0.09848886728286743,2018-09-12,0.0,286.1108703613281,12,3,286.1108703613281
STANDARD,50,0,35,R_A4,1640.9061279296875,0.09560642391443253,2018-09-12,0.0,286.24560546875,13,3,286.24560546875
STANDARD,50,0,35,R_A4,1639.0426025390625,0.16083702445030212,2018-09-12,0.0,286.1213073730469,14,2,286.1213073730469
STANDARD,49,0,35,R_A4,1641.93212890625,0.23746353387832642,2018-09-12,0.0,286.16351318359375,15,2,286.16351318359375
STANDARD,49,0,36,R_A4,1642.357421875,0.2400379478931427,2018-09-12,0.0,279.7577819824219,16,30,279.7577819824219
STANDARD,48,0,36,R_A4,1639.6068115234375,0.20616035163402557,2018-09-12,0.0,279.38525390625,17,30,279.38525390625
STANDARD,48,0,37,R_A4,1646.7513427734375,0.29447034001350403,2018-09-12,0.0,280.0545349121094,18,30,280.0545349121094
STANDARD,48,0,38,R_A4,1653.461669921875,0.7305821180343628,2018-09-12,0.0,280.7902526855469,19,30,280.7902526855469
STANDARD,47,0,38,R_A4,1657.8184814453125,0.6656594276428223,2018-09-12,0.0,280.84649658203125,20,30,280.84649658203125
STANDARD,42,0,17,R_A6,1695.20263671875,1.0,2018-11-07,2.8848072358250406e-15,272.85986328125,1,1,272.85986328125
STANDARD,42,0,17,R_A6,1696.7510986328125,1.0,2018-11-07,3.5004163293898035e-16,273.0201416015625,2,2,273.0201416015625
STANDARD,42,0,17,R_A6,1698.299560546875,1.0,2018-11-07,6.689989037191816e-16,273.1865539550781,3,3,273.1865539550781
STANDARD,42,0,17,R_A6,1699.84814453125,1.0,2018-11-07,6.219020719068296e-16,273.3569030761719,4,4,273.3569030761719
STANDARD,42,0,17,R_A6,1701.3966064453125,1.0,2018-11-07,7.842688646539408e-16,273.5265808105469,5,5,273.5265808105469
STANDARD,42,0,17,R_A6,1702.9451904296875,1.0,2018-11-07,4.655364906503562e-14,273.68670654296875,6,6,273.68670654296875
STANDARD,42,0,17,R_A6,1704.49365234375,1.0,2018-11-07,6.557033832999687e-14,273.5754089355469,7,7,273.5754089355469
STANDARD,42,0,17,R_A6,1706.042236328125,1.0,2018-11-07,4.5673564892179455e-14,273.72454833984375,8,8,273.72454833984375
STANDARD,42,0,17,R_A6,1707.5906982421875,1.0,2018-11-07,2.9153107980797992e-15,274.3258972167969,9,9,274.3258972167969
STANDARD,42,0,17,R_A6,1709.1392822265625,1.0,2018-11-07,0.0,274.7841491699219,10,10,274.7841491699219
STANDARD,42,0,17,R_A6,1711.055419921875,1.0,2018-11-07,0.0,285.6435546875,11,11,285.6435546875
STANDARD,42,0,17,R_A6,1713.3392333984375,1.0,2018-11-07,0.0,285.783203125,12,12,285.783203125
STANDARD,42,0,17,R_A6,1715.623046875,1.0,2018-11-07,0.0,286.04510498046875,13,13,286.04510498046875
STANDARD,42,0,17,R_A6,1717.9068603515625,1.0,2018-11-07,0.0,286.261474609375,14,14,286.261474609375
STANDARD,42,0,17,R_A6,1720.190673828125,1.0,2018-11-07,0.0,286.4781188964844,15,15,286.4781188964844
STANDARD,42,0,17,R_A6,1722.474365234375,1.0,2018-11-07,0.0,286.83990478515625,16,16,286.83990478515625
STANDARD,42,0,17,R_A6,1724.7581787109375,1.0,2018-11-07,0.0,287.05657958984375,17,17,287.05657958984375
STANDARD,42,0,17,R_A6,1726.394287109375,1.0,2018-11-07,0.0,287.21160888671875,18,18,287.21160888671875
