Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:52:39
Grid model name			: Simgrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       275225754.65         47322792.44         36564880.22         22996779.62
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  275225754.65         47322792.44         36564880.22         22996779.62
MidReek    1                       187214266.03         37475477.53         30291720.23         19051396.04
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  187214266.03         37475477.53         30291720.23         19051396.04
LowerReek  1                       117786175.51         25256827.71         21063077.34         13247218.23
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  117786175.51         25256827.71         21063077.34         13247218.23
Totals     1                       580226196.18        110055097.68         87919677.78         55295393.89
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  580226196.18        110055097.68         87919677.78         55295393.89
