DEPTH,DATE,CONKPOS,PRESSURE,CONIDX,WELL,WELLMODEL,DRAWDOWN,CONBPRES,SWAT,SGAS,CONJPOS,CONIPOS
1643.1168212890625,2018-01-01,1,300.8625183105469,1,R_A2,STANDARD,0,300.8625183105469,0.05518203601241112,0.0,30,22
1644.9095458984375,2018-01-01,2,300.98272705078125,2,R_A2,STANDARD,0,300.98272705078125,0.058066461235284805,0.0,30,22
1646.7022705078125,2018-01-01,3,301.1029357910156,3,R_A2,STANDARD,0,301.1029357910156,0.062182240188121796,0.0,30,22
1648.4949951171875,2018-01-01,4,301.2231750488281,4,R_A2,STANDARD,0,301.2231750488281,0.06890802085399628,0.0,30,22
1650.2877197265625,2018-01-01,5,301.3433837890625,5,R_A2,STANDARD,0,301.3433837890625,0.07075196504592896,0.0,30,22
1652.0804443359375,2018-01-01,6,301.463623046875,6,R_A2,STANDARD,0,301.463623046875,0.31310224533081055,0.0,30,22
1653.873046875,2018-01-01,7,301.5838623046875,7,R_A2,STANDARD,0,301.5838623046875,0.8931220173835754,0.0,30,22
1655.6658935546875,2018-01-01,8,301.7041015625,8,R_A2,STANDARD,0,301.7041015625,0.8900781869888306,0.0,30,22
1657.4586181640625,2018-01-01,9,301.8243408203125,9,R_A2,STANDARD,0,301.8243408203125,0.902281641960144,0.0,30,22
1659.2513427734375,2018-01-01,10,301.944580078125,10,R_A2,STANDARD,0,301.944580078125,0.9168472290039062,0.0,30,22
1661.186767578125,2018-01-01,11,302.07440185546875,11,R_A2,STANDARD,0,302.07440185546875,0.07806280255317688,0.0,30,22
1663.2647705078125,2018-01-01,12,302.2137756347656,12,R_A2,STANDARD,0,302.2137756347656,0.080923892557621,0.0,30,22
1665.3426513671875,2018-01-01,13,302.3531494140625,13,R_A2,STANDARD,0,302.3531494140625,0.46263158321380615,0.0,30,22
1667.420654296875,2018-01-01,14,302.4925537109375,14,R_A2,STANDARD,0,302.4925537109375,0.5117357969284058,0.0,30,22
1669.4986572265625,2018-01-01,15,302.6319580078125,15,R_A2,STANDARD,0,302.6319580078125,0.9517866373062134,0.0,30,22
1671.57666015625,2018-01-01,16,302.7713623046875,16,R_A2,STANDARD,0,302.7713623046875,0.9840463995933533,0.0,30,22
1673.654541015625,2018-01-01,17,302.9107666015625,17,R_A2,STANDARD,0,302.9107666015625,0.9579663276672363,0.0,30,22
1675.488525390625,2018-01-01,18,303.0338134765625,18,R_A2,STANDARD,0,303.0338134765625,0.9921382665634155,0.0,30,22
1677.143798828125,2018-01-01,26,303.1448669433594,19,R_A2,STANDARD,0,303.1448669433594,1.0,0.0,30,22
1678.8642578125,2018-01-01,27,303.2602844238281,20,R_A2,STANDARD,0,303.2602844238281,1.0,0.0,30,22
1680.787353515625,2018-01-01,27,303.7481689453125,21,R_A2,STANDARD,0,303.7481689453125,1.0,0.0,29,22
1682.56591796875,2018-01-01,28,303.91668701171875,22,R_A2,STANDARD,0,303.91668701171875,1.0,0.0,29,22
1684.3446044921875,2018-01-01,29,304.0852355957031,23,R_A2,STANDARD,0,304.0852355957031,1.0,0.0,29,22
1686.123291015625,2018-01-01,30,304.2538146972656,24,R_A2,STANDARD,0,304.2538146972656,1.0,0.0,29,22
1607.8448486328125,2018-01-01,1,298.498046875,1,R_A3,STANDARD,0,298.498046875,0.6481541991233826,0.0,41,28
1609.9398193359375,2018-01-01,2,298.638427734375,2,R_A3,STANDARD,0,298.638427734375,0.19616839289665222,0.0,41,28
1612.03466796875,2018-01-01,3,298.7788391113281,3,R_A3,STANDARD,0,298.7788391113281,0.11823459714651108,0.0,41,28
1614.129638671875,2018-01-01,4,298.91925048828125,4,R_A3,STANDARD,0,298.91925048828125,0.18348264694213867,0.0,41,28
