SWAT,DEPTH,PRESSURE,CONIDX,CONBPRES,DATE,WELL,SGAS,CONIPOS,CONKPOS,WELLMODEL,CONJPOS,DRAWDOWN
0.05350371450185776,1640.5662841796875,300.7608947753906,1,300.7608947753906,2018-01-01,R_A2,0.0,22,1,STANDARD,30,0
0.055120810866355896,1642.337890625,300.8796691894531,2,300.8796691894531,2018-01-01,R_A2,0.0,22,2,STANDARD,30,0
0.05859580636024475,1644.109375,300.99847412109375,3,300.99847412109375,2018-01-01,R_A2,0.0,22,3,STANDARD,30,0
0.06232031434774399,1645.880859375,301.11724853515625,4,301.11724853515625,2018-01-01,R_A2,0.0,22,4,STANDARD,30,0
0.06479290872812271,1647.65234375,301.2360534667969,5,301.2360534667969,2018-01-01,R_A2,0.0,22,5,STANDARD,30,0
0.6481541991233826,1649.423828125,301.3548583984375,6,301.3548583984375,2018-01-01,R_A2,0.0,22,6,STANDARD,30,0
0.8689283728599548,1651.1953125,301.4736633300781,7,301.4736633300781,2018-01-01,R_A2,0.0,22,7,STANDARD,30,0
0.837588906288147,1652.966796875,301.59246826171875,8,301.59246826171875,2018-01-01,R_A2,0.0,22,8,STANDARD,30,0
0.6481541991233826,1654.73828125,301.7112731933594,9,301.7112731933594,2018-01-01,R_A2,0.0,22,9,STANDARD,30,0
0.8787603974342346,1656.5098876953125,301.8301086425781,10,301.8301086425781,2018-01-01,R_A2,0.0,22,10,STANDARD,30,0
0.06896629929542542,1658.400634765625,301.9569396972656,11,301.9569396972656,2018-01-01,R_A2,0.0,22,11,STANDARD,30,0
0.07467518001794815,1660.4107666015625,302.0917663574219,12,302.0917663574219,2018-01-01,R_A2,0.0,22,12,STANDARD,30,0
0.4281281530857086,1662.4208984375,302.2265930175781,13,302.2265930175781,2018-01-01,R_A2,0.0,22,13,STANDARD,30,0
0.4640965163707733,1664.4310302734375,302.3614196777344,14,302.3614196777344,2018-01-01,R_A2,0.0,22,14,STANDARD,30,0
0.9036399126052856,1666.441162109375,302.49627685546875,15,302.49627685546875,2018-01-01,R_A2,0.0,22,15,STANDARD,30,0
0.925809383392334,1668.451171875,302.631103515625,16,302.631103515625,2018-01-01,R_A2,0.0,22,16,STANDARD,30,0
0.8681386709213257,1670.4613037109375,302.7659606933594,17,302.7659606933594,2018-01-01,R_A2,0.0,22,17,STANDARD,30,0
0.8941235542297363,1672.369873046875,302.89398193359375,18,302.89398193359375,2018-01-01,R_A2,0.0,22,17,STANDARD,29,0
0.9561103582382202,1674.32373046875,303.02508544921875,19,303.02508544921875,2018-01-01,R_A2,0.0,22,18,STANDARD,29,0
0.9661080241203308,1675.37158203125,303.09539794921875,20,303.09539794921875,2018-01-01,R_A2,0.0,22,19,STANDARD,29,0
0.767078161239624,1676.4007568359375,303.1644287109375,21,303.1644287109375,2018-01-01,R_A2,0.0,22,25,STANDARD,29,0
1.0,1678.196533203125,303.284912109375,22,303.284912109375,2018-01-01,R_A2,0.0,22,26,STANDARD,29,0
1.0,1679.9923095703125,303.4054260253906,23,303.4054260253906,2018-01-01,R_A2,0.0,22,27,STANDARD,29,0
1.0,1681.7880859375,303.8429870605469,24,303.8429870605469,2018-01-01,R_A2,0.0,22,28,STANDARD,29,0
1.0,1683.583740234375,304.0131530761719,25,304.0131530761719,2018-01-01,R_A2,0.0,22,29,STANDARD,29,0
0.6481541991233826,1608.8416748046875,298.6341857910156,1,298.6341857910156,2018-01-01,R_A3,0.0,28,1,STANDARD,41,0
0.1522057056427002,1610.8228759765625,298.7669677734375,2,298.7669677734375,2018-01-01,R_A3,0.0,28,2,STANDARD,41,0
0.09705888479948044,1612.80419921875,298.8997497558594,3,298.8997497558594,2018-01-01,R_A3,0.0,28,3,STANDARD,41,0
0.12896697223186493,1604.842041015625,298.36614990234375,4,298.36614990234375,2018-01-01,R_A3,0.0,29,3,STANDARD,41,0
0.13753807544708252,1606.9385986328125,298.50665283203125,5,298.50665283203125,2018-01-01,R_A3,0.0,29,4,STANDARD,41,0
0.8083558082580566,1609.0352783203125,298.64715576171875,6,298.64715576171875,2018-01-01,R_A3,0.0,29,5,STANDARD,41,0
0.18100973963737488,1611.1318359375,298.78765869140625,7,298.78765869140625,2018-01-01,R_A3,0.0,29,6,STANDARD,41,0
0.19474910199642181,1613.2283935546875,298.9281921386719,8,298.9281921386719,2018-01-01,R_A3,0.0,29,7,STANDARD,41,0
0.28939610719680786,1615.324951171875,299.0687255859375,9,299.0687255859375,2018-01-01,R_A3,0.0,29,8,STANDARD,41,0
0.7970497608184814,1617.421630859375,299.2092590332031,10,299.2092590332031,2018-01-01,R_A3,0.0,29,9,STANDARD,41,0
0.7995483875274658,1619.5181884765625,299.3497619628906,11,299.3497619628906,2018-01-01,R_A3,0.0,29,10,STANDARD,41,0
0.04834255203604698,1621.6817626953125,299.49481201171875,12,299.49481201171875,2018-01-01,R_A3,0.0,29,11,STANDARD,41,0
0.05361995846033096,1623.912353515625,299.6443176269531,13,299.6443176269531,2018-01-01,R_A3,0.0,29,12,STANDARD,41,0
0.3701232075691223,1626.142822265625,299.7938537597656,14,299.7938537597656,2018-01-01,R_A3,0.0,29,13,STANDARD,41,0
0.2500112056732178,1628.37353515625,299.9433898925781,15,299.9433898925781,2018-01-01,R_A3,0.0,29,14,STANDARD,41,0
0.4350518584251404,1630.60400390625,300.0929260253906,16,300.0929260253906,2018-01-01,R_A3,0.0,29,15,STANDARD,41,0
0.8072711825370789,1632.5118408203125,300.2208251953125,17,300.2208251953125,2018-01-01,R_A3,0.0,29,16,STANDARD,41,0
1.0,1635.033447265625,300.389892578125,18,300.389892578125,2018-01-01,R_A3,0.0,29,25,STANDARD,41,0
0.044147592037916183,1638.4913330078125,300.6217346191406,19,300.6217346191406,2018-01-01,R_A3,0.0,29,26,STANDARD,41,0
0.04911087825894356,1641.9490966796875,300.8536071777344,20,300.8536071777344,2018-01-01,R_A3,0.0,29,27,STANDARD,41,0
0.6754693984985352,1645.406982421875,301.0854797363281,21,301.0854797363281,2018-01-01,R_A3,0.0,29,28,STANDARD,41,0
0.06018369272351265,1648.8648681640625,301.3173828125,22,301.3173828125,2018-01-01,R_A3,0.0,29,29,STANDARD,41,0
0.11384093016386032,1631.5703125,300.15771484375,1,300.15771484375,2018-01-01,R_A4,0.0,30,1,STANDARD,52,0
0.21409331262111664,1626.626220703125,299.8262634277344,2,299.8262634277344,2018-01-01,R_A4,0.0,31,1,STANDARD,52,0
0.14741675555706024,1628.6865234375,299.9643859863281,3,299.9643859863281,2018-01-01,R_A4,0.0,31,2,STANDARD,52,0
0.05065703019499779,1630.746826171875,300.1025085449219,4,300.1025085449219,2018-01-01,R_A4,0.0,31,3,STANDARD,52,0
0.05294962227344513,1632.80712890625,300.2406311035156,5,300.2406311035156,2018-01-01,R_A4,0.0,31,4,STANDARD,52,0
0.05278320237994194,1631.27294921875,300.1377868652344,6,300.1377868652344,2018-01-01,R_A4,0.0,32,4,STANDARD,52,0
0.2466477006673813,1633.135009765625,300.26263427734375,7,300.26263427734375,2018-01-01,R_A4,0.0,32,5,STANDARD,52,0
0.1624988466501236,1637.35888671875,300.54583740234375,8,300.54583740234375,2018-01-01,R_A4,0.0,32,5,STANDARD,51,0
0.054120179265737534,1635.5506591796875,300.4245910644531,9,300.4245910644531,2018-01-01,R_A4,0.0,32,4,STANDARD,51,0
0.05643417313694954,1636.74462890625,300.504638671875,10,300.504638671875,2018-01-01,R_A4,0.0,33,4,STANDARD,51,0
0.06035836413502693,1643.001220703125,300.9241638183594,11,300.9241638183594,2018-01-01,R_A4,0.0,33,4,STANDARD,50,0
