CONIPOS,CONJPOS,CONKPOS,DEPTH,PRESSURE,SWAT,SGAS,CONIDX,Drawdown,DATE,WELL,WELLMODEL,CONBPRES
27,30,5,1610.519287109375,303.6291809082031,0.03185819461941719,0.0,1,0,2000-02-01,OP_1,MULTISEG,303.6291809082031
27,30,6,1613.393310546875,303.8124694824219,0.02819811925292015,0.0,2,0,2000-02-01,OP_1,MULTISEG,303.8124694824219
27,30,7,1616.4969482421875,304.0104675292969,0.02693561650812626,0.0,3,0,2000-02-01,OP_1,MULTISEG,304.0104675292969
27,30,8,1619.600830078125,304.2084655761719,0.030908752232789993,0.0,4,0,2000-02-01,OP_1,MULTISEG,304.2084655761719
27,30,9,1622.70458984375,304.406494140625,0.03458966687321663,0.0,5,0,2000-02-01,OP_1,MULTISEG,304.406494140625
27,30,10,1625.808349609375,304.60455322265625,0.07173372805118561,0.0,6,0,2000-02-01,OP_1,MULTISEG,304.60455322265625
20,13,6,1654.473876953125,306.0963439941406,0.11899686604738235,0.0,1,0,2000-02-01,OP_2,MULTISEG,306.0963439941406
20,13,7,1657.103271484375,306.264404296875,0.06057244911789894,0.0,2,0,2000-02-01,OP_2,MULTISEG,306.264404296875
20,13,8,1659.732666015625,306.4322509765625,0.0614880807697773,0.0,3,0,2000-02-01,OP_2,MULTISEG,306.4322509765625
20,13,9,1662.36181640625,306.60003662109375,0.06130736321210861,0.0,4,0,2000-02-01,OP_2,MULTISEG,306.60003662109375
20,13,10,1664.9910888671875,306.7662048339844,0.20642052590847015,0.0,5,0,2000-02-01,OP_2,MULTISEG,306.7662048339844
28,47,9,1658.51806640625,306.6954650878906,0.11938779801130295,0.0,1,0,2000-02-01,OP_3,MULTISEG,306.6954650878906
28,47,10,1661.5081787109375,306.8863525390625,0.10089997947216034,0.0,2,0,2000-02-01,OP_3,MULTISEG,306.8863525390625
28,47,11,1664.3709716796875,307.0691223144531,0.059649523347616196,0.0,3,0,2000-02-01,OP_3,MULTISEG,307.0691223144531
28,47,12,1667.1063232421875,307.2437744140625,0.05769125744700432,0.0,4,0,2000-02-01,OP_3,MULTISEG,307.2437744140625
28,47,13,1669.8419189453125,307.4184265136719,0.05731534585356712,0.0,5,0,2000-02-01,OP_3,MULTISEG,307.4184265136719
28,47,14,1672.5771484375,307.5931091308594,0.06725354492664337,0.0,6,0,2000-02-01,OP_3,MULTISEG,307.5931091308594
