SGAS,DEPTH,CONJPOS,WELLMODEL,CONKPOS,CONIPOS,WELL,SWAT,PRESSURE,CONBPRES,DATE,DRAWDOWN,CONIDX
0.0,1628.4735107421875,52,STANDARD,1,30,R_A4,0.04985661432147026,299.8226623535156,299.8226623535156,2018-01-01,0,1
0.0,1625.309814453125,52,STANDARD,1,31,R_A4,0.049412719905376434,299.610595703125,299.610595703125,2018-01-01,0,2
0.0,1627.388916015625,52,STANDARD,2,31,R_A4,0.051049407571554184,299.7499694824219,299.7499694824219,2018-01-01,0,3
0.0,1629.468017578125,52,STANDARD,3,31,R_A4,0.051029711961746216,299.88934326171875,299.88934326171875,2018-01-01,0,4
0.0,1631.5469970703125,52,STANDARD,4,31,R_A4,0.05317990109324455,300.0287170410156,300.0287170410156,2018-01-01,0,5
0.0,1633.6260986328125,52,STANDARD,5,31,R_A4,0.05533594638109207,300.1680908203125,300.1680908203125,2018-01-01,0,6
0.0,1632.013427734375,52,STANDARD,5,32,R_A4,0.05460340902209282,300.05999755859375,300.05999755859375,2018-01-01,0,7
0.0,1633.9227294921875,52,STANDARD,6,32,R_A4,0.05472797900438309,300.18798828125,300.18798828125,2018-01-01,0,8
0.0,1636.127197265625,51,STANDARD,6,32,R_A4,0.0587422177195549,300.3357849121094,300.3357849121094,2018-01-01,0,9
0.0,1637.066162109375,51,STANDARD,6,33,R_A4,0.05932576209306717,300.39874267578125,300.39874267578125,2018-01-01,0,10
0.0,1635.181396484375,51,STANDARD,5,33,R_A4,0.05835685878992081,300.2723693847656,300.2723693847656,2018-01-01,0,11
0.0,1641.5574951171875,50,STANDARD,6,33,R_A4,0.06408800184726715,300.69989013671875,300.69989013671875,2018-01-01,0,12
0.0,1640.4188232421875,50,STANDARD,6,34,R_A4,0.06271319091320038,300.62353515625,300.62353515625,2018-01-01,0,13
0.0,1638.480224609375,50,STANDARD,5,34,R_A4,0.1426021307706833,300.4935607910156,300.4935607910156,2018-01-01,0,14
0.0,1640.9039306640625,50,STANDARD,5,35,R_A4,0.14673162996768951,300.65606689453125,300.65606689453125,2018-01-01,0,15
0.0,1639.0723876953125,50,STANDARD,4,35,R_A4,0.2092703878879547,300.53326416015625,300.53326416015625,2018-01-01,0,16
0.0,1641.37890625,49,STANDARD,4,35,R_A4,0.21194058656692505,300.68792724609375,300.68792724609375,2018-01-01,0,17
0.0,1644.379150390625,49,STANDARD,30,36,R_A4,0.13460424542427063,300.88909912109375,300.88909912109375,2018-01-01,0,18
0.0,1643.8538818359375,48,STANDARD,30,36,R_A4,0.16532249748706818,300.8538818359375,300.8538818359375,2018-01-01,0,19
0.0,1652.5848388671875,48,STANDARD,30,37,R_A4,0.13787034153938293,301.43939208984375,301.43939208984375,2018-01-01,0,20
0.0,1647.0693359375,48,STANDARD,29,37,R_A4,1.0,301.0694885253906,301.0694885253906,2018-01-01,0,21
0.0,1650.894775390625,48,STANDARD,29,38,R_A4,1.0,301.3260192871094,301.3260192871094,2018-01-01,0,22
0.0,1652.91796875,47,STANDARD,29,38,R_A4,0.6481541991233826,301.46173095703125,301.46173095703125,2018-01-01,0,23
0.0,1658.3157958984375,47,STANDARD,30,38,R_A4,0.15322501957416534,301.82373046875,301.82373046875,2018-01-01,0,24
0.0,1684.7088623046875,20,STANDARD,1,31,R_A5,1.0,303.8139953613281,303.8139953613281,2018-01-01,0,1
0.0,1687.059814453125,20,STANDARD,2,31,R_A5,1.0,304.0367431640625,304.0367431640625,2018-01-01,0,2
0.0,1689.41064453125,20,STANDARD,3,31,R_A5,1.0,304.259521484375,304.259521484375,2018-01-01,0,3
0.0,1691.761474609375,20,STANDARD,4,31,R_A5,1.0,304.4823303222656,304.4823303222656,2018-01-01,0,4
0.0,1694.1123046875,20,STANDARD,5,31,R_A5,1.0,304.7051086425781,304.7051086425781,2018-01-01,0,5
0.0,1696.463134765625,20,STANDARD,6,31,R_A5,1.0,304.9278869628906,304.9278869628906,2018-01-01,0,6
0.0,1698.81396484375,20,STANDARD,7,31,R_A5,1.0,305.4564514160156,305.4564514160156,2018-01-01,0,7
0.0,1701.1649169921875,20,STANDARD,8,31,R_A5,1.0,305.6792297363281,305.6792297363281,2018-01-01,0,8
0.0,1708.0555419921875,20,STANDARD,11,31,R_A5,1.0,306.026611328125,306.026611328125,2018-01-01,0,9
0.0,1696.928955078125,21,STANDARD,11,31,R_A5,1.0,304.9721374511719,304.9721374511719,2018-01-01,0,10
0.0,1698.9920654296875,21,STANDARD,12,31,R_A5,1.0,305.16766357421875,305.16766357421875,2018-01-01,0,11
0.0,1701.05517578125,21,STANDARD,13,31,R_A5,1.0,305.3751525878906,305.3751525878906,2018-01-01,0,12
0.0,1703.118408203125,21,STANDARD,14,31,R_A5,1.0,305.5706787109375,305.5706787109375,2018-01-01,0,13
0.0,1705.1815185546875,21,STANDARD,15,31,R_A5,1.0,305.7662048339844,305.7662048339844,2018-01-01,0,14
0.0,1707.2447509765625,21,STANDARD,16,31,R_A5,1.0,306.1067199707031,306.1067199707031,2018-01-01,0,15
0.0,1709.307861328125,21,STANDARD,17,31,R_A5,1.0,306.30224609375,306.30224609375,2018-01-01,0,16
0.0,1711.37109375,21,STANDARD,18,31,R_A5,1.0,306.497802734375,306.497802734375,2018-01-01,0,17
0.0,1712.894775390625,21,STANDARD,19,31,R_A5,1.0,306.6422119140625,306.6422119140625,2018-01-01,0,18
0.0,1714.698486328125,21,STANDARD,27,31,R_A5,1.0,306.6560363769531,306.6560363769531,2018-01-01,0,19
0.0,1717.3212890625,21,STANDARD,28,31,R_A5,1.0,306.9046325683594,306.9046325683594,2018-01-01,0,20
0.0,1719.9442138671875,21,STANDARD,29,31,R_A5,1.0,307.458984375,307.458984375,2018-01-01,0,21
0.0,1722.567138671875,21,STANDARD,30,31,R_A5,1.0,307.70758056640625,307.70758056640625,2018-01-01,0,22
0.0,1725.1900634765625,21,STANDARD,31,31,R_A5,1.0,307.9561767578125,307.9561767578125,2018-01-01,0,23
0.0,1694.9871826171875,42,STANDARD,1,17,R_A6,1.0,305.0937805175781,305.0937805175781,2018-01-01,0,1
0.0,1696.529052734375,42,STANDARD,2,17,R_A6,1.0,305.2398986816406,305.2398986816406,2018-01-01,0,2
0.0,1698.071044921875,42,STANDARD,3,17,R_A6,1.0,305.3860168457031,305.3860168457031,2018-01-01,0,3
0.0,1699.6129150390625,42,STANDARD,4,17,R_A6,1.0,305.53216552734375,305.53216552734375,2018-01-01,0,4
0.0,1701.1549072265625,42,STANDARD,5,17,R_A6,1.0,305.67828369140625,305.67828369140625,2018-01-01,0,5
0.0,1702.6968994140625,42,STANDARD,6,17,R_A6,1.0,305.8244323730469,305.8244323730469,2018-01-01,0,6
0.0,1704.2388916015625,42,STANDARD,7,17,R_A6,1.0,305.6715087890625,305.6715087890625,2018-01-01,0,7
0.0,1705.78076171875,42,STANDARD,8,17,R_A6,1.0,306.1166687011719,306.1166687011719,2018-01-01,0,8
0.0,1707.32275390625,42,STANDARD,9,17,R_A6,1.0,306.2628173828125,306.2628173828125,2018-01-01,0,9
0.0,1708.86474609375,42,STANDARD,10,17,R_A6,1.0,306.408935546875,306.408935546875,2018-01-01,0,10
0.0,1710.823974609375,42,STANDARD,11,17,R_A6,1.0,306.2889709472656,306.2889709472656,2018-01-01,0,11
0.0,1713.2001953125,42,STANDARD,12,17,R_A6,1.0,306.51416015625,306.51416015625,2018-01-01,0,12
0.0,1715.57666015625,42,STANDARD,13,17,R_A6,1.0,306.7513427734375,306.7513427734375,2018-01-01,0,13
0.0,1717.9530029296875,42,STANDARD,14,17,R_A6,1.0,306.9765625,306.9765625,2018-01-01,0,14
0.0,1720.329345703125,42,STANDARD,15,17,R_A6,1.0,307.3468017578125,307.3468017578125,2018-01-01,0,15
0.0,1722.705810546875,42,STANDARD,16,17,R_A6,1.0,307.572021484375,307.572021484375,2018-01-01,0,16
0.0,1725.071533203125,42,STANDARD,17,17,R_A6,1.0,307.7962646484375,307.7962646484375,2018-01-01,0,17
0.0,1726.3974609375,42,STANDARD,18,17,R_A6,1.0,307.92193603515625,307.92193603515625,2018-01-01,0,18
0.0,1727.406494140625,42,STANDARD,27,17,R_A6,1.0,307.8604736328125,307.8604736328125,2018-01-01,0,19
0.0,1729.1280517578125,42,STANDARD,28,17,R_A6,1.0,308.32940673828125,308.32940673828125,2018-01-01,0,20
0.0,1730.8497314453125,42,STANDARD,29,17,R_A6,1.0,308.4925842285156,308.4925842285156,2018-01-01,0,21
0.0,1732.5712890625,42,STANDARD,30,17,R_A6,1.0,308.65576171875,308.65576171875,2018-01-01,0,22
0.0,1734.2928466796875,42,STANDARD,31,17,R_A6,1.0,308.5131530761719,308.5131530761719,2018-01-01,0,23
0.0,1636.4700927734375,30,STANDARD,1,22,R_A2,0.054704416543245316,297.4925231933594,297.4925231933594,2018-03-01,0,1
0.0,1638.24853515625,30,STANDARD,2,22,R_A2,0.05515942722558975,297.6116943359375,297.6116943359375,2018-03-01,0,2
0.0,1640.0269775390625,30,STANDARD,3,22,R_A2,0.05870646610856056,297.7308654785156,297.7308654785156,2018-03-01,0,3
0.0,1641.805419921875,30,STANDARD,4,22,R_A2,0.06278849393129349,297.8500061035156,297.8500061035156,2018-03-01,0,4
0.0,1643.583984375,30,STANDARD,5,22,R_A2,0.06606124341487885,297.96917724609375,297.96917724609375,2018-03-01,0,5
0.0,1645.3624267578125,30,STANDARD,6,22,R_A2,0.15629643201828003,298.08837890625,298.08837890625,2018-03-01,0,6
0.0,1647.140869140625,30,STANDARD,7,22,R_A2,0.8686636090278625,298.2198181152344,298.2198181152344,2018-03-01,0,7
0.0,1648.9193115234375,30,STANDARD,8,22,R_A2,0.8613948225975037,298.3486328125,298.3486328125,2018-03-01,0,8
0.0,1650.69775390625,30,STANDARD,9,22,R_A2,0.8731251955032349,298.47430419921875,298.47430419921875,2018-03-01,0,9
0.0,1652.476318359375,30,STANDARD,10,22,R_A2,0.8953204154968262,298.94940185546875,298.94940185546875,2018-03-01,0,10
0.0,1654.37158203125,30,STANDARD,11,22,R_A2,0.0701494812965393,299.46295166015625,299.46295166015625,2018-03-01,0,11
0.0,1656.383544921875,30,STANDARD,12,22,R_A2,0.19458897411823273,299.59783935546875,299.59783935546875,2018-03-01,0,12
0.0,1658.3955078125,30,STANDARD,13,22,R_A2,0.43643394112586975,299.7333068847656,299.7333068847656,2018-03-01,0,13
0.0,1660.407470703125,30,STANDARD,14,22,R_A2,0.5106808543205261,299.87188720703125,299.87188720703125,2018-03-01,0,14
0.0,1662.41943359375,30,STANDARD,15,22,R_A2,0.9172704219818115,300.0135192871094,300.0135192871094,2018-03-01,0,15
0.0,1664.431396484375,30,STANDARD,16,22,R_A2,0.9256041646003723,300.1501159667969,300.1501159667969,2018-03-01,0,16
0.0,1669.1632080078125,29,STANDARD,16,22,R_A2,0.9540544748306274,300.5626220703125,300.5626220703125,2018-03-01,0,17
0.0,1671.38330078125,29,STANDARD,17,22,R_A2,0.9519798755645752,300.71124267578125,300.71124267578125,2018-03-01,0,18
0.0,1672.9940185546875,29,STANDARD,18,22,R_A2,0.973748505115509,300.8192443847656,300.8192443847656,2018-03-01,0,19
0.0,1674.3804931640625,29,STANDARD,27,22,R_A2,0.6481594443321228,302.8269348144531,302.8269348144531,2018-03-01,0,20
0.0,1676.1524658203125,29,STANDARD,28,22,R_A2,0.8484521508216858,301.6819152832031,301.6819152832031,2018-03-01,0,21
1.4193245689853029e-08,1677.92431640625,29,STANDARD,29,22,R_A2,1.0000001192092896,302.1228942871094,302.1228942871094,2018-03-01,0,22
7.518584279470053e-14,1679.6962890625,29,STANDARD,30,22,R_A2,1.0,302.8150634765625,302.8150634765625,2018-03-01,0,23
1.0298955021052422e-14,1681.4681396484375,29,STANDARD,31,22,R_A2,1.0,303.38458251953125,303.38458251953125,2018-03-01,0,24
-2.8180819242375074e-17,1684.7088623046875,20,STANDARD,1,31,R_A5,1.0,270.41827392578125,270.41827392578125,2018-04-28,0,1
-2.5534776988914306e-16,1687.059814453125,20,STANDARD,2,31,R_A5,1.0,270.640869140625,270.640869140625,2018-04-28,0,2
-1.2743538693640432e-15,1689.41064453125,20,STANDARD,3,31,R_A5,1.0,270.8635559082031,270.8635559082031,2018-04-28,0,3
-1.5732511500219965e-15,1691.761474609375,20,STANDARD,4,31,R_A5,1.0,271.0862121582031,271.0862121582031,2018-04-28,0,4
-1.534590448726942e-15,1694.1123046875,20,STANDARD,5,31,R_A5,1.0,271.30877685546875,271.30877685546875,2018-04-28,0,5
-9.490403839383069e-16,1696.463134765625,20,STANDARD,6,31,R_A5,1.0,271.53125,271.53125,2018-04-28,0,6
-2.69582529144666e-16,1698.81396484375,20,STANDARD,7,31,R_A5,1.0,272.0787048339844,272.0787048339844,2018-04-28,0,7
-8.361552972061014e-16,1701.1649169921875,20,STANDARD,8,31,R_A5,1.0,272.33905029296875,272.33905029296875,2018-04-28,0,8
1.2115628595862904e-13,1708.0555419921875,20,STANDARD,11,31,R_A5,1.0,273.5262756347656,273.5262756347656,2018-04-28,0,9
5.849752626740923e-11,1696.928955078125,21,STANDARD,11,31,R_A5,1.0,271.86993408203125,271.86993408203125,2018-04-28,0,10
-5.046286739168737e-13,1698.9920654296875,21,STANDARD,12,31,R_A5,1.0,271.99359130859375,271.99359130859375,2018-04-28,0,11
-3.6427729322580094e-13,1701.05517578125,21,STANDARD,13,31,R_A5,1.0,272.2573547363281,272.2573547363281,2018-04-28,0,12
-8.394184327666088e-13,1703.118408203125,21,STANDARD,14,31,R_A5,1.0,272.4563293457031,272.4563293457031,2018-04-28,0,13
-2.404722742547355e-13,1705.1815185546875,21,STANDARD,15,31,R_A5,1.0,272.65570068359375,272.65570068359375,2018-04-28,0,14
-1.0906493129415537e-13,1707.2447509765625,21,STANDARD,16,31,R_A5,1.0,273.01416015625,273.01416015625,2018-04-28,0,15
-3.331813627145447e-15,1709.307861328125,21,STANDARD,17,31,R_A5,1.0,273.2677917480469,273.2677917480469,2018-04-28,0,16
2.7229790501532647e-15,1711.37109375,21,STANDARD,18,31,R_A5,1.0,273.5852355957031,273.5852355957031,2018-04-28,0,17
-1.4612932784934148e-14,1712.894775390625,21,STANDARD,19,31,R_A5,1.0,273.8089599609375,273.8089599609375,2018-04-28,0,18
3.232168655983858e-12,1714.698486328125,21,STANDARD,27,31,R_A5,1.0,283.27191162109375,283.27191162109375,2018-04-28,0,19
3.857675030111141e-12,1717.3212890625,21,STANDARD,28,31,R_A5,1.0,283.5494079589844,283.5494079589844,2018-04-28,0,20
2.5900062263523438e-17,1719.9442138671875,21,STANDARD,29,31,R_A5,1.0,292.52960205078125,292.52960205078125,2018-04-28,0,21
3.841325332500827e-15,1722.567138671875,21,STANDARD,30,31,R_A5,1.0,285.7226867675781,285.7226867675781,2018-04-28,0,22
4.5974619863539086e-18,1725.1900634765625,21,STANDARD,31,31,R_A5,1.0,284.365966796875,284.365966796875,2018-04-28,0,23
0.0,1606.9556884765625,41,STANDARD,1,28,R_A3,0.6490198969841003,284.713623046875,284.713623046875,2018-07-03,0,1
0.0,1608.96435546875,41,STANDARD,2,28,R_A3,0.1184207871556282,284.8423156738281,284.8423156738281,2018-07-03,0,2
0.0,1610.9730224609375,41,STANDARD,3,28,R_A3,0.11842266470193863,284.9764709472656,284.9764709472656,2018-07-03,0,3
0.0,1612.981689453125,41,STANDARD,4,28,R_A3,0.6537075638771057,285.11334228515625,285.11334228515625,2018-07-03,0,4
0.0,1614.9903564453125,41,STANDARD,5,28,R_A3,0.8232897520065308,285.52166748046875,285.52166748046875,2018-07-03,0,5
0.0,1616.9990234375,41,STANDARD,6,28,R_A3,0.6490265727043152,285.6640319824219,285.6640319824219,2018-07-03,0,6
0.0,1619.0076904296875,41,STANDARD,7,28,R_A3,0.20801545679569244,285.8056335449219,285.8056335449219,2018-07-03,0,7
0.0,1613.037841796875,41,STANDARD,7,29,R_A3,0.20191165804862976,285.3873291015625,285.3873291015625,2018-07-03,0,8
0.0,1615.03857421875,41,STANDARD,8,29,R_A3,0.20186322927474976,285.5207824707031,285.5207824707031,2018-07-03,0,9
0.0,1617.0391845703125,41,STANDARD,9,29,R_A3,0.7998344898223877,285.7392272949219,285.7392272949219,2018-07-03,0,10
0.0,1619.0399169921875,41,STANDARD,10,29,R_A3,0.8037691116333008,289.13494873046875,289.13494873046875,2018-07-03,0,11
0.0,1621.3125,41,STANDARD,11,29,R_A3,0.049668148159980774,291.48333740234375,291.48333740234375,2018-07-03,0,12
0.0,1623.8568115234375,41,STANDARD,12,29,R_A3,0.057579971849918365,291.653564453125,291.653564453125,2018-07-03,0,13
0.0,1626.4010009765625,41,STANDARD,13,29,R_A3,0.3755909204483032,291.8263244628906,291.8263244628906,2018-07-03,0,14
0.0,1628.9453125,41,STANDARD,14,29,R_A3,0.35096362233161926,291.99822998046875,291.99822998046875,2018-07-03,0,15
0.0,1631.3753662109375,41,STANDARD,15,29,R_A3,0.8108641505241394,292.18023681640625,292.18023681640625,2018-07-03,0,16
0.0,1634.5001220703125,41,STANDARD,27,29,R_A3,0.6493642330169678,284.92523193359375,284.92523193359375,2018-07-03,0,17
0.0,1637.9515380859375,41,STANDARD,28,29,R_A3,0.04644542559981346,285.1500549316406,285.1500549316406,2018-07-03,0,18
0.0,1641.40283203125,41,STANDARD,29,29,R_A3,0.17226260900497437,285.380615234375,285.380615234375,2018-07-03,0,19
5.577376532622455e-14,1644.854248046875,41,STANDARD,30,29,R_A3,1.0,288.79449462890625,288.79449462890625,2018-07-03,0,20
0.0,1648.3056640625,41,STANDARD,31,29,R_A3,0.17789790034294128,285.7996520996094,285.7996520996094,2018-07-03,0,21
0.0,1628.4735107421875,52,STANDARD,1,30,R_A4,0.0499567985534668,277.7740478515625,277.7740478515625,2018-09-12,0,1
0.0,1625.309814453125,52,STANDARD,1,31,R_A4,0.04951092600822449,277.6651916503906,277.6651916503906,2018-09-12,0,2
0.0,1627.388916015625,52,STANDARD,2,31,R_A4,0.05115180462598801,277.8037414550781,277.8037414550781,2018-09-12,0,3
0.0,1629.468017578125,52,STANDARD,3,31,R_A4,0.05114130303263664,277.9422912597656,277.9422912597656,2018-09-12,0,4
0.0,1631.5469970703125,52,STANDARD,4,31,R_A4,0.05328883230686188,278.080810546875,278.080810546875,2018-09-12,0,5
0.0,1633.6260986328125,52,STANDARD,5,31,R_A4,0.05543879047036171,278.2193298339844,278.2193298339844,2018-09-12,0,6
0.0,1632.013427734375,52,STANDARD,5,32,R_A4,0.05471254885196686,278.2259216308594,278.2259216308594,2018-09-12,0,7
0.0,1633.9227294921875,52,STANDARD,6,32,R_A4,0.05484047904610634,278.3531188964844,278.3531188964844,2018-09-12,0,8
0.0,1636.127197265625,51,STANDARD,6,32,R_A4,0.05884606018662453,278.4298400878906,278.4298400878906,2018-09-12,0,9
0.0,1637.066162109375,51,STANDARD,6,33,R_A4,0.05940664932131767,278.6181335449219,278.6181335449219,2018-09-12,0,10
0.0,1635.181396484375,51,STANDARD,5,33,R_A4,0.058449648320674896,278.49249267578125,278.49249267578125,2018-09-12,0,11
0.0,1641.5574951171875,50,STANDARD,6,33,R_A4,0.06428978592157364,278.88494873046875,278.88494873046875,2018-09-12,0,12
0.0,1640.4188232421875,50,STANDARD,6,34,R_A4,0.06296133249998093,278.9244384765625,278.9244384765625,2018-09-12,0,13
0.0,1638.480224609375,50,STANDARD,5,34,R_A4,0.14298103749752045,278.7950439453125,278.7950439453125,2018-09-12,0,14
0.0,1640.9039306640625,50,STANDARD,5,35,R_A4,0.1469503492116928,279.0432434082031,279.0432434082031,2018-09-12,0,15
0.0,1639.0723876953125,50,STANDARD,4,35,R_A4,0.20955230295658112,278.9208984375,278.9208984375,2018-09-12,0,16
0.0,1641.37890625,49,STANDARD,4,35,R_A4,0.21230845153331757,279.02923583984375,279.02923583984375,2018-09-12,0,17
0.0,1644.379150390625,49,STANDARD,30,36,R_A4,0.13445496559143066,278.54229736328125,278.54229736328125,2018-09-12,0,18
0.0,1643.8538818359375,48,STANDARD,30,36,R_A4,0.15864138305187225,278.2489929199219,278.2489929199219,2018-09-12,0,19
0.0,1652.5848388671875,48,STANDARD,30,37,R_A4,0.1378747522830963,279.233642578125,279.233642578125,2018-09-12,0,20
5.229320882566002e-12,1647.0693359375,48,STANDARD,29,37,R_A4,1.0,283.63604736328125,283.63604736328125,2018-09-12,0,21
5.0766344253383444e-12,1650.894775390625,48,STANDARD,29,38,R_A4,1.0,285.4808654785156,285.4808654785156,2018-09-12,0,22
0.0,1652.91796875,47,STANDARD,29,38,R_A4,0.6529133319854736,279.3606262207031,279.3606262207031,2018-09-12,0,23
0.0,1658.3157958984375,47,STANDARD,30,38,R_A4,0.15324270725250244,279.8175354003906,279.8175354003906,2018-09-12,0,24
-1.279671118690432e-15,1694.9871826171875,42,STANDARD,1,17,R_A6,1.0,276.69085693359375,276.69085693359375,2018-11-07,0,1
-7.922214452374746e-16,1696.529052734375,42,STANDARD,2,17,R_A6,1.0,276.8358459472656,276.8358459472656,2018-11-07,0,2
-5.140765247268109e-16,1698.071044921875,42,STANDARD,3,17,R_A6,1.0,276.97857666015625,276.97857666015625,2018-11-07,0,3
-4.634996580506646e-16,1699.6129150390625,42,STANDARD,4,17,R_A6,1.0,277.11810302734375,277.11810302734375,2018-11-07,0,4
-7.487639963621191e-16,1701.1549072265625,42,STANDARD,5,17,R_A6,1.0,277.2561950683594,277.2561950683594,2018-11-07,0,5
-1.6421830089069066e-15,1702.6968994140625,42,STANDARD,6,17,R_A6,1.0,277.39666748046875,277.39666748046875,2018-11-07,0,6
-1.8935877239595507e-14,1704.2388916015625,42,STANDARD,7,17,R_A6,1.0,277.2411804199219,277.2411804199219,2018-11-07,0,7
-2.6526257641037434e-15,1705.78076171875,42,STANDARD,8,17,R_A6,1.0,277.68597412109375,277.68597412109375,2018-11-07,0,8
