SWAT,CONKPOS,DATE,PRESSURE,DEPTH,DRAWDOWN,CONJPOS,WELL,SGAS,CONIPOS,WELLMODEL,CONBPRES,CONIDX
0.10710188001394272,1,2018-01-01,300.6085510253906,1640.1292724609375,0,30,R_A2,0.0,22,STANDARD,300.6085510253906,1
0.1095002219080925,2,2018-01-01,300.7336730957031,1641.9951171875,0,30,R_A2,0.0,22,STANDARD,300.7336730957031,2
0.07696150988340378,3,2018-01-01,300.8587646484375,1643.8609619140625,0,30,R_A2,0.0,22,STANDARD,300.8587646484375,3
0.0661940798163414,4,2018-01-01,300.98388671875,1645.726806640625,0,30,R_A2,0.0,22,STANDARD,300.98388671875,4
0.07185470312833786,5,2018-01-01,301.1090087890625,1647.592529296875,0,30,R_A2,0.0,22,STANDARD,301.1090087890625,5
0.11851825565099716,6,2018-01-01,301.234130859375,1649.4583740234375,0,30,R_A2,0.0,22,STANDARD,301.234130859375,6
0.6481541991233826,7,2018-01-01,301.3592529296875,1651.32421875,0,30,R_A2,0.0,22,STANDARD,301.3592529296875,7
0.6481541991233826,8,2018-01-01,301.484375,1653.1900634765625,0,30,R_A2,0.0,22,STANDARD,301.484375,8
0.17301611602306366,9,2018-01-01,301.6095275878906,1655.055908203125,0,30,R_A2,0.0,22,STANDARD,301.6095275878906,9
0.3262333273887634,10,2018-01-01,301.7346496582031,1656.921630859375,0,30,R_A2,0.0,22,STANDARD,301.7346496582031,10
0.07772665470838547,11,2018-01-01,301.8669738769531,1658.89453125,0,30,R_A2,0.0,22,STANDARD,301.8669738769531,11
0.07619772851467133,12,2018-01-01,302.0065002441406,1660.9744873046875,0,30,R_A2,0.0,22,STANDARD,302.0065002441406,12
0.45667752623558044,13,2018-01-01,302.14599609375,1663.054443359375,0,30,R_A2,0.0,22,STANDARD,302.14599609375,13
0.4973442554473877,14,2018-01-01,302.2855224609375,1665.1343994140625,0,30,R_A2,0.0,22,STANDARD,302.2855224609375,14
0.6992806196212769,15,2018-01-01,302.425048828125,1667.21435546875,0,30,R_A2,0.0,22,STANDARD,302.425048828125,15
0.9659320712089539,16,2018-01-01,302.5645751953125,1669.2943115234375,0,30,R_A2,0.0,22,STANDARD,302.5645751953125,16
0.9523119926452637,17,2018-01-01,302.7041320800781,1671.374267578125,0,30,R_A2,0.0,22,STANDARD,302.7041320800781,17
0.97816401720047,18,2018-01-01,302.8399658203125,1673.3990478515625,0,30,R_A2,0.0,22,STANDARD,302.8399658203125,18
0.5640682578086853,27,2018-01-01,302.99102783203125,1675.6507568359375,0,30,R_A2,0.0,22,STANDARD,302.99102783203125,19
0.36726662516593933,27,2018-01-01,302.8492431640625,1673.5377197265625,0,29,R_A2,0.0,22,STANDARD,302.8492431640625,20
1.0,28,2018-01-01,302.9712829589844,1675.3565673828125,0,29,R_A2,0.0,22,STANDARD,302.9712829589844,21
1.0,29,2018-01-01,303.4058837890625,1677.1754150390625,0,29,R_A2,0.0,22,STANDARD,303.4058837890625,22
1.0,30,2018-01-01,303.5782470703125,1678.994140625,0,29,R_A2,0.0,22,STANDARD,303.5782470703125,23
1.0,31,2018-01-01,303.7505798339844,1680.81298828125,0,29,R_A2,0.0,22,STANDARD,303.7505798339844,24
0.1168520525097847,1,2018-01-01,298.7123107910156,1611.842041015625,0,41,R_A3,0.0,28,STANDARD,298.7123107910156,1
0.11955513805150986,2,2018-01-01,298.8453063964844,1613.82666015625,0,41,R_A3,0.0,28,STANDARD,298.8453063964844,2
0.12377677112817764,3,2018-01-01,298.97833251953125,1615.8115234375,0,41,R_A3,0.0,28,STANDARD,298.97833251953125,3
0.2923634946346283,4,2018-01-01,299.1113586425781,1617.7962646484375,0,41,R_A3,0.0,28,STANDARD,299.1113586425781,4
0.6481541991233826,5,2018-01-01,299.2444152832031,1619.781005859375,0,41,R_A3,0.0,28,STANDARD,299.2444152832031,5
