ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,18118625,2866789,1396481,973836,137116113,0,0,0,0,0
Valysar,CentralSouth,69758231,14324366,11197635,7808672,1099460976,0,0,0,0,0
Valysar,CentralNorth,41242288,6140878,4176170,2912252,410045126,0,0,0,0,0
Valysar,NorthHorst,4788453,571968,239211,146935,28784650,23320095,2763684,1642268,381922819,58434
Valysar,CentralRamp,14010828,2446507,1754513,1223510,172270153,0,0,0,0,0
Valysar,CentralHorst,89565932,15727591,12231352,8529534,1200958482,0,0,0,0,0
Valysar,EastLowland,5769784,1057151,639269,445794,62767836,0,0,0,0,0
Therys,WestLowland,3529787,677851,337163,235121,33104983,0,0,0,0,0
Therys,CentralSouth,10719171,2650739,1799196,1254670,176657491,0,0,0,0,0
Therys,CentralNorth,23555912,4548211,2610381,1820349,256305196,0,0,0,0,0
Therys,NorthHorst,5424249,762289,288010,176910,34656719,16356096,2631798,1691075,393273307,60171
Therys,CentralRamp,6517371,1537983,1168102,814576,114692335,0,0,0,0,0
Therys,CentralHorst,29048445,7009628,5384159,3754644,528653841,0,0,0,0,0
Therys,EastLowland,7859,2809,210,146,20618,0,0,0,0,0
Volon,WestLowland,486149,88648,56715,39550,5568638,0,0,0,0,0
Volon,CentralSouth,35458497,6360125,4432385,3090924,435202129,0,0,0,0,0
Volon,CentralNorth,8654625,1135475,487827,340186,47898223,0,0,0,0,0
Volon,NorthHorst,3436118,661785,474955,291741,57152095,4105401,733045,575986,133950175,20494
Volon,CentralRamp,12156072,2221603,1620887,1130326,159149898,0,0,0,0,0
Volon,CentralHorst,85147838,14699729,11134708,7764790,1093282421,0,0,0,0,0
Volon,EastLowland,11079,1945,0,0,0,0,0,0,0,0
