DATE,CONIDX,SWAT,DRAWDOWN,CONBPRES,WELL,CONIPOS,CONJPOS,CONKPOS,DEPTH,WELLMODEL,PRESSURE,SGAS
2018-01-01,1,0.10821601003408432,0,300.6733093261719,R_A2,22,30,1,1641.094970703125,STANDARD,300.6733093261719,0.0
2018-01-01,2,0.11058630049228668,0,300.7936096191406,R_A2,22,30,2,1642.8890380859375,STANDARD,300.7936096191406,0.0
2018-01-01,3,0.07774579524993896,0,300.9139099121094,R_A2,22,30,3,1644.68310546875,STANDARD,300.9139099121094,0.0
2018-01-01,4,0.06678543984889984,0,301.0342102050781,R_A2,22,30,4,1646.4771728515625,STANDARD,301.0342102050781,0.0
2018-01-01,5,0.07244458049535751,0,301.1545104980469,R_A2,22,30,5,1648.2713623046875,STANDARD,301.1545104980469,0.0
2018-01-01,6,0.1185254231095314,0,301.27484130859375,R_A2,22,30,6,1650.0654296875,STANDARD,301.27484130859375,0.0
2018-01-01,7,0.6481541991233826,0,301.3951721191406,R_A2,22,30,7,1651.859619140625,STANDARD,301.3951721191406,0.0
2018-01-01,8,0.6481541991233826,0,301.5154724121094,R_A2,22,30,8,1653.6536865234375,STANDARD,301.5154724121094,0.0
2018-01-01,9,0.1735297441482544,0,301.63580322265625,R_A2,22,30,9,1655.44775390625,STANDARD,301.63580322265625,0.0
2018-01-01,10,0.32667964696884155,0,301.7561340332031,R_A2,22,30,10,1657.2418212890625,STANDARD,301.7561340332031,0.0
2018-01-01,11,0.07769951224327087,0,301.88323974609375,R_A2,22,30,11,1659.1368408203125,STANDARD,301.88323974609375,0.0
2018-01-01,12,0.07633190602064133,0,302.01708984375,R_A2,22,30,12,1661.132568359375,STANDARD,302.01708984375,0.0
2018-01-01,13,0.4555773138999939,0,302.1509704589844,R_A2,22,30,13,1663.12841796875,STANDARD,302.1509704589844,0.0
2018-01-01,14,0.49689048528671265,0,302.28485107421875,R_A2,22,30,14,1665.1241455078125,STANDARD,302.28485107421875,0.0
2018-01-01,15,0.697963297367096,0,302.4187316894531,R_A2,22,30,15,1667.1199951171875,STANDARD,302.4187316894531,0.0
2018-01-01,16,0.9702016711235046,0,302.5526123046875,R_A2,22,30,16,1669.11572265625,STANDARD,302.5526123046875,0.0
2018-01-01,17,0.9523286819458008,0,302.6864929199219,R_A2,22,30,17,1671.111572265625,STANDARD,302.6864929199219,0.0
2018-01-01,18,0.9832528829574585,0,302.8123779296875,R_A2,22,30,18,1672.9881591796875,STANDARD,302.8123779296875,0.0
2018-01-01,19,0.9928692579269409,0,302.89569091796875,R_A2,22,29,18,1674.229736328125,STANDARD,302.89569091796875,0.0
2018-01-01,20,0.6481541991233826,0,303.02569580078125,R_A2,22,29,27,1676.1676025390625,STANDARD,303.02569580078125,0.0
2018-01-01,21,1.0,0,303.47802734375,R_A2,22,29,28,1677.9368896484375,STANDARD,303.47802734375,0.0
2018-01-01,22,1.0,0,303.64569091796875,R_A2,22,29,29,1679.7061767578125,STANDARD,303.64569091796875,0.0
2018-01-01,23,1.0,0,303.8133544921875,R_A2,22,29,30,1681.4754638671875,STANDARD,303.8133544921875,0.0
2018-01-01,24,1.0,0,303.98101806640625,R_A2,22,29,31,1683.2447509765625,STANDARD,303.98101806640625,0.0
2018-01-01,1,0.1351146101951599,0,298.53814697265625,R_A3,28,41,1,1609.243408203125,STANDARD,298.53814697265625,0.0
2018-01-01,2,0.11823459714651108,0,298.676513671875,R_A3,28,41,2,1611.3077392578125,STANDARD,298.676513671875,0.0
2018-01-01,3,0.12243370711803436,0,298.8148498535156,R_A3,28,41,3,1613.3720703125,STANDARD,298.8148498535156,0.0
2018-01-01,4,0.24829745292663574,0,298.9532165527344,R_A3,28,41,4,1615.4365234375,STANDARD,298.9532165527344,0.0
2018-01-01,5,0.6481541991233826,0,299.0915832519531,R_A3,28,41,5,1617.5008544921875,STANDARD,299.0915832519531,0.0
2018-01-01,6,0.3404858112335205,0,299.2299499511719,R_A3,28,41,6,1619.565185546875,STANDARD,299.2299499511719,0.0
2018-01-01,7,0.6481541991233826,0,298.54638671875,R_A3,29,41,6,1609.3663330078125,STANDARD,298.54638671875,0.0
2018-01-01,8,0.1983322650194168,0,298.68377685546875,R_A3,29,41,7,1611.4163818359375,STANDARD,298.68377685546875,0.0
2018-01-01,9,0.20094092190265656,0,298.8211669921875,R_A3,29,41,8,1613.46630859375,STANDARD,298.8211669921875,0.0
2018-01-01,10,0.6481541991233826,0,298.95855712890625,R_A3,29,41,9,1615.516357421875,STANDARD,298.95855712890625,0.0
2018-01-01,11,0.7979751825332642,0,299.095947265625,R_A3,29,41,10,1617.5662841796875,STANDARD,299.095947265625,0.0
2018-01-01,12,0.05079192295670509,0,299.24237060546875,R_A3,29,41,11,1619.750732421875,STANDARD,299.24237060546875,0.0
2018-01-01,13,0.05455172061920166,0,299.3978271484375,R_A3,29,41,12,1622.0697021484375,STANDARD,299.3978271484375,0.0
2018-01-01,14,0.3680056035518646,0,299.5532531738281,R_A3,29,41,13,1624.388671875,STANDARD,299.5532531738281,0.0
2018-01-01,15,0.3714577257633209,0,299.7087097167969,R_A3,29,41,14,1626.707763671875,STANDARD,299.7087097167969,0.0
2018-01-01,16,0.4909714162349701,0,299.8641662597656,R_A3,29,41,15,1629.026611328125,STANDARD,299.8641662597656,0.0
2018-01-01,17,0.8089039921760559,0,299.992919921875,R_A3,29,41,16,1630.9468994140625,STANDARD,299.992919921875,0.0
2018-01-01,18,0.3014692962169647,0,300.16583251953125,R_A3,29,41,27,1633.5262451171875,STANDARD,300.16583251953125,0.0
2018-01-01,19,0.044041041284799576,0,300.40966796875,R_A3,29,41,28,1637.1630859375,STANDARD,300.40966796875,0.0
