Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:20:11
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       279371731.83         48254397.27         37037759.02         23294187.67
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  279371731.83         48254397.27         37037759.02         23294187.67
MidReek    1                       202265365.37         40384294.42         33060118.77         20792527.19
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  202265365.37         40384294.42         33060118.77         20792527.19
LowerReek  1                       127462070.31         27432020.68         23027760.16         14482867.78
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  127462070.31         27432020.68         23027760.16         14482867.78
Totals     1                       609099167.51        116070712.36         93125637.96         58569582.64
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  609099167.51        116070712.36         93125637.96         58569582.64
