FIPNUM,STOIIP_OIL,ASSOCIATEDOIL_GAS,STOIIP_TOTAL,WIIP_TOTAL,GIIP_GAS,ASSOCIATEDGAS_OIL,GIIP_TOTAL,PORV_TOTAL,HCPV_OIL,WATPV_TOTAL,HCPV_GAS,HCPV_TOTAL,REGION,ZONE
1,1032916.0,0.0,1032916.0,79998162.0,0.0,145455267.0,145455267.0,84206449.0,1481229.0,82725220.0,0.0,1481229.0,WestLowland,Valysar
2,5457313.0,0.0,5457313.0,13839406.0,0.0,768498791.0,768498791.0,22135960.0,7823908.0,14312052.0,0.0,7823908.0,CentralSouth,Valysar
3,3786725.0,0.0,3786725.0,11637499.0,0.0,533246650.0,533246650.0,17463685.0,5429141.0,12034544.0,0.0,5429141.0,CentralNorth,Valysar
4,116410.0,91885.0,208294.0,3462052.0,599827313.0,22808120.0,622635433.0,6352436.0,189557.0,3580637.0,2582242.0,2771799.0,NorthHorst,Valysar
5,884305.0,0.0,884305.0,686503.0,0.0,124527876.0,124527876.0,1978699.0,1268537.0,710163.0,0.0,1268537.0,CentralRamp,Valysar
6,6931500.0,0.0,6931500.0,6408215.0,-0.0,976093810.0,976093810.0,16572303.0,9943909.0,6628394.0,0.0,9943909.0,CentralHorst,Valysar
7,123720.0,0.0,123720.0,38028099.0,0.0,17422207.0,17422207.0,39488934.0,177396.0,39311538.0,0.0,177396.0,EastLowland,Valysar
8,191299.0,0.0,191299.0,112596992.0,-0.0,26938748.0,26938748.0,116708738.0,274332.0,116434406.0,0.0,274332.0,WestLowland,Therys
9,945101.0,0.0,945101.0,5285847.0,0.0,133089072.0,133089072.0,6821205.0,1354653.0,5466552.0,0.0,1354653.0,CentralSouth,Therys
10,1635187.0,0.0,1635187.0,12235516.0,0.0,230266977.0,230266977.0,14996358.0,2344045.0,12652314.0,0.0,2344045.0,CentralNorth,Therys
11,120162.0,56757.0,176919.0,4218307.0,368763366.0,23543264.0,392306631.0,6144644.0,195669.0,4362716.0,1586259.0,1781928.0,NorthHorst,Therys
12,741038.0,0.0,741038.0,324382.0,0.0,104353037.0,104353037.0,1398252.0,1062709.0,335543.0,0.0,1062709.0,CentralRamp,Therys
13,4182199.0,0.0,4182199.0,4411220.0,0.0,588937271.0,588937271.0,10561529.0,5999268.0,4562262.0,0.0,5999268.0,CentralHorst,Therys
14,0.0,0.0,0.0,19216918.0,0.0,0.0,0.0,19860724.0,0.0,19860724.0,0.0,0.0,EastLowland,Therys
15,14900.0,0.0,14900.0,77905401.0,0.0,2098227.0,2098227.0,80570871.0,21365.0,80549506.0,0.0,21365.0,WestLowland,Volon
16,3398173.0,0.0,3398173.0,34584677.0,0.0,478530672.0,478530672.0,40633058.0,4870729.0,35762328.0,0.0,4870729.0,CentralSouth,Volon
17,384299.0,0.0,384299.0,5890674.0,0.0,54116998.0,54116998.0,6641985.0,550811.0,6091174.0,0.0,550811.0,CentralNorth,Volon
18,185807.0,22332.0,208139.0,1836511.0,144506224.0,36405128.0,180911352.0,2823029.0,302568.0,1899280.0,621181.0,923749.0,NorthHorst,Volon
19,1109084.0,0.0,1109084.0,678407.0,0.0,156181210.0,156181210.0,2291673.0,1589984.0,701689.0,0.0,1589984.0,CentralRamp,Volon
20,7323582.0,0.0,7323582.0,8312549.0,0.0,1031306775.0,1031306775.0,19100640.0,10503277.0,8597363.0,0.0,10503277.0,CentralHorst,Volon
21,0.0,0.0,0.0,34542008.0,0.0,0.0,0.0,35708843.0,0.0,35708843.0,0.0,0.0,EastLowland,Volon
