ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,18625761,3013184,1464668,1021387,143811246
Valysar,CentralSouth,56416874,10403056,7845002,5470713,770276393
Valysar,CentralNorth,36290762,7166257,5456197,3804879,535727005
Valysar,NorthHorst,3669019,446445,188798,115969,22718328
Valysar,CentralRamp,13455671,1976531,1337068,932404,131282526
Valysar,CentralHorst,86946472,13876028,10211812,7121208,1002666084
Valysar,EastLowland,2052892,372609,167369,116715,16433405
Therys,WestLowland,2696923,575980,266489,185836,26165684
Therys,CentralSouth,9801954,2119309,1323935,923246,129993091
Therys,CentralNorth,20957478,4117355,2313151,1613076,227121064
Therys,NorthHorst,4214567,555787,183362,112630,22064215
Therys,CentralRamp,6599261,1396635,1061481,740224,104223571
Therys,CentralHorst,30592671,7842884,6016686,4195736,590759666
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,288651,44560,19857,13847,1949727
Volon,CentralSouth,33513108,6424853,4779883,3333252,469321843
Volon,CentralNorth,6963822,1002224,567235,395561,55695058
Volon,NorthHorst,2732459,469238,290404,178381,34944812
Volon,CentralRamp,13154304,2173050,1630991,1137372,160141913
Volon,CentralHorst,83074471,14172240,10931621,7623167,1073341918
Volon,EastLowland,0,0,0,0,0
