PRESSURE,SWAT,CONBPRES,WELLMODEL,DEPTH,DATE,CONJPOS,CONKPOS,DRAWDOWN,SGAS,WELL,CONIDX,CONIPOS
298.54638671875,0.26596105098724365,298.54638671875,STANDARD,1609.3663330078125,2018-01-01,41,6,0,0.0,R_A3,7,29
298.68377685546875,0.19722381234169006,298.68377685546875,STANDARD,1611.4163818359375,2018-01-01,41,7,0,0.0,R_A3,8,29
298.8211669921875,0.3807685971260071,298.8211669921875,STANDARD,1613.46630859375,2018-01-01,41,8,0,0.0,R_A3,9,29
298.95855712890625,0.8020743727684021,298.95855712890625,STANDARD,1615.516357421875,2018-01-01,41,9,0,0.0,R_A3,10,29
299.095947265625,0.7998339533805847,299.095947265625,STANDARD,1617.5662841796875,2018-01-01,41,10,0,0.0,R_A3,11,29
299.24237060546875,0.048946261405944824,299.24237060546875,STANDARD,1619.750732421875,2018-01-01,41,11,0,0.0,R_A3,12,29
299.3978271484375,0.05424661189317703,299.3978271484375,STANDARD,1622.0697021484375,2018-01-01,41,12,0,0.0,R_A3,13,29
299.5532531738281,0.3695291578769684,299.5532531738281,STANDARD,1624.388671875,2018-01-01,41,13,0,0.0,R_A3,14,29
299.7087097167969,0.36767199635505676,299.7087097167969,STANDARD,1626.707763671875,2018-01-01,41,14,0,0.0,R_A3,15,29
299.8641662597656,0.4412824809551239,299.8641662597656,STANDARD,1629.026611328125,2018-01-01,41,15,0,0.0,R_A3,16,29
299.992919921875,0.8111897110939026,299.992919921875,STANDARD,1630.9468994140625,2018-01-01,41,16,0,0.0,R_A3,17,29
300.16583251953125,0.37905046343803406,300.16583251953125,STANDARD,1633.5262451171875,2018-01-01,41,27,0,0.0,R_A3,18,29
300.40966796875,0.04574024677276611,300.40966796875,STANDARD,1637.1630859375,2018-01-01,41,28,0,0.0,R_A3,19,29
300.6535339355469,0.05056381970643997,300.6535339355469,STANDARD,1640.8001708984375,2018-01-01,41,29,0,0.0,R_A3,20,29
300.89739990234375,0.6481541991233826,300.89739990234375,STANDARD,1644.4371337890625,2018-01-01,41,30,0,0.0,R_A3,21,29
301.14129638671875,0.06256569176912308,301.14129638671875,STANDARD,1648.0740966796875,2018-01-01,41,31,0,0.0,R_A3,22,29
300.009033203125,0.05170147493481636,300.009033203125,STANDARD,1631.1873779296875,2018-01-01,52,1,0,0.0,R_A4,1,30
299.7571105957031,0.048609890043735504,299.7571105957031,STANDARD,1627.4293212890625,2018-01-01,52,1,0,0.0,R_A4,2,31
299.89520263671875,0.05221238359808922,299.89520263671875,STANDARD,1629.4896240234375,2018-01-01,52,2,0,0.0,R_A4,3,31
300.0333251953125,0.054313696920871735,300.0333251953125,STANDARD,1631.5498046875,2018-01-01,52,3,0,0.0,R_A4,4,31
300.17144775390625,0.05736476555466652,300.17144775390625,STANDARD,1633.610107421875,2018-01-01,52,4,0,0.0,R_A4,5,31
300.0901184082031,0.056389473378658295,300.0901184082031,STANDARD,1632.3968505859375,2018-01-01,52,4,0,0.0,R_A4,6,32
300.3236999511719,0.05910776928067207,300.3236999511719,STANDARD,1635.880615234375,2018-01-01,51,4,0,0.0,R_A4,7,32
300.4202575683594,0.05742491036653519,300.4202575683594,STANDARD,1637.321044921875,2018-01-01,51,4,0,0.0,R_A4,8,33
300.29644775390625,0.05627985671162605,300.29644775390625,STANDARD,1635.474609375,2018-01-01,51,3,0,0.0,R_A4,9,33
300.74395751953125,0.06314294040203094,300.74395751953125,STANDARD,1642.1485595703125,2018-01-01,50,4,0,0.0,R_A4,10,33
300.67578125,0.06145904213190079,300.67578125,STANDARD,1641.132080078125,2018-01-01,50,4,0,0.0,R_A4,11,34
300.5467224121094,0.1401393711566925,300.5467224121094,STANDARD,1639.20703125,2018-01-01,50,3,0,0.0,R_A4,12,34
300.66064453125,0.14248615503311157,300.66064453125,STANDARD,1640.9061279296875,2018-01-01,50,3,0,0.0,R_A4,13,35
300.53570556640625,0.23273660242557526,300.53570556640625,STANDARD,1639.0426025390625,2018-01-01,50,2,0,0.0,R_A4,14,35
300.72943115234375,0.23657433688640594,300.72943115234375,STANDARD,1641.93212890625,2018-01-01,49,2,0,0.0,R_A4,15,35
300.7579650878906,1.0,300.7579650878906,STANDARD,1642.357421875,2018-01-01,49,30,0,0.0,R_A4,16,36
300.5735168457031,0.6481541991233826,300.5735168457031,STANDARD,1639.6068115234375,2018-01-01,48,30,0,0.0,R_A4,17,36
301.0526123046875,0.6481541991233826,301.0526123046875,STANDARD,1646.7513427734375,2018-01-01,48,30,0,0.0,R_A4,18,37
301.5025939941406,0.6481541991233826,301.5025939941406,STANDARD,1653.461669921875,2018-01-01,48,30,0,0.0,R_A4,19,38
301.7947998046875,0.6481541991233826,301.7947998046875,STANDARD,1657.8184814453125,2018-01-01,47,30,0,0.0,R_A4,20,38
303.8440856933594,1.0,303.8440856933594,STANDARD,1685.026611328125,2018-01-01,20,1,0,0.0,R_A5,1,31
304.0601806640625,1.0,304.0601806640625,STANDARD,1687.3070068359375,2018-01-01,20,2,0,0.0,R_A5,2,31
304.27630615234375,1.0,304.27630615234375,STANDARD,1689.5875244140625,2018-01-01,20,3,0,0.0,R_A5,3,31
304.4924011230469,1.0,304.4924011230469,STANDARD,1691.8680419921875,2018-01-01,20,4,0,0.0,R_A5,4,31
304.7085266113281,1.0,304.7085266113281,STANDARD,1694.1485595703125,2018-01-01,20,5,0,0.0,R_A5,5,31
304.9246520996094,1.0,304.9246520996094,STANDARD,1696.4290771484375,2018-01-01,20,6,0,0.0,R_A5,6,31
305.446533203125,1.0,305.446533203125,STANDARD,1698.70947265625,2018-01-01,20,7,0,0.0,R_A5,7,31
305.988037109375,1.0,305.988037109375,STANDARD,1707.6488037109375,2018-01-01,20,11,0,0.0,R_A5,8,31
306.1695251464844,1.0,306.1695251464844,STANDARD,1709.5638427734375,2018-01-01,20,12,0,0.0,R_A5,9,31
305.4322814941406,1.0,305.4322814941406,STANDARD,1701.7845458984375,2018-01-01,21,12,0,0.0,R_A5,10,31
305.6291198730469,1.0,305.6291198730469,STANDARD,1703.735107421875,2018-01-01,21,13,0,0.0,R_A5,11,31
305.81396484375,1.0,305.81396484375,STANDARD,1705.6856689453125,2018-01-01,21,14,0,0.0,R_A5,12,31
305.9988098144531,1.0,305.9988098144531,STANDARD,1707.63623046875,2018-01-01,21,15,0,0.0,R_A5,13,31
306.3287048339844,1.0,306.3287048339844,STANDARD,1709.5867919921875,2018-01-01,21,16,0,0.0,R_A5,14,31
306.5135498046875,1.0,306.5135498046875,STANDARD,1711.537353515625,2018-01-01,21,17,0,0.0,R_A5,15,31
306.6856994628906,1.0,306.6856994628906,STANDARD,1713.35400390625,2018-01-01,21,18,0,0.0,R_A5,16,31
306.7843933105469,1.0,306.7843933105469,STANDARD,1714.3951416015625,2018-01-01,21,19,0,0.0,R_A5,17,31
306.75689697265625,1.0,306.75689697265625,STANDARD,1715.7628173828125,2018-01-01,21,27,0,0.0,R_A5,18,31
306.978271484375,1.0,306.978271484375,STANDARD,1718.098388671875,2018-01-01,21,28,0,0.0,R_A5,19,31
307.5054016113281,1.0,307.5054016113281,STANDARD,1720.43408203125,2018-01-01,21,29,0,0.0,R_A5,20,31
307.7267761230469,1.0,307.7267761230469,STANDARD,1722.7696533203125,2018-01-01,21,30,0,0.0,R_A5,21,31
307.9481506347656,1.0,307.9481506347656,STANDARD,1725.105224609375,2018-01-01,21,31,0,0.0,R_A5,22,31
305.11419677734375,1.0,305.11419677734375,STANDARD,1695.20263671875,2018-01-01,42,1,0,0.0,R_A6,1,17
305.2609558105469,1.0,305.2609558105469,STANDARD,1696.7510986328125,2018-01-01,42,2,0,0.0,R_A6,2,17
305.4076843261719,1.0,305.4076843261719,STANDARD,1698.299560546875,2018-01-01,42,3,0,0.0,R_A6,3,17
305.554443359375,1.0,305.554443359375,STANDARD,1699.84814453125,2018-01-01,42,4,0,0.0,R_A6,4,17
305.7012023925781,1.0,305.7012023925781,STANDARD,1701.3966064453125,2018-01-01,42,5,0,0.0,R_A6,5,17
305.84796142578125,1.0,305.84796142578125,STANDARD,1702.9451904296875,2018-01-01,42,6,0,0.0,R_A6,6,17
305.6956481933594,1.0,305.6956481933594,STANDARD,1704.49365234375,2018-01-01,42,7,0,0.0,R_A6,7,17
305.8424072265625,1.0,305.8424072265625,STANDARD,1706.042236328125,2018-01-01,42,8,0,0.0,R_A6,8,17
306.2882080078125,1.0,306.2882080078125,STANDARD,1707.5906982421875,2018-01-01,42,9,0,0.0,R_A6,9,17
306.1291809082031,1.0,306.1291809082031,STANDARD,1709.1392822265625,2018-01-01,42,10,0,0.0,R_A6,10,17
306.3109130859375,1.0,306.3109130859375,STANDARD,1711.055419921875,2018-01-01,42,11,0,0.0,R_A6,11,17
306.52734375,1.0,306.52734375,STANDARD,1713.3392333984375,2018-01-01,42,12,0,0.0,R_A6,12,17
306.7557678222656,1.0,306.7557678222656,STANDARD,1715.623046875,2018-01-01,42,13,0,0.0,R_A6,13,17
306.9721984863281,1.0,306.9721984863281,STANDARD,1717.9068603515625,2018-01-01,42,14,0,0.0,R_A6,14,17
307.18865966796875,1.0,307.18865966796875,STANDARD,1720.190673828125,2018-01-01,42,15,0,0.0,R_A6,15,17
307.55010986328125,1.0,307.55010986328125,STANDARD,1722.474365234375,2018-01-01,42,16,0,0.0,R_A6,16,17
307.7665710449219,1.0,307.7665710449219,STANDARD,1724.7581787109375,2018-01-01,42,17,0,0.0,R_A6,17,17
307.921630859375,1.0,307.921630859375,STANDARD,1726.394287109375,2018-01-01,42,18,0,0.0,R_A6,18,17
307.8930969238281,1.0,307.8930969238281,STANDARD,1727.7508544921875,2018-01-01,42,27,0,0.0,R_A6,19,17
308.3623352050781,1.0,308.3623352050781,STANDARD,1729.4755859375,2018-01-01,42,28,0,0.0,R_A6,20,17
308.52581787109375,1.0,308.52581787109375,STANDARD,1731.2001953125,2018-01-01,42,29,0,0.0,R_A6,21,17
308.68927001953125,1.0,308.68927001953125,STANDARD,1732.9249267578125,2018-01-01,42,30,0,0.0,R_A6,22,17
308.5469665527344,1.0,308.5469665527344,STANDARD,1734.649658203125,2018-01-01,42,31,0,0.0,R_A6,23,17
298.545166015625,0.056509263813495636,298.545166015625,STANDARD,1641.094970703125,2018-03-01,30,1,0,0.0,R_A2,1,22
298.6653747558594,0.057101428508758545,298.6653747558594,STANDARD,1642.8890380859375,2018-03-01,30,2,0,0.0,R_A2,2,22
298.7856140136719,0.061352163553237915,298.7856140136719,STANDARD,1644.68310546875,2018-03-01,30,3,0,0.0,R_A2,3,22
298.9058532714844,0.06753990799188614,298.9058532714844,STANDARD,1646.4771728515625,2018-03-01,30,4,0,0.0,R_A2,4,22
299.0260925292969,0.07104801386594772,299.0260925292969,STANDARD,1648.2713623046875,2018-03-01,30,5,0,0.0,R_A2,5,22
299.1492919921875,0.3215945363044739,299.1492919921875,STANDARD,1650.0654296875,2018-03-01,30,6,0,0.0,R_A2,6,22
299.323974609375,0.6902700662612915,299.323974609375,STANDARD,1651.859619140625,2018-03-01,30,7,0,0.0,R_A2,7,22
299.4743347167969,0.6482844352722168,299.4743347167969,STANDARD,1653.6536865234375,2018-03-01,30,8,0,0.0,R_A2,8,22
299.60247802734375,0.6485246419906616,299.60247802734375,STANDARD,1655.44775390625,2018-03-01,30,9,0,0.0,R_A2,9,22
299.932373046875,0.9161264896392822,299.932373046875,STANDARD,1657.2418212890625,2018-03-01,30,10,0,0.0,R_A2,10,22
300.1143493652344,0.076074980199337,300.1143493652344,STANDARD,1659.1368408203125,2018-03-01,30,11,0,0.0,R_A2,11,22
300.2481689453125,0.081018827855587,300.2481689453125,STANDARD,1661.132568359375,2018-03-01,30,12,0,0.0,R_A2,12,22
300.3827209472656,0.4567939043045044,300.3827209472656,STANDARD,1663.12841796875,2018-03-01,30,13,0,0.0,R_A2,13,22
300.5182189941406,0.5043593049049377,300.5182189941406,STANDARD,1665.1241455078125,2018-03-01,30,14,0,0.0,R_A2,14,22
300.6556091308594,0.6864737272262573,300.6556091308594,STANDARD,1667.1199951171875,2018-03-01,30,15,0,0.0,R_A2,15,22
300.7900085449219,0.9750914573669434,300.7900085449219,STANDARD,1669.11572265625,2018-03-01,30,16,0,0.0,R_A2,16,22
300.9245910644531,0.9595693349838257,300.9245910644531,STANDARD,1671.111572265625,2018-03-01,30,17,0,0.0,R_A2,17,22
301.05078125,0.9807534217834473,301.05078125,STANDARD,1672.9881591796875,2018-03-01,30,18,0,0.0,R_A2,18,22
301.0523376464844,0.9992628693580627,301.0523376464844,STANDARD,1674.229736328125,2018-03-01,29,18,0,0.0,R_A2,19,22
302.9803466796875,1.0,302.9803466796875,STANDARD,1676.1676025390625,2018-03-01,29,27,0,1.8028401715291034e-15,R_A2,20,22
303.43463134765625,1.0,303.43463134765625,STANDARD,1677.9368896484375,2018-03-01,29,28,0,1.0580306543603595e-15,R_A2,21,22
302.9432067871094,1.0,302.9432067871094,STANDARD,1679.7061767578125,2018-03-01,29,29,0,1.0286349896859726e-11,R_A2,22,22
303.7579040527344,1.0,303.7579040527344,STANDARD,1681.4754638671875,2018-03-01,29,30,0,2.785854263476304e-14,R_A2,23,22
303.9346618652344,1.0,303.9346618652344,STANDARD,1683.2447509765625,2018-03-01,29,31,0,1.03749825808156e-15,R_A2,24,22
276.4892272949219,1.0,276.4892272949219,STANDARD,1685.026611328125,2018-04-28,20,1,0,-7.856954968360128e-14,R_A5,1,31
276.7052307128906,1.0,276.7052307128906,STANDARD,1687.3070068359375,2018-04-28,20,2,0,-4.362715744221646e-11,R_A5,2,31
276.92120361328125,1.0,276.92120361328125,STANDARD,1689.5875244140625,2018-04-28,20,3,0,-5.944431752391566e-11,R_A5,3,31
277.1371154785156,1.0,277.1371154785156,STANDARD,1691.8680419921875,2018-04-28,20,4,0,-5.050333068412627e-11,R_A5,4,31
277.3530578613281,1.0,277.3530578613281,STANDARD,1694.1485595703125,2018-04-28,20,5,0,-4.5287752714617824e-11,R_A5,5,31
277.5689697265625,1.0,277.5689697265625,STANDARD,1696.4290771484375,2018-04-28,20,6,0,-4.4970260154597597e-11,R_A5,6,31
278.10369873046875,1.0,278.10369873046875,STANDARD,1698.70947265625,2018-04-28,20,7,0,-3.167332661337813e-13,R_A5,7,31
277.1287536621094,1.0,277.1287536621094,STANDARD,1707.6488037109375,2018-04-28,20,11,0,-9.899035063876127e-11,R_A5,8,31
277.3103332519531,1.0,277.3103332519531,STANDARD,1709.5638427734375,2018-04-28,20,12,0,-1.2046520725395027e-10,R_A5,9,31
275.9128723144531,1.0,275.9128723144531,STANDARD,1701.7845458984375,2018-04-28,21,12,0,-5.444193984516232e-10,R_A5,10,31
276.1123962402344,1.0,276.1123962402344,STANDARD,1703.735107421875,2018-04-28,21,13,0,-1.3719294797431836e-11,R_A5,11,31
276.3013916015625,1.0,276.3013916015625,STANDARD,1705.6856689453125,2018-04-28,21,14,0,-2.252348307862917e-11,R_A5,12,31
276.50189208984375,1.0,276.50189208984375,STANDARD,1707.63623046875,2018-04-28,21,15,0,-4.424168930511341e-12,R_A5,13,31
276.901611328125,1.0,276.901611328125,STANDARD,1709.5867919921875,2018-04-28,21,16,0,-3.662437107060379e-12,R_A5,14,31
277.2765197753906,1.0,277.2765197753906,STANDARD,1711.537353515625,2018-04-28,21,17,0,-1.0285739274196182e-12,R_A5,15,31
277.6472473144531,1.0,277.6472473144531,STANDARD,1713.35400390625,2018-04-28,21,18,0,-2.016177589464485e-12,R_A5,16,31
277.82598876953125,1.0,277.82598876953125,STANDARD,1714.3951416015625,2018-04-28,21,19,0,0.0,R_A5,17,31
277.85418701171875,1.0,277.85418701171875,STANDARD,1715.7628173828125,2018-04-28,21,27,0,-4.134509032881206e-13,R_A5,18,31
278.0986328125,1.0,278.0986328125,STANDARD,1718.098388671875,2018-04-28,21,28,0,-5.567079458014546e-13,R_A5,19,31
278.664794921875,1.0,278.664794921875,STANDARD,1720.43408203125,2018-04-28,21,29,0,2.190255613321304e-19,R_A5,20,31
283.0050048828125,1.0,283.0050048828125,STANDARD,1722.7696533203125,2018-04-28,21,30,0,-1.4855227830045661e-15,R_A5,21,31
298.4006042480469,1.0,298.4006042480469,STANDARD,1725.105224609375,2018-04-28,21,31,0,-2.4579482070524985e-21,R_A5,22,31
280.1188049316406,0.6500535011291504,280.1188049316406,STANDARD,1609.243408203125,2018-07-03,41,1,0,0.0,R_A3,1,28
280.2615661621094,0.22998124361038208,280.2615661621094,STANDARD,1611.3077392578125,2018-07-03,41,2,0,0.0,R_A3,2,28
280.3993835449219,0.19899579882621765,280.3993835449219,STANDARD,1613.3720703125,2018-07-03,41,3,0,0.0,R_A3,3,28
280.5772399902344,0.38225969672203064,280.5772399902344,STANDARD,1615.4365234375,2018-07-03,41,4,0,0.0,R_A3,4,28
280.9501037597656,0.8192480206489563,280.9501037597656,STANDARD,1617.5008544921875,2018-07-03,41,5,0,0.0,R_A3,5,28
281.113037109375,0.22759942710399628,281.113037109375,STANDARD,1619.565185546875,2018-07-03,41,6,0,0.0,R_A3,6,28
280.4069519042969,0.2663714289665222,280.4069519042969,STANDARD,1609.3663330078125,2018-07-03,41,6,0,0.0,R_A3,7,29
280.54388427734375,0.19794461131095886,280.54388427734375,STANDARD,1611.4163818359375,2018-07-03,41,7,0,0.0,R_A3,8,29
280.6827087402344,0.3826429843902588,280.6827087402344,STANDARD,1613.46630859375,2018-07-03,41,8,0,0.0,R_A3,9,29
280.88800048828125,0.8010274767875671,280.88800048828125,STANDARD,1615.516357421875,2018-07-03,41,9,0,0.0,R_A3,10,29
282.92059326171875,0.7979517579078674,282.92059326171875,STANDARD,1617.5662841796875,2018-07-03,41,10,0,0.0,R_A3,11,29
283.2716369628906,0.049067143350839615,283.2716369628906,STANDARD,1619.750732421875,2018-07-03,41,11,0,0.0,R_A3,12,29
283.4264831542969,0.054376646876335144,283.4264831542969,STANDARD,1622.0697021484375,2018-07-03,41,12,0,0.0,R_A3,13,29
283.5821228027344,0.3701114356517792,283.5821228027344,STANDARD,1624.388671875,2018-07-03,41,13,0,0.0,R_A3,14,29
283.73797607421875,0.3684256970882416,283.73797607421875,STANDARD,1626.707763671875,2018-07-03,41,14,0,0.0,R_A3,15,29
283.9007568359375,0.4422805607318878,283.9007568359375,STANDARD,1629.026611328125,2018-07-03,41,15,0,0.0,R_A3,16,29
284.0562438964844,0.8102853298187256,284.0562438964844,STANDARD,1630.9468994140625,2018-07-03,41,16,0,0.0,R_A3,17,29
283.9372863769531,0.37902846932411194,283.9372863769531,STANDARD,1633.5262451171875,2018-07-03,41,27,0,0.0,R_A3,18,29
284.1521911621094,0.045829858630895615,284.1521911621094,STANDARD,1637.1630859375,2018-07-03,41,28,0,0.0,R_A3,19,29
284.3950500488281,0.05068771168589592,284.3950500488281,STANDARD,1640.8001708984375,2018-07-03,41,29,0,0.0,R_A3,20,29
284.64691162109375,0.649539589881897,284.64691162109375,STANDARD,1644.4371337890625,2018-07-03,41,30,0,0.0,R_A3,21,29
284.8892822265625,0.06266910582780838,284.8892822265625,STANDARD,1648.0740966796875,2018-07-03,41,31,0,0.0,R_A3,22,29
277.2116394042969,0.051795024424791336,277.2116394042969,STANDARD,1631.1873779296875,2018-09-12,52,1,0,0.0,R_A4,1,30
277.0899658203125,0.04874913766980171,277.0899658203125,STANDARD,1627.4293212890625,2018-09-12,52,1,0,0.0,R_A4,2,31
277.22723388671875,0.0523422509431839,277.22723388671875,STANDARD,1629.4896240234375,2018-09-12,52,2,0,0.0,R_A4,3,31
277.364501953125,0.05443743243813515,277.364501953125,STANDARD,1631.5498046875,2018-09-12,52,3,0,0.0,R_A4,4,31
277.5018005371094,0.057472243905067444,277.5018005371094,STANDARD,1633.610107421875,2018-09-12,52,4,0,0.0,R_A4,5,31
277.546630859375,0.056525032967329025,277.546630859375,STANDARD,1632.3968505859375,2018-09-12,52,4,0,0.0,R_A4,6,32
277.61566162109375,0.05918332561850548,277.61566162109375,STANDARD,1635.880615234375,2018-09-12,51,4,0,0.0,R_A4,7,32
277.8486633300781,0.057550616562366486,277.8486633300781,STANDARD,1637.321044921875,2018-09-12,51,4,0,0.0,R_A4,8,33
277.7255859375,0.056422337889671326,277.7255859375,STANDARD,1635.474609375,2018-09-12,51,3,0,0.0,R_A4,9,33
277.99139404296875,0.06333866715431213,277.99139404296875,STANDARD,1642.1485595703125,2018-09-12,50,4,0,0.0,R_A4,10,33
278.0896911621094,0.061685096472501755,278.0896911621094,STANDARD,1641.132080078125,2018-09-12,50,4,0,0.0,R_A4,11,34
277.96160888671875,0.14037968218326569,277.96160888671875,STANDARD,1639.20703125,2018-09-12,50,3,0,0.0,R_A4,12,34
278.1988220214844,0.14283254742622375,278.1988220214844,STANDARD,1640.9061279296875,2018-09-12,50,3,0,0.0,R_A4,13,35
278.074462890625,0.23305001854896545,278.074462890625,STANDARD,1639.0426025390625,2018-09-12,50,2,0,0.0,R_A4,14,35
278.1894226074219,0.23685401678085327,278.1894226074219,STANDARD,1641.93212890625,2018-09-12,49,2,0,0.0,R_A4,15,35
284.9299011230469,1.0,284.9299011230469,STANDARD,1642.357421875,2018-09-12,49,30,0,1.1636747338297782e-12,R_A4,16,36
278.4491271972656,0.6498897075653076,278.4491271972656,STANDARD,1639.6068115234375,2018-09-12,48,30,0,0.0,R_A4,17,36
279.1593933105469,0.651096522808075,279.1593933105469,STANDARD,1646.7513427734375,2018-09-12,48,30,0,0.0,R_A4,18,37
279.843505859375,0.654107928276062,279.843505859375,STANDARD,1653.461669921875,2018-09-12,48,30,0,0.0,R_A4,19,38
279.95062255859375,0.6831044554710388,279.95062255859375,STANDARD,1657.8184814453125,2018-09-12,47,30,0,0.0,R_A4,20,38
274.66143798828125,1.0,274.66143798828125,STANDARD,1695.20263671875,2018-11-07,42,1,0,-1.4279324438204848e-17,R_A6,1,17
274.8064270019531,1.0,274.8064270019531,STANDARD,1696.7510986328125,2018-11-07,42,2,0,-8.202231137027829e-18,R_A6,2,17
274.94854736328125,1.0,274.94854736328125,STANDARD,1698.299560546875,2018-11-07,42,3,0,-7.49928478067414e-18,R_A6,3,17
275.0861511230469,1.0,275.0861511230469,STANDARD,1699.84814453125,2018-11-07,42,4,0,-9.147019461893034e-18,R_A6,4,17
275.22149658203125,1.0,275.22149658203125,STANDARD,1701.3966064453125,2018-11-07,42,5,0,-7.595688545164133e-18,R_A6,5,17
275.3611145019531,1.0,275.3611145019531,STANDARD,1702.9451904296875,2018-11-07,42,6,0,-1.8111527146454407e-16,R_A6,6,17
275.2052917480469,1.0,275.2052917480469,STANDARD,1704.49365234375,2018-11-07,42,7,0,-2.761610369992961e-16,R_A6,7,17
275.35205078125,1.0,275.35205078125,STANDARD,1706.042236328125,2018-11-07,42,8,0,-3.4423379271745363e-17,R_A6,8,17
275.79669189453125,1.0,275.79669189453125,STANDARD,1707.5906982421875,2018-11-07,42,9,0,-1.739794093131757e-17,R_A6,9,17
275.63348388671875,1.0,275.63348388671875,STANDARD,1709.1392822265625,2018-11-07,42,10,0,-1.9378849636504615e-15,R_A6,10,17
275.8249206542969,1.0,275.8249206542969,STANDARD,1711.055419921875,2018-11-07,42,11,0,-2.3633940822860274e-15,R_A6,11,17
276.0410461425781,1.0,276.0410461425781,STANDARD,1713.3392333984375,2018-11-07,42,12,0,-1.5977734949988373e-15,R_A6,12,17
276.2689208984375,1.0,276.2689208984375,STANDARD,1715.623046875,2018-11-07,42,13,0,-1.0950630539283257e-16,R_A6,13,17
276.48443603515625,1.0,276.48443603515625,STANDARD,1717.9068603515625,2018-11-07,42,14,0,-7.65039562390043e-17,R_A6,14,17
276.692138671875,1.0,276.692138671875,STANDARD,1720.190673828125,2018-11-07,42,15,0,-5.424029740791096e-17,R_A6,15,17
