DATE,SGAS,DEPTH,PRESSURE,CONIPOS,CONKPOS,DRAWDOWN,SWAT,CONJPOS,WELL,WELLMODEL,CONBPRES,CONIDX
2018-01-01,0.0,1640.6649169921875,300.76251220703125,22,1,0,0.17622125148773193,30,R_A2,STANDARD,300.76251220703125,1
2018-01-01,0.0,1642.4544677734375,300.88250732421875,22,2,0,0.07376892119646072,30,R_A2,STANDARD,300.88250732421875,2
2018-01-01,0.0,1644.244140625,301.0025329589844,22,3,0,0.05842331424355507,30,R_A2,STANDARD,301.0025329589844,3
2018-01-01,0.0,1646.03369140625,301.1225280761719,22,4,0,0.06461264938116074,30,R_A2,STANDARD,301.1225280761719,4
2018-01-01,0.0,1647.8232421875,301.2425537109375,22,5,0,0.06539550423622131,30,R_A2,STANDARD,301.2425537109375,5
2018-01-01,0.0,1649.61279296875,301.362548828125,22,6,0,0.6481541991233826,30,R_A2,STANDARD,301.362548828125,6
2018-01-01,0.0,1651.40234375,301.4825744628906,22,7,0,0.8716599941253662,30,R_A2,STANDARD,301.4825744628906,7
2018-01-01,0.0,1653.19189453125,301.60260009765625,22,8,0,0.8583669066429138,30,R_A2,STANDARD,301.60260009765625,8
2018-01-01,0.0,1654.9815673828125,301.7226257324219,22,9,0,0.17641586065292358,30,R_A2,STANDARD,301.7226257324219,9
2018-01-01,0.0,1656.7711181640625,301.8426513671875,22,10,0,0.16985805332660675,30,R_A2,STANDARD,301.8426513671875,10
2018-01-01,0.0,1658.6546630859375,301.968994140625,22,11,0,0.06840941309928894,30,R_A2,STANDARD,301.968994140625,11
2018-01-01,0.0,1660.632080078125,302.10162353515625,22,12,0,0.14155656099319458,30,R_A2,STANDARD,302.10162353515625,12
2018-01-01,0.0,1662.609375,302.2342529296875,22,13,0,0.4267462491989136,30,R_A2,STANDARD,302.2342529296875,13
2018-01-01,0.0,1664.5869140625,302.3669128417969,22,14,0,0.4769691824913025,30,R_A2,STANDARD,302.3669128417969,14
2018-01-01,0.0,1666.5643310546875,302.4995422363281,22,15,0,0.6676986813545227,30,R_A2,STANDARD,302.4995422363281,15
2018-01-01,0.0,1668.541748046875,302.6322021484375,22,16,0,0.9216954708099365,30,R_A2,STANDARD,302.6322021484375,16
2018-01-01,0.0,1670.51904296875,302.7648620605469,22,17,0,0.8876936435699463,30,R_A2,STANDARD,302.7648620605469,17
2018-01-01,0.0,1671.966064453125,302.8619384765625,22,17,0,0.8914667963981628,29,R_A2,STANDARD,302.8619384765625,18
2018-01-01,0.0,1673.8802490234375,302.9903564453125,22,18,0,0.9435676336288452,29,R_A2,STANDARD,302.9903564453125,19
2018-01-01,0.0,1674.931884765625,303.0609130859375,22,19,0,0.9450408220291138,29,R_A2,STANDARD,303.0609130859375,20
2018-01-01,0.0,1675.989990234375,303.13189697265625,22,27,0,1.0,29,R_A2,STANDARD,303.13189697265625,21
2018-01-01,0.0,1677.761962890625,303.25079345703125,22,28,0,1.0,29,R_A2,STANDARD,303.25079345703125,22
2018-01-01,0.0,1679.533935546875,303.36968994140625,22,29,0,1.0,29,R_A2,STANDARD,303.36968994140625,23
2018-01-01,0.0,1681.305908203125,303.79730224609375,22,30,0,1.0,29,R_A2,STANDARD,303.79730224609375,24
2018-01-01,0.0,1683.077880859375,303.9652099609375,22,31,0,1.0,29,R_A2,STANDARD,303.9652099609375,25
2018-01-01,0.0,1608.5345458984375,298.608642578125,28,1,0,0.17172513902187347,41,R_A3,STANDARD,298.608642578125,1
2018-01-01,0.0,1610.5570068359375,298.7441711425781,28,2,0,0.11823459714651108,41,R_A3,STANDARD,298.7441711425781,2
2018-01-01,0.0,1612.5794677734375,298.8797302246094,28,3,0,0.11823459714651108,41,R_A3,STANDARD,298.8797302246094,3
2018-01-01,0.0,1614.6019287109375,299.0152893066406,28,4,0,0.14744538068771362,41,R_A3,STANDARD,299.0152893066406,4
2018-01-01,0.0,1616.6243896484375,299.1508483886719,28,5,0,0.6481541991233826,41,R_A3,STANDARD,299.1508483886719,5
2018-01-01,0.0,1609.359375,298.6639099121094,29,5,0,0.6509672403335571,41,R_A3,STANDARD,298.6639099121094,6
2018-01-01,0.0,1611.2791748046875,298.7925720214844,29,6,0,0.32632991671562195,41,R_A3,STANDARD,298.7925720214844,7
2018-01-01,0.0,1613.1990966796875,298.9212646484375,29,7,0,0.19513355195522308,41,R_A3,STANDARD,298.9212646484375,8
2018-01-01,0.0,1615.118896484375,299.0499267578125,29,8,0,0.28519120812416077,41,R_A3,STANDARD,299.0499267578125,9
2018-01-01,0.0,1617.0386962890625,299.1786193847656,29,9,0,0.7946662902832031,41,R_A3,STANDARD,299.1786193847656,10
2018-01-01,0.0,1618.95849609375,299.3072814941406,29,10,0,0.7930936813354492,41,R_A3,STANDARD,299.3072814941406,11
2018-01-01,0.0,1621.10791015625,299.45135498046875,29,11,0,0.04762698709964752,41,R_A3,STANDARD,299.45135498046875,12
2018-01-01,0.0,1623.48681640625,299.61083984375,29,12,0,0.053311362862586975,41,R_A3,STANDARD,299.61083984375,13
2018-01-01,0.0,1625.86572265625,299.7702941894531,29,13,0,0.38854601979255676,41,R_A3,STANDARD,299.7702941894531,14
2018-01-01,0.0,1628.24462890625,299.9297790527344,29,14,0,0.34921231865882874,41,R_A3,STANDARD,299.9297790527344,15
2018-01-01,0.0,1630.62353515625,300.0892639160156,29,15,0,0.7988305687904358,41,R_A3,STANDARD,300.0892639160156,16
2018-01-01,0.0,1632.2232666015625,300.1965026855469,29,16,0,0.7823299169540405,41,R_A3,STANDARD,300.1965026855469,17
2018-01-01,0.0,1634.39111328125,300.34185791015625,29,27,0,1.0,41,R_A3,STANDARD,300.34185791015625,18
2018-01-01,0.0,1637.90625,300.5775451660156,29,28,0,0.1130201667547226,41,R_A3,STANDARD,300.5775451660156,19
2018-01-01,0.0,1641.4215087890625,300.8132629394531,29,29,0,0.16329123079776764,41,R_A3,STANDARD,300.8132629394531,20
2018-01-01,0.0,1644.936767578125,301.0489807128906,29,30,0,1.0,41,R_A3,STANDARD,301.0489807128906,21
2018-01-01,0.0,1648.4520263671875,301.2846984863281,29,31,0,0.24039779603481293,41,R_A3,STANDARD,301.2846984863281,22
2018-01-01,0.0,1626.4239501953125,299.8077087402344,30,1,0,0.04650306701660156,52,R_A4,STANDARD,299.8077087402344,1
2018-01-01,0.0,1624.892333984375,299.7050476074219,31,1,0,0.04672989994287491,52,R_A4,STANDARD,299.7050476074219,2
2018-01-01,0.0,1626.9166259765625,299.84075927734375,31,2,0,0.04863796755671501,52,R_A4,STANDARD,299.84075927734375,3
2018-01-01,0.0,1628.94091796875,299.9764709472656,31,3,0,0.049205414950847626,52,R_A4,STANDARD,299.9764709472656,4
2018-01-01,0.0,1630.9652099609375,300.1121826171875,31,4,0,0.05062735825777054,52,R_A4,STANDARD,300.1121826171875,5
2018-01-01,0.0,1632.989501953125,300.2478942871094,31,5,0,0.052479203790426254,52,R_A4,STANDARD,300.2478942871094,6
2018-01-01,0.0,1633.0679931640625,300.2531433105469,32,5,0,0.05377732589840889,52,R_A4,STANDARD,300.2531433105469,7
2018-01-01,0.0,1634.0416259765625,300.31842041015625,32,5,0,0.0551481731235981,51,R_A4,STANDARD,300.31842041015625,8
2018-01-01,0.0,1632.299072265625,300.20159912109375,32,4,0,0.053497157990932465,51,R_A4,STANDARD,300.20159912109375,9
2018-01-01,0.0,1636.3631591796875,300.4740905761719,33,4,0,0.6481541991233826,51,R_A4,STANDARD,300.4740905761719,10
2018-01-01,0.0,1639.7193603515625,300.6991271972656,33,4,0,0.17046420276165009,50,R_A4,STANDARD,300.6991271972656,11
2018-01-01,0.0,1639.8111572265625,300.70526123046875,34,4,0,0.1420835554599762,50,R_A4,STANDARD,300.70526123046875,12
2018-01-01,0.0,1639.8607177734375,300.7085876464844,35,4,0,0.15859203040599823,50,R_A4,STANDARD,300.7085876464844,13
2018-01-01,0.0,1643.77001953125,300.9707336425781,35,4,0,0.0960051566362381,49,R_A4,STANDARD,300.9707336425781,14
2018-01-01,0.0,1641.8741455078125,300.8435974121094,35,3,0,0.17542271316051483,49,R_A4,STANDARD,300.8435974121094,15
2018-01-01,0.0,1644.8890380859375,301.0457763671875,36,31,0,0.11027694493532181,49,R_A4,STANDARD,301.0457763671875,16
2018-01-01,0.0,1644.1031494140625,300.9930725097656,36,31,0,0.6481541991233826,48,R_A4,STANDARD,300.9930725097656,17
2018-01-01,0.0,1654.32080078125,301.6783142089844,37,31,0,0.14492030441761017,48,R_A4,STANDARD,301.6783142089844,18
2018-01-01,0.0,1648.602783203125,301.2948303222656,37,30,0,1.0,48,R_A4,STANDARD,301.2948303222656,19
2018-01-01,0.0,1642.884765625,300.911376953125,37,29,0,0.6481541991233826,48,R_A4,STANDARD,300.911376953125,20
2018-01-01,0.0,1654.986572265625,301.72296142578125,38,29,0,1.0,48,R_A4,STANDARD,301.72296142578125,21
2018-01-01,0.0,1649.0631103515625,301.32568359375,38,28,0,0.15451772511005402,48,R_A4,STANDARD,301.32568359375,22
2018-01-01,0.0,1654.6427001953125,301.69989013671875,38,28,0,0.08803196996450424,47,R_A4,STANDARD,301.69989013671875,23
2018-01-01,0.0,1685.62939453125,303.9012145996094,31,1,0,1.0,20,R_A5,STANDARD,303.9012145996094,1
2018-01-01,0.0,1687.8487548828125,304.1115417480469,31,2,0,1.0,20,R_A5,STANDARD,304.1115417480469,2
2018-01-01,0.0,1690.0682373046875,304.32183837890625,31,3,0,1.0,20,R_A5,STANDARD,304.32183837890625,3
2018-01-01,0.0,1692.2877197265625,304.53216552734375,31,4,0,1.0,20,R_A5,STANDARD,304.53216552734375,4
2018-01-01,0.0,1694.507080078125,304.74249267578125,31,5,0,1.0,20,R_A5,STANDARD,304.74249267578125,5
2018-01-01,0.0,1696.7265625,304.95281982421875,31,6,0,1.0,20,R_A5,STANDARD,304.95281982421875,6
2018-01-01,0.0,1698.946044921875,305.4689636230469,31,7,0,1.0,20,R_A5,STANDARD,305.4689636230469,7
2018-01-01,0.0,1690.1763916015625,304.33209228515625,31,7,0,1.0,21,R_A5,STANDARD,304.33209228515625,8
2018-01-01,0.0,1699.711669921875,305.23583984375,31,11,0,1.0,21,R_A5,STANDARD,305.23583984375,9
2018-01-01,0.0,1701.691650390625,305.4234924316406,31,12,0,1.0,21,R_A5,STANDARD,305.4234924316406,10
2018-01-01,0.0,1703.6717529296875,305.62310791015625,31,13,0,1.0,21,R_A5,STANDARD,305.62310791015625,11
2018-01-01,0.0,1705.65185546875,305.8107604980469,31,14,0,1.0,21,R_A5,STANDARD,305.8107604980469,12
2018-01-01,0.0,1707.6318359375,305.9984130859375,31,15,0,1.0,21,R_A5,STANDARD,305.9984130859375,13
2018-01-01,0.0,1709.6119384765625,306.3310852050781,31,16,0,1.0,21,R_A5,STANDARD,306.3310852050781,14
2018-01-01,0.0,1711.5919189453125,306.51873779296875,31,17,0,1.0,21,R_A5,STANDARD,306.51873779296875,15
2018-01-01,0.0,1713.4185791015625,306.69183349609375,31,18,0,1.0,21,R_A5,STANDARD,306.69183349609375,16
2018-01-01,0.0,1715.1845703125,306.8592224121094,31,20,0,1.0,21,R_A5,STANDARD,306.8592224121094,17
2018-01-01,0.0,1716.6055908203125,306.8367919921875,31,27,0,1.0,21,R_A5,STANDARD,306.8367919921875,18
2018-01-01,0.0,1718.962646484375,307.0601806640625,31,28,0,1.0,21,R_A5,STANDARD,307.0601806640625,19
2018-01-01,0.0,1721.31982421875,307.58935546875,31,29,0,1.0,21,R_A5,STANDARD,307.58935546875,20
2018-01-01,0.0,1723.6767578125,307.812744140625,31,30,0,1.0,21,R_A5,STANDARD,307.812744140625,21
2018-01-01,0.0,1726.0338134765625,308.0361633300781,31,31,0,1.0,21,R_A5,STANDARD,308.0361633300781,22
2018-01-01,0.0,1696.2979736328125,305.218017578125,17,1,0,1.0,42,R_A6,STANDARD,305.218017578125,1
2018-01-01,0.0,1697.86865234375,305.3668518066406,17,2,0,1.0,42,R_A6,STANDARD,305.3668518066406,2
2018-01-01,0.0,1699.439453125,305.5157165527344,17,3,0,1.0,42,R_A6,STANDARD,305.5157165527344,3
2018-01-01,0.0,1701.01025390625,305.6645812988281,17,4,0,1.0,42,R_A6,STANDARD,305.6645812988281,4
2018-01-01,0.0,1702.5810546875,305.8134460449219,17,5,0,1.0,42,R_A6,STANDARD,305.8134460449219,5
2018-01-01,0.0,1704.15185546875,305.6632385253906,17,6,0,1.0,42,R_A6,STANDARD,305.6632385253906,6
2018-01-01,0.0,1705.72265625,305.8121032714844,17,7,0,1.0,42,R_A6,STANDARD,305.8121032714844,7
2018-01-01,0.0,1707.2933349609375,306.2600402832031,17,8,0,1.0,42,R_A6,STANDARD,306.2600402832031,8
2018-01-01,0.0,1708.8641357421875,306.4089050292969,17,9,0,1.0,42,R_A6,STANDARD,306.4089050292969,9
2018-01-01,0.0,1710.4349365234375,306.2519836425781,17,10,0,1.0,42,R_A6,STANDARD,306.2519836425781,10
2018-01-01,0.0,1712.333984375,306.43206787109375,17,11,0,1.0,42,R_A6,STANDARD,306.43206787109375,11
