WELL,CONBPRES,CONIDX,PRESSURE,CONKPOS,WELLMODEL,DATE,SWAT,DEPTH,CONIPOS,SGAS,CONJPOS,DRAWDOWN
R_A2,300.7319641113281,1,300.7319641113281,1,STANDARD,2018-01-01,0.052512265741825104,1640.08544921875,22,0.0,30,0
R_A2,300.849853515625,2,300.849853515625,2,STANDARD,2018-01-01,0.05408409982919693,1641.8438720703125,22,0.0,30,0
R_A2,300.9677734375,3,300.9677734375,3,STANDARD,2018-01-01,0.05821912735700607,1643.602294921875,22,0.0,30,0
R_A2,301.085693359375,4,301.085693359375,4,STANDARD,2018-01-01,0.06286761164665222,1645.3607177734375,22,0.0,30,0
R_A2,301.20361328125,5,301.20361328125,5,STANDARD,2018-01-01,0.06354521960020065,1647.119140625,22,0.0,30,0
R_A2,301.321533203125,6,301.321533203125,6,STANDARD,2018-01-01,0.3047562539577484,1648.8775634765625,22,0.0,30,0
R_A2,301.439453125,7,301.439453125,7,STANDARD,2018-01-01,0.874460756778717,1650.635986328125,22,0.0,30,0
R_A2,301.5574035644531,8,301.5574035644531,8,STANDARD,2018-01-01,0.8707128167152405,1652.3944091796875,22,0.0,30,0
R_A2,301.6753234863281,9,301.6753234863281,9,STANDARD,2018-01-01,0.37021705508232117,1654.15283203125,22,0.0,30,0
R_A2,301.79327392578125,10,301.79327392578125,10,STANDARD,2018-01-01,0.6481541991233826,1655.911376953125,22,0.0,30,0
R_A2,301.9213562011719,11,301.9213562011719,11,STANDARD,2018-01-01,0.06705040484666824,1657.82080078125,22,0.0,30,0
R_A2,302.0595703125,12,302.0595703125,12,STANDARD,2018-01-01,0.06509105861186981,1659.88134765625,22,0.0,30,0
R_A2,302.19775390625,13,302.19775390625,13,STANDARD,2018-01-01,0.4267374873161316,1661.94189453125,22,0.0,30,0
R_A2,302.33599853515625,14,302.33599853515625,14,STANDARD,2018-01-01,0.4653758704662323,1664.0023193359375,22,0.0,30,0
R_A2,302.4742126464844,15,302.4742126464844,15,STANDARD,2018-01-01,0.8933505415916443,1666.0628662109375,22,0.0,30,0
R_A2,302.6124267578125,16,302.6124267578125,16,STANDARD,2018-01-01,0.9046716690063477,1668.1234130859375,22,0.0,30,0
R_A2,302.75067138671875,17,302.75067138671875,17,STANDARD,2018-01-01,0.8633394241333008,1670.1839599609375,22,0.0,30,0
R_A2,302.86749267578125,18,302.86749267578125,18,STANDARD,2018-01-01,0.9339098334312439,1671.9254150390625,22,0.0,30,0
R_A2,303.0812072753906,19,303.0812072753906,18,STANDARD,2018-01-01,0.9584259986877441,1675.11083984375,22,0.0,29,0
R_A2,303.1900634765625,20,303.1900634765625,26,STANDARD,2018-01-01,0.7925036549568176,1676.733154296875,22,0.0,29,0
