CONKPOS,WELLMODEL,SGAS,CONJPOS,SWAT,CONBPRES,CONIDX,CONIPOS,PRESSURE,WELL,DRAWDOWN,DATE,DEPTH
4,STANDARD,-3.1423474933234274e-13,42,1.0,277.9534912109375,4,17,277.9534912109375,R_A6,0,2018-11-07,1698.8631591796875
5,STANDARD,-4.107382023475076e-13,42,1.0,278.0962219238281,5,17,278.0962219238281,R_A6,0,2018-11-07,1700.397705078125
6,STANDARD,-2.9443298493747605e-11,42,1.0,277.9411926269531,6,17,277.9411926269531,R_A6,0,2018-11-07,1701.932373046875
7,STANDARD,-3.3691278933378754e-11,42,1.0,278.086669921875,7,17,278.086669921875,R_A6,0,2018-11-07,1703.4669189453125
8,STANDARD,-3.658460340227876e-11,42,1.0,278.2323913574219,8,17,278.2323913574219,R_A6,0,2018-11-07,1705.00146484375
9,STANDARD,-1.5251966356544244e-12,42,1.0,278.74139404296875,9,17,278.74139404296875,R_A6,0,2018-11-07,1706.5360107421875
10,STANDARD,-9.042709614957845e-13,42,1.0,279.01373291015625,10,17,279.01373291015625,R_A6,0,2018-11-07,1708.070556640625
11,STANDARD,2.2928390414587996e-13,42,1.0,280.6114501953125,11,17,280.6114501953125,R_A6,0,2018-11-07,1709.987060546875
12,STANDARD,-4.1763884017775865e-12,42,1.0,280.8089294433594,12,17,280.8089294433594,R_A6,0,2018-11-07,1712.2855224609375
13,STANDARD,-1.1032232121116828e-13,42,1.0,281.0545654296875,13,17,281.0545654296875,R_A6,0,2018-11-07,1714.5838623046875
14,STANDARD,-1.1015677031569332e-13,42,1.0,281.27215576171875,14,17,281.27215576171875,R_A6,0,2018-11-07,1716.8822021484375
15,STANDARD,-6.163674442800221e-14,42,1.0,281.4903259277344,15,17,281.4903259277344,R_A6,0,2018-11-07,1719.1806640625
16,STANDARD,-1.9253192722295913e-14,42,1.0,281.8534851074219,16,17,281.8534851074219,R_A6,0,2018-11-07,1721.47900390625
17,STANDARD,-2.59253135994654e-14,42,1.0,282.0715026855469,17,17,282.0715026855469,R_A6,0,2018-11-07,1723.77734375
18,STANDARD,-2.2055187876208505e-14,42,1.0,282.2146301269531,18,17,282.2146301269531,R_A6,0,2018-11-07,1725.2880859375
25,STANDARD,1.283491975895279e-12,42,1.0,282.30352783203125,19,17,282.30352783203125,R_A6,0,2018-11-07,1726.50390625
26,STANDARD,3.9666571893456903e-13,42,1.0,282.7782897949219,20,17,282.7782897949219,R_A6,0,2018-11-07,1728.21240234375
27,STANDARD,1.5565150644229234e-18,42,1.0,283.5137634277344,21,17,283.5137634277344,R_A6,0,2018-11-07,1729.9208984375
28,STANDARD,1.6153911954850337e-19,42,1.0,283.9205627441406,22,17,283.9205627441406,R_A6,0,2018-11-07,1731.62939453125
29,STANDARD,1.3263211872099195e-13,42,1.0,282.9074401855469,23,17,282.9074401855469,R_A6,0,2018-11-07,1733.337890625
