DEPTH,SWAT,DATE,CONIDX,SGAS,CONKPOS,CONBPRES,CONJPOS,PRESSURE,DRAWDOWN,WELL,CONIPOS,WELLMODEL
1641.496337890625,0.05377834290266037,2018-01-01,1,0.0,1,300.8179931640625,30,300.8179931640625,0,R_A2,22,STANDARD
1643.2618408203125,0.05427518114447594,2018-01-01,2,0.0,2,300.9363708496094,30,300.9363708496094,0,R_A2,22,STANDARD
1645.02734375,0.05816151201725006,2018-01-01,3,0.0,3,301.0547790527344,30,301.0547790527344,0,R_A2,22,STANDARD
1646.7928466796875,0.06385936588048935,2018-01-01,4,0.0,4,301.17315673828125,30,301.17315673828125,0,R_A2,22,STANDARD
1648.558349609375,0.06687508523464203,2018-01-01,5,0.0,5,301.29156494140625,30,301.29156494140625,0,R_A2,22,STANDARD
1650.32373046875,0.308072030544281,2018-01-01,6,0.0,6,301.40997314453125,30,301.40997314453125,0,R_A2,22,STANDARD
1652.0892333984375,0.8720332980155945,2018-01-01,7,0.0,7,301.5283508300781,30,301.5283508300781,0,R_A2,22,STANDARD
1653.8548583984375,0.6481541991233826,2018-01-01,8,0.0,8,301.64678955078125,30,301.64678955078125,0,R_A2,22,STANDARD
1655.6202392578125,0.8879849314689636,2018-01-01,9,0.0,9,301.76519775390625,30,301.76519775390625,0,R_A2,22,STANDARD
1657.3857421875,0.902167022228241,2018-01-01,10,0.0,10,301.88360595703125,30,301.88360595703125,0,R_A2,22,STANDARD
1659.265625,0.068463534116745,2018-01-01,11,0.0,11,302.0096740722656,30,302.0096740722656,0,R_A2,22,STANDARD
1661.2598876953125,0.07169976085424423,2018-01-01,12,0.0,12,302.1434631347656,30,302.1434631347656,0,R_A2,22,STANDARD
1663.2540283203125,0.42984193563461304,2018-01-01,13,0.0,13,302.2772216796875,30,302.2772216796875,0,R_A2,22,STANDARD
1665.248291015625,0.47158849239349365,2018-01-01,14,0.0,14,302.4109802246094,30,302.4109802246094,0,R_A2,22,STANDARD
1667.2425537109375,0.90327388048172,2018-01-01,15,0.0,15,302.5447692871094,30,302.5447692871094,0,R_A2,22,STANDARD
1669.23681640625,0.9325572848320007,2018-01-01,16,0.0,16,302.6785583496094,30,302.6785583496094,0,R_A2,22,STANDARD
1671.2310791015625,0.8817419409751892,2018-01-01,17,0.0,17,302.8123474121094,30,302.8123474121094,0,R_A2,22,STANDARD
1672.9620361328125,0.9391165375709534,2018-01-01,18,0.0,18,302.928466796875,30,302.928466796875,0,R_A2,22,STANDARD
1674.481201171875,0.970475435256958,2018-01-01,19,0.0,18,303.0303955078125,29,303.0303955078125,0,R_A2,22,STANDARD
1676.27783203125,0.7779411673545837,2018-01-01,20,0.0,27,303.15093994140625,29,303.15093994140625,0,R_A2,22,STANDARD
1678.0654296875,1.0,2018-01-01,21,0.0,28,303.2708740234375,29,303.2708740234375,0,R_A2,22,STANDARD
1679.8529052734375,1.0,2018-01-01,22,0.0,29,303.39080810546875,29,303.39080810546875,0,R_A2,22,STANDARD
1681.6405029296875,1.0,2018-01-01,23,0.0,30,303.8290100097656,29,303.8290100097656,0,R_A2,22,STANDARD
1683.427978515625,1.0,2018-01-01,24,0.0,31,303.9983825683594,29,303.9983825683594,0,R_A2,22,STANDARD
1609.1630859375,0.6481541991233826,2018-01-01,1,0.0,1,298.6504821777344,41,298.6504821777344,0,R_A3,28,STANDARD
1611.1607666015625,0.19383572041988373,2018-01-01,2,0.0,2,298.78436279296875,41,298.78436279296875,0,R_A3,28,STANDARD
1613.158447265625,0.17336957156658173,2018-01-01,3,0.0,3,298.9182434082031,41,298.9182434082031,0,R_A3,28,STANDARD
1604.2369384765625,0.18469424545764923,2018-01-01,4,0.0,3,298.3203430175781,41,298.3203430175781,0,R_A3,29,STANDARD
1606.2872314453125,0.2188338339328766,2018-01-01,5,0.0,4,298.457763671875,41,298.457763671875,0,R_A3,29,STANDARD
1608.3375244140625,0.8151022791862488,2018-01-01,6,0.0,5,298.59515380859375,41,298.59515380859375,0,R_A3,29,STANDARD
1610.3878173828125,0.6481541991233826,2018-01-01,7,0.0,6,298.7325744628906,41,298.7325744628906,0,R_A3,29,STANDARD
1612.4381103515625,0.19437691569328308,2018-01-01,8,0.0,7,298.8699645996094,41,298.8699645996094,0,R_A3,29,STANDARD
1614.4884033203125,0.19534802436828613,2018-01-01,9,0.0,8,299.00738525390625,41,299.00738525390625,0,R_A3,29,STANDARD
1616.53857421875,0.7971559166908264,2018-01-01,10,0.0,9,299.1448059082031,41,299.1448059082031,0,R_A3,29,STANDARD
1618.5888671875,0.8008822202682495,2018-01-01,11,0.0,10,299.2822265625,41,299.2822265625,0,R_A3,29,STANDARD
1620.740478515625,0.04780786111950874,2018-01-01,12,0.0,11,299.42645263671875,41,299.42645263671875,0,R_A3,29,STANDARD
