Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 16:00:23
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       307681948.90         48465418.06         36866902.12         23186730.50
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  307681948.90         48465418.06         36866902.12         23186730.50
MidReek    1                       217288442.47         34699866.88         25507405.37         16042393.05
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  217288442.47         34699866.88         25507405.37         16042393.05
LowerReek  1                       139075798.83         25310758.21         20002912.97         12580448.19
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  139075798.83         25310758.21         20002912.97         12580448.19
Totals     1                       664046190.20        108476043.15         82377220.45         51809571.74
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  664046190.20        108476043.15         82377220.45         51809571.74
