CONBPRES,SGAS,CONIPOS,SWAT,DATE,WELLMODEL,CONJPOS,PRESSURE,WELL,CONIDX,DRAWDOWN,DEPTH,CONKPOS
305.2360534667969,0.0,17,1.0,2018-01-01,STANDARD,42,305.2360534667969,R_A6,3,0,1696.48828125,3
305.3805236816406,0.0,17,1.0,2018-01-01,STANDARD,42,305.3805236816406,R_A6,4,0,1698.0126953125,4
305.5249938964844,0.0,17,1.0,2018-01-01,STANDARD,42,305.5249938964844,R_A6,5,0,1699.5372314453125,5
305.3703918457031,0.0,17,1.0,2018-01-01,STANDARD,42,305.3703918457031,R_A6,6,0,1701.0616455078125,6
305.514892578125,0.0,17,1.0,2018-01-01,STANDARD,42,305.514892578125,R_A6,7,0,1702.586181640625,7
305.65936279296875,0.0,17,1.0,2018-01-01,STANDARD,42,305.65936279296875,R_A6,8,0,1704.110595703125,8
306.1028747558594,0.0,17,1.0,2018-01-01,STANDARD,42,306.1028747558594,R_A6,9,0,1705.6351318359375,9
305.9415588378906,0.0,17,1.0,2018-01-01,STANDARD,42,305.9415588378906,R_A6,10,0,1707.15966796875,10
306.12310791015625,0.0,17,1.0,2018-01-01,STANDARD,42,306.12310791015625,R_A6,11,0,1709.0738525390625,11
306.3414611816406,0.0,17,1.0,2018-01-01,STANDARD,42,306.3414611816406,R_A6,12,0,1711.3779296875,12
306.57177734375,0.0,17,1.0,2018-01-01,STANDARD,42,306.57177734375,R_A6,13,0,1713.6820068359375,13
306.7901611328125,0.0,17,1.0,2018-01-01,STANDARD,42,306.7901611328125,R_A6,14,0,1715.986083984375,14
307.0085144042969,0.0,17,1.0,2018-01-01,STANDARD,42,307.0085144042969,R_A6,15,0,1718.2900390625,15
307.3719177246094,0.0,17,1.0,2018-01-01,STANDARD,42,307.3719177246094,R_A6,16,0,1720.59423828125,16
307.59027099609375,0.0,17,1.0,2018-01-01,STANDARD,42,307.59027099609375,R_A6,17,0,1722.898193359375,17
307.7273254394531,0.0,17,1.0,2018-01-01,STANDARD,42,307.7273254394531,R_A6,18,0,1724.3443603515625,18
307.6786193847656,0.0,17,1.0,2018-01-01,STANDARD,42,307.6786193847656,R_A6,19,0,1725.488037109375,26
308.1454772949219,0.0,17,1.0,2018-01-01,STANDARD,42,308.1454772949219,R_A6,20,0,1727.1875,27
308.3065490722656,0.0,17,1.0,2018-01-01,STANDARD,42,308.3065490722656,R_A6,21,0,1728.8868408203125,28
308.4676208496094,0.0,17,1.0,2018-01-01,STANDARD,42,308.4676208496094,R_A6,22,0,1730.586181640625,29
308.3229064941406,0.0,17,1.0,2018-01-01,STANDARD,42,308.3229064941406,R_A6,23,0,1732.2855224609375,30
297.7672119140625,0.0,22,0.0910654291510582,2018-03-01,STANDARD,30,297.7672119140625,R_A2,1,0,1641.2869873046875,1
297.8845520019531,0.0,22,0.056507889181375504,2018-03-01,STANDARD,30,297.8845520019531,R_A2,2,0,1643.0382080078125,2
298.001953125,0.0,22,0.059413716197013855,2018-03-01,STANDARD,30,298.001953125,R_A2,3,0,1644.789306640625,3
298.1193542480469,0.0,22,0.08495333790779114,2018-03-01,STANDARD,30,298.1193542480469,R_A2,4,0,1646.54052734375,4
298.23675537109375,0.0,22,0.1944875419139862,2018-03-01,STANDARD,30,298.23675537109375,R_A2,5,0,1648.2916259765625,5
298.4074401855469,0.0,22,0.3118358850479126,2018-03-01,STANDARD,30,298.4074401855469,R_A2,6,0,1650.0428466796875,6
298.5287780761719,0.0,22,0.8864477872848511,2018-03-01,STANDARD,30,298.5287780761719,R_A2,7,0,1651.7939453125,7
298.6499328613281,0.0,22,0.8600593209266663,2018-03-01,STANDARD,30,298.6499328613281,R_A2,8,0,1653.5450439453125,8
298.9060974121094,0.0,22,0.8946182727813721,2018-03-01,STANDARD,30,298.9060974121094,R_A2,9,0,1655.2962646484375,9
299.25091552734375,0.0,22,0.8966569304466248,2018-03-01,STANDARD,30,299.25091552734375,R_A2,10,0,1657.04736328125,10
299.263916015625,0.0,22,0.07030001282691956,2018-03-01,STANDARD,30,299.263916015625,R_A2,11,0,1658.974365234375,11
299.40545654296875,0.0,22,0.14944861829280853,2018-03-01,STANDARD,30,299.40545654296875,R_A2,12,0,1661.0771484375,12
299.547607421875,0.0,22,0.4425591230392456,2018-03-01,STANDARD,30,299.547607421875,R_A2,13,0,1663.1800537109375,13
299.68963623046875,0.0,22,0.48086804151535034,2018-03-01,STANDARD,30,299.68963623046875,R_A2,14,0,1665.2828369140625,14
299.83306884765625,0.0,22,0.9049921631813049,2018-03-01,STANDARD,30,299.83306884765625,R_A2,15,0,1667.3857421875,15
299.9747009277344,0.0,22,0.9323188066482544,2018-03-01,STANDARD,30,299.9747009277344,R_A2,16,0,1669.488525390625,16
300.1161804199219,0.0,22,0.903588593006134,2018-03-01,STANDARD,30,300.1161804199219,R_A2,17,0,1671.59130859375,17
300.22369384765625,0.0,22,0.96192866563797,2018-03-01,STANDARD,30,300.22369384765625,R_A2,18,0,1673.1944580078125,18
301.76654052734375,0.0,22,0.4062010645866394,2018-03-01,STANDARD,30,301.76654052734375,R_A2,19,0,1674.64111328125,26
303.22479248046875,0.0,22,0.7785683274269104,2018-03-01,STANDARD,29,303.22479248046875,R_A2,20,0,1678.736328125,26
303.67816162109375,-3.5736500473430044e-19,22,1.0,2018-03-01,STANDARD,29,303.67816162109375,R_A2,21,0,1680.4332275390625,27
303.8487548828125,-6.019468280791395e-20,22,1.0,2018-03-01,STANDARD,29,303.8487548828125,R_A2,22,0,1682.1302490234375,28
304.0113830566406,-7.459357728933789e-20,22,1.0,2018-03-01,STANDARD,29,304.0113830566406,R_A2,23,0,1683.8271484375,29
304.17193603515625,-8.734244718541993e-22,22,1.0,2018-03-01,STANDARD,29,304.17193603515625,R_A2,24,0,1685.524169921875,30
268.2665710449219,-8.672411204967145e-15,31,1.0,2018-04-28,STANDARD,20,268.2665710449219,R_A5,1,0,1683.7908935546875,1
268.4676208496094,-9.73749584383312e-15,31,1.0,2018-04-28,STANDARD,20,268.4676208496094,R_A5,2,0,1685.91552734375,2
268.66864013671875,-8.630520343527737e-15,31,1.0,2018-04-28,STANDARD,20,268.66864013671875,R_A5,3,0,1688.0400390625,3
268.86968994140625,-8.999153317337544e-15,31,1.0,2018-04-28,STANDARD,20,268.86968994140625,R_A5,4,0,1690.1646728515625,4
269.07073974609375,-9.135784813927347e-15,31,1.0,2018-04-28,STANDARD,20,269.07073974609375,R_A5,5,0,1692.2891845703125,5
269.2717590332031,-5.5004771218466683e-14,31,1.0,2018-04-28,STANDARD,20,269.2717590332031,R_A5,6,0,1694.413818359375,6
269.79949951171875,-4.862972004249233e-15,31,1.0,2018-04-28,STANDARD,20,269.79949951171875,R_A5,7,0,1696.5384521484375,7
271.3213195800781,-3.354874700527838e-13,31,1.0,2018-04-28,STANDARD,20,271.3213195800781,R_A5,8,0,1698.6630859375,8
272.138671875,-1.142895361683216e-10,31,1.0,2018-04-28,STANDARD,21,272.138671875,R_A5,9,0,1701.89697265625,11
272.32525634765625,-1.2504525193079985e-10,31,1.0,2018-04-28,STANDARD,21,272.32525634765625,R_A5,10,0,1703.867431640625,12
272.52520751953125,-7.211472304730071e-12,31,1.0,2018-04-28,STANDARD,21,272.52520751953125,R_A5,11,0,1705.8380126953125,13
272.7135925292969,-8.458383299325689e-12,31,1.0,2018-04-28,STANDARD,21,272.7135925292969,R_A5,12,0,1707.80859375,14
272.9227600097656,-2.5034941567719793e-12,31,1.0,2018-04-28,STANDARD,21,272.9227600097656,R_A5,13,0,1709.779052734375,15
273.29266357421875,-9.8421433763346e-13,31,1.0,2018-04-28,STANDARD,21,273.29266357421875,R_A5,14,0,1711.7496337890625,16
273.51617431640625,-1.397248636236803e-12,31,1.0,2018-04-28,STANDARD,21,273.51617431640625,R_A5,15,0,1713.72021484375,17
273.68927001953125,-2.5873790956976173e-12,31,1.0,2018-04-28,STANDARD,21,273.68927001953125,R_A5,16,0,1715.3250732421875,18
273.7671813964844,0.0,31,1.0,2018-04-28,STANDARD,21,273.7671813964844,R_A5,17,0,1716.09521484375,19
286.38128662109375,-1.2344552463572356e-11,31,1.0,2018-04-28,STANDARD,21,286.38128662109375,R_A5,18,0,1717.3863525390625,26
286.5523986816406,-1.7759266279782082e-11,31,1.0,2018-04-28,STANDARD,21,286.5523986816406,R_A5,19,0,1719.66796875,27
297.5152893066406,3.751484521561226e-18,31,1.0,2018-04-28,STANDARD,21,297.5152893066406,R_A5,20,0,1721.9495849609375,28
304.8654479980469,1.152378786313037e-19,31,1.0,2018-04-28,STANDARD,21,304.8654479980469,R_A5,21,0,1724.231201171875,29
307.1419982910156,1.9854365494299967e-20,31,1.0,2018-04-28,STANDARD,21,307.1419982910156,R_A5,22,0,1726.5128173828125,30
282.3719177246094,0.0,29,0.6491303443908691,2018-07-03,STANDARD,41,282.3719177246094,R_A3,1,0,1596.629150390625,1
282.5144958496094,0.0,29,0.16284528374671936,2018-07-03,STANDARD,41,282.5144958496094,R_A3,2,0,1598.9033203125,2
282.666015625,0.0,29,0.18524488806724548,2018-07-03,STANDARD,41,282.666015625,R_A3,3,0,1601.177490234375,3
282.8174133300781,0.0,29,0.22056134045124054,2018-07-03,STANDARD,41,282.8174133300781,R_A3,4,0,1603.45166015625,4
282.9688415527344,0.0,29,0.3161314129829407,2018-07-03,STANDARD,41,282.9688415527344,R_A3,5,0,1605.725830078125,5
283.1204528808594,0.0,29,0.2289704531431198,2018-07-03,STANDARD,41,283.1204528808594,R_A3,6,0,1608.0,6
283.2722473144531,0.0,29,0.28133267164230347,2018-07-03,STANDARD,41,283.2722473144531,R_A3,7,0,1610.2742919921875,7
283.4237060546875,0.0,29,0.2484850436449051,2018-07-03,STANDARD,41,283.4237060546875,R_A3,8,0,1612.5484619140625,8
283.6943054199219,0.0,29,0.7957479357719421,2018-07-03,STANDARD,41,283.6943054199219,R_A3,9,0,1614.8226318359375,9
288.80694580078125,0.0,29,0.7921684384346008,2018-07-03,STANDARD,41,288.80694580078125,R_A3,10,0,1617.0968017578125,10
291.87286376953125,0.0,29,0.04595223069190979,2018-07-03,STANDARD,41,291.87286376953125,R_A3,11,0,1619.382568359375,11
292.02655029296875,0.0,29,0.05473911017179489,2018-07-03,STANDARD,41,292.02655029296875,R_A3,12,0,1621.6796875,12
292.1806335449219,0.0,29,0.35920992493629456,2018-07-03,STANDARD,41,292.1806335449219,R_A3,13,0,1623.976806640625,13
292.674072265625,0.0,29,0.6021081209182739,2018-07-03,STANDARD,41,292.674072265625,R_A3,14,0,1628.571044921875,15
292.8343200683594,0.0,29,0.7969792485237122,2018-07-03,STANDARD,41,292.8343200683594,R_A3,15,0,1630.6796875,16
292.9058532714844,0.0,29,0.7768176794052124,2018-07-03,STANDARD,41,292.9058532714844,R_A3,16,0,1631.7880859375,17
290.3989562988281,0.0,29,0.6847935318946838,2018-07-03,STANDARD,41,290.3989562988281,R_A3,17,0,1633.8175048828125,26
282.18115234375,0.0,29,0.048770710825920105,2018-07-03,STANDARD,41,282.18115234375,R_A3,18,0,1637.57958984375,27
282.4322814941406,0.0,29,0.08502082526683807,2018-07-03,STANDARD,41,282.4322814941406,R_A3,19,0,1641.3414306640625,28
282.4413146972656,0.0,29,0.6505341529846191,2018-07-03,STANDARD,41,282.4413146972656,R_A3,20,0,1645.1033935546875,29
282.547119140625,0.0,29,0.08985106647014618,2018-07-03,STANDARD,41,282.547119140625,R_A3,21,0,1648.865478515625,30
278.1592102050781,0.0,30,0.05245495215058327,2018-09-12,STANDARD,52,278.1592102050781,R_A4,1,0,1634.722412109375,1
277.992919921875,0.0,31,0.0491521842777729,2018-09-12,STANDARD,52,277.992919921875,R_A4,2,0,1628.7261962890625,1
278.1243896484375,0.0,31,0.05121849477291107,2018-09-12,STANDARD,52,278.1243896484375,R_A4,3,0,1630.6978759765625,2
278.2558898925781,0.0,31,0.05494033545255661,2018-09-12,STANDARD,52,278.2558898925781,R_A4,4,0,1632.669677734375,3
278.2779846191406,0.0,32,0.05192696303129196,2018-09-12,STANDARD,52,278.2779846191406,R_A4,5,0,1630.3809814453125,3
278.39794921875,0.0,32,0.05758286267518997,2018-09-12,STANDARD,52,278.39794921875,R_A4,6,0,1632.1787109375,4
278.5499572753906,0.0,32,0.057790786027908325,2018-09-12,STANDARD,51,278.5499572753906,R_A4,7,0,1638.1435546875,4
278.4329833984375,0.0,32,0.055576156824827194,2018-09-12,STANDARD,51,278.4329833984375,R_A4,8,0,1636.38818359375,3
278.6417541503906,0.0,33,0.05695389211177826,2018-09-12,STANDARD,51,278.6417541503906,R_A4,9,0,1636.766845703125,3
278.7613525390625,0.0,33,0.05979103222489357,2018-09-12,STANDARD,51,278.7613525390625,R_A4,10,0,1638.5601806640625,4
279.0885009765625,0.0,33,0.06390474736690521,2018-09-12,STANDARD,50,279.0885009765625,R_A4,11,0,1646.7149658203125,4
279.0445251464844,0.0,34,0.06235717982053757,2018-09-12,STANDARD,50,279.0445251464844,R_A4,12,0,1642.481201171875,4
278.9211730957031,0.0,34,0.06274888664484024,2018-09-12,STANDARD,50,278.9211730957031,R_A4,13,0,1640.628662109375,3
279.17169189453125,0.0,35,0.07794074714183807,2018-09-12,STANDARD,50,279.17169189453125,R_A4,14,0,1640.046142578125,3
279.052001953125,0.0,35,0.073221355676651,2018-09-12,STANDARD,50,279.052001953125,R_A4,15,0,1638.25048828125,2
279.9892578125,0.0,35,0.08792555332183838,2018-09-12,STANDARD,49,279.9892578125,R_A4,16,0,1639.501708984375,29
280.4459533691406,0.0,36,0.13474929332733154,2018-09-12,STANDARD,49,280.4459533691406,R_A4,17,0,1643.78173828125,29
280.3306579589844,0.0,36,0.09681742638349533,2018-09-12,STANDARD,48,280.3306579589844,R_A4,18,0,1644.388671875,29
281.1171569824219,0.0,37,0.23164285719394684,2018-09-12,STANDARD,48,281.1171569824219,R_A4,19,0,1650.69677734375,29
284.26220703125,-2.616292816073895e-12,37,1.0,2018-09-12,STANDARD,48,284.26220703125,R_A4,20,0,1645.0419921875,28
281.4245300292969,0.0,38,0.6588591933250427,2018-09-12,STANDARD,48,281.4245300292969,R_A4,21,0,1652.7572021484375,28
281.706787109375,0.0,38,0.6503416895866394,2018-09-12,STANDARD,47,281.706787109375,R_A4,22,0,1659.3941650390625,28
281.0994873046875,0.0,38,0.11789501458406448,2018-09-12,STANDARD,47,281.0994873046875,R_A4,23,0,1653.631103515625,27
275.6609802246094,-7.750528517591615e-12,17,1.0,2018-11-07,STANDARD,42,275.6609802246094,R_A6,1,0,1693.4393310546875,1
275.804443359375,-4.433187757862944e-12,17,1.0,2018-11-07,STANDARD,42,275.804443359375,R_A6,2,0,1694.9637451171875,2
275.94635009765625,-4.350245857986934e-12,17,1.0,2018-11-07,STANDARD,42,275.94635009765625,R_A6,3,0,1696.48828125,3
276.0555114746094,-3.110925796481756e-12,17,1.0,2018-11-07,STANDARD,42,276.0555114746094,R_A6,4,0,1698.0126953125,4
276.1617736816406,-4.941000299879539e-12,17,1.0,2018-11-07,STANDARD,42,276.1617736816406,R_A6,5,0,1699.5372314453125,5
275.9852294921875,-2.3154533845826109e-10,17,1.0,2018-11-07,STANDARD,42,275.9852294921875,R_A6,6,0,1701.0616455078125,6
276.1248474121094,-4.4081041594701276e-10,17,1.0,2018-11-07,STANDARD,42,276.1248474121094,R_A6,7,0,1702.586181640625,7
276.2691345214844,-3.6407113435110716e-10,17,1.0,2018-11-07,STANDARD,42,276.2691345214844,R_A6,8,0,1704.110595703125,8
276.7152404785156,-3.437862147737114e-11,17,1.0,2018-11-07,STANDARD,42,276.7152404785156,R_A6,9,0,1705.6351318359375,9
276.5634460449219,-3.0579507814820772e-09,17,0.9999999403953552,2018-11-07,STANDARD,42,276.5634460449219,R_A6,10,0,1707.15966796875,10
276.9242248535156,-2.712658098147358e-09,17,0.9999999403953552,2018-11-07,STANDARD,42,276.9242248535156,R_A6,11,0,1709.0738525390625,11
