X_UTME,Y_UTMN,Z_TVDSS,POLY_ID
460592.49560546875,5935855.020751953,1684.9212646484375,0
460596.5908203125,5935792.736816406,1677.3154296875,0
460600.85888671875,5935727.830566406,1669.389404296875,0
460600.86376953125,5935727.027587891,1669.2900390625,0
460593.59228515625,5935593.772949219,1652.5888671875,0
460591.96435546875,5935557.574462891,1648.3287353515625,0
460589.748046875,5935514.861083984,1643.291748046875,0
460589.62744140625,5935511.135498047,1642.8548583984375,0
460592.04638671875,5935401.893798828,1634.7470703125,0
460594.0419921875,5935357.087646484,1631.43310546875,0
460593.4326171875,5935348.919921875,1630.81787109375,0
460590.1552734375,5935316.540771484,1627.7462158203125,0
460580.57080078125,5935216.100097656,1618.251953125,0
460567.00537109375,5935166.492675781,1613.043212890625,0
460563.0537109375,5935145.080322266,1612.1248779296875,0
460553.82763671875,5935089.931640625,1609.789306640625,0
460537.7470703125,5934997.6982421875,1605.86279296875,0
460536.92431640625,5934992.179199219,1605.72412109375,0
460528.16796875,5934946.663330078,1604.4833984375,0
460523.19921875,5934921.344482422,1603.7884521484375,0
460523.7109375,5934832.928955078,1602.2315673828125,0
460533.1845703125,5934760.721435547,1605.8612060546875,0
460533.15576171875,5934746.83984375,1606.5347900390625,0
460534.28759765625,5934717.682128906,1607.96533203125,0
460535.75634765625,5934664.655761719,1610.5589599609375,0
460537.7666015625,5934592.099365234,1614.10791015625,0
460530.35595703125,5934536.210205078,1616.7244873046875,0
460529.0908203125,5934527.353515625,1617.137939453125,0
460523.240234375,5934476.4150390625,1620.233154296875,0
460510.541015625,5934427.792236328,1619.6033935546875,0
460509.5859375,5934422.326660156,1619.7708740234375,0
460509.27099609375,5934419.3505859375,1619.874755859375,0
460507.4296875,5934401.967041016,1620.4814453125,0
460507.0322265625,5934389.985595703,1620.9539794921875,0
460489.4794921875,5934238.082763672,1626.1651611328125,0
460501.90673828125,5934131.08203125,1631.3787841796875,0
460502.02734375,5934130.505615234,1631.4453125,0
460502.33349609375,5934127.145996094,1631.823486328125,0
460529.091796875,5933991.873291016,1647.4156494140625,0
460529.09521484375,5933991.835327148,1647.419921875,0
460529.09423828125,5933991.77355957,1647.4267578125,0
460531.373046875,5933938.5439453125,1653.352783203125,0
460532.8876953125,5933903.165649414,1657.2913818359375,0
460532.91162109375,5933897.10559082,1657.6951904296875,0
460526.63525390625,5933855.02722168,1660.5914306640625,0
460517.93896484375,5933808.928588867,1663.790771484375,0
460507.833984375,5933771.138916016,1666.456298828125,0
460499.3115234375,5933735.999267578,1669.8798828125,0
460493.390625,5933714.482666016,1671.995361328125,0
460477.931640625,5933662.510864258,1677.13671875,0
460474.46923828125,5933651.572875977,1677.9876708984375,0
460464.12890625,5933622.07409668,1680.27490234375,0
460460.99267578125,5933612.94934082,1680.98291015625,0
460431.091796875,5933479.610595703,1691.44873046875,0
460428.359375,5933467.730712891,1692.380615234375,0
460428.3681640625,5933467.673095703,1692.406005859375,0
460426.17236328125,5933458.138061523,1693.1514892578125,0
460421.17822265625,5933432.270385742,1696.07373046875,0
460408.4169921875,5933352.496948242,1705.0615234375,0
