CONIPOS,DATE,PRESSURE,CONBPRES,WELLMODEL,DEPTH,CONJPOS,CONIDX,DRAWDOWN,WELL,SGAS,CONKPOS,SWAT
29,2018-01-01,299.7397155761719,299.7397155761719,STANDARD,1625.3392333984375,41,14,0,R_A3,0.0,13,0.3670145869255066
29,2018-01-01,299.893798828125,299.893798828125,STANDARD,1627.637939453125,41,15,0,R_A3,0.0,14,0.18976502120494843
29,2018-01-01,300.04791259765625,300.04791259765625,STANDARD,1629.9365234375,41,16,0,R_A3,0.0,15,0.49567851424217224
29,2018-01-01,300.1775207519531,300.1775207519531,STANDARD,1631.8699951171875,41,17,0,R_A3,0.0,16,0.800231397151947
29,2018-01-01,300.34967041015625,300.34967041015625,STANDARD,1634.4373779296875,41,18,0,R_A3,0.0,25,0.6481541991233826
29,2018-01-01,300.5887756347656,300.5887756347656,STANDARD,1638.003662109375,41,19,0,R_A3,0.0,26,0.04378918930888176
29,2018-01-01,300.8279113769531,300.8279113769531,STANDARD,1641.570068359375,41,20,0,R_A3,0.0,27,0.04839460924267769
29,2018-01-01,301.0670471191406,301.0670471191406,STANDARD,1645.1363525390625,41,21,0,R_A3,0.0,28,0.6828494668006897
29,2018-01-01,301.30621337890625,301.30621337890625,STANDARD,1648.7027587890625,41,22,0,R_A3,0.0,29,0.09294373542070389
30,2018-01-01,300.2040100097656,300.2040100097656,STANDARD,1632.2650146484375,52,1,0,R_A4,0.0,1,0.1322232335805893
31,2018-01-01,299.8298034667969,299.8298034667969,STANDARD,1626.6832275390625,52,2,0,R_A4,0.0,1,0.24591991305351257
31,2018-01-01,299.9707946777344,299.9707946777344,STANDARD,1628.7862548828125,52,3,0,R_A4,0.0,2,0.081362783908844
31,2018-01-01,300.1117858886719,300.1117858886719,STANDARD,1630.889404296875,52,4,0,R_A4,0.0,3,0.05065635219216347
31,2018-01-01,300.2527770996094,300.2527770996094,STANDARD,1632.992431640625,52,5,0,R_A4,0.0,4,0.052454184740781784
32,2018-01-01,300.136474609375,300.136474609375,STANDARD,1631.2578125,52,6,0,R_A4,0.0,4,0.05364759638905525
32,2018-01-01,300.263916015625,300.263916015625,STANDARD,1633.158447265625,52,7,0,R_A4,0.0,5,0.05343848094344139
32,2018-01-01,300.50628662109375,300.50628662109375,STANDARD,1636.7735595703125,51,8,0,R_A4,0.0,5,0.22233669459819794
32,2018-01-01,300.38214111328125,300.38214111328125,STANDARD,1634.921630859375,51,9,0,R_A4,0.0,4,0.05461592599749565
33,2018-01-01,300.4598083496094,300.4598083496094,STANDARD,1636.0802001953125,51,10,0,R_A4,0.0,4,0.05596347153186798
33,2018-01-01,300.8096923828125,300.8096923828125,STANDARD,1641.29833984375,50,11,0,R_A4,0.0,4,0.05865578353404999
34,2018-01-01,300.692626953125,300.692626953125,STANDARD,1639.5526123046875,50,12,0,R_A4,0.0,4,0.07622968405485153
35,2018-01-01,300.7679748535156,300.7679748535156,STANDARD,1640.6761474609375,50,13,0,R_A4,0.0,4,0.11768249422311783
35,2018-01-01,300.6473388671875,300.6473388671875,STANDARD,1638.877197265625,50,14,0,R_A4,0.0,3,0.17927055060863495
35,2018-01-01,300.9466552734375,300.9466552734375,STANDARD,1643.3408203125,49,15,0,R_A4,0.0,3,0.23552802205085754
35,2018-01-01,300.82568359375,300.82568359375,STANDARD,1641.536865234375,49,16,0,R_A4,0.0,2,0.22224199771881104
36,2018-01-01,301.0660705566406,301.0660705566406,STANDARD,1645.12158203125,49,17,0,R_A4,0.0,28,0.08478403091430664
36,2018-01-01,301.0224609375,301.0224609375,STANDARD,1644.47119140625,48,18,0,R_A4,0.0,28,0.05801146849989891
37,2018-01-01,301.37274169921875,301.37274169921875,STANDARD,1649.6947021484375,48,19,0,R_A4,0.0,28,0.12898916006088257
38,2018-01-01,301.62603759765625,301.62603759765625,STANDARD,1653.471435546875,48,20,0,R_A4,0.0,28,0.6481541991233826
38,2018-01-01,302.19677734375,302.19677734375,STANDARD,1661.9808349609375,47,21,0,R_A4,0.0,28,0.6785913109779358
38,2018-01-01,301.8258361816406,301.8258361816406,STANDARD,1656.4503173828125,47,22,0,R_A4,0.0,27,0.06226356700062752
31,2018-01-01,303.9128112792969,303.9128112792969,STANDARD,1685.7518310546875,20,1,0,R_A5,0.0,1,1.0
31,2018-01-01,304.1209716796875,304.1209716796875,STANDARD,1687.9483642578125,20,2,0,R_A5,0.0,2,1.0
31,2018-01-01,304.3291015625,304.3291015625,STANDARD,1690.144775390625,20,3,0,R_A5,0.0,3,1.0
31,2018-01-01,304.5372619628906,304.5372619628906,STANDARD,1692.3411865234375,20,4,0,R_A5,0.0,4,1.0
31,2018-01-01,304.7453918457031,304.7453918457031,STANDARD,1694.53759765625,20,5,0,R_A5,0.0,5,1.0
31,2018-01-01,304.95355224609375,304.95355224609375,STANDARD,1696.7340087890625,20,6,0,R_A5,0.0,6,1.0
31,2018-01-01,305.4674987792969,305.4674987792969,STANDARD,1698.9305419921875,20,7,0,R_A5,0.0,7,1.0
31,2018-01-01,305.6756286621094,305.6756286621094,STANDARD,1701.126953125,20,8,0,R_A5,0.0,8,1.0
31,2018-01-01,305.25048828125,305.25048828125,STANDARD,1699.8662109375,21,9,0,R_A5,0.0,11,1.0
31,2018-01-01,305.4393310546875,305.4393310546875,STANDARD,1701.85888671875,21,10,0,R_A5,0.0,12,1.0
31,2018-01-01,305.64013671875,305.64013671875,STANDARD,1703.8515625,21,11,0,R_A5,0.0,13,1.0
31,2018-01-01,305.8290100097656,305.8290100097656,STANDARD,1705.84423828125,21,12,0,R_A5,0.0,14,1.0
31,2018-01-01,306.0178527832031,306.0178527832031,STANDARD,1707.8370361328125,21,13,0,R_A5,0.0,15,1.0
31,2018-01-01,306.3517150878906,306.3517150878906,STANDARD,1709.8297119140625,21,14,0,R_A5,0.0,16,1.0
31,2018-01-01,306.5405578613281,306.5405578613281,STANDARD,1711.8223876953125,21,15,0,R_A5,0.0,17,1.0
31,2018-01-01,306.6875,306.6875,STANDARD,1713.3729248046875,21,16,0,R_A5,0.0,18,1.0
31,2018-01-01,306.7535400390625,306.7535400390625,STANDARD,1714.069580078125,21,17,0,R_A5,0.0,19,1.0
31,2018-01-01,306.7192077636719,306.7192077636719,STANDARD,1715.364990234375,21,18,0,R_A5,0.0,25,1.0
31,2018-01-01,306.937744140625,306.937744140625,STANDARD,1717.670654296875,21,19,0,R_A5,0.0,26,1.0
31,2018-01-01,307.4620361328125,307.4620361328125,STANDARD,1719.976318359375,21,20,0,R_A5,0.0,27,1.0
31,2018-01-01,307.6805419921875,307.6805419921875,STANDARD,1722.281982421875,21,21,0,R_A5,0.0,28,1.0
31,2018-01-01,307.8990783691406,307.8990783691406,STANDARD,1724.587646484375,21,22,0,R_A5,0.0,29,1.0
17,2018-01-01,305.031005859375,305.031005859375,STANDARD,1694.32470703125,42,1,0,R_A6,0.0,1,1.0
17,2018-01-01,305.1766662597656,305.1766662597656,STANDARD,1695.86181640625,42,2,0,R_A6,0.0,2,1.0
17,2018-01-01,305.32232666015625,305.32232666015625,STANDARD,1697.39892578125,42,3,0,R_A6,0.0,3,1.0
17,2018-01-01,305.468017578125,305.468017578125,STANDARD,1698.93603515625,42,4,0,R_A6,0.0,4,1.0
17,2018-01-01,305.6136779785156,305.6136779785156,STANDARD,1700.47314453125,42,5,0,R_A6,0.0,5,1.0
17,2018-01-01,305.75933837890625,305.75933837890625,STANDARD,1702.01025390625,42,6,0,R_A6,0.0,6,1.0
17,2018-01-01,305.60595703125,305.60595703125,STANDARD,1703.54736328125,42,7,0,R_A6,0.0,7,1.0
17,2018-01-01,305.75164794921875,305.75164794921875,STANDARD,1705.08447265625,42,8,0,R_A6,0.0,8,1.0
17,2018-01-01,306.19635009765625,306.19635009765625,STANDARD,1706.62158203125,42,9,0,R_A6,0.0,9,1.0
17,2018-01-01,306.0362548828125,306.0362548828125,STANDARD,1708.15869140625,42,10,0,R_A6,0.0,10,1.0
17,2018-01-01,306.2192687988281,306.2192687988281,STANDARD,1710.0887451171875,42,11,0,R_A6,0.0,11,1.0
17,2018-01-01,306.4394226074219,306.4394226074219,STANDARD,1712.41162109375,42,12,0,R_A6,0.0,12,1.0
17,2018-01-01,306.6715393066406,306.6715393066406,STANDARD,1714.734619140625,42,13,0,R_A6,0.0,13,1.0
17,2018-01-01,306.8916931152344,306.8916931152344,STANDARD,1717.0574951171875,42,14,0,R_A6,0.0,14,1.0
17,2018-01-01,307.1118469238281,307.1118469238281,STANDARD,1719.3804931640625,42,15,0,R_A6,0.0,15,1.0
17,2018-01-01,307.4770202636719,307.4770202636719,STANDARD,1721.703369140625,42,16,0,R_A6,0.0,16,1.0
17,2018-01-01,307.6971740722656,307.6971740722656,STANDARD,1724.0262451171875,42,17,0,R_A6,0.0,17,1.0
17,2018-01-01,307.8349304199219,307.8349304199219,STANDARD,1725.479736328125,42,18,0,R_A6,0.0,18,1.0
17,2018-01-01,307.7866516113281,307.7866516113281,STANDARD,1726.6278076171875,42,19,0,R_A6,0.0,25,1.0
17,2018-01-01,308.2547302246094,308.2547302246094,STANDARD,1728.3399658203125,42,20,0,R_A6,0.0,26,1.0
17,2018-01-01,308.4169921875,308.4169921875,STANDARD,1730.0521240234375,42,21,0,R_A6,0.0,27,1.0
17,2018-01-01,308.57928466796875,308.57928466796875,STANDARD,1731.7642822265625,42,22,0,R_A6,0.0,28,1.0
17,2018-01-01,308.4357604980469,308.4357604980469,STANDARD,1733.4764404296875,42,23,0,R_A6,0.0,29,1.0
22,2018-03-01,297.920166015625,297.920166015625,STANDARD,1641.274169921875,30,1,0,R_A2,0.0,1,0.12103693187236786
22,2018-03-01,298.03924560546875,298.03924560546875,STANDARD,1643.051025390625,30,2,0,R_A2,0.0,2,0.1079505905508995
22,2018-03-01,298.158447265625,298.158447265625,STANDARD,1644.827880859375,30,3,0,R_A2,0.0,3,0.0581592321395874
22,2018-03-01,298.2776184082031,298.2776184082031,STANDARD,1646.604736328125,30,4,0,R_A2,0.0,4,0.0632336288690567
22,2018-03-01,298.3967590332031,298.3967590332031,STANDARD,1648.3817138671875,30,5,0,R_A2,0.0,5,0.06524988263845444
22,2018-03-01,298.60418701171875,298.60418701171875,STANDARD,1650.1585693359375,30,6,0,R_A2,0.0,6,0.29320627450942993
22,2018-03-01,298.7257995605469,298.7257995605469,STANDARD,1651.9354248046875,30,7,0,R_A2,0.0,7,0.8780184984207153
22,2018-03-01,298.85107421875,298.85107421875,STANDARD,1653.7122802734375,30,8,0,R_A2,0.0,8,0.8751299977302551
22,2018-03-01,299.1811828613281,299.1811828613281,STANDARD,1655.4892578125,30,9,0,R_A2,0.0,9,0.8872838616371155
22,2018-03-01,299.4749755859375,299.4749755859375,STANDARD,1657.26611328125,30,10,0,R_A2,0.0,10,0.8975929021835327
22,2018-03-01,299.3202209472656,299.3202209472656,STANDARD,1659.1925048828125,30,11,0,R_A2,0.0,11,0.07024489343166351
22,2018-03-01,299.46661376953125,299.46661376953125,STANDARD,1661.2685546875,30,12,0,R_A2,0.0,12,0.07100479304790497
22,2018-03-01,299.6372985839844,299.6372985839844,STANDARD,1663.344482421875,30,13,0,R_A2,0.0,13,0.4318159818649292
22,2018-03-01,299.778076171875,299.778076171875,STANDARD,1665.4205322265625,30,14,0,R_A2,0.0,14,0.47232136130332947
22,2018-03-01,299.9271240234375,299.9271240234375,STANDARD,1667.49658203125,30,15,0,R_A2,0.0,15,0.9080449938774109
22,2018-03-01,300.0785827636719,300.0785827636719,STANDARD,1669.5726318359375,30,16,0,R_A2,0.0,16,0.9238246083259583
22,2018-03-01,300.2261657714844,300.2261657714844,STANDARD,1671.648681640625,30,17,0,R_A2,0.0,17,0.8947589993476868
22,2018-03-01,300.4493103027344,300.4493103027344,STANDARD,1673.95654296875,29,18,0,R_A2,0.0,17,0.9219970703125
22,2018-03-01,300.5701599121094,300.5701599121094,STANDARD,1675.759033203125,29,19,0,R_A2,0.0,18,0.9763233661651611
22,2018-03-01,302.0503845214844,302.0503845214844,STANDARD,1677.381103515625,29,20,0,R_A2,0.0,25,0.6557824611663818
22,2018-03-01,302.9908752441406,302.9908752441406,STANDARD,1679.1466064453125,29,21,0,R_A2,0.0,26,0.7782914042472839
22,2018-03-01,303.3158874511719,303.3158874511719,STANDARD,1680.912109375,29,22,0,R_A2,0.0,27,0.8509958386421204
22,2018-03-01,303.8511047363281,303.8511047363281,STANDARD,1682.6776123046875,29,23,0,R_A2,-2.481839874671904e-13,28,1.0
22,2018-03-01,304.0448913574219,304.0448913574219,STANDARD,1684.4429931640625,29,24,0,R_A2,-1.347168497633014e-13,29,1.0
31,2018-04-28,283.9833984375,283.9833984375,STANDARD,1685.7518310546875,20,1,0,R_A5,-4.906793305003987e-10,1,1.0
31,2018-04-28,284.1913146972656,284.1913146972656,STANDARD,1687.9483642578125,20,2,0,R_A5,-5.429425797842669e-10,2,1.0
31,2018-04-28,284.39910888671875,284.39910888671875,STANDARD,1690.144775390625,20,3,0,R_A5,-4.818823673424788e-10,3,1.0
31,2018-04-28,284.6068420410156,284.6068420410156,STANDARD,1692.3411865234375,20,4,0,R_A5,-4.405774911564464e-10,4,1.0
31,2018-04-28,284.8146667480469,284.8146667480469,STANDARD,1694.53759765625,20,5,0,R_A5,-3.9829078923858674e-10,5,1.0
31,2018-04-28,285.0224914550781,285.0224914550781,STANDARD,1696.7340087890625,20,6,0,R_A5,-3.277395577150344e-10,6,1.0
31,2018-04-28,285.56060791015625,285.56060791015625,STANDARD,1698.9305419921875,20,7,0,R_A5,-2.3426657749098245e-12,7,1.0
31,2018-04-28,285.8030700683594,285.8030700683594,STANDARD,1701.126953125,20,8,0,R_A5,-1.907332148123886e-12,8,1.0
31,2018-04-28,277.1768798828125,277.1768798828125,STANDARD,1699.8662109375,21,9,0,R_A5,-1.2209575572796894e-09,11,0.9999999403953552
31,2018-04-28,277.37176513671875,277.37176513671875,STANDARD,1701.85888671875,21,10,0,R_A5,-6.495680660023595e-10,12,1.0
31,2018-04-28,277.5736999511719,277.5736999511719,STANDARD,1703.8515625,21,11,0,R_A5,-5.079271725438872e-11,13,1.0
31,2018-04-28,277.7665100097656,277.7665100097656,STANDARD,1705.84423828125,21,12,0,R_A5,-2.0338546125042711e-10,14,1.0
31,2018-04-28,278.0234069824219,278.0234069824219,STANDARD,1707.8370361328125,21,13,0,R_A5,-4.398439945596522e-11,15,1.0
31,2018-04-28,278.4068298339844,278.4068298339844,STANDARD,1709.8297119140625,21,14,0,R_A5,-9.246304243093473e-12,16,1.0
31,2018-04-28,278.6198425292969,278.6198425292969,STANDARD,1711.8223876953125,21,15,0,R_A5,-9.393110421418438e-12,17,1.0
31,2018-04-28,278.7768249511719,278.7768249511719,STANDARD,1713.3729248046875,21,16,0,R_A5,-1.83326513691906e-11,18,1.0
31,2018-04-28,278.8435363769531,278.8435363769531,STANDARD,1714.069580078125,21,17,0,R_A5,0.0,19,1.0
31,2018-04-28,284.39141845703125,284.39141845703125,STANDARD,1715.364990234375,21,18,0,R_A5,-8.224584902016829e-11,25,1.0
31,2018-04-28,284.6211853027344,284.6211853027344,STANDARD,1717.670654296875,21,19,0,R_A5,-9.695904495954366e-11,26,1.0
31,2018-04-28,296.2513122558594,296.2513122558594,STANDARD,1719.976318359375,21,20,0,R_A5,-2.4013952741330545e-18,27,1.0
31,2018-04-28,303.72796630859375,303.72796630859375,STANDARD,1722.281982421875,21,21,0,R_A5,-1.6952482457966687e-19,28,1.0
31,2018-04-28,306.6453552246094,306.6453552246094,STANDARD,1724.587646484375,21,22,0,R_A5,-3.1188942190033883e-18,29,1.0
28,2018-07-03,277.9699401855469,277.9699401855469,STANDARD,1608.7928466796875,41,1,0,R_A3,0.0,1,0.24833159148693085
28,2018-07-03,278.07769775390625,278.07769775390625,STANDARD,1610.7984619140625,41,2,0,R_A3,0.0,2,0.16919328272342682
28,2018-07-03,278.21136474609375,278.21136474609375,STANDARD,1612.803955078125,41,3,0,R_A3,0.0,3,0.09477992355823517
29,2018-07-03,277.61163330078125,277.61163330078125,STANDARD,1603.7318115234375,41,4,0,R_A3,0.0,3,0.14366844296455383
29,2018-07-03,277.7524719238281,277.7524719238281,STANDARD,1605.8465576171875,41,5,0,R_A3,0.0,4,0.6515387892723083
29,2018-07-03,277.9974060058594,277.9974060058594,STANDARD,1607.9613037109375,41,6,0,R_A3,0.0,5,0.8086249828338623
29,2018-07-03,278.0561218261719,278.0561218261719,STANDARD,1610.0760498046875,41,7,0,R_A3,0.0,6,0.6497858762741089
29,2018-07-03,278.209228515625,278.209228515625,STANDARD,1612.1907958984375,41,8,0,R_A3,0.0,7,0.19462214410305023
29,2018-07-03,278.3503112792969,278.3503112792969,STANDARD,1614.3055419921875,41,9,0,R_A3,0.0,8,0.19913630187511444
29,2018-07-03,278.6063537597656,278.6063537597656,STANDARD,1616.4202880859375,41,10,0,R_A3,0.0,9,0.7958508133888245
29,2018-07-03,281.5608825683594,281.5608825683594,STANDARD,1618.5350341796875,41,11,0,R_A3,0.0,10,0.7939556837081909
29,2018-07-03,296.6923522949219,296.6923522949219,STANDARD,1620.7418212890625,41,12,0,R_A3,0.0,11,0.04782233014702797
29,2018-07-03,296.8463439941406,296.8463439941406,STANDARD,1623.04052734375,41,13,0,R_A3,0.0,12,0.05299041047692299
29,2018-07-03,297.0005798339844,297.0005798339844,STANDARD,1625.3392333984375,41,14,0,R_A3,0.0,13,0.36710304021835327
29,2018-07-03,297.22576904296875,297.22576904296875,STANDARD,1627.637939453125,41,15,0,R_A3,0.0,14,0.18990232050418854
29,2018-07-03,297.5669860839844,297.5669860839844,STANDARD,1629.9365234375,41,16,0,R_A3,0.0,15,0.4956681430339813
29,2018-07-03,297.6988220214844,297.6988220214844,STANDARD,1631.8699951171875,41,17,0,R_A3,0.0,16,0.8000841736793518
29,2018-07-03,286.0069580078125,286.0069580078125,STANDARD,1634.4373779296875,41,18,0,R_A3,0.0,25,0.6492180824279785
29,2018-07-03,286.22552490234375,286.22552490234375,STANDARD,1638.003662109375,41,19,0,R_A3,0.0,26,0.04396181181073189
29,2018-07-03,286.4637451171875,286.4637451171875,STANDARD,1641.570068359375,41,20,0,R_A3,0.0,27,0.048720620572566986
29,2018-07-03,286.6234130859375,286.6234130859375,STANDARD,1645.1363525390625,41,21,0,R_A3,0.0,28,0.6867384314537048
29,2018-07-03,286.675537109375,286.675537109375,STANDARD,1648.7027587890625,41,22,0,R_A3,0.0,29,0.09469345211982727
30,2018-09-12,282.2662353515625,282.2662353515625,STANDARD,1632.2650146484375,52,1,0,R_A4,0.0,1,0.13258671760559082
31,2018-09-12,281.9122619628906,281.9122619628906,STANDARD,1626.6832275390625,52,2,0,R_A4,0.0,1,0.24615149199962616
31,2018-09-12,282.0525817871094,282.0525817871094,STANDARD,1628.7862548828125,52,3,0,R_A4,0.0,2,0.08149173855781555
31,2018-09-12,282.1929016113281,282.1929016113281,STANDARD,1630.889404296875,52,4,0,R_A4,0.0,3,0.0507529079914093
31,2018-09-12,282.333251953125,282.333251953125,STANDARD,1632.992431640625,52,5,0,R_A4,0.0,4,0.052577871829271317
32,2018-09-12,282.2267150878906,282.2267150878906,STANDARD,1631.2578125,52,6,0,R_A4,0.0,4,0.05374414846301079
32,2018-09-12,282.35357666015625,282.35357666015625,STANDARD,1633.158447265625,52,7,0,R_A4,0.0,5,0.05352240800857544
32,2018-09-12,282.5640563964844,282.5640563964844,STANDARD,1636.7735595703125,51,8,0,R_A4,0.0,5,0.22234131395816803
32,2018-09-12,282.4404296875,282.4404296875,STANDARD,1634.921630859375,51,9,0,R_A4,0.0,4,0.054744236171245575
33,2018-09-12,282.50067138671875,282.50067138671875,STANDARD,1636.0802001953125,51,10,0,R_A4,0.0,4,0.056044191122055054
33,2018-09-12,282.8314514160156,282.8314514160156,STANDARD,1641.29833984375,50,11,0,R_A4,0.0,4,0.05875987559556961
34,2018-09-12,282.6754455566406,282.6754455566406,STANDARD,1639.5526123046875,50,12,0,R_A4,0.0,4,0.07615210115909576
35,2018-09-12,282.66412353515625,282.66412353515625,STANDARD,1640.6761474609375,50,13,0,R_A4,0.0,4,0.11800767481327057
35,2018-09-12,282.5440368652344,282.5440368652344,STANDARD,1638.877197265625,50,14,0,R_A4,0.0,3,0.17970257997512817
35,2018-09-12,282.7073974609375,282.7073974609375,STANDARD,1643.3408203125,49,15,0,R_A4,0.0,3,0.23567108809947968
35,2018-09-12,282.5876159667969,282.5876159667969,STANDARD,1641.536865234375,49,16,0,R_A4,0.0,2,0.22234299778938293
36,2018-09-12,279.3712158203125,279.3712158203125,STANDARD,1645.12158203125,49,17,0,R_A4,0.0,28,0.08538206666707993
36,2018-09-12,279.0932312011719,279.0932312011719,STANDARD,1644.47119140625,48,18,0,R_A4,0.0,28,0.059292614459991455
37,2018-09-12,279.65472412109375,279.65472412109375,STANDARD,1649.6947021484375,48,19,0,R_A4,0.0,28,0.12690018117427826
38,2018-09-12,280.1549377441406,280.1549377441406,STANDARD,1653.471435546875,48,20,0,R_A4,0.0,28,0.6502225399017334
38,2018-09-12,280.533447265625,280.533447265625,STANDARD,1661.9808349609375,47,21,0,R_A4,0.0,28,0.6843823194503784
38,2018-09-12,280.1399230957031,280.1399230957031,STANDARD,1656.4503173828125,47,22,0,R_A4,0.0,27,0.06262537091970444
17,2018-11-07,277.4134826660156,277.4134826660156,STANDARD,1694.32470703125,42,1,0,R_A6,-1.9425641650805403e-12,1,1.0
17,2018-11-07,277.5543212890625,277.5543212890625,STANDARD,1695.86181640625,42,2,0,R_A6,-1.0224837469763326e-12,2,1.0
17,2018-11-07,277.6907043457031,277.6907043457031,STANDARD,1697.39892578125,42,3,0,R_A6,-1.5277924324957892e-12,3,1.0
17,2018-11-07,277.8238220214844,277.8238220214844,STANDARD,1698.93603515625,42,4,0,R_A6,-6.819246773162591e-13,4,1.0
17,2018-11-07,277.95556640625,277.95556640625,STANDARD,1700.47314453125,42,5,0,R_A6,-8.68066632030845e-13,5,1.0
17,2018-11-07,278.0922546386719,278.0922546386719,STANDARD,1702.01025390625,42,6,0,R_A6,-5.155465984674201e-11,6,1.0
17,2018-11-07,277.9437255859375,277.9437255859375,STANDARD,1703.54736328125,42,7,0,R_A6,-9.491375047021577e-11,7,1.0
17,2018-11-07,278.1011047363281,278.1011047363281,STANDARD,1705.08447265625,42,8,0,R_A6,-6.771862237631154e-11,8,1.0
17,2018-11-07,278.6152038574219,278.6152038574219,STANDARD,1706.62158203125,42,9,0,R_A6,-2.8395042393769554e-12,9,1.0
17,2018-11-07,278.6255187988281,278.6255187988281,STANDARD,1708.15869140625,42,10,0,R_A6,-3.6244098000626224e-12,10,1.0
17,2018-11-07,282.8214111328125,282.8214111328125,STANDARD,1710.0887451171875,42,11,0,R_A6,1.0363528091250629e-10,11,1.0
