SGAS,CONIPOS,CONKPOS,SWAT,PRESSURE,WELLMODEL,CONIDX,CONBPRES,CONJPOS,WELL,DATE,DEPTH,DRAWDOWN
0.0,31,4,0.05153459310531616,276.9310607910156,STANDARD,5,276.9310607910156,52,R_A4,2018-09-12,1632.2222900390625,0
0.0,31,5,0.05255776271224022,277.0680236816406,STANDARD,6,277.0680236816406,52,R_A4,2018-09-12,1634.2763671875,0
0.0,32,5,0.053572945296764374,277.108642578125,STANDARD,7,277.108642578125,52,R_A4,2018-09-12,1633.0445556640625,0
0.0,32,5,0.055293187499046326,277.2296142578125,STANDARD,8,277.2296142578125,51,R_A4,2018-09-12,1636.683837890625,0
0.0,33,5,0.057568229734897614,277.5184326171875,STANDARD,9,277.5184326171875,51,R_A4,2018-09-12,1639.00927734375,0
0.0,33,4,0.05546455457806587,277.3971252441406,STANDARD,10,277.3971252441406,51,R_A4,2018-09-12,1637.1895751953125,0
0.0,33,3,0.057148415595293045,277.27587890625,STANDARD,11,277.27587890625,51,R_A4,2018-09-12,1635.369873046875,0
0.0,33,3,0.06054931506514549,277.6410827636719,STANDARD,12,277.6410827636719,50,R_A4,2018-09-12,1642.5384521484375,0
0.0,34,3,0.05907292664051056,277.6510925292969,STANDARD,13,277.6510925292969,50,R_A4,2018-09-12,1640.7091064453125,0
0.0,35,3,0.057935312390327454,277.726806640625,STANDARD,14,277.726806640625,50,R_A4,2018-09-12,1640.4842529296875,0
0.0,35,2,0.1493007391691208,277.60296630859375,STANDARD,15,277.60296630859375,50,R_A4,2018-09-12,1638.6328125,0
0.0,35,30,0.15527810156345367,276.70758056640625,STANDARD,16,276.70758056640625,49,R_A4,2018-09-12,1639.739990234375,0
0.0,36,30,0.08679085969924927,277.2355041503906,STANDARD,17,277.2355041503906,49,R_A4,2018-09-12,1645.74169921875,0
0.0,36,29,0.13308213651180267,276.83941650390625,STANDARD,18,276.83941650390625,49,R_A4,2018-09-12,1639.885009765625,0
0.0,36,29,0.10873963683843613,276.6635437011719,STANDARD,19,276.6635437011719,48,R_A4,2018-09-12,1640.123046875,0
0.0,37,29,0.209819957613945,277.29034423828125,STANDARD,20,277.29034423828125,48,R_A4,2018-09-12,1645.9708251953125,0
0.0,38,29,0.05850332975387573,277.84637451171875,STANDARD,21,277.84637451171875,48,R_A4,2018-09-12,1650.5675048828125,0
0.0,38,29,0.06880464404821396,278.21307373046875,STANDARD,22,278.21307373046875,47,R_A4,2018-09-12,1659.4482421875,0
-1.497797383082783e-13,17,1,1.0,274.7328186035156,STANDARD,1,274.7328186035156,42,R_A6,2018-11-07,1694.20703125,0
-3.9051017465280974e-14,17,2,1.0,274.8764343261719,STANDARD,2,274.8764343261719,42,R_A6,2018-11-07,1695.735107421875,0
-2.6053549305482017e-14,17,3,1.0,275.01776123046875,STANDARD,3,275.01776123046875,42,R_A6,2018-11-07,1697.2633056640625,0
-1.6352438608931152e-14,17,4,1.0,275.15557861328125,STANDARD,4,275.15557861328125,42,R_A6,2018-11-07,1698.7913818359375,0
