SWAT,DATE,CONIDX,PRESSURE,CONBPRES,CONJPOS,DRAWDOWN,SGAS,CONKPOS,WELL,CONIPOS,DEPTH,WELLMODEL
0.051270801573991776,2018-01-01,1,300.7953186035156,300.7953186035156,30,0,0.0,1,R_A2,22,1640.910888671875,STANDARD
0.054763443768024445,2018-01-01,2,300.91302490234375,300.91302490234375,30,0,0.0,2,R_A2,22,1642.6661376953125,STANDARD
0.05717911198735237,2018-01-01,3,301.0307312011719,301.0307312011719,30,0,0.0,3,R_A2,22,1644.4215087890625,STANDARD
0.06267981976270676,2018-01-01,4,301.1484375,301.1484375,30,0,0.0,4,R_A2,22,1646.1767578125,STANDARD
0.06391162425279617,2018-01-01,5,301.2661437988281,301.2661437988281,30,0,0.0,5,R_A2,22,1647.93212890625,STANDARD
0.30480849742889404,2018-01-01,6,301.3838806152344,301.3838806152344,30,0,0.0,6,R_A2,22,1649.6873779296875,STANDARD
0.658281147480011,2018-01-01,7,301.5015869140625,301.5015869140625,30,0,0.0,7,R_A2,22,1651.442626953125,STANDARD
0.2202221304178238,2018-01-01,8,301.6192932128906,301.6192932128906,30,0,0.0,8,R_A2,22,1653.1978759765625,STANDARD
0.20130932331085205,2018-01-01,9,301.7370300292969,301.7370300292969,30,0,0.0,9,R_A2,22,1654.953125,STANDARD
0.8832547068595886,2018-01-01,10,301.8547668457031,301.8547668457031,30,0,0.0,10,R_A2,22,1656.7083740234375,STANDARD
0.0684833973646164,2018-01-01,11,301.9810791015625,301.9810791015625,30,0,0.0,11,R_A2,22,1658.5916748046875,STANDARD
0.07353386282920837,2018-01-01,12,302.115966796875,302.115966796875,30,0,0.0,12,R_A2,22,1660.6029052734375,STANDARD
0.43115079402923584,2018-01-01,13,302.2508850097656,302.2508850097656,30,0,0.0,13,R_A2,22,1662.6141357421875,STANDARD
0.4667792022228241,2018-01-01,14,302.38580322265625,302.38580322265625,30,0,0.0,14,R_A2,22,1664.62548828125,STANDARD
0.895327091217041,2018-01-01,15,302.5207214355469,302.5207214355469,30,0,0.0,15,R_A2,22,1666.63671875,STANDARD
0.9217432141304016,2018-01-01,16,302.6556396484375,302.6556396484375,30,0,0.0,16,R_A2,22,1668.6478271484375,STANDARD
0.8681520223617554,2018-01-01,17,302.7905578613281,302.7905578613281,30,0,0.0,17,R_A2,22,1670.6591796875,STANDARD
0.9077553749084473,2018-01-01,18,302.9632263183594,302.9632263183594,29,0,0.0,17,R_A2,22,1673.2325439453125,STANDARD
0.9598020315170288,2018-01-01,19,303.092529296875,303.092529296875,29,0,0.0,18,R_A2,22,1675.159912109375,STANDARD
1.0,2018-01-01,20,303.22821044921875,303.22821044921875,29,0,0.0,26,R_A2,22,1677.1820068359375,STANDARD
0.7978301644325256,2018-01-01,21,303.3483581542969,303.3483581542969,29,0,0.0,27,R_A2,22,1678.972900390625,STANDARD
1.0,2018-01-01,22,303.468505859375,303.468505859375,29,0,0.0,28,R_A2,22,1680.763671875,STANDARD
1.0,2018-01-01,23,303.9156188964844,303.9156188964844,29,0,0.0,29,R_A2,22,1682.5545654296875,STANDARD
1.0,2018-01-01,24,304.0853271484375,304.0853271484375,29,0,0.0,30,R_A2,22,1684.345458984375,STANDARD
0.6481541991233826,2018-01-01,1,298.6307373046875,298.6307373046875,41,0,0.0,1,R_A3,28,1608.6212158203125,STANDARD
0.14965535700321198,2018-01-01,2,298.76385498046875,298.76385498046875,41,0,0.0,2,R_A3,28,1610.6072998046875,STANDARD
0.16517019271850586,2018-01-01,3,298.1941833496094,298.1941833496094,41,0,0.0,2,R_A3,29,1602.106689453125,STANDARD
0.1495111584663391,2018-01-01,4,298.3359375,298.3359375,41,0,0.0,3,R_A3,29,1604.221923828125,STANDARD
0.15143895149230957,2018-01-01,5,298.4776916503906,298.4776916503906,41,0,0.0,4,R_A3,29,1606.3372802734375,STANDARD
0.8047177195549011,2018-01-01,6,298.61944580078125,298.61944580078125,41,0,0.0,5,R_A3,29,1608.4525146484375,STANDARD
0.24341903626918793,2018-01-01,7,298.7611999511719,298.7611999511719,41,0,0.0,6,R_A3,29,1610.5677490234375,STANDARD
0.19376088678836823,2018-01-01,8,298.9029541015625,298.9029541015625,41,0,0.0,7,R_A3,29,1612.6829833984375,STANDARD
0.19486181437969208,2018-01-01,9,299.04473876953125,299.04473876953125,41,0,0.0,8,R_A3,29,1614.7982177734375,STANDARD
0.7930884957313538,2018-01-01,10,299.1865234375,299.1865234375,41,0,0.0,9,R_A3,29,1616.9134521484375,STANDARD
0.8003004789352417,2018-01-01,11,299.32830810546875,299.32830810546875,41,0,0.0,10,R_A3,29,1619.0286865234375,STANDARD
0.05135570839047432,2018-01-01,12,299.4732666015625,299.4732666015625,41,0,0.0,11,R_A3,29,1621.1912841796875,STANDARD
0.052733588963747025,2018-01-01,13,299.62139892578125,299.62139892578125,41,0,0.0,12,R_A3,29,1623.401123046875,STANDARD
0.3628526031970978,2018-01-01,14,299.76953125,299.76953125,41,0,0.0,13,R_A3,29,1625.6109619140625,STANDARD
0.2493850588798523,2018-01-01,15,299.91766357421875,299.91766357421875,41,0,0.0,14,R_A3,29,1627.8206787109375,STANDARD
0.46198615431785583,2018-01-01,16,300.0658264160156,300.0658264160156,41,0,0.0,15,R_A3,29,1630.030517578125,STANDARD
0.8057268261909485,2018-01-01,17,300.2022399902344,300.2022399902344,41,0,0.0,16,R_A3,29,1632.0654296875,STANDARD
0.3572491705417633,2018-01-01,18,300.3900146484375,300.3900146484375,41,0,0.0,26,R_A3,29,1634.8662109375,STANDARD
0.04623861610889435,2018-01-01,19,300.6279296875,300.6279296875,41,0,0.0,27,R_A3,29,1638.41455078125,STANDARD
