DRAWDOWN,WELLMODEL,PRESSURE,SGAS,CONIDX,CONIPOS,DATE,CONBPRES,CONKPOS,WELL,DEPTH,CONJPOS,SWAT
0,STANDARD,301.4975280761719,0.0,19,37,2018-01-01,301.4975280761719,28,R_A4,1651.464599609375,48,0.17467160522937775
0,STANDARD,301.1174621582031,0.0,20,37,2018-01-01,301.1174621582031,27,R_A4,1645.7974853515625,48,0.6481541991233826
0,STANDARD,301.3400573730469,0.0,21,38,2018-01-01,301.3400573730469,27,R_A4,1649.1165771484375,48,0.6481541991233826
0,STANDARD,301.72711181640625,0.0,22,38,2018-01-01,301.72711181640625,28,R_A4,1654.8878173828125,48,0.09907455742359161
0,STANDARD,302.1591796875,0.0,23,38,2018-01-01,302.1591796875,28,R_A4,1661.329345703125,47,0.6481541991233826
0,STANDARD,303.9440612792969,0.0,1,31,2018-01-01,303.9440612792969,1,R_A5,1686.0816650390625,20,1.0
0,STANDARD,304.14593505859375,0.0,2,31,2018-01-01,304.14593505859375,2,R_A5,1688.2117919921875,20,1.0
0,STANDARD,304.3477783203125,0.0,3,31,2018-01-01,304.3477783203125,3,R_A5,1690.3419189453125,20,1.0
0,STANDARD,304.5496520996094,0.0,4,31,2018-01-01,304.5496520996094,4,R_A5,1692.4720458984375,20,1.0
0,STANDARD,304.75152587890625,0.0,5,31,2018-01-01,304.75152587890625,5,R_A5,1694.6021728515625,20,1.0
0,STANDARD,304.953369140625,0.0,6,31,2018-01-01,304.953369140625,6,R_A5,1696.7322998046875,20,1.0
0,STANDARD,305.4610290527344,0.0,7,31,2018-01-01,305.4610290527344,7,R_A5,1698.8624267578125,20,1.0
0,STANDARD,305.66290283203125,0.0,8,31,2018-01-01,305.66290283203125,8,R_A5,1700.992431640625,20,1.0
0,STANDARD,305.2576904296875,0.0,9,31,2018-01-01,305.2576904296875,11,R_A5,1699.942138671875,21,1.0
0,STANDARD,305.4485778808594,0.0,10,31,2018-01-01,305.4485778808594,12,R_A5,1701.95654296875,21,1.0
0,STANDARD,305.6514587402344,0.0,11,31,2018-01-01,305.6514587402344,13,R_A5,1703.970947265625,21,1.0
0,STANDARD,305.84234619140625,0.0,12,31,2018-01-01,305.84234619140625,14,R_A5,1705.9853515625,21,1.0
0,STANDARD,306.03326416015625,0.0,13,31,2018-01-01,306.03326416015625,15,R_A5,1707.999755859375,21,1.0
0,STANDARD,306.3691711425781,0.0,14,31,2018-01-01,306.3691711425781,16,R_A5,1710.0140380859375,21,1.0
0,STANDARD,306.5600891113281,0.0,15,31,2018-01-01,306.5600891113281,17,R_A5,1712.0284423828125,21,1.0
0,STANDARD,306.6966857910156,0.0,16,31,2018-01-01,306.6966857910156,18,R_A5,1713.4697265625,21,1.0
0,STANDARD,306.7533264160156,0.0,17,31,2018-01-01,306.7533264160156,19,R_A5,1714.0672607421875,21,1.0
0,STANDARD,306.7190856933594,0.0,18,31,2018-01-01,306.7190856933594,25,R_A5,1715.3636474609375,21,1.0
0,STANDARD,307.2395935058594,0.0,19,31,2018-01-01,307.2395935058594,26,R_A5,1717.62939453125,21,1.0
0,STANDARD,307.454345703125,0.0,20,31,2018-01-01,307.454345703125,27,R_A5,1719.895263671875,21,1.0
0,STANDARD,307.6690979003906,0.0,21,31,2018-01-01,307.6690979003906,28,R_A5,1722.1610107421875,21,1.0
0,STANDARD,307.88385009765625,0.0,22,31,2018-01-01,307.88385009765625,29,R_A5,1724.4267578125,21,1.0
0,STANDARD,305.0762634277344,0.0,1,17,2018-01-01,305.0762634277344,1,R_A6,1694.80224609375,42,1.0
0,STANDARD,305.2224426269531,0.0,2,17,2018-01-01,305.2224426269531,2,R_A6,1696.3448486328125,42,1.0
0,STANDARD,305.3686218261719,0.0,3,17,2018-01-01,305.3686218261719,3,R_A6,1697.887451171875,42,1.0
0,STANDARD,305.51483154296875,0.0,4,17,2018-01-01,305.51483154296875,4,R_A6,1699.4300537109375,42,1.0
0,STANDARD,305.6610107421875,0.0,5,17,2018-01-01,305.6610107421875,5,R_A6,1700.97265625,42,1.0
0,STANDARD,305.8072204589844,0.0,6,17,2018-01-01,305.8072204589844,6,R_A6,1702.5152587890625,42,1.0
0,STANDARD,305.65435791015625,0.0,7,17,2018-01-01,305.65435791015625,7,R_A6,1704.057861328125,42,1.0
0,STANDARD,305.800537109375,0.0,8,17,2018-01-01,305.800537109375,8,R_A6,1705.6004638671875,42,1.0
0,STANDARD,306.24578857421875,0.0,9,17,2018-01-01,306.24578857421875,9,R_A6,1707.14306640625,42,1.0
0,STANDARD,306.086181640625,0.0,10,17,2018-01-01,306.086181640625,10,R_A6,1708.685546875,42,1.0
0,STANDARD,306.2682800292969,0.0,11,17,2018-01-01,306.2682800292969,11,R_A6,1710.6055908203125,42,1.0
0,STANDARD,306.4859924316406,0.0,12,17,2018-01-01,306.4859924316406,12,R_A6,1712.903076171875,42,1.0
0,STANDARD,306.7157287597656,0.0,13,17,2018-01-01,306.7157287597656,13,R_A6,1715.2005615234375,42,1.0
0,STANDARD,306.9334716796875,0.0,14,17,2018-01-01,306.9334716796875,14,R_A6,1717.498046875,42,1.0
0,STANDARD,307.1512145996094,0.0,15,17,2018-01-01,307.1512145996094,15,R_A6,1719.795654296875,42,1.0
0,STANDARD,307.51397705078125,0.0,16,17,2018-01-01,307.51397705078125,16,R_A6,1722.0931396484375,42,1.0
0,STANDARD,307.7317199707031,0.0,17,17,2018-01-01,307.7317199707031,17,R_A6,1724.390625,42,1.0
0,STANDARD,307.8792419433594,0.0,18,17,2018-01-01,307.8792419433594,18,R_A6,1725.9471435546875,42,1.0
0,STANDARD,307.8421936035156,0.0,19,17,2018-01-01,307.8421936035156,25,R_A6,1727.2138671875,42,1.0
0,STANDARD,308.3108215332031,0.0,20,17,2018-01-01,308.3108215332031,26,R_A6,1728.9317626953125,42,1.0
0,STANDARD,308.4736328125,0.0,21,17,2018-01-01,308.4736328125,27,R_A6,1730.649658203125,42,1.0
0,STANDARD,308.6364440917969,0.0,22,17,2018-01-01,308.6364440917969,28,R_A6,1732.3675537109375,42,1.0
0,STANDARD,308.49346923828125,0.0,23,17,2018-01-01,308.49346923828125,29,R_A6,1734.0853271484375,42,1.0
0,STANDARD,298.3056640625,0.0,1,22,2018-03-01,298.3056640625,1,R_A2,1641.299560546875,30,0.05375739187002182
0,STANDARD,298.4200134277344,0.0,2,22,2018-03-01,298.4200134277344,2,R_A2,1643.005859375,30,0.054493244737386703
0,STANDARD,298.53436279296875,0.0,3,22,2018-03-01,298.53436279296875,3,R_A2,1644.7120361328125,30,0.058591533452272415
0,STANDARD,298.648681640625,0.0,4,22,2018-03-01,298.648681640625,4,R_A2,1646.4183349609375,30,0.06305380165576935
0,STANDARD,298.7630615234375,0.0,5,22,2018-03-01,298.7630615234375,5,R_A2,1648.12451171875,30,0.06565816700458527
0,STANDARD,298.9294128417969,0.0,6,22,2018-03-01,298.9294128417969,6,R_A2,1649.830810546875,30,0.3136169910430908
0,STANDARD,299.09246826171875,0.0,7,22,2018-03-01,299.09246826171875,7,R_A2,1651.537109375,30,0.8760063052177429
0,STANDARD,299.2859191894531,0.0,8,22,2018-03-01,299.2859191894531,8,R_A2,1653.2432861328125,30,0.867423415184021
0,STANDARD,299.4185485839844,0.0,9,22,2018-03-01,299.4185485839844,9,R_A2,1654.949462890625,30,0.6486608386039734
0,STANDARD,299.6617431640625,0.0,10,22,2018-03-01,299.6617431640625,10,R_A2,1656.65576171875,30,0.8833073973655701
0,STANDARD,299.7344665527344,0.0,11,22,2018-03-01,299.7344665527344,11,R_A2,1658.5330810546875,30,0.06825944036245346
0,STANDARD,299.8717956542969,0.0,12,22,2018-03-01,299.8717956542969,12,R_A2,1660.5814208984375,30,0.12215400487184525
0,STANDARD,300.0096435546875,0.0,13,22,2018-03-01,300.0096435546875,13,R_A2,1662.6297607421875,30,0.4316585958003998
0,STANDARD,300.14801025390625,0.0,14,22,2018-03-01,300.14801025390625,14,R_A2,1664.6781005859375,30,0.47164303064346313
0,STANDARD,300.2890319824219,0.0,15,22,2018-03-01,300.2890319824219,15,R_A2,1666.7264404296875,30,0.8994513154029846
0,STANDARD,300.4295959472656,0.0,16,22,2018-03-01,300.4295959472656,16,R_A2,1668.7747802734375,30,0.901746392250061
0,STANDARD,300.8638000488281,0.0,17,22,2018-03-01,300.8638000488281,16,R_A2,1674.0343017578125,29,0.9537687301635742
0,STANDARD,301.0065002441406,0.0,18,22,2018-03-01,301.0065002441406,17,R_A2,1676.162841796875,29,0.9676591753959656
0,STANDARD,301.1157531738281,-3.3556935008505206e-09,19,22,2018-03-01,301.1157531738281,18,R_A2,1677.7913818359375,29,0.9999999403953552
0,STANDARD,303.28143310546875,-3.6557650835919984e-16,20,22,2018-03-01,303.28143310546875,25,R_A2,1679.22314453125,29,1.0
0,STANDARD,303.364990234375,-4.516093470267986e-18,21,22,2018-03-01,303.364990234375,26,R_A2,1680.958251953125,29,1.0
0,STANDARD,303.6886291503906,-3.2600542448967876e-18,22,22,2018-03-01,303.6886291503906,27,R_A2,1682.6932373046875,29,1.0
0,STANDARD,303.4910888671875,-5.55205591699547e-19,23,22,2018-03-01,303.4910888671875,28,R_A2,1684.42822265625,29,1.0
0,STANDARD,302.8769226074219,-7.401045667841015e-16,24,22,2018-03-01,302.8769226074219,29,R_A2,1686.163330078125,29,1.0
0,STANDARD,284.34649658203125,-4.610975601337941e-09,1,31,2018-04-28,284.34649658203125,1,R_A5,1686.0816650390625,20,0.9999999403953552
0,STANDARD,284.5482482910156,-5.79274939127572e-09,2,31,2018-04-28,284.5482482910156,2,R_A5,1688.2117919921875,20,0.9999998807907104
0,STANDARD,284.7499694824219,-5.312330575435453e-09,3,31,2018-04-28,284.7499694824219,3,R_A5,1690.3419189453125,20,0.9999998807907104
0,STANDARD,284.9516906738281,-5.8258611268513505e-09,4,31,2018-04-28,284.9516906738281,4,R_A5,1692.4720458984375,20,0.9999998807907104
0,STANDARD,285.15338134765625,-4.8915960171314055e-09,5,31,2018-04-28,285.15338134765625,5,R_A5,1694.6021728515625,20,0.9999999403953552
0,STANDARD,285.3550109863281,-4.022838062667233e-09,6,31,2018-04-28,285.3550109863281,6,R_A5,1696.7322998046875,20,0.9999999403953552
0,STANDARD,285.8829040527344,-2.9784324312442934e-11,7,31,2018-04-28,285.8829040527344,7,R_A5,1698.8624267578125,20,1.0
0,STANDARD,286.1344909667969,-1.9647079102513842e-11,8,31,2018-04-28,286.1344909667969,8,R_A5,1700.992431640625,20,1.0
0,STANDARD,277.379150390625,-3.340339116419955e-11,9,31,2018-04-28,277.379150390625,11,R_A5,1699.942138671875,21,1.0
0,STANDARD,277.59515380859375,-3.3284878325767764e-11,10,31,2018-04-28,277.59515380859375,12,R_A5,1701.95654296875,21,1.0
0,STANDARD,277.7981872558594,-1.2508568399821618e-12,11,31,2018-04-28,277.7981872558594,13,R_A5,1703.970947265625,21,1.0
0,STANDARD,277.9896545410156,-1.7283920605501435e-12,12,31,2018-04-28,277.9896545410156,14,R_A5,1705.9853515625,21,1.0
0,STANDARD,278.1814270019531,-5.931076484978759e-13,13,31,2018-04-28,278.1814270019531,15,R_A5,1707.999755859375,21,1.0
0,STANDARD,278.5244445800781,-7.886424261034641e-14,14,31,2018-04-28,278.5244445800781,16,R_A5,1710.0140380859375,21,1.0
0,STANDARD,278.72479248046875,-8.603632807276454e-14,15,31,2018-04-28,278.72479248046875,17,R_A5,1712.0284423828125,21,1.0
0,STANDARD,278.8648986816406,-9.795835746295029e-14,16,31,2018-04-28,278.8648986816406,18,R_A5,1713.4697265625,21,1.0
0,STANDARD,278.9222412109375,0.0,17,31,2018-04-28,278.9222412109375,19,R_A5,1714.0672607421875,21,1.0
0,STANDARD,285.5456237792969,-8.568364117181315e-13,18,31,2018-04-28,285.5456237792969,25,R_A5,1715.3636474609375,21,1.0
0,STANDARD,286.1003723144531,-6.977803209372302e-13,19,31,2018-04-28,286.1003723144531,26,R_A5,1717.62939453125,21,1.0
0,STANDARD,296.8835144042969,-4.724591671965216e-20,20,31,2018-04-28,296.8835144042969,27,R_A5,1719.895263671875,21,1.0
0,STANDARD,304.1830749511719,-1.583777131994049e-21,21,31,2018-04-28,304.1830749511719,28,R_A5,1722.1610107421875,21,1.0
0,STANDARD,307.020751953125,-4.353705980974849e-23,22,31,2018-04-28,307.020751953125,29,R_A5,1724.4267578125,21,1.0
0,STANDARD,277.3851623535156,0.0,1,28,2018-07-03,277.3851623535156,1,R_A3,1608.6031494140625,41,0.2953213155269623
0,STANDARD,277.4976806640625,0.0,2,28,2018-07-03,277.4976806640625,2,R_A3,1610.5506591796875,41,0.1538211703300476
0,STANDARD,276.8664245605469,0.0,3,29,2018-07-03,276.8664245605469,2,R_A3,1601.7923583984375,41,0.18530625104904175
0,STANDARD,277.00860595703125,0.0,4,29,2018-07-03,277.00860595703125,3,R_A3,1603.9266357421875,41,0.11905162781476974
0,STANDARD,277.15087890625,0.0,5,29,2018-07-03,277.15087890625,4,R_A3,1606.0609130859375,41,0.13917218148708344
0,STANDARD,277.3951416015625,0.0,6,29,2018-07-03,277.3951416015625,5,R_A3,1608.195068359375,41,0.803040087223053
0,STANDARD,277.50457763671875,0.0,7,29,2018-07-03,277.50457763671875,6,R_A3,1610.329345703125,41,0.6495653390884399
0,STANDARD,277.6604919433594,0.0,8,29,2018-07-03,277.6604919433594,7,R_A3,1612.4635009765625,41,0.1933896392583847
0,STANDARD,277.80291748046875,0.0,9,29,2018-07-03,277.80291748046875,8,R_A3,1614.5977783203125,41,0.19750840961933136
0,STANDARD,278.1074523925781,0.0,10,29,2018-07-03,278.1074523925781,9,R_A3,1616.73193359375,41,0.7923184633255005
0,STANDARD,279.9223327636719,0.0,11,29,2018-07-03,279.9223327636719,10,R_A3,1618.8662109375,41,0.7789949178695679
0,STANDARD,294.9673767089844,0.0,12,29,2018-07-03,294.9673767089844,11,R_A3,1621.0765380859375,41,0.04714547097682953
0,STANDARD,295.1204528808594,0.0,13,29,2018-07-03,295.1204528808594,12,R_A3,1623.3629150390625,41,0.0538167804479599
0,STANDARD,295.27398681640625,0.0,14,29,2018-07-03,295.27398681640625,13,R_A3,1625.6492919921875,41,0.370158314704895
0,STANDARD,295.5589294433594,0.0,15,29,2018-07-03,295.5589294433594,14,R_A3,1627.9356689453125,41,0.3645334839820862
0,STANDARD,295.9147033691406,0.0,16,29,2018-07-03,295.9147033691406,15,R_A3,1630.2220458984375,41,0.5082269310951233
0,STANDARD,296.04119873046875,0.0,17,29,2018-07-03,296.04119873046875,16,R_A3,1632.0869140625,41,0.8015167713165283
0,STANDARD,286.0338439941406,0.0,18,29,2018-07-03,286.0338439941406,25,R_A3,1634.5513916015625,41,0.3994530439376831
0,STANDARD,286.2440490722656,0.0,19,29,2018-07-03,286.2440490722656,26,R_A3,1638.0369873046875,41,0.04422363266348839
0,STANDARD,286.4769287109375,0.0,20,29,2018-07-03,286.4769287109375,27,R_A3,1641.5225830078125,41,0.047688648104667664
0,STANDARD,286.66949462890625,0.0,21,29,2018-07-03,286.66949462890625,28,R_A3,1645.0081787109375,41,0.6500150561332703
0,STANDARD,286.8487243652344,0.0,22,29,2018-07-03,286.8487243652344,29,R_A3,1648.4937744140625,41,0.05958908051252365
0,STANDARD,281.6702575683594,0.0,1,30,2018-09-12,281.6702575683594,1,R_A4,1633.138671875,52,0.08549883961677551
0,STANDARD,281.3360900878906,0.0,2,31,2018-09-12,281.3360900878906,1,R_A4,1627.679931640625,52,0.22857777774333954
0,STANDARD,281.47308349609375,0.0,3,31,2018-09-12,281.47308349609375,2,R_A4,1629.7340087890625,52,0.0493437759578228
0,STANDARD,281.6100769042969,0.0,4,31,2018-09-12,281.6100769042969,3,R_A4,1631.7880859375,52,0.05145924538373947
0,STANDARD,281.7470703125,0.0,5,31,2018-09-12,281.7470703125,4,R_A4,1633.842041015625,52,0.05491221323609352
0,STANDARD,281.67120361328125,0.0,6,32,2018-09-12,281.67120361328125,4,R_A4,1632.2633056640625,52,0.053910624235868454
0,STANDARD,281.91864013671875,0.0,7,32,2018-09-12,281.91864013671875,4,R_A4,1636.5863037109375,51,0.0582033172249794
0,STANDARD,281.964599609375,0.0,8,33,2018-09-12,281.964599609375,4,R_A4,1637.323974609375,51,0.05978179723024368
0,STANDARD,281.84039306640625,0.0,9,33,2018-09-12,281.84039306640625,3,R_A4,1635.4627685546875,51,0.05600408837199211
0,STANDARD,282.2918395996094,0.0,10,33,2018-09-12,282.2918395996094,4,R_A4,1642.753173828125,50,0.062185898423194885
0,STANDARD,282.1377868652344,0.0,11,34,2018-09-12,282.1377868652344,4,R_A4,1640.8165283203125,50,0.060177531093358994
0,STANDARD,282.01214599609375,0.0,12,34,2018-09-12,282.01214599609375,3,R_A4,1638.93310546875,50,0.13141652941703796
0,STANDARD,282.1214904785156,0.0,13,35,2018-09-12,282.1214904785156,4,R_A4,1641.2811279296875,50,0.060106098651885986
0,STANDARD,282.0019836425781,0.0,14,35,2018-09-12,282.0019836425781,3,R_A4,1639.48779296875,50,0.17718036472797394
0,STANDARD,282.2388000488281,0.0,15,35,2018-09-12,282.2388000488281,3,R_A4,1643.763916015625,49,0.22603675723075867
0,STANDARD,282.116455078125,0.0,16,35,2018-09-12,282.116455078125,2,R_A4,1641.9559326171875,49,0.22556114196777344
0,STANDARD,278.2099609375,0.0,17,36,2018-09-12,278.2099609375,28,R_A4,1645.69921875,49,0.05675530061125755
0,STANDARD,277.604736328125,0.0,18,36,2018-09-12,277.604736328125,28,R_A4,1645.953125,48,0.06844239681959152
0,STANDARD,278.7052307128906,0.0,19,37,2018-09-12,278.7052307128906,28,R_A4,1651.464599609375,48,0.1572779417037964
0,STANDARD,278.2103576660156,0.0,20,37,2018-09-12,278.2103576660156,27,R_A4,1645.7974853515625,48,0.6519208550453186
0,STANDARD,278.8356018066406,0.0,21,38,2018-09-12,278.8356018066406,27,R_A4,1649.1165771484375,48,0.6573083400726318
0,STANDARD,279.34014892578125,0.0,22,38,2018-09-12,279.34014892578125,28,R_A4,1654.8878173828125,48,0.1004369780421257
0,STANDARD,279.4184875488281,0.0,23,38,2018-09-12,279.4184875488281,28,R_A4,1661.329345703125,47,0.651787519454956
0,STANDARD,278.2447204589844,-2.237738015110273e-15,1,17,2018-11-07,278.2447204589844,1,R_A6,1694.80224609375,42,1.0
0,STANDARD,278.388427734375,-1.318369936468113e-15,2,17,2018-11-07,278.388427734375,2,R_A6,1696.3448486328125,42,1.0
0,STANDARD,278.5294494628906,-1.0163783385747213e-15,3,17,2018-11-07,278.5294494628906,3,R_A6,1697.887451171875,42,1.0
0,STANDARD,278.6669006347656,-8.979555092520448e-16,4,17,2018-11-07,278.6669006347656,4,R_A6,1699.4300537109375,42,1.0
0,STANDARD,278.8033447265625,-1.324596899179853e-15,5,17,2018-11-07,278.8033447265625,5,R_A6,1700.97265625,42,1.0
0,STANDARD,278.9435729980469,-5.763755629457218e-14,6,17,2018-11-07,278.9435729980469,6,R_A6,1702.5152587890625,42,1.0
0,STANDARD,278.7903137207031,-1.2198228538373712e-13,7,17,2018-11-07,278.7903137207031,7,R_A6,1704.057861328125,42,1.0
0,STANDARD,278.9366149902344,-1.0152576208118796e-13,8,17,2018-11-07,278.9366149902344,8,R_A6,1705.6004638671875,42,1.0
