ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5065763,888518,561758,391742,55157266
Valysar,CentralSouth,65685419,12146378,9313165,6494537,914430795
Valysar,CentralNorth,37647247,6376833,4661269,3250536,457675507
Valysar,NorthHorst,4574951,777579,480531,295166,57823109
Valysar,CentralRamp,13333444,1930035,1342369,936101,131803078
Valysar,CentralHorst,85910743,13249190,10083296,7031588,990047552
Valysar,EastLowland,2382929,379767,236105,164648,23182372
Therys,WestLowland,2211582,419859,205018,142969,20130051
Therys,CentralSouth,13891597,3436627,2280711,1590454,223935957
Therys,CentralNorth,20521123,3791775,2205700,1538145,216570861
Therys,NorthHorst,7948501,1069197,441116,270956,53080192
Therys,CentralRamp,6638227,1598721,1227712,856145,120545231
Therys,CentralHorst,31847896,8125465,6300445,4393616,618621121
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,188907,32182,18459,12872,1812439
Volon,CentralSouth,34642813,6374852,4782536,3335102,469582344
Volon,CentralNorth,6627458,942101,537291,374680,52754957
Volon,NorthHorst,5404186,969221,713010,437967,85797711
Volon,CentralRamp,12628398,2326962,1862261,1298648,182849633
Volon,CentralHorst,84760274,14827059,11601389,8090230,1139104384
Volon,EastLowland,0,0,0,0,0
