ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4926419,1064714,818028,570452,80319613
Valysar,CentralSouth,60366342,11162374,8376277,5841198,822440634
Valysar,CentralNorth,33489952,5196098,3572917,2491574,350813662
Valysar,NorthHorst,5485321,958613,624577,383647,75156398
Valysar,CentralRamp,13746446,2202425,1507244,1051077,147991629
Valysar,CentralHorst,83973871,11558073,8003070,5580941,785796573
Valysar,EastLowland,291997,54580,18993,13244,1864815
Therys,WestLowland,2204974,367275,188821,131674,18539729
Therys,CentralSouth,8215681,1834811,1166674,813580,114552122
Therys,CentralNorth,17559935,3509230,2091755,1458686,205382961
Therys,NorthHorst,9872056,1399799,609652,374479,73360512
Therys,CentralRamp,6770890,1467495,1101314,768002,108134630
Therys,CentralHorst,27405046,6636452,5085532,3546396,499332547
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,254401,35508,19025,13267,1868050
Volon,CentralSouth,26513975,4748248,3447882,2404380,338536779
Volon,CentralNorth,4040798,529603,253439,176736,24884397
Volon,NorthHorst,6714072,1246578,942764,579093,113444326
Volon,CentralRamp,11693521,2124313,1628249,1135460,159872706
Volon,CentralHorst,77869416,13659651,10695171,7458278,1050125594
Volon,EastLowland,0,0,0,0,0
