ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,8133806,1307260,752238,524573,73859925
Valysar,CentralSouth,52593415,9681822,6804485,4745108,668111288
Valysar,CentralNorth,30715411,5530714,4182578,2916721,410674309
Valysar,NorthHorst,3345911,359599,151171,92857,18190633
Valysar,CentralRamp,13094545,2151809,1574663,1098092,154611291
Valysar,CentralHorst,82316397,15566917,12302953,8579465,1207988698
Valysar,EastLowland,6754064,1374504,827244,576879,81224562
Therys,WestLowland,1787978,340606,172759,120473,16962665
Therys,CentralSouth,4987613,1519734,1126985,785903,110655196
Therys,CentralNorth,15548713,2910329,1569242,1094311,154078983
Therys,NorthHorst,5023718,762774,320097,196620,38517856
Therys,CentralRamp,6586317,1477009,1100651,767539,108069520
Therys,CentralHorst,26170257,6946743,5420287,3779838,532201175
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,165572,33666,22028,15362,2162907
Volon,CentralSouth,30621759,5506736,4039190,2816729,396595515
Volon,CentralNorth,4194215,508390,205659,143416,20193029
Volon,NorthHorst,3774915,638295,445788,273825,53642402
Volon,CentralRamp,13398182,2595488,2165936,1510416,212666564
Volon,CentralHorst,79803790,14707704,11994762,8364548,1177728429
Volon,EastLowland,0,0,0,0,0
