Project name			: /private/asny/Desktop/reek/resmod/ff/2019a/r001/rms/model/reek.rms11.0.1
Date				: 2020.02.19 17:18:18
Grid model name			: Geogrid

   Zone      Region index          Bulk                Pore                Hcpv               Stoiip       
UpperReek  1                       269155118.14         48399106.48         38860550.63         24440597.47
UpperReek  2                               0.00                0.00                0.00                0.00
UpperReek  Totals                  269155118.14         48399106.48         38860550.63         24440597.47
MidReek    1                       201974545.37         39271661.23         31811855.60         20007456.02
MidReek    2                               0.00                0.00                0.00                0.00
MidReek    Totals                  201974545.37         39271661.23         31811855.60         20007456.02
LowerReek  1                       125353657.55         25873415.60         21347605.27         13426166.61
LowerReek  2                               0.00                0.00                0.00                0.00
LowerReek  Totals                  125353657.55         25873415.60         21347605.27         13426166.61
Totals     1                       596483321.06        113544183.31         92020011.50         57874220.11
Totals     2                               0.00                0.00                0.00                0.00
Totals     Totals                  596483321.06        113544183.31         92020011.50         57874220.11
