ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL
UpperReek,1,284394825.38,50920793.63,40795762.66,25657711.92
UpperReek,2,0.0,0.0,0.0,0.0
MidReek,1,198233864.87,37560584.62,29621416.81,18629821.59
MidReek,2,0.0,0.0,0.0,0.0
LowerReek,1,124297642.79,27132479.38,22519562.56,14163246.66
LowerReek,2,0.0,0.0,0.0,0.0
