DATE,SWAT,PRESSURE,CONBPRES,CONIPOS,CONIDX,WELL,WELLMODEL,CONKPOS,CONJPOS,DEPTH,DRAWDOWN,SGAS
2018-03-01,0.07898887246847153,300.20654296875,300.20654296875,22,11,R_A2,STANDARD,11,30,1659.1368408203125,0,0.0
2018-03-01,0.07925820350646973,300.3560791015625,300.3560791015625,22,12,R_A2,STANDARD,12,30,1661.132568359375,0,0.0
2018-03-01,0.4531070291996002,300.7603454589844,300.7603454589844,22,13,R_A2,STANDARD,13,30,1663.12841796875,0,0.0
2018-03-01,0.5042712688446045,301.0601501464844,301.0601501464844,22,14,R_A2,STANDARD,14,30,1665.1241455078125,0,0.0
2018-03-01,0.6905548572540283,301.19366455078125,301.19366455078125,22,15,R_A2,STANDARD,15,30,1667.1199951171875,0,0.0
2018-03-01,0.9649182558059692,301.325927734375,301.325927734375,22,16,R_A2,STANDARD,16,30,1669.11572265625,0,0.0
2018-03-01,0.9508002996444702,301.4594421386719,301.4594421386719,22,17,R_A2,STANDARD,17,30,1671.111572265625,0,0.0
2018-03-01,0.9831556677818298,301.58514404296875,301.58514404296875,22,18,R_A2,STANDARD,18,30,1672.9881591796875,0,0.0
2018-03-01,0.9968770742416382,301.6529846191406,301.6529846191406,22,19,R_A2,STANDARD,18,29,1674.229736328125,0,0.0
2018-03-01,1.0,302.8867492675781,302.8867492675781,22,20,R_A2,STANDARD,27,29,1676.1676025390625,0,-1.0738000123231806e-16
2018-03-01,1.0,303.2816467285156,303.2816467285156,22,21,R_A2,STANDARD,28,29,1677.9368896484375,0,-2.3167100533040087e-17
2018-03-01,1.0,303.1982727050781,303.1982727050781,22,22,R_A2,STANDARD,29,29,1679.7061767578125,0,-2.4031256118974235e-17
2018-03-01,1.0,302.7454528808594,302.7454528808594,22,23,R_A2,STANDARD,30,29,1681.4754638671875,0,-2.1639876968083432e-17
2018-03-01,1.0,302.1778869628906,302.1778869628906,22,24,R_A2,STANDARD,31,29,1683.2447509765625,0,-2.6309364465504477e-17
2018-04-28,1.0,271.60284423828125,271.60284423828125,31,1,R_A5,STANDARD,1,20,1685.026611328125,0,-1.534366104109928e-17
2018-04-28,1.0,271.51312255859375,271.51312255859375,31,2,R_A5,STANDARD,2,20,1687.3070068359375,0,-5.2876434072999644e-15
2018-04-28,1.0,271.7290954589844,271.7290954589844,31,3,R_A5,STANDARD,3,20,1689.5875244140625,0,-7.91646563976173e-15
2018-04-28,1.0,271.945068359375,271.945068359375,31,4,R_A5,STANDARD,4,20,1691.8680419921875,0,-9.29901738022567e-15
2018-04-28,1.0,272.16094970703125,272.16094970703125,31,5,R_A5,STANDARD,5,20,1694.1485595703125,0,-3.015017163883471e-15
2018-04-28,1.0,272.37689208984375,272.37689208984375,31,6,R_A5,STANDARD,6,20,1696.4290771484375,0,-1.497667753160535e-14
2018-04-28,1.0,272.9504089355469,272.9504089355469,31,7,R_A5,STANDARD,7,20,1698.70947265625,0,-2.04366434392771e-15
2018-04-28,1.0,273.24017333984375,273.24017333984375,31,8,R_A5,STANDARD,8,20,1700.989990234375,0,-9.718192809998142e-15
2018-04-28,1.0,275.6739196777344,275.6739196777344,31,9,R_A5,STANDARD,9,20,1703.2706298828125,0,0.0
2018-04-28,1.0,277.25927734375,277.25927734375,31,10,R_A5,STANDARD,11,20,1707.6488037109375,0,-1.0269727776512916e-12
2018-04-28,1.0,277.505615234375,277.505615234375,31,11,R_A5,STANDARD,12,20,1709.5638427734375,0,-3.6560229670079547e-13
2018-04-28,1.0,276.2161560058594,276.2161560058594,31,12,R_A5,STANDARD,12,21,1701.7845458984375,0,-1.591520804034019e-10
2018-04-28,1.0,277.092041015625,277.092041015625,31,13,R_A5,STANDARD,13,21,1703.735107421875,0,0.0
2018-04-28,1.0,277.301513671875,277.301513671875,31,14,R_A5,STANDARD,14,21,1705.6856689453125,0,-1.225487766820521e-10
2018-04-28,1.0,277.5012512207031,277.5012512207031,31,15,R_A5,STANDARD,15,21,1707.63623046875,0,-2.3677048169301607e-11
2018-04-28,1.0,277.8931884765625,277.8931884765625,31,16,R_A5,STANDARD,16,21,1709.5867919921875,0,-6.474882695978179e-12
2018-04-28,1.0,278.2102355957031,278.2102355957031,31,17,R_A5,STANDARD,17,21,1711.537353515625,0,-6.834437963482154e-12
2018-04-28,1.0,278.6583557128906,278.6583557128906,31,18,R_A5,STANDARD,18,21,1713.35400390625,0,-1.2915010207115163e-11
2018-04-28,1.0,278.9544372558594,278.9544372558594,31,19,R_A5,STANDARD,19,21,1714.3951416015625,0,0.0
2018-04-28,1.0,279.0199279785156,279.0199279785156,31,20,R_A5,STANDARD,27,21,1715.7628173828125,0,-1.3507970783588341e-11
2018-04-28,1.0,279.45697021484375,279.45697021484375,31,21,R_A5,STANDARD,28,21,1718.098388671875,0,-8.87182948633436e-12
2018-04-28,1.0,285.1079406738281,285.1079406738281,31,22,R_A5,STANDARD,29,21,1720.43408203125,0,-2.8949581775130193e-19
2018-04-28,1.0,279.35479736328125,279.35479736328125,31,23,R_A5,STANDARD,30,21,1722.7696533203125,0,-2.5494580405127643e-13
2018-04-28,1.0,281.3608093261719,281.3608093261719,31,24,R_A5,STANDARD,31,21,1725.105224609375,0,-2.361335951042877e-19
2018-07-03,0.6494997143745422,278.43914794921875,278.43914794921875,28,1,R_A3,STANDARD,1,41,1609.243408203125,0,0.0
2018-07-03,0.19764307141304016,278.5735168457031,278.5735168457031,28,2,R_A3,STANDARD,2,41,1611.3077392578125,0,0.0
2018-07-03,0.15820348262786865,278.7110900878906,278.7110900878906,28,3,R_A3,STANDARD,3,41,1613.3720703125,0,0.0
2018-07-03,0.17278118431568146,278.8487243652344,278.8487243652344,28,4,R_A3,STANDARD,4,41,1615.4365234375,0,0.0
2018-07-03,0.6502078175544739,278.9953918457031,278.9953918457031,28,5,R_A3,STANDARD,5,41,1617.5008544921875,0,0.0
2018-07-03,0.33819735050201416,279.1437072753906,279.1437072753906,28,6,R_A3,STANDARD,6,41,1619.565185546875,0,0.0
2018-07-03,0.649808943271637,278.368408203125,278.368408203125,29,7,R_A3,STANDARD,6,41,1609.3663330078125,0,0.0
2018-07-03,0.19831492006778717,278.5311279296875,278.5311279296875,29,8,R_A3,STANDARD,7,41,1611.4163818359375,0,0.0
2018-07-03,0.35213714838027954,278.6692810058594,278.6692810058594,29,9,R_A3,STANDARD,8,41,1613.46630859375,0,0.0
2018-07-03,0.8015080690383911,278.8922119140625,278.8922119140625,29,10,R_A3,STANDARD,9,41,1615.516357421875,0,0.0
2018-07-03,0.7959167957305908,280.39306640625,280.39306640625,29,11,R_A3,STANDARD,10,41,1617.5662841796875,0,0.0
2018-07-03,0.04922334477305412,280.74737548828125,280.74737548828125,29,12,R_A3,STANDARD,11,41,1619.750732421875,0,0.0
2018-07-03,0.05498209223151207,280.902099609375,280.902099609375,29,13,R_A3,STANDARD,12,41,1622.0697021484375,0,0.0
2018-07-03,0.3726380467414856,281.0570068359375,281.0570068359375,29,14,R_A3,STANDARD,13,41,1624.388671875,0,0.0
2018-07-03,0.48777899146080017,283.09222412109375,283.09222412109375,29,15,R_A3,STANDARD,15,41,1629.026611328125,0,0.0
2018-07-03,0.8067106008529663,283.2387390136719,283.2387390136719,29,16,R_A3,STANDARD,16,41,1630.9468994140625,0,0.0
2018-07-03,1.0,287.2520446777344,287.2520446777344,29,17,R_A3,STANDARD,27,41,1633.5262451171875,0,1.0866301781986554e-11
2018-07-03,0.04379470273852348,283.3580322265625,283.3580322265625,29,18,R_A3,STANDARD,28,41,1637.1630859375,0,0.0
2018-07-03,0.05206489562988281,283.6007385253906,283.6007385253906,29,19,R_A3,STANDARD,29,41,1640.8001708984375,0,0.0
2018-07-03,1.0,287.4581298828125,287.4581298828125,29,20,R_A3,STANDARD,30,41,1644.4371337890625,0,4.410889188621869e-12
2018-07-03,0.06269382685422897,284.0755310058594,284.0755310058594,29,21,R_A3,STANDARD,31,41,1648.0740966796875,0,0.0
2018-09-12,0.05311055853962898,276.8253479003906,276.8253479003906,30,1,R_A4,STANDARD,1,52,1631.1873779296875,0,0.0
2018-09-12,0.049771279096603394,276.6155700683594,276.6155700683594,31,2,R_A4,STANDARD,1,52,1627.4293212890625,0,0.0
2018-09-12,0.051053259521722794,276.75286865234375,276.75286865234375,31,3,R_A4,STANDARD,2,52,1629.4896240234375,0,0.0
2018-09-12,0.05356406047940254,276.8901672363281,276.8901672363281,31,4,R_A4,STANDARD,3,52,1631.5498046875,0,0.0
2018-09-12,0.05857658386230469,277.0274963378906,277.0274963378906,31,5,R_A4,STANDARD,4,52,1633.610107421875,0,0.0
2018-09-12,0.057945456355810165,276.97381591796875,276.97381591796875,32,6,R_A4,STANDARD,4,52,1632.3968505859375,0,0.0
2018-09-12,0.058451712131500244,277.1833190917969,277.1833190917969,32,7,R_A4,STANDARD,4,51,1635.880615234375,0,0.0
2018-09-12,0.06206336244940758,277.2978515625,277.2978515625,33,8,R_A4,STANDARD,4,51,1637.321044921875,0,0.0
2018-09-12,0.0566449873149395,277.17474365234375,277.17474365234375,33,9,R_A4,STANDARD,3,51,1635.474609375,0,0.0
2018-09-12,0.1482941061258316,277.5509338378906,277.5509338378906,33,10,R_A4,STANDARD,4,50,1642.1485595703125,0,0.0
2018-09-12,0.0821390151977539,277.4892272949219,277.4892272949219,34,11,R_A4,STANDARD,4,50,1641.132080078125,0,0.0
2018-09-12,0.12331759184598923,277.3610534667969,277.3610534667969,34,12,R_A4,STANDARD,3,50,1639.20703125,0,0.0
2018-09-12,0.12481095641851425,277.5235595703125,277.5235595703125,35,13,R_A4,STANDARD,3,50,1640.9061279296875,0,0.0
2018-09-12,0.22969549894332886,277.3998107910156,277.3998107910156,35,14,R_A4,STANDARD,2,50,1639.0426025390625,0,0.0
2018-09-12,0.23711134493350983,277.5082702636719,277.5082702636719,35,15,R_A4,STANDARD,2,49,1641.93212890625,0,0.0
2018-09-12,0.12609747052192688,278.1383056640625,278.1383056640625,36,16,R_A4,STANDARD,30,49,1642.357421875,0,0.0
2018-09-12,0.05738535523414612,277.85028076171875,277.85028076171875,36,17,R_A4,STANDARD,30,48,1639.6068115234375,0,0.0
2018-09-12,0.22915197908878326,278.48138427734375,278.48138427734375,37,18,R_A4,STANDARD,30,48,1646.7513427734375,0,0.0
2018-09-12,0.2730935513973236,279.1124572753906,279.1124572753906,38,19,R_A4,STANDARD,30,48,1653.461669921875,0,0.0
2018-09-12,0.7129286527633667,279.23321533203125,279.23321533203125,38,20,R_A4,STANDARD,30,47,1657.8184814453125,0,0.0
2018-11-07,1.0,273.4522399902344,273.4522399902344,17,1,R_A6,STANDARD,1,42,1695.20263671875,0,-1.1820123491576291e-15
2018-11-07,1.0,273.5975646972656,273.5975646972656,17,2,R_A6,STANDARD,2,42,1696.7510986328125,0,-7.572328435270044e-16
2018-11-07,1.0,273.7403869628906,273.7403869628906,17,3,R_A6,STANDARD,3,42,1698.299560546875,0,-5.214257531541036e-16
2018-11-07,1.0,273.8797912597656,273.8797912597656,17,4,R_A6,STANDARD,4,42,1699.84814453125,0,-4.297676032476665e-16
2018-11-07,1.0,274.01763916015625,274.01763916015625,17,5,R_A6,STANDARD,5,42,1701.3966064453125,0,-1.0923958398216505e-15
2018-11-07,1.0,274.1581726074219,274.1581726074219,17,6,R_A6,STANDARD,6,42,1702.9451904296875,0,-2.7312972101568335e-14
2018-11-07,1.0,274.0020446777344,274.0020446777344,17,7,R_A6,STANDARD,7,42,1704.49365234375,0,-5.191818315867201e-14
2018-11-07,1.0,274.1485290527344,274.1485290527344,17,8,R_A6,STANDARD,8,42,1706.042236328125,0,-2.7805946970936232e-14
2018-11-07,1.0,274.5950927734375,274.5950927734375,17,9,R_A6,STANDARD,9,42,1707.5906982421875,0,-2.014997572619072e-15
2018-11-07,1.0,274.867431640625,274.867431640625,17,10,R_A6,STANDARD,10,42,1709.1392822265625,0,-8.669656839111132e-17
2018-11-07,1.0,274.7928466796875,274.7928466796875,17,11,R_A6,STANDARD,11,42,1711.055419921875,0,3.9819408485580396e-15
2018-11-07,1.0,275.0090637207031,275.0090637207031,17,12,R_A6,STANDARD,12,42,1713.3392333984375,0,1.7723282448239906e-15
2018-11-07,1.0,275.2379455566406,275.2379455566406,17,13,R_A6,STANDARD,13,42,1715.623046875,0,1.0842520680200536e-16
